'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:59:35.352',0.048,-,-,69.600,13.600
'13:59:35.360',0.064,-,-,68.800,14.800
'13:59:35.368',0.048,-,-,67.200,16.000
'13:59:35.376',0.064,-,-,66.400,16.800
'13:59:35.384',0.048,-,-,65.600,17.600
'13:59:35.392',0.064,-,-,64.800,18.000
'13:59:35.400',0.048,-,-,64.800,18.400
'13:59:35.408',0.064,-,-,65.600,18.400
'13:59:35.416',0.064,-,-,66.400,18.000
'13:59:35.424',0.064,-,-,67.200,17.200
'13:59:35.432',0.064,-,-,68.000,16.400
'13:59:35.440',0.080,-,-,68.000,15.200
'13:59:35.448',0.096,-,-,69.600,14.800
'13:59:35.456',0.080,-,-,70.400,14.000
'13:59:35.464',0.112,-,-,72.000,14.000
'13:59:35.472',0.128,-,-,72.800,14.000
'13:59:35.480',0.160,-,-,74.400,14.000
'13:59:35.488',0.176,-,-,75.200,14.000
'13:59:35.496',0.176,-,-,76.800,13.600
'13:59:35.504',0.176,-,-,77.600,13.600
'13:59:35.512',0.160,-,-,79.200,13.200
'13:59:35.520',0.144,-,-,80.800,13.200
'13:59:35.528',0.128,-,-,81.600,13.200
'13:59:35.536',0.112,-,-,82.400,12.800
'13:59:35.544',0.096,-,-,83.200,12.400
'13:59:35.552',0.080,-,-,84.000,12.000
'13:59:35.560',0.064,-,-,84.800,12.000
'13:59:35.568',0.048,-,-,84.800,12.000
'13:59:35.576',0.048,-,-,85.600,11.600
'13:59:35.584',0.064,-,-,85.600,11.200
'13:59:35.592',0.048,-,-,84.800,11.200
'13:59:35.600',0.064,-,-,84.800,11.200
'13:59:35.608',0.064,-,-,84.000,11.600
'13:59:35.616',0.208,-,-,84.000,12.000
'13:59:35.624',0.304,-,-,83.200,12.400
'13:59:35.632',0.368,-,-,82.400,12.800
'13:59:35.640',0.272,-,-,81.600,12.800
'13:59:35.648',0.160,-,-,80.000,12.400
'13:59:35.656',0.096,-,-,78.400,12.000
'13:59:35.664',0.128,-,-,77.600,12.000
'13:59:35.672',0.128,-,-,75.200,12.000
'13:59:35.680',0.112,-,-,73.600,11.600
'13:59:35.688',0.048,-,-,72.000,11.200
'13:59:35.696',0.000,-,-,69.600,10.800
'13:59:35.704',0.000,-,-,67.200,10.400
'13:59:35.712',0.048,-,-,65.600,10.400
'13:59:35.720',-0.016,-,-,63.200,10.800
'13:59:35.728',0.000,-,-,61.600,10.800
'13:59:35.736',0.032,-,-,60.000,10.400
'13:59:35.744',0.032,-,-,57.600,10.400
'13:59:35.752',0.032,-,-,56.000,10.800
'13:59:35.760',0.048,-,-,54.400,11.600
'13:59:35.768',0.032,-,-,53.600,12.800
'13:59:35.776',0.048,-,-,52.000,14.400
'13:59:35.784',0.032,-,-,51.200,16.800
'13:59:35.792',0.048,-,-,51.200,19.200
'13:59:35.800',0.032,-,-,51.200,21.600
'13:59:35.808',0.048,-,-,52.000,24.400
'13:59:35.816',0.032,-,-,52.800,27.200
'13:59:35.824',0.048,-,-,53.600,29.200
'13:59:35.832',0.032,-,-,55.200,30.800
'13:59:35.840',0.048,-,-,56.000,31.200
'13:59:35.848',0.032,-,-,57.600,31.600
'13:59:35.856',0.032,-,-,59.200,31.200
'13:59:35.864',0.048,-,-,60.800,30.400
'13:59:35.872',0.032,-,-,63.200,29.600
'13:59:35.880',0.048,-,-,65.600,28.800
'13:59:35.888',0.032,-,-,68.000,27.600
'13:59:35.896',0.048,-,-,69.600,26.400
'13:59:35.904',0.032,-,-,70.400,25.600
'13:59:35.912',0.048,-,-,71.200,24.400
'13:59:35.920',0.032,-,-,72.800,23.200
'13:59:35.928',0.048,-,-,73.600,22.000
'13:59:35.936',0.032,-,-,75.200,21.200
'13:59:35.944',0.048,-,-,76.000,20.400
'13:59:35.952',0.048,-,-,76.000,19.200
'13:59:35.960',0.048,-,-,76.000,17.600
'13:59:35.968',0.064,-,-,76.000,16.000
'13:59:35.976',0.048,-,-,75.200,14.000
'13:59:35.984',0.064,-,-,74.400,12.400
'13:59:35.992',0.048,-,-,73.600,11.200
'13:59:36.000',0.064,-,-,72.000,10.800
'13:59:36.008',0.064,-,-,70.400,11.200
'13:59:36.016',0.064,-,-,69.600,12.000
