'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'3:47.192',-0.009,-0.150,-,-,-,157.600,-
'3:47.200',-0.035,-0.150,-,-,-,156.800,-
'3:47.208',-0.052,-0.150,-,-,-,156.800,-
'3:47.216',-0.052,-0.150,-,-,-,156.800,-
'3:47.224',-0.035,-0.125,-,-,-,156.800,-
'3:47.232',-0.009,-0.125,-,-,-,157.600,-
'3:47.240',-0.035,-0.100,-,-,-,157.600,-
'3:47.248',-0.070,-0.100,-,-,-,158.400,-
'3:47.256',-0.070,-0.050,-,-,-,158.400,-
'3:47.264',-0.070,-0.025,-,-,-,157.600,-
'3:47.272',-0.070,-0.025,-,-,-,157.600,-
'3:47.280',-0.096,0.000,-,-,-,158.400,-
'3:47.288',-0.104,0.000,-,-,-,158.400,-
'3:47.296',-0.104,0.000,-,-,-,158.400,-
'3:47.304',-0.113,0.000,-,-,-,159.200,-
'3:47.312',-0.113,0.000,-,-,-,159.200,-
'3:47.320',-0.113,-0.025,-,-,-,160.000,-
'3:47.328',-0.130,-0.025,-,-,-,159.200,-
'3:47.336',-0.104,-0.050,-,-,-,159.200,-
'3:47.344',-0.078,-0.075,-,-,-,158.400,-
'3:47.352',-0.070,-0.050,-,-,-,157.600,-
'3:47.360',-0.096,-0.050,-,-,-,156.800,-
'3:47.368',-0.130,-0.050,-,-,-,156.800,-
'3:47.376',-0.139,-0.050,-,-,-,156.800,-
'3:47.384',-0.130,-0.025,-,-,-,157.600,-
'3:47.392',-0.104,-0.025,-,-,-,158.400,-
'3:47.400',-0.078,-0.025,-,-,-,160.800,-
'3:47.408',-0.070,0.000,-,-,-,163.200,-
'3:47.416',-0.078,0.050,-,-,-,166.400,-
'3:47.424',-0.070,0.075,-,-,-,168.800,-
'3:47.432',-0.052,0.075,-,-,-,172.000,-
'3:47.440',-0.052,0.075,-,-,-,174.400,-
'3:47.448',-0.070,0.050,-,-,-,176.800,-
'3:47.456',-0.078,0.025,-,-,-,178.400,-
'3:47.464',-0.096,0.000,-,-,-,179.200,-
'3:47.472',-0.104,-0.025,-,-,-,180.000,-
'3:47.480',-0.113,-0.075,-,-,-,179.200,-
'3:47.488',-0.130,-0.075,-,-,-,178.400,-
'3:47.496',-0.139,-0.075,-,-,-,176.000,-
'3:47.504',-0.139,-0.075,-,-,-,173.600,-
'3:47.512',-0.157,-0.075,-,-,-,170.400,-
'3:47.520',-0.113,-0.100,-,-,-,167.200,-
'3:47.528',-0.078,-0.100,-,-,-,164.000,-
'3:47.536',-0.070,-0.100,-,-,-,160.800,-
'3:47.544',-0.130,-0.100,-,-,-,156.800,-
'3:47.552',-0.174,-0.050,-,-,-,153.600,-
'3:47.560',-0.174,0.050,-,-,-,150.400,-
'3:47.568',-0.113,0.125,-,-,-,147.200,-
'3:47.576',-0.035,0.150,-,-,-,143.200,-
'3:47.584',0.035,0.075,-,-,-,140.000,-
'3:47.592',0.035,-0.050,-,-,-,137.600,-
'3:47.600',-0.017,-0.150,-,-,-,134.400,-
'3:47.608',-0.035,-0.200,-,-,-,132.000,-
'3:47.616',-0.043,-0.225,-,-,-,128.800,-
'3:47.624',-0.052,-0.225,-,-,-,126.400,-
'3:47.632',-0.078,-0.225,-,-,-,124.800,-
'3:47.640',-0.096,-0.250,-,-,-,124.000,-
'3:47.648',-0.096,-0.250,-,-,-,124.000,-
'3:47.656',-0.130,-0.250,-,-,-,126.400,-
'3:47.664',-0.130,-0.275,-,-,-,128.800,-
'3:47.672',-0.078,-0.250,-,-,-,132.800,-
'3:47.680',-0.052,-0.250,-,-,-,137.600,-
'3:47.688',-0.070,-0.225,-,-,-,142.400,-
'3:47.696',-0.070,-0.225,-,-,-,147.200,-
'3:47.704',-0.078,-0.200,-,-,-,152.000,-
'3:47.712',-0.078,-0.200,-,-,-,156.800,-
'3:47.720',-0.070,-0.175,-,-,-,161.600,-
'3:47.728',-0.052,-0.125,-,-,-,165.600,-
'3:47.736',-0.070,-0.075,-,-,-,168.800,-
'3:47.744',-0.078,-0.025,-,-,-,172.000,-
'3:47.752',-0.078,0.000,-,-,-,173.600,-
'3:47.760',-0.096,0.025,-,-,-,174.400,-
'3:47.768',-0.096,0.050,-,-,-,174.400,-
'3:47.776',-0.070,0.050,-,-,-,174.400,-
'3:47.784',-0.070,0.075,-,-,-,173.600,-
'3:47.792',-0.078,0.075,-,-,-,172.800,-
'3:47.800',-0.017,0.075,-,-,-,172.000,-
'3:47.808',0.009,0.075,-,-,-,170.400,-
'3:47.816',0.000,0.050,-,-,-,168.000,-
'3:47.824',-0.009,0.025,-,-,-,166.400,-
'3:47.832',-0.017,0.000,-,-,-,164.000,-
'3:47.840',-0.009,-0.025,-,-,-,162.400,-
'3:47.848',0.009,-0.075,-,-,-,161.600,-
'3:47.856',0.009,-0.100,-,-,-,160.800,-
'3:47.864',0.009,-0.100,-,-,-,160.000,-
'3:47.872',0.000,-0.075,-,-,-,160.000,-
'3:47.880',0.009,-0.075,-,-,-,160.000,-
'3:47.888',0.009,-0.075,-,-,-,160.800,-
'3:47.896',0.000,-0.050,-,-,-,161.600,-
'3:47.904',0.009,-0.050,-,-,-,162.400,-
'3:47.912',0.035,-0.050,-,-,-,162.400,-
'3:47.920',0.035,-0.025,-,-,-,161.600,-
'3:47.928',0.043,-0.025,-,-,-,160.800,-
'3:47.936',0.052,-0.025,-,-,-,160.000,-
'3:47.944',0.035,-0.050,-,-,-,160.000,-
'3:47.952',0.009,-0.025,-,-,-,160.000,-
'3:47.960',0.000,-0.025,-,-,-,159.200,-
'3:47.968',-0.009,-0.050,-,-,-,159.200,-
'3:47.976',-0.009,-0.075,-,-,-,159.200,-
'3:47.984',0.017,-0.100,-,-,-,158.400,-
'3:47.992',0.017,-0.125,-,-,-,158.400,-
'3:48.000',0.000,-0.150,-,-,-,157.600,-
'3:48.008',-0.009,-0.150,-,-,-,156.000,-
'3:48.016',-0.009,-0.150,-,-,-,155.200,-
'3:48.024',0.009,-0.125,-,-,-,153.600,-
'3:48.032',0.009,-0.125,-,-,-,152.000,-
'3:48.040',-0.035,-0.075,-,-,-,151.200,-
'3:48.048',-0.070,0.025,-,-,-,149.600,-
'3:48.056',-0.070,0.100,-,-,-,148.000,-
'3:48.064',0.017,0.150,-,-,-,147.200,-
'3:48.072',0.104,0.150,-,-,-,146.400,-
'3:48.080',0.130,0.050,-,-,-,145.600,-
'3:48.088',0.096,-0.050,-,-,-,144.800,-
'3:48.096',0.078,-0.125,-,-,-,144.800,-
'3:48.104',0.096,-0.150,-,-,-,144.000,-
'3:48.112',0.078,-0.125,-,-,-,144.000,-
'3:48.120',0.070,-0.150,-,-,-,144.000,-
'3:48.128',0.017,-0.150,-,-,-,144.000,-
'3:48.136',0.000,-0.150,-,-,-,144.800,-
'3:48.144',0.052,-0.125,-,-,-,144.800,-
'3:48.152',0.130,-0.125,-,-,-,145.600,-
'3:48.160',0.130,-0.125,-,-,-,146.400,-
'3:48.168',0.104,-0.100,-,-,-,147.200,-
'3:48.176',0.096,-0.100,-,-,-,148.000,-
'3:48.184',0.078,-0.100,-,-,-,149.600,-
'3:48.192',0.078,-0.100,-,-,-,151.200,-
'3:48.200',0.078,-0.075,-,-,-,152.800,-
'3:48.208',0.070,-0.050,-,-,-,154.400,-
'3:48.216',0.070,-0.050,-,-,-,155.200,-
'3:48.224',0.043,0.000,-,-,-,156.000,-
'3:48.232',0.017,0.000,-,-,-,157.600,-
'3:48.240',0.009,0.025,-,-,-,157.600,-
'3:48.248',0.035,0.050,-,-,-,158.400,-
'3:48.256',0.052,0.100,-,-,-,158.400,-
'3:48.264',0.070,0.150,-,-,-,159.200,-
'3:48.272',0.078,0.150,-,-,-,159.200,-
'3:48.280',0.096,0.100,-,-,-,159.200,-
'3:48.288',0.096,-0.025,-,-,-,159.200,-
'3:48.296',0.070,-0.125,-,-,-,158.400,-
'3:48.304',0.043,-0.175,-,-,-,157.600,-
'3:48.312',0.017,-0.125,-,-,-,157.600,-
'3:48.320',0.009,-0.025,-,-,-,156.800,-
'3:48.328',0.009,0.075,-,-,-,156.000,-
'3:48.336',0.000,0.125,-,-,-,156.000,-
'3:48.344',0.000,0.175,-,-,-,155.200,-
'3:48.352',-0.009,0.200,-,-,-,155.200,-
'3:48.360',0.000,0.250,-,-,-,155.200,-
'3:48.368',0.043,0.275,-,-,-,154.400,-
'3:48.376',0.070,0.300,-,-,-,154.400,-
'3:48.384',0.078,0.325,-,-,-,155.200,-
'3:48.392',0.096,0.375,-,-,-,156.000,-
'3:48.400',0.130,0.400,-,-,-,157.600,-
