'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'15:22:15.936',-0.038,0.027,102.400,43.200
'15:22:15.944',-0.038,0.054,101.600,45.600
'15:22:15.952',-0.115,0.054,100.800,47.600
'15:22:15.960',-0.038,0.054,100.000,49.200
'15:22:15.968',-0.038,0.054,100.000,50.400
'15:22:15.976',0.000,0.000,100.000,51.200
'15:22:15.984',0.000,-0.027,99.200,51.200
'15:22:15.992',0.000,-0.027,97.600,51.600
'15:22:16.000',-0.038,-0.027,94.400,51.600
'15:22:16.008',-0.038,-0.027,91.200,51.600
'15:22:16.016',-0.038,-0.027,89.600,51.600
'15:22:16.024',-0.038,-0.027,92.000,51.200
'15:22:16.032',-0.115,0.000,93.600,51.200
'15:22:16.040',-0.115,-0.027,92.800,51.200
'15:22:16.048',-0.115,-0.027,89.600,50.800
'15:22:16.056',-0.115,0.000,86.400,50.800
'15:22:16.064',-0.115,-0.027,84.800,50.800
'15:22:16.072',-0.192,-0.027,83.200,50.800
'15:22:16.080',-0.115,-0.027,82.400,50.000
'15:22:16.088',-0.038,-0.027,82.400,49.600
'15:22:16.096',-0.038,-0.027,83.200,48.800
'15:22:16.104',-0.038,0.000,84.000,47.600
'15:22:16.112',0.000,0.000,84.800,46.400
'15:22:16.120',0.000,0.000,85.600,45.200
'15:22:16.128',0.000,0.000,86.400,44.000
'15:22:16.136',0.000,0.000,84.800,43.200
'15:22:16.144',0.000,0.000,83.200,42.800
'15:22:16.152',0.000,0.000,83.200,42.800
'15:22:16.160',0.000,0.000,87.200,42.800
'15:22:16.168',0.000,0.000,93.600,42.800
'15:22:16.176',0.000,0.000,96.800,42.800
'15:22:16.184',0.000,0.000,97.600,42.800
'15:22:16.192',0.000,0.000,96.000,42.800
'15:22:16.200',0.000,0.027,95.200,42.400
'15:22:16.208',0.000,0.027,96.000,42.400
'15:22:16.216',0.000,0.054,98.400,42.000
'15:22:16.224',0.000,0.000,101.600,41.600
'15:22:16.232',0.038,0.000,104.800,41.200
'15:22:16.240',0.038,-0.054,106.400,40.800
'15:22:16.248',0.038,-0.054,105.600,40.400
'15:22:16.256',0.038,-0.054,104.800,39.600
'15:22:16.264',0.038,-0.054,105.600,39.200
'15:22:16.272',0.038,-0.054,106.400,38.800
'15:22:16.280',0.038,-0.054,107.200,38.400
'15:22:16.288',0.038,-0.054,107.200,37.600
'15:22:16.296',0.038,-0.054,108.000,37.200
'15:22:16.304',0.038,-0.054,108.000,36.800
'15:22:16.312',0.038,-0.054,107.200,36.000
'15:22:16.320',0.000,-0.054,105.600,36.000
'15:22:16.328',0.000,-0.054,105.600,35.600
'15:22:16.336',0.038,-0.027,105.600,35.600
'15:22:16.344',0.038,-0.054,104.800,35.600
'15:22:16.352',0.038,-0.027,104.800,35.200
'15:22:16.360',0.038,-0.027,105.600,35.200
'15:22:16.368',0.000,0.000,107.200,35.200
'15:22:16.376',0.000,0.000,107.200,35.200
'15:22:16.384',0.000,0.000,105.600,34.800
'15:22:16.392',0.000,0.000,103.200,34.800
'15:22:16.400',0.000,0.000,101.600,34.400
'15:22:16.408',0.000,0.000,100.800,34.000
'15:22:16.416',0.000,0.000,100.000,33.600
'15:22:16.424',0.000,0.000,100.000,33.200
'15:22:16.432',0.000,0.000,99.200,32.800
'15:22:16.440',0.000,0.000,98.400,32.800
'15:22:16.448',0.000,0.000,97.600,32.400
'15:22:16.456',0.000,0.000,96.000,32.400
'15:22:16.464',0.000,0.054,93.600,32.400
'15:22:16.472',0.000,0.027,91.200,32.400
'15:22:16.480',0.000,0.000,88.800,32.400
'15:22:16.488',0.000,-0.054,85.600,32.000
'15:22:16.496',0.000,-0.054,84.000,32.000
'15:22:16.504',0.038,0.000,81.600,31.600
'15:22:16.512',0.231,0.027,80.000,31.600
'15:22:16.520',0.731,0.135,79.200,31.200
'15:22:16.528',1.115,-0.027,77.600,31.200
'15:22:16.536',1.577,-0.622,76.000,30.800
'15:22:16.544',0.462,-0.838,74.400,30.800
'15:22:16.552',-0.846,-0.189,73.600,30.400
'15:22:16.560',-1.192,0.189,73.600,30.400
'15:22:16.568',-0.731,0.459,72.800,30.400
'15:22:16.576',-0.577,0.459,71.200,30.400
'15:22:16.584',-0.385,0.162,68.800,30.400
'15:22:16.592',-0.115,0.054,65.600,30.400
'15:22:16.600',-0.115,0.027,63.200,30.400
'15:22:16.608',-0.038,0.000,62.400,30.400
'15:22:16.616',-0.038,0.000,62.400,30.400
'15:22:16.624',-0.038,0.000,62.400,30.400
'15:22:16.632',-0.115,0.000,65.600,30.400
'15:22:16.640',-0.038,0.000,71.200,30.400
'15:22:16.648',-0.038,0.000,80.000,30.400
'15:22:16.656',-0.038,0.000,86.400,31.200
'15:22:16.664',-0.038,0.000,89.600,32.400
'15:22:16.672',-0.038,0.000,90.400,34.400
'15:22:16.680',-0.038,0.000,90.400,36.800
'15:22:16.688',-0.038,0.027,91.200,39.600
'15:22:16.696',-0.038,0.027,92.800,42.400
'15:22:16.704',-0.115,0.054,93.600,45.200
'15:22:16.712',-0.115,0.027,93.600,48.000
'15:22:16.720',-0.115,0.054,92.800,50.000
'15:22:16.728',-0.038,0.054,91.200,51.600
'15:22:16.736',-0.038,0.027,91.200,52.800
'15:22:16.744',0.000,0.000,94.400,53.600
'15:22:16.752',0.000,0.000,97.600,54.400
'15:22:16.760',0.000,-0.027,99.200,54.400
'15:22:16.768',-0.038,0.000,96.800,54.400
'15:22:16.776',-0.038,-0.027,95.200,54.400
'15:22:16.784',-0.038,0.000,93.600,54.400
'15:22:16.792',-0.115,-0.027,92.800,54.400
'15:22:16.800',-0.115,0.000,92.000,54.400
'15:22:16.808',-0.115,-0.027,91.200,54.400
'15:22:16.816',-0.115,0.000,90.400,54.400
'15:22:16.824',-0.192,-0.027,88.800,54.400
'15:22:16.832',-0.192,0.000,88.000,54.400
'15:22:16.840',-0.231,-0.027,87.200,54.400
'15:22:16.848',-0.115,-0.027,87.200,54.000
'15:22:16.856',-0.115,-0.027,87.200,53.600
'15:22:16.864',-0.115,0.000,87.200,52.800
'15:22:16.872',-0.115,0.000,87.200,52.000
'15:22:16.880',-0.038,0.000,86.400,50.800
'15:22:16.888',-0.038,0.000,86.400,49.200
'15:22:16.896',0.000,0.000,86.400,48.000
'15:22:16.904',0.000,0.000,87.200,46.800
'15:22:16.912',0.000,0.000,87.200,45.600
'15:22:16.920',0.000,0.000,87.200,45.200
'15:22:16.928',0.000,0.000,88.000,44.800
'15:22:16.936',0.000,0.000,91.200,44.800
'15:22:16.944',0.000,0.000,96.000,44.800
'15:22:16.952',0.000,0.000,98.400,44.800
'15:22:16.960',0.000,0.000,99.200,44.800
'15:22:16.968',0.000,0.027,99.200,44.800
'15:22:16.976',0.000,0.054,101.600,44.800
'15:22:16.984',0.000,0.054,104.000,44.400
'15:22:16.992',0.000,0.000,104.000,44.000
'15:22:17.000',0.038,-0.027,104.000,43.600
'15:22:17.008',0.038,-0.054,104.800,42.800
'15:22:17.016',0.038,-0.054,106.400,42.400
'15:22:17.024',0.038,-0.054,108.800,41.600
'15:22:17.032',0.038,-0.054,109.600,40.800
'15:22:17.040',0.038,-0.054,108.800,40.400
'15:22:17.048',0.038,-0.054,108.800,40.000
'15:22:17.056',0.038,-0.054,109.600,39.200
'15:22:17.064',0.038,-0.054,110.400,38.800
'15:22:17.072',0.038,-0.027,111.200,38.400
'15:22:17.080',0.038,-0.054,112.000,38.000
'15:22:17.088',0.000,-0.054,111.200,37.600
'15:22:17.096',0.000,-0.027,109.600,37.200
'15:22:17.104',0.038,-0.054,108.800,37.200
'15:22:17.112',0.038,-0.027,108.800,36.800
'15:22:17.120',0.038,-0.027,108.800,36.800
'15:22:17.128',0.038,-0.027,108.000,36.800
'15:22:17.136',0.000,0.000,108.000,36.400
'15:22:17.144',0.000,0.000,109.600,36.400
'15:22:17.152',0.000,0.000,110.400,36.000
'15:22:17.160',0.038,0.000,109.600,35.600
'15:22:17.168',0.115,0.027,107.200,35.200
'15:22:17.176',0.500,0.081,105.600,35.200
'15:22:17.184',0.923,0.162,104.000,34.800
'15:22:17.192',1.385,-0.270,103.200,34.400
'15:22:17.200',1.500,-0.703,102.400,34.000
'15:22:17.208',-0.385,-0.378,102.400,33.600
'15:22:17.216',-1.308,0.135,101.600,33.600
'15:22:17.224',-1.115,0.459,100.800,33.600
'15:22:17.232',-0.731,0.595,100.000,33.600
'15:22:17.240',-0.462,0.378,99.200,33.600
'15:22:17.248',-0.192,0.135,98.400,33.600
'15:22:17.256',-0.038,0.000,96.800,33.200
'15:22:17.264',-0.038,0.000,94.400,33.200
'15:22:17.272',0.000,0.000,92.000,32.800
'15:22:17.280',0.000,0.000,89.600,32.800
'15:22:17.288',0.000,-0.027,88.000,32.800
'15:22:17.296',0.000,0.000,88.000,32.800
'15:22:17.304',0.000,0.000,88.800,32.400
'15:22:17.312',0.000,-0.027,89.600,32.400
'15:22:17.320',0.000,0.000,92.000,32.800
'15:22:17.328',0.000,0.000,95.200,33.200
'15:22:17.336',0.000,0.000,98.400,34.800
'15:22:17.344',0.000,-0.027,101.600,36.400
'15:22:17.352',0.000,0.000,103.200,38.800
'15:22:17.360',0.000,0.000,104.800,41.200
'15:22:17.368',0.000,0.000,104.800,43.600
'15:22:17.376',0.000,0.000,104.800,45.600
'15:22:17.384',0.000,0.000,104.800,47.600
'15:22:17.392',0.000,0.000,104.000,49.200
'15:22:17.400',-0.038,0.000,103.200,50.000
'15:22:17.408',0.000,0.000,103.200,50.400
'15:22:17.416',0.000,0.000,103.200,50.800
