'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:30:12.576',-,-0.064,-,-,0.088,-,58.560,-
'35:30:12.584',-,-0.032,-,-,0.088,-,59.520,-
'35:30:12.592',-,-0.064,-,-,0.096,-,61.920,-
'35:30:12.600',-,-0.032,-,-,0.088,-,65.760,-
'35:30:12.608',-,-0.032,-,-,0.080,-,68.160,-
'35:30:12.616',-,-0.032,-,-,0.088,-,71.520,-
'35:30:12.624',-,-0.032,-,-,0.104,-,76.320,-
'35:30:12.632',-,0.000,-,-,0.096,-,80.160,-
'35:30:12.640',-,0.000,-,-,0.104,-,82.560,-
'35:30:12.648',-,0.000,-,-,0.096,-,85.920,-
'35:30:12.656',-,0.000,-,-,0.104,-,88.320,-
'35:30:12.664',-,0.000,-,-,0.088,-,90.720,-
'35:30:12.672',-,0.000,-,-,0.080,-,92.160,-
'35:30:12.680',-,0.064,-,-,0.072,-,93.120,-
'35:30:12.688',-,0.064,-,-,0.064,-,94.560,-
'35:30:12.696',-,0.064,-,-,0.032,-,94.560,-
'35:30:12.704',-,0.096,-,-,0.032,-,94.560,-
'35:30:12.712',-,0.096,-,-,0.000,-,93.120,-
'35:30:12.720',-,0.136,-,-,0.000,-,92.160,-
'35:30:12.728',-,0.096,-,-,-0.016,-,90.720,-
'35:30:12.736',-,0.136,-,-,-0.024,-,89.760,-
'35:30:12.744',-,0.096,-,-,-0.024,-,87.360,-
'35:30:12.752',-,0.096,-,-,-0.032,-,85.920,-
'35:30:12.760',-,0.136,-,-,-0.032,-,83.520,-
'35:30:12.768',-,0.136,-,-,-0.024,-,81.120,-
'35:30:12.776',-,0.168,-,-,-0.080,-,77.760,-
'35:30:12.784',-,0.200,-,-,-0.096,-,75.360,-
'35:30:12.792',-,0.200,-,-,-0.128,-,72.960,-
'35:30:12.800',-,0.200,-,-,-0.144,-,70.560,-
'35:30:12.808',-,0.200,-,-,-0.112,-,69.120,-
'35:30:12.816',-,0.136,-,-,-0.096,-,68.160,-
'35:30:12.824',-,0.064,-,-,-0.080,-,66.720,-
'35:30:12.832',-,0.032,-,-,-0.040,-,66.720,-
'35:30:12.840',-,0.000,-,-,-0.016,-,66.720,-
'35:30:12.848',-,-0.032,-,-,-0.016,-,66.720,-
'35:30:12.856',-,-0.064,-,-,-0.008,-,66.720,-
'35:30:12.864',-,-0.032,-,-,-0.016,-,66.720,-
'35:30:12.872',-,-0.064,-,-,-0.008,-,68.160,-
'35:30:12.880',-,-0.064,-,-,-0.016,-,68.160,-
'35:30:12.888',-,-0.032,-,-,-0.008,-,69.120,-
'35:30:12.896',-,-0.064,-,-,-0.016,-,69.120,-
'35:30:12.904',-,-0.032,-,-,-0.008,-,69.120,-
'35:30:12.912',-,-0.064,-,-,-0.008,-,69.120,-
'35:30:12.920',-,-0.064,-,-,0.000,-,69.120,-
'35:30:12.928',-,-0.032,-,-,-0.008,-,69.120,-
'35:30:12.936',-,-0.064,-,-,0.000,-,69.120,-
'35:30:12.944',-,-0.064,-,-,0.000,-,68.160,-
'35:30:12.952',-,-0.032,-,-,-0.008,-,68.160,-
'35:30:12.960',-,-0.032,-,-,0.000,-,68.160,-
'35:30:12.968',-,0.000,-,-,-0.016,-,68.160,-
'35:30:12.976',-,0.136,-,-,-0.064,-,66.720,-
'35:30:12.984',-,0.200,-,-,-0.072,-,66.720,-
'35:30:12.992',-,0.168,-,-,-0.064,-,65.760,-
'35:30:13.000',-,0.136,-,-,-0.144,-,65.760,-
'35:30:13.008',-,0.136,-,-,-0.168,-,65.760,-
'35:30:13.016',-,0.136,-,-,-0.152,-,64.320,-
'35:30:13.024',-,0.136,-,-,-0.144,-,64.320,-
'35:30:13.032',-,0.096,-,-,-0.144,-,63.360,-
'35:30:13.040',-,0.000,-,-,-0.136,-,63.360,-
'35:30:13.048',-,-0.168,-,-,-0.088,-,63.360,-
'35:30:13.056',-,-0.376,-,-,-0.040,-,61.920,-
'35:30:13.064',-,-0.512,-,-,0.000,-,61.920,-
'35:30:13.072',-,-0.616,-,-,0.064,-,61.920,-
'35:30:13.080',-,-0.512,-,-,0.080,-,60.960,-
'35:30:13.088',-,-0.376,-,-,0.072,-,60.960,-
'35:30:13.096',-,-0.240,-,-,0.064,-,60.960,-
'35:30:13.104',-,-0.136,-,-,0.048,-,60.960,-
'35:30:13.112',-,-0.064,-,-,0.048,-,60.960,-
'35:30:13.120',-,-0.064,-,-,0.048,-,59.520,-
'35:30:13.128',-,-0.064,-,-,0.064,-,59.520,-
'35:30:13.136',-,-0.064,-,-,0.072,-,59.520,-
'35:30:13.144',-,-0.064,-,-,0.064,-,59.520,-
'35:30:13.152',-,-0.064,-,-,0.072,-,59.520,-
'35:30:13.160',-,-0.064,-,-,0.072,-,60.960,-
'35:30:13.168',-,-0.064,-,-,0.072,-,60.960,-
'35:30:13.176',-,-0.064,-,-,0.072,-,63.360,-
'35:30:13.184',-,-0.064,-,-,0.072,-,65.760,-
'35:30:13.192',-,-0.064,-,-,0.072,-,68.160,-
'35:30:13.200',-,-0.064,-,-,0.072,-,70.560,-
'35:30:13.208',-,-0.064,-,-,0.080,-,73.920,-
'35:30:13.216',-,-0.032,-,-,0.072,-,77.760,-
'35:30:13.224',-,-0.032,-,-,0.080,-,80.160,-
'35:30:13.232',-,0.000,-,-,0.072,-,83.520,-
'35:30:13.240',-,0.000,-,-,0.080,-,85.920,-
'35:30:13.248',-,0.000,-,-,0.072,-,87.360,-
'35:30:13.256',-,0.000,-,-,0.072,-,89.760,-
'35:30:13.264',-,0.000,-,-,0.048,-,89.760,-
'35:30:13.272',-,0.032,-,-,0.032,-,90.720,-
'35:30:13.280',-,0.064,-,-,0.016,-,90.720,-
'35:30:13.288',-,0.064,-,-,0.016,-,90.720,-
'35:30:13.296',-,0.096,-,-,-0.008,-,89.760,-
'35:30:13.304',-,0.096,-,-,-0.016,-,89.760,-
'35:30:13.312',-,0.096,-,-,-0.024,-,88.320,-
'35:30:13.320',-,0.136,-,-,-0.032,-,85.920,-
'35:30:13.328',-,0.136,-,-,-0.040,-,84.960,-
'35:30:13.336',-,0.136,-,-,-0.032,-,82.560,-
'35:30:13.344',-,0.168,-,-,-0.040,-,80.160,-
'35:30:13.352',-,0.200,-,-,-0.080,-,77.760,-
'35:30:13.360',-,0.200,-,-,-0.112,-,75.360,-
'35:30:13.368',-,0.200,-,-,-0.136,-,72.960,-
'35:30:13.376',-,0.200,-,-,-0.128,-,70.560,-
'35:30:13.384',-,0.168,-,-,-0.112,-,69.120,-
'35:30:13.392',-,0.136,-,-,-0.096,-,66.720,-
'35:30:13.400',-,0.064,-,-,-0.064,-,66.720,-
'35:30:13.408',-,0.000,-,-,-0.040,-,65.760,-
'35:30:13.416',-,0.000,-,-,-0.016,-,65.760,-
'35:30:13.424',-,-0.032,-,-,-0.008,-,65.760,-
'35:30:13.432',-,-0.064,-,-,-0.008,-,65.760,-
'35:30:13.440',-,-0.064,-,-,0.000,-,65.760,-
'35:30:13.448',-,-0.064,-,-,-0.008,-,66.720,-
'35:30:13.456',-,-0.064,-,-,0.000,-,66.720,-
'35:30:13.464',-,-0.064,-,-,-0.008,-,66.720,-
'35:30:13.472',-,-0.064,-,-,0.000,-,68.160,-
'35:30:13.480',-,-0.064,-,-,0.000,-,68.160,-
'35:30:13.488',-,-0.064,-,-,0.000,-,68.160,-
'35:30:13.496',-,-0.064,-,-,0.000,-,68.160,-
'35:30:13.504',-,-0.064,-,-,0.000,-,68.160,-
'35:30:13.512',-,-0.064,-,-,0.000,-,66.720,-
'35:30:13.520',-,-0.064,-,-,0.000,-,66.720,-
'35:30:13.528',-,-0.032,-,-,0.000,-,66.720,-
'35:30:13.536',-,-0.032,-,-,0.000,-,66.720,-
'35:30:13.544',-,0.000,-,-,-0.008,-,65.760,-
'35:30:13.552',-,0.136,-,-,-0.064,-,65.760,-
'35:30:13.560',-,0.200,-,-,-0.072,-,64.320,-
'35:30:13.568',-,0.136,-,-,-0.064,-,64.320,-
'35:30:13.576',-,0.136,-,-,-0.152,-,64.320,-
'35:30:13.584',-,0.136,-,-,-0.176,-,63.360,-
'35:30:13.592',-,0.136,-,-,-0.144,-,63.360,-
'35:30:13.600',-,0.136,-,-,-0.144,-,61.920,-
'35:30:13.608',-,0.064,-,-,-0.144,-,61.920,-
'35:30:13.616',-,-0.064,-,-,-0.112,-,60.960,-
'35:30:13.624',-,-0.200,-,-,-0.080,-,60.960,-
'35:30:13.632',-,-0.408,-,-,-0.016,-,60.960,-
'35:30:13.640',-,-0.544,-,-,0.016,-,59.520,-
'35:30:13.648',-,-0.616,-,-,0.072,-,59.520,-
'35:30:13.656',-,-0.480,-,-,0.096,-,59.520,-
'35:30:13.664',-,-0.344,-,-,0.080,-,59.520,-
'35:30:13.672',-,-0.200,-,-,0.064,-,58.560,-
'35:30:13.680',-,-0.096,-,-,0.048,-,58.560,-
'35:30:13.688',-,-0.064,-,-,0.048,-,58.560,-
'35:30:13.696',-,-0.064,-,-,0.064,-,58.560,-
'35:30:13.704',-,-0.064,-,-,0.072,-,58.560,-
'35:30:13.712',-,-0.064,-,-,0.080,-,58.560,-
'35:30:13.720',-,-0.064,-,-,0.072,-,58.560,-
'35:30:13.728',-,-0.064,-,-,0.072,-,58.560,-
'35:30:13.736',-,-0.064,-,-,0.072,-,58.560,-
'35:30:13.744',-,-0.064,-,-,0.080,-,59.520,-
'35:30:13.752',-,-0.064,-,-,0.072,-,61.920,-
'35:30:13.760',-,-0.064,-,-,0.080,-,64.320,-
'35:30:13.768',-,-0.064,-,-,0.072,-,66.720,-
'35:30:13.776',-,-0.064,-,-,0.080,-,69.120,-
'35:30:13.784',-,-0.064,-,-,0.080,-,72.960,-
'35:30:13.792',-,-0.032,-,-,0.088,-,76.320,-
'35:30:13.800',-,-0.032,-,-,0.088,-,80.160,-
'35:30:13.808',-,-0.032,-,-,0.096,-,82.560,-
'35:30:13.816',-,0.000,-,-,0.080,-,84.960,-
'35:30:13.824',-,0.000,-,-,0.088,-,87.360,-
'35:30:13.832',-,0.000,-,-,0.072,-,88.320,-
'35:30:13.840',-,0.032,-,-,0.064,-,89.760,-
'35:30:13.848',-,0.064,-,-,0.048,-,89.760,-
'35:30:13.856',-,0.064,-,-,0.024,-,89.760,-
'35:30:13.864',-,0.096,-,-,0.016,-,89.760,-
'35:30:13.872',-,0.096,-,-,0.000,-,89.760,-
'35:30:13.880',-,0.096,-,-,-0.016,-,88.320,-
'35:30:13.888',-,0.136,-,-,-0.016,-,87.360,-
'35:30:13.896',-,0.064,-,-,-0.024,-,84.960,-
'35:30:13.904',-,0.064,-,-,-0.024,-,83.520,-
'35:30:13.912',-,0.064,-,-,-0.032,-,81.120,-
'35:30:13.920',-,0.064,-,-,-0.024,-,78.720,-
'35:30:13.928',-,0.064,-,-,-0.032,-,76.320,-
'35:30:13.936',-,0.096,-,-,-0.024,-,73.920,-
'35:30:13.944',-,0.136,-,-,-0.016,-,71.520,-
'35:30:13.952',-,0.168,-,-,-0.080,-,69.120,-
'35:30:13.960',-,0.200,-,-,-0.112,-,66.720,-
'35:30:13.968',-,0.200,-,-,-0.112,-,64.320,-
'35:30:13.976',-,0.200,-,-,-0.112,-,64.320,-
'35:30:13.984',-,0.168,-,-,-0.112,-,63.360,-
'35:30:13.992',-,0.096,-,-,-0.080,-,63.360,-
'35:30:14.000',-,0.064,-,-,-0.064,-,63.360,-
'35:30:14.008',-,0.000,-,-,-0.032,-,63.360,-
'35:30:14.016',-,-0.032,-,-,-0.016,-,63.360,-
'35:30:14.024',-,-0.064,-,-,0.000,-,64.320,-
'35:30:14.032',-,-0.032,-,-,-0.008,-,64.320,-
'35:30:14.040',-,-0.064,-,-,0.000,-,64.320,-
'35:30:14.048',-,-0.064,-,-,-0.008,-,65.760,-
'35:30:14.056',-,-0.064,-,-,0.000,-,65.760,-
'35:30:14.064',-,-0.032,-,-,0.000,-,65.760,-
'35:30:14.072',-,-0.064,-,-,0.000,-,65.760,-
'35:30:14.080',-,-0.064,-,-,0.000,-,65.760,-
'35:30:14.088',-,-0.032,-,-,0.000,-,65.760,-
'35:30:14.096',-,-0.064,-,-,0.000,-,65.760,-
'35:30:14.104',-,-0.032,-,-,0.000,-,65.760,-
'35:30:14.112',-,-0.064,-,-,0.008,-,65.760,-
'35:30:14.120',-,-0.032,-,-,0.000,-,64.320,-
'35:30:14.128',-,-0.032,-,-,0.000,-,64.320,-
'35:30:14.136',-,0.000,-,-,0.000,-,64.320,-
'35:30:14.144',-,0.032,-,-,-0.024,-,63.360,-
'35:30:14.152',-,0.136,-,-,-0.064,-,63.360,-
'35:30:14.160',-,0.096,-,-,-0.064,-,63.360,-
