'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:02.192',0.000,-,-,-,-,108.800,22.080
'34:02.200',0.000,-,-,-,-,110.400,22.320
'34:02.208',0.009,-,-,-,-,112.800,22.680
'34:02.216',0.009,-,-,-,-,114.400,22.920
'34:02.224',0.017,-,-,-,-,116.800,22.560
'34:02.232',0.043,-,-,-,-,119.200,21.120
'34:02.240',0.043,-,-,-,-,121.600,19.320
'34:02.248',0.052,-,-,-,-,124.000,17.280
'34:02.256',0.035,-,-,-,-,126.400,16.320
'34:02.264',0.009,-,-,-,-,128.800,17.280
'34:02.272',0.000,-,-,-,-,130.400,20.280
'34:02.280',-0.009,-,-,-,-,132.000,22.920
'34:02.288',-0.017,-,-,-,-,132.800,23.160
'34:02.296',-0.017,-,-,-,-,133.600,21.360
'34:02.304',-0.017,-,-,-,-,132.800,18.480
'34:02.312',-0.017,-,-,-,-,131.200,16.080
'34:02.320',-0.017,-,-,-,-,128.000,14.760
'34:02.328',-0.017,-,-,-,-,124.800,14.760
'34:02.336',-0.017,-,-,-,-,120.800,15.720
'34:02.344',-0.043,-,-,-,-,116.800,17.280
'34:02.352',-0.078,-,-,-,-,112.800,18.480
'34:02.360',-0.130,-,-,-,-,108.000,19.080
'34:02.368',-0.157,-,-,-,-,104.000,18.720
'34:02.376',-0.096,-,-,-,-,100.000,17.760
'34:02.384',0.009,-,-,-,-,96.000,16.320
'34:02.392',0.070,-,-,-,-,92.800,15.360
'34:02.400',0.070,-,-,-,-,89.600,15.720
'34:02.408',0.035,-,-,-,-,86.400,17.880
'34:02.416',0.035,-,-,-,-,84.000,20.280
'34:02.424',0.035,-,-,-,-,81.600,21.360
'34:02.432',0.035,-,-,-,-,79.200,19.560
'34:02.440',0.017,-,-,-,-,76.800,16.080
'34:02.448',0.017,-,-,-,-,76.000,13.680
'34:02.456',0.017,-,-,-,-,75.200,13.080
'34:02.464',0.017,-,-,-,-,76.000,14.280
'34:02.472',0.035,-,-,-,-,76.800,16.920
'34:02.480',0.035,-,-,-,-,79.200,20.160
'34:02.488',0.035,-,-,-,-,81.600,23.280
'34:02.496',0.017,-,-,-,-,84.000,25.320
'34:02.504',0.017,-,-,-,-,87.200,25.920
'34:02.512',0.035,-,-,-,-,90.400,24.480
'34:02.520',0.035,-,-,-,-,93.600,22.320
'34:02.528',0.017,-,-,-,-,96.000,19.920
'34:02.536',0.009,-,-,-,-,99.200,18.360
'34:02.544',0.000,-,-,-,-,101.600,17.880
'34:02.552',-0.009,-,-,-,-,103.200,18.480
'34:02.560',-0.017,-,-,-,-,105.600,19.320
'34:02.568',-0.035,-,-,-,-,106.400,19.920
'34:02.576',-0.035,-,-,-,-,108.000,19.680
'34:02.584',-0.017,-,-,-,-,108.800,18.960
'34:02.592',-0.017,-,-,-,-,109.600,17.760
'34:02.600',-0.017,-,-,-,-,109.600,16.680
'34:02.608',-0.017,-,-,-,-,109.600,16.320
'34:02.616',-0.009,-,-,-,-,109.600,16.320
'34:02.624',-0.009,-,-,-,-,108.800,16.080
'34:02.632',-0.017,-,-,-,-,108.000,15.480
'34:02.640',-0.009,-,-,-,-,107.200,14.280
'34:02.648',0.000,-,-,-,-,105.600,12.480
'34:02.656',0.000,-,-,-,-,104.000,11.040
'34:02.664',-0.009,-,-,-,-,102.400,10.080
'34:02.672',-0.009,-,-,-,-,100.800,10.200
'34:02.680',-0.009,-,-,-,-,100.000,11.040
'34:02.688',-0.009,-,-,-,-,98.400,12.000
'34:02.696',-0.009,-,-,-,-,98.400,12.960
'34:02.704',-0.009,-,-,-,-,100.000,13.320
'34:02.712',0.000,-,-,-,-,100.800,12.960
'34:02.720',0.000,-,-,-,-,103.200,12.120
'34:02.728',0.009,-,-,-,-,104.800,11.400
'34:02.736',0.035,-,-,-,-,107.200,10.800
'34:02.744',0.035,-,-,-,-,109.600,10.800
'34:02.752',0.043,-,-,-,-,112.800,11.280
