'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'15:14:54.936',0.000,0.000,83.200,30.800
'15:14:54.944',0.000,0.000,82.400,29.600
'15:14:54.952',0.192,0.027,81.600,28.400
'15:14:54.960',0.231,0.054,81.600,28.000
'15:14:54.968',0.385,0.135,80.800,27.600
'15:14:54.976',-0.115,-0.054,80.000,28.000
'15:14:54.984',-0.192,-0.027,79.200,28.000
'15:14:54.992',0.000,0.000,79.200,28.400
'15:14:55.000',0.000,0.027,78.400,28.800
'15:14:55.008',0.000,0.054,78.400,28.800
'15:14:55.016',0.000,0.000,77.600,28.800
'15:14:55.024',0.000,0.027,77.600,28.800
'15:14:55.032',0.000,0.135,76.800,28.400
'15:14:55.040',0.000,0.054,76.000,28.400
'15:14:55.048',0.000,0.000,76.000,28.000
'15:14:55.056',0.000,0.027,75.200,27.600
'15:14:55.064',0.038,-0.054,75.200,27.200
'15:14:55.072',0.115,-0.081,74.400,26.800
'15:14:55.080',0.115,-0.081,74.400,26.000
'15:14:55.088',0.115,-0.054,74.400,26.000
'15:14:55.096',0.038,0.000,73.600,25.600
'15:14:55.104',0.115,-0.054,73.600,26.000
'15:14:55.112',0.115,-0.054,73.600,26.000
'15:14:55.120',0.038,-0.054,72.800,26.000
'15:14:55.128',0.000,-0.054,72.800,26.000
'15:14:55.136',0.000,-0.054,72.800,26.000
'15:14:55.144',0.038,-0.054,72.800,25.600
'15:14:55.152',0.000,-0.054,72.000,25.200
'15:14:55.160',0.115,-0.054,72.000,24.800
'15:14:55.168',0.000,-0.054,72.000,24.400
'15:14:55.176',0.000,-0.027,71.200,24.000
'15:14:55.184',0.038,0.000,71.200,24.000
'15:14:55.192',0.385,0.054,70.400,23.600
'15:14:55.200',0.500,0.054,70.400,23.200
'15:14:55.208',0.769,0.027,69.600,23.200
'15:14:55.216',1.231,-0.378,69.600,22.800
'15:14:55.224',1.385,-0.730,68.800,22.400
'15:14:55.232',-0.462,-0.297,68.800,22.400
'15:14:55.240',-1.192,0.189,68.800,22.000
'15:14:55.248',-1.192,0.405,68.800,21.600
'15:14:55.256',-0.577,0.568,68.000,21.600
'15:14:55.264',-0.462,0.595,68.000,22.000
'15:14:55.272',-0.308,0.081,68.000,22.000
'15:14:55.280',-0.115,0.027,67.200,21.600
'15:14:55.288',-0.115,0.027,67.200,21.200
'15:14:55.296',-0.115,0.054,67.200,20.400
'15:14:55.304',-0.038,0.000,67.200,20.000
'15:14:55.312',0.000,-0.027,68.800,20.800
'15:14:55.320',0.000,-0.054,70.400,21.600
'15:14:55.328',0.000,-0.081,73.600,23.200
'15:14:55.336',0.000,-0.135,76.800,24.800
'15:14:55.344',0.000,-0.081,80.000,27.200
'15:14:55.352',0.000,-0.135,82.400,29.600
'15:14:55.360',0.000,-0.135,85.600,32.000
'15:14:55.368',0.000,-0.081,88.000,34.800
'15:14:55.376',0.000,-0.135,89.600,37.600
'15:14:55.384',0.000,-0.081,91.200,39.600
'15:14:55.392',0.000,-0.081,92.000,41.600
'15:14:55.400',0.000,-0.081,92.000,42.400
'15:14:55.408',-0.038,-0.081,92.000,43.200
'15:14:55.416',0.000,-0.081,92.000,42.800
'15:14:55.424',-0.038,-0.081,92.000,42.400
'15:14:55.432',-0.038,-0.054,91.200,42.000
'15:14:55.440',-0.038,-0.054,90.400,41.200
'15:14:55.448',-0.038,-0.054,89.600,40.800
'15:14:55.456',-0.115,-0.054,88.800,40.400
'15:14:55.464',-0.115,-0.054,88.000,40.000
'15:14:55.472',-0.192,-0.027,87.200,40.000
'15:14:55.480',-0.115,-0.054,86.400,40.000
'15:14:55.488',-0.231,-0.054,85.600,40.400
'15:14:55.496',-0.308,-0.027,84.800,40.800
'15:14:55.504',-0.231,-0.027,83.200,41.600
'15:14:55.512',-0.308,-0.027,82.400,42.000
'15:14:55.520',-0.308,0.000,81.600,42.400
'15:14:55.528',-0.231,0.000,80.800,42.400
'15:14:55.536',-0.308,0.000,80.800,42.000
'15:14:55.544',-0.231,0.027,80.800,41.600
'15:14:55.552',-0.192,0.054,80.800,40.800
'15:14:55.560',-0.115,0.000,80.000,40.000
'15:14:55.568',-0.038,-0.027,79.200,38.400
'15:14:55.576',0.000,-0.054,79.200,36.400
'15:14:55.584',0.000,-0.054,78.400,34.400
'15:14:55.592',0.000,-0.054,77.600,32.400
'15:14:55.600',0.000,-0.054,76.800,30.400
'15:14:55.608',0.000,-0.054,76.000,28.800
'15:14:55.616',0.000,-0.054,75.200,28.000
'15:14:55.624',0.000,-0.054,75.200,28.000
'15:14:55.632',0.000,-0.054,74.400,28.000
'15:14:55.640',0.000,-0.054,74.400,28.400
'15:14:55.648',0.000,-0.054,74.400,29.200
'15:14:55.656',0.000,-0.054,73.600,29.600
'15:14:55.664',0.000,-0.054,73.600,30.400
'15:14:55.672',0.000,-0.027,73.600,30.800
'15:14:55.680',0.000,-0.054,73.600,31.600
'15:14:55.688',0.038,-0.027,72.800,32.000
'15:14:55.696',0.000,-0.027,72.800,32.400
'15:14:55.704',0.000,0.000,72.800,32.400
'15:14:55.712',0.000,0.000,72.800,32.000
'15:14:55.720',0.000,0.000,72.800,31.600
'15:14:55.728',0.000,0.000,72.800,31.600
'15:14:55.736',0.000,0.000,72.800,31.200
'15:14:55.744',0.000,0.000,72.800,30.800
'15:14:55.752',0.000,0.000,72.800,30.400
'15:14:55.760',0.000,0.000,72.800,30.000
'15:14:55.768',0.000,0.000,72.000,30.000
'15:14:55.776',0.000,0.000,72.000,30.000
'15:14:55.784',0.000,0.000,72.000,30.000
'15:14:55.792',0.000,0.027,72.000,30.400
'15:14:55.800',0.000,0.054,72.000,30.400
'15:14:55.808',-0.038,0.054,71.200,30.800
'15:14:55.816',0.000,0.027,71.200,31.200
'15:14:55.824',0.000,0.000,70.400,32.000
'15:14:55.832',0.000,-0.054,70.400,32.400
'15:14:55.840',0.000,-0.054,69.600,32.800
'15:14:55.848',0.000,-0.054,69.600,33.200
'15:14:55.856',0.000,-0.054,69.600,33.200
'15:14:55.864',0.000,-0.054,69.600,33.200
'15:14:55.872',0.000,-0.054,69.600,32.800
'15:14:55.880',0.115,0.000,69.600,32.800
'15:14:55.888',0.385,0.027,69.600,32.400
'15:14:55.896',0.846,0.054,69.600,31.600
'15:14:55.904',1.308,-0.297,69.600,31.200
'15:14:55.912',1.577,-0.784,69.600,31.200
'15:14:55.920',0.038,-0.811,69.600,30.800
'15:14:55.928',-0.923,0.000,69.600,30.800
'15:14:55.936',-1.192,0.351,68.800,31.200
'15:14:55.944',-0.654,0.514,68.800,31.200
'15:14:55.952',-0.577,0.595,68.800,31.200
'15:14:55.960',-0.308,0.189,68.800,30.800
'15:14:55.968',-0.115,0.054,68.800,30.400
'15:14:55.976',-0.115,0.054,68.800,29.600
'15:14:55.984',-0.115,0.000,69.600,29.200
'15:14:55.992',-0.115,0.000,70.400,29.200
'15:14:56.000',-0.115,0.000,72.800,29.600
'15:14:56.008',-0.115,0.000,76.000,30.000
'15:14:56.016',-0.038,0.000,80.800,31.200
'15:14:56.024',-0.115,0.027,85.600,32.800
'15:14:56.032',-0.115,0.000,90.400,34.800
'15:14:56.040',-0.115,0.054,92.800,37.600
'15:14:56.048',-0.115,0.054,94.400,40.000
'15:14:56.056',-0.115,0.081,95.200,42.800
'15:14:56.064',-0.115,0.054,96.800,45.600
'15:14:56.072',-0.038,0.000,98.400,48.000
'15:14:56.080',-0.038,-0.027,99.200,50.000
'15:14:56.088',-0.038,-0.027,99.200,52.000
'15:14:56.096',0.000,-0.027,99.200,53.200
'15:14:56.104',-0.038,0.000,99.200,53.600
'15:14:56.112',-0.038,-0.027,99.200,54.400
'15:14:56.120',0.000,-0.027,99.200,54.400
'15:14:56.128',-0.038,-0.027,99.200,54.400
'15:14:56.136',-0.038,-0.027,98.400,54.400
'15:14:56.144',-0.038,0.000,97.600,54.400
'15:14:56.152',-0.115,-0.027,96.800,54.400
'15:14:56.160',-0.115,0.000,96.000,54.800
'15:14:56.168',-0.115,-0.027,95.200,54.800
'15:14:56.176',-0.192,0.000,93.600,54.800
'15:14:56.184',-0.192,-0.027,92.800,55.200
'15:14:56.192',-0.192,0.000,91.200,55.600
'15:14:56.200',-0.192,0.000,90.400,55.600
'15:14:56.208',-0.192,0.000,88.800,55.600
'15:14:56.216',-0.231,0.000,88.000,55.200
'15:14:56.224',-0.192,0.000,87.200,54.800
'15:14:56.232',-0.115,0.000,87.200,54.400
'15:14:56.240',-0.115,0.000,87.200,53.200
'15:14:56.248',-0.038,0.000,86.400,52.000
'15:14:56.256',-0.038,0.000,85.600,50.800
'15:14:56.264',0.000,0.027,85.600,49.600
'15:14:56.272',0.000,0.000,84.800,48.000
'15:14:56.280',0.000,0.027,84.800,46.400
'15:14:56.288',0.000,0.054,84.000,45.200
'15:14:56.296',0.000,0.054,83.200,44.000
'15:14:56.304',-0.038,0.081,82.400,42.800
