'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:26:18.240',-,-,-,-,0.000,-0.016,50.400,32.000
'5:26:18.248',-,-,-,-,0.000,0.000,50.400,32.000
'5:26:18.256',-,-,-,-,0.000,-0.008,50.400,32.200
'5:26:18.264',-,-,-,-,0.080,0.064,50.400,32.400
'5:26:18.272',-,-,-,-,0.060,0.072,50.400,32.400
'5:26:18.280',-,-,-,-,0.000,0.000,49.600,32.600
'5:26:18.288',-,-,-,-,-0.040,-0.016,49.600,32.800
'5:26:18.296',-,-,-,-,0.040,0.016,48.800,33.200
'5:26:18.304',-,-,-,-,-0.020,-0.040,48.800,33.400
'5:26:18.312',-,-,-,-,-0.180,-0.168,48.800,34.000
'5:26:18.320',-,-,-,-,-0.220,-0.184,48.000,34.400
'5:26:18.328',-,-,-,-,-0.040,0.000,48.000,34.800
'5:26:18.336',-,-,-,-,0.040,0.064,47.200,35.400
'5:26:18.344',-,-,-,-,0.020,0.056,47.200,36.000
'5:26:18.352',-,-,-,-,0.000,0.032,47.200,36.400
'5:26:18.360',-,-,-,-,0.020,0.032,48.000,36.600
'5:26:18.368',-,-,-,-,0.000,0.016,48.800,36.800
'5:26:18.376',-,-,-,-,0.000,0.016,49.600,37.000
'5:26:18.384',-,-,-,-,0.000,0.016,49.600,37.400
'5:26:18.392',-,-,-,-,0.020,0.016,49.600,37.600
'5:26:18.400',-,-,-,-,0.000,0.016,49.600,38.000
'5:26:18.408',-,-,-,-,0.020,0.016,51.200,38.000
'5:26:18.416',-,-,-,-,0.000,0.016,54.400,38.000
'5:26:18.424',-,-,-,-,0.020,0.016,60.800,38.200
'5:26:18.432',-,-,-,-,0.000,0.016,68.000,38.200
'5:26:18.440',-,-,-,-,0.020,0.016,74.400,38.000
'5:26:18.448',-,-,-,-,0.020,0.024,80.800,37.800
'5:26:18.456',-,-,-,-,0.020,0.016,86.400,37.800
'5:26:18.464',-,-,-,-,0.020,0.024,90.400,38.000
'5:26:18.472',-,-,-,-,0.020,0.024,93.600,38.200
'5:26:18.480',-,-,-,-,0.040,0.032,95.200,38.600
'5:26:18.488',-,-,-,-,0.040,0.032,96.000,39.000
'5:26:18.496',-,-,-,-,0.040,0.032,96.800,39.200
'5:26:18.504',-,-,-,-,0.040,0.056,96.800,39.600
'5:26:18.512',-,-,-,-,0.040,0.056,96.800,40.200
'5:26:18.520',-,-,-,-,0.040,0.056,96.800,40.800
'5:26:18.528',-,-,-,-,0.060,0.056,96.800,41.400
'5:26:18.536',-,-,-,-,0.060,0.064,96.800,42.000
'5:26:18.544',-,-,-,-,0.060,0.056,96.000,42.400
'5:26:18.552',-,-,-,-,0.080,0.072,95.200,43.000
'5:26:18.560',-,-,-,-,0.080,0.064,93.600,43.400
'5:26:18.568',-,-,-,-,0.080,0.072,92.800,43.800
'5:26:18.576',-,-,-,-,0.080,0.080,92.000,43.800
'5:26:18.584',-,-,-,-,0.080,0.080,91.200,43.600
'5:26:18.592',-,-,-,-,0.080,0.080,91.200,43.200
'5:26:18.600',-,-,-,-,0.080,0.080,90.400,42.800
'5:26:18.608',-,-,-,-,0.080,0.072,88.800,42.200
'5:26:18.616',-,-,-,-,0.080,0.072,86.400,42.000
'5:26:18.624',-,-,-,-,0.060,0.064,84.000,41.800
'5:26:18.632',-,-,-,-,0.060,0.056,80.800,41.600
'5:26:18.640',-,-,-,-,0.040,0.056,77.600,41.800
'5:26:18.648',-,-,-,-,0.040,0.032,75.200,42.200
'5:26:18.656',-,-,-,-,0.040,0.016,73.600,42.800
'5:26:18.664',-,-,-,-,0.020,0.016,72.000,43.200
'5:26:18.672',-,-,-,-,0.000,0.000,72.000,43.600
'5:26:18.680',-,-,-,-,0.020,0.000,73.600,44.000
'5:26:18.688',-,-,-,-,0.000,-0.016,76.000,44.400
'5:26:18.696',-,-,-,-,0.000,-0.016,79.200,44.600
'5:26:18.704',-,-,-,-,0.000,-0.024,84.000,44.800
'5:26:18.712',-,-,-,-,0.000,-0.024,88.800,45.000
'5:26:18.720',-,-,-,-,-0.020,-0.040,92.000,45.000
'5:26:18.728',-,-,-,-,-0.020,-0.032,94.400,45.000
'5:26:18.736',-,-,-,-,-0.020,-0.040,96.000,45.000
'5:26:18.744',-,-,-,-,-0.020,-0.040,96.800,45.000
'5:26:18.752',-,-,-,-,-0.040,-0.040,96.800,45.000
'5:26:18.760',-,-,-,-,-0.040,-0.040,96.000,44.000
'5:26:18.768',-,-,-,-,-0.040,-0.064,95.200,42.600
'5:26:18.776',-,-,-,-,-0.040,-0.040,93.600,41.600
'5:26:18.784',-,-,-,-,-0.040,-0.064,91.200,40.600
'5:26:18.792',-,-,-,-,-0.040,-0.040,86.400,39.600
'5:26:18.800',-,-,-,-,-0.040,-0.064,80.800,39.000
'5:26:18.808',-,-,-,-,-0.040,-0.064,76.800,38.200
'5:26:18.816',-,-,-,-,-0.040,-0.040,73.600,37.400
'5:26:18.824',-,-,-,-,-0.040,-0.040,72.000,37.000
'5:26:18.832',-,-,-,-,-0.040,-0.040,71.200,36.600
'5:26:18.840',-,-,-,-,-0.040,-0.040,71.200,36.400
'5:26:18.848',-,-,-,-,-0.040,-0.040,71.200,36.200
'5:26:18.856',-,-,-,-,-0.040,-0.040,72.000,35.800
'5:26:18.864',-,-,-,-,-0.040,-0.040,72.800,35.400
'5:26:18.872',-,-,-,-,-0.040,-0.040,74.400,35.200
'5:26:18.880',-,-,-,-,-0.040,-0.040,74.400,34.800
'5:26:18.888',-,-,-,-,-0.040,-0.040,74.400,34.400
'5:26:18.896',-,-,-,-,-0.040,-0.040,72.800,33.800
'5:26:18.904',-,-,-,-,-0.040,-0.032,72.000,33.400
'5:26:18.912',-,-,-,-,-0.040,-0.040,70.400,33.000
'5:26:18.920',-,-,-,-,-0.040,-0.032,69.600,32.600
'5:26:18.928',-,-,-,-,-0.040,-0.040,68.000,32.200
'5:26:18.936',-,-,-,-,-0.040,-0.032,67.200,31.800
'5:26:18.944',-,-,-,-,-0.040,-0.024,65.600,31.400
'5:26:18.952',-,-,-,-,-0.040,-0.032,65.600,31.200
'5:26:18.960',-,-,-,-,-0.040,-0.040,64.800,30.800
'5:26:18.968',-,-,-,-,-0.040,-0.024,64.000,30.800
'5:26:18.976',-,-,-,-,-0.040,-0.032,64.000,30.600
'5:26:18.984',-,-,-,-,-0.020,-0.024,64.000,30.400
'5:26:18.992',-,-,-,-,-0.040,-0.032,63.200,30.400
'5:26:19.000',-,-,-,-,-0.020,-0.024,63.200,30.200
'5:26:19.008',-,-,-,-,-0.040,-0.032,63.200,30.000
'5:26:19.016',-,-,-,-,-0.020,-0.024,62.400,29.800
'5:26:19.024',-,-,-,-,-0.040,-0.032,62.400,29.400
'5:26:19.032',-,-,-,-,-0.020,-0.024,61.600,29.200
'5:26:19.040',-,-,-,-,-0.020,-0.016,61.600,29.000
'5:26:19.048',-,-,-,-,-0.040,-0.024,60.800,28.600
'5:26:19.056',-,-,-,-,-0.020,-0.024,60.800,28.400
'5:26:19.064',-,-,-,-,-0.040,-0.016,60.000,28.200
'5:26:19.072',-,-,-,-,-0.040,-0.024,59.200,28.000
'5:26:19.080',-,-,-,-,-0.020,-0.016,59.200,27.600
'5:26:19.088',-,-,-,-,-0.040,-0.024,58.400,27.400
'5:26:19.096',-,-,-,-,-0.020,-0.016,57.600,27.400
'5:26:19.104',-,-,-,-,-0.040,-0.024,57.600,27.200
'5:26:19.112',-,-,-,-,-0.020,-0.016,57.600,27.200
'5:26:19.120',-,-,-,-,-0.020,-0.024,56.800,27.000
'5:26:19.128',-,-,-,-,-0.040,-0.016,56.800,27.000
'5:26:19.136',-,-,-,-,-0.020,-0.016,56.800,27.000
'5:26:19.144',-,-,-,-,-0.020,-0.016,56.000,26.800
'5:26:19.152',-,-,-,-,-0.020,-0.016,56.000,27.000
'5:26:19.160',-,-,-,-,-0.020,-0.016,56.000,27.000
'5:26:19.168',-,-,-,-,-0.020,-0.016,56.000,27.200
'5:26:19.176',-,-,-,-,-0.020,-0.016,55.200,27.200
'5:26:19.184',-,-,-,-,-0.020,-0.016,55.200,27.400
'5:26:19.192',-,-,-,-,-0.020,-0.016,55.200,27.600
'5:26:19.200',-,-,-,-,0.000,-0.016,54.400,27.800
'5:26:19.208',-,-,-,-,-0.020,-0.016,54.400,28.000
'5:26:19.216',-,-,-,-,-0.020,-0.016,53.600,28.200
'5:26:19.224',-,-,-,-,-0.020,-0.016,53.600,28.200
'5:26:19.232',-,-,-,-,0.000,-0.016,53.600,28.400
'5:26:19.240',-,-,-,-,-0.020,-0.016,52.800,28.200
'5:26:19.248',-,-,-,-,0.000,-0.016,52.800,28.200
'5:26:19.256',-,-,-,-,-0.020,-0.016,52.000,28.400
'5:26:19.264',-,-,-,-,0.000,-0.016,52.000,28.400
'5:26:19.272',-,-,-,-,-0.020,-0.016,52.000,28.600
'5:26:19.280',-,-,-,-,-0.020,-0.016,52.000,28.800
'5:26:19.288',-,-,-,-,0.000,-0.016,51.200,29.000
'5:26:19.296',-,-,-,-,-0.020,-0.016,51.200,29.200
'5:26:19.304',-,-,-,-,-0.020,-0.016,51.200,29.200
'5:26:19.312',-,-,-,-,-0.040,-0.024,51.200,29.400
'5:26:19.320',-,-,-,-,-0.020,-0.024,51.200,29.600
'5:26:19.328',-,-,-,-,-0.020,-0.016,51.200,29.800
'5:26:19.336',-,-,-,-,-0.040,-0.024,50.400,30.000
'5:26:19.344',-,-,-,-,-0.020,-0.024,50.400,30.000
'5:26:19.352',-,-,-,-,-0.020,-0.016,50.400,30.000
'5:26:19.360',-,-,-,-,-0.020,-0.016,50.400,30.200
'5:26:19.368',-,-,-,-,-0.020,-0.016,49.600,30.400
'5:26:19.376',-,-,-,-,-0.040,-0.016,49.600,30.600
'5:26:19.384',-,-,-,-,-0.020,-0.016,49.600,30.800
'5:26:19.392',-,-,-,-,-0.020,-0.016,49.600,31.400
'5:26:19.400',-,-,-,-,0.000,-0.008,49.600,31.600
'5:26:19.408',-,-,-,-,-0.020,-0.016,48.800,31.800
'5:26:19.416',-,-,-,-,0.000,-0.008,48.800,32.000
'5:26:19.424',-,-,-,-,-0.020,-0.008,48.800,32.200
'5:26:19.432',-,-,-,-,0.000,-0.008,48.800,32.400
'5:26:19.440',-,-,-,-,0.000,0.000,48.800,33.000
'5:26:19.448',-,-,-,-,0.000,0.000,48.000,33.400
'5:26:19.456',-,-,-,-,0.000,0.008,48.000,33.800
'5:26:19.464',-,-,-,-,0.060,0.056,48.000,34.400
'5:26:19.472',-,-,-,-,0.080,0.072,48.000,34.800
'5:26:19.480',-,-,-,-,0.040,0.032,48.000,35.200
'5:26:19.488',-,-,-,-,-0.020,-0.016,48.000,35.800
'5:26:19.496',-,-,-,-,0.040,0.016,47.200,36.400
'5:26:19.504',-,-,-,-,0.000,-0.008,47.200,37.000
'5:26:19.512',-,-,-,-,-0.120,-0.120,46.400,37.800
'5:26:19.520',-,-,-,-,-0.220,-0.184,46.400,38.600
'5:26:19.528',-,-,-,-,-0.100,-0.080,44.800,39.400
'5:26:19.536',-,-,-,-,0.020,0.056,44.000,40.400
'5:26:19.544',-,-,-,-,0.040,0.080,44.000,41.400
'5:26:19.552',-,-,-,-,0.020,0.064,43.200,42.400
'5:26:19.560',-,-,-,-,0.020,0.056,43.200,43.000
'5:26:19.568',-,-,-,-,0.020,0.032,43.200,43.600
'5:26:19.576',-,-,-,-,0.000,0.032,43.200,43.800
'5:26:19.584',-,-,-,-,0.020,0.032,43.200,44.000
'5:26:19.592',-,-,-,-,0.000,0.024,44.000,44.400
'5:26:19.600',-,-,-,-,0.020,0.032,44.800,44.600
'5:26:19.608',-,-,-,-,0.020,0.016,44.800,45.000
'5:26:19.616',-,-,-,-,0.020,0.024,45.600,45.000
'5:26:19.624',-,-,-,-,0.020,0.024,47.200,45.000
'5:26:19.632',-,-,-,-,0.020,0.024,51.200,45.000
'5:26:19.640',-,-,-,-,0.040,0.032,58.400,44.800
'5:26:19.648',-,-,-,-,0.020,0.032,67.200,44.600
'5:26:19.656',-,-,-,-,0.040,0.032,75.200,44.600
'5:26:19.664',-,-,-,-,0.020,0.032,83.200,44.400
'5:26:19.672',-,-,-,-,0.040,0.056,90.400,44.400
'5:26:19.680',-,-,-,-,0.040,0.032,96.000,44.400
'5:26:19.688',-,-,-,-,0.040,0.056,100.000,44.400
'5:26:19.696',-,-,-,-,0.040,0.056,102.400,44.400
'5:26:19.704',-,-,-,-,0.040,0.056,104.000,44.600
'5:26:19.712',-,-,-,-,0.040,0.056,104.000,45.000
'5:26:19.720',-,-,-,-,0.040,0.064,103.200,45.000
'5:26:19.728',-,-,-,-,0.040,0.064,102.400,45.000
'5:26:19.736',-,-,-,-,0.060,0.072,101.600,45.000
'5:26:19.744',-,-,-,-,0.080,0.072,100.000,45.000
'5:26:19.752',-,-,-,-,0.080,0.080,99.200,45.000
'5:26:19.760',-,-,-,-,0.080,0.088,98.400,45.000
'5:26:19.768',-,-,-,-,0.080,0.096,96.800,45.000
'5:26:19.776',-,-,-,-,0.080,0.088,96.000,45.000
'5:26:19.784',-,-,-,-,0.080,0.096,93.600,45.000
'5:26:19.792',-,-,-,-,0.080,0.088,92.000,45.000
'5:26:19.800',-,-,-,-,0.080,0.088,89.600,45.000
'5:26:19.808',-,-,-,-,0.080,0.088,87.200,45.000
'5:26:19.816',-,-,-,-,0.080,0.080,84.000,44.400
'5:26:19.824',-,-,-,-,0.080,0.072,80.800,43.400
'5:26:19.832',-,-,-,-,0.060,0.064,77.600,42.200
'5:26:19.840',-,-,-,-,0.060,0.056,74.400,41.200
'5:26:19.848',-,-,-,-,0.040,0.056,71.200,40.000
'5:26:19.856',-,-,-,-,0.040,0.032,68.000,39.000
'5:26:19.864',-,-,-,-,0.040,0.024,66.400,38.200
'5:26:19.872',-,-,-,-,0.020,0.016,65.600,37.600
'5:26:19.880',-,-,-,-,0.020,0.008,65.600,37.200
'5:26:19.888',-,-,-,-,0.000,0.000,66.400,37.200
'5:26:19.896',-,-,-,-,0.000,-0.008,69.600,37.000
'5:26:19.904',-,-,-,-,0.000,-0.016,73.600,37.000
'5:26:19.912',-,-,-,-,0.000,-0.016,78.400,36.800
'5:26:19.920',-,-,-,-,-0.020,-0.032,83.200,36.800
'5:26:19.928',-,-,-,-,-0.020,-0.024,88.000,36.800
'5:26:19.936',-,-,-,-,-0.020,-0.040,91.200,37.000
'5:26:19.944',-,-,-,-,-0.020,-0.032,94.400,36.800
'5:26:19.952',-,-,-,-,-0.040,-0.040,96.000,36.400
'5:26:19.960',-,-,-,-,-0.020,-0.040,96.800,35.600
'5:26:19.968',-,-,-,-,-0.040,-0.040,96.800,34.600
'5:26:19.976',-,-,-,-,-0.040,-0.040,96.000,33.600
