'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:15:16.352',-0.096,-,-,55.200,10.800
'13:15:16.360',-0.176,-,-,56.000,10.800
'13:15:16.368',-0.304,-,-,57.600,10.400
'13:15:16.376',-0.288,-,-,59.200,10.400
'13:15:16.384',-0.496,-,-,60.000,10.400
'13:15:16.392',-0.608,-,-,61.600,10.400
'13:15:16.400',-0.688,-,-,62.400,10.400
'13:15:16.408',-0.416,-,-,63.200,10.400
'13:15:16.416',-0.320,-,-,63.200,10.400
'13:15:16.424',-0.176,-,-,64.000,10.400
'13:15:16.432',-0.064,-,-,64.800,10.400
'13:15:16.440',0.000,-,-,64.800,10.000
'13:15:16.448',0.048,-,-,64.800,10.000
'13:15:16.456',0.192,-,-,65.600,10.000
'13:15:16.464',0.240,-,-,65.600,9.600
'13:15:16.472',0.256,-,-,65.600,9.600
'13:15:16.480',0.272,-,-,65.600,9.200
'13:15:16.488',0.272,-,-,65.600,9.200
'13:15:16.496',0.304,-,-,65.600,9.600
'13:15:16.504',0.272,-,-,65.600,10.400
'13:15:16.512',0.272,-,-,65.600,11.200
'13:15:16.520',0.240,-,-,65.600,12.000
'13:15:16.528',0.272,-,-,65.600,13.600
'13:15:16.536',0.240,-,-,65.600,14.800
'13:15:16.544',0.256,-,-,65.600,16.800
'13:15:16.552',0.240,-,-,65.600,18.800
'13:15:16.560',0.240,-,-,65.600,21.200
'13:15:16.568',0.240,-,-,66.400,23.600
'13:15:16.576',0.272,-,-,67.200,25.200
'13:15:16.584',0.288,-,-,68.000,26.800
'13:15:16.592',0.320,-,-,68.800,27.600
'13:15:16.600',0.336,-,-,69.600,28.000
'13:15:16.608',0.384,-,-,69.600,28.000
'13:15:16.616',0.384,-,-,70.400,27.600
'13:15:16.624',0.416,-,-,70.400,26.800
'13:15:16.632',0.400,-,-,70.400,26.000
'13:15:16.640',0.384,-,-,70.400,24.800
'13:15:16.648',0.416,-,-,70.400,23.600
'13:15:16.656',0.336,-,-,69.600,22.400
'13:15:16.664',0.352,-,-,68.800,21.200
'13:15:16.672',0.272,-,-,67.200,20.000
'13:15:16.680',0.240,-,-,66.400,18.800
'13:15:16.688',0.208,-,-,64.800,17.200
'13:15:16.696',0.160,-,-,64.000,15.600
'13:15:16.704',0.112,-,-,62.400,14.400
'13:15:16.712',0.096,-,-,60.800,14.000
'13:15:16.720',0.048,-,-,58.400,14.400
'13:15:16.728',0.032,-,-,56.800,15.600
'13:15:16.736',0.000,-,-,55.200,17.600
'13:15:16.744',0.000,-,-,53.600,19.600
'13:15:16.752',-0.016,-,-,52.800,21.200
'13:15:16.760',0.000,-,-,51.200,22.000
