'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:21:13.352',-0.144,-,-,92.800,32.000
'13:21:13.360',-0.112,-,-,95.200,31.200
'13:21:13.368',-0.128,-,-,97.600,30.400
'13:21:13.376',-0.096,-,-,100.000,28.800
'13:21:13.384',-0.128,-,-,100.000,26.800
'13:21:13.392',-0.112,-,-,97.600,24.400
'13:21:13.400',-0.112,-,-,95.200,21.600
'13:21:13.408',-0.064,-,-,92.800,18.800
'13:21:13.416',-0.112,-,-,91.200,16.400
'13:21:13.424',-0.064,-,-,90.400,15.200
'13:21:13.432',-0.080,-,-,88.800,14.800
'13:21:13.440',-0.032,-,-,86.400,15.200
'13:21:13.448',-0.080,-,-,83.200,16.400
'13:21:13.456',-0.096,-,-,81.600,18.000
'13:21:13.464',-0.064,-,-,80.000,19.200
'13:21:13.472',-0.096,-,-,79.200,20.000
'13:21:13.480',-0.080,-,-,78.400,20.800
'13:21:13.488',-0.064,-,-,77.600,21.200
'13:21:13.496',-0.112,-,-,76.800,21.600
'13:21:13.504',-0.128,-,-,76.800,21.200
'13:21:13.512',-0.080,-,-,76.800,20.400
'13:21:13.520',-0.112,-,-,77.600,19.600
'13:21:13.528',-0.048,-,-,77.600,18.800
'13:21:13.536',-0.096,-,-,78.400,18.000
'13:21:13.544',-0.064,-,-,79.200,17.200
'13:21:13.552',-0.080,-,-,80.000,16.400
'13:21:13.560',-0.016,-,-,81.600,15.600
'13:21:13.568',-0.064,-,-,82.400,14.800
'13:21:13.576',0.000,-,-,84.000,14.400
'13:21:13.584',-0.016,-,-,84.800,14.000
'13:21:13.592',0.016,-,-,86.400,14.000
'13:21:13.600',0.032,-,-,87.200,14.000
'13:21:13.608',0.096,-,-,88.000,14.000
'13:21:13.616',0.064,-,-,88.800,13.600
'13:21:13.624',0.064,-,-,90.400,13.200
'13:21:13.632',0.048,-,-,91.200,13.200
'13:21:13.640',0.096,-,-,92.000,12.800
'13:21:13.648',0.032,-,-,92.000,12.400
'13:21:13.656',0.048,-,-,92.800,12.400
'13:21:13.664',0.016,-,-,92.800,12.400
'13:21:13.672',0.048,-,-,92.800,12.000
'13:21:13.680',0.160,-,-,92.800,11.600
'13:21:13.688',0.256,-,-,92.800,11.200
'13:21:13.696',0.368,-,-,92.800,10.800
'13:21:13.704',0.480,-,-,92.800,10.400
'13:21:13.712',0.560,-,-,92.000,10.800
'13:21:13.720',0.640,-,-,91.200,10.800
'13:21:13.728',0.576,-,-,90.400,11.200
'13:21:13.736',0.384,-,-,89.600,11.200
'13:21:13.744',0.224,-,-,89.600,11.200
'13:21:13.752',0.064,-,-,88.800,11.200
'13:21:13.760',-0.112,-,-,87.200,11.600
'13:21:13.768',-0.144,-,-,86.400,11.600
'13:21:13.776',-0.144,-,-,84.800,11.600
'13:21:13.784',-0.240,-,-,83.200,11.200
'13:21:13.792',-0.240,-,-,81.600,10.400
'13:21:13.800',-0.256,-,-,80.000,10.000
'13:21:13.808',-0.128,-,-,77.600,10.800
'13:21:13.816',-0.112,-,-,76.000,12.800
'13:21:13.824',-0.176,-,-,73.600,14.800
'13:21:13.832',-0.128,-,-,71.200,16.400
'13:21:13.840',-0.112,-,-,69.600,17.600
'13:21:13.848',-0.176,-,-,67.200,19.200
'13:21:13.856',-0.128,-,-,65.600,21.600
'13:21:13.864',-0.160,-,-,63.200,25.200
'13:21:13.872',-0.176,-,-,61.600,29.200
'13:21:13.880',-0.128,-,-,60.800,32.400
'13:21:13.888',-0.176,-,-,59.200,35.200
'13:21:13.896',-0.144,-,-,58.400,36.800
'13:21:13.904',-0.192,-,-,58.400,38.000
'13:21:13.912',-0.160,-,-,59.200,38.000
'13:21:13.920',-0.192,-,-,59.200,38.000
'13:21:13.928',-0.176,-,-,60.000,36.800
'13:21:13.936',-0.208,-,-,60.800,34.800
'13:21:13.944',-0.176,-,-,61.600,32.400
'13:21:13.952',-0.192,-,-,63.200,30.000
'13:21:13.960',-0.160,-,-,64.000,27.200
'13:21:13.968',-0.176,-,-,65.600,24.400
'13:21:13.976',-0.112,-,-,67.200,22.400
'13:21:13.984',-0.128,-,-,69.600,20.400
'13:21:13.992',-0.064,-,-,72.800,18.800
'13:21:14.000',-0.064,-,-,75.200,17.200
'13:21:14.008',-0.016,-,-,76.800,15.600
'13:21:14.016',-0.032,-,-,76.800,14.000
'13:21:14.024',0.000,-,-,76.800,12.800
'13:21:14.032',0.000,-,-,77.600,12.400
'13:21:14.040',0.032,-,-,78.400,13.200
'13:21:14.048',0.000,-,-,79.200,14.800
'13:21:14.056',0.000,-,-,79.200,17.200
'13:21:14.064',0.016,-,-,79.200,19.200
'13:21:14.072',0.000,-,-,77.600,20.800
'13:21:14.080',0.000,-,-,76.000,22.000
'13:21:14.088',-0.016,-,-,75.200,22.400
'13:21:14.096',0.000,-,-,74.400,22.400
'13:21:14.104',-0.016,-,-,73.600,22.000
'13:21:14.112',0.000,-,-,72.800,21.600
'13:21:14.120',-0.016,-,-,72.000,20.400
'13:21:14.128',0.000,-,-,72.000,19.200
'13:21:14.136',-0.016,-,-,72.800,18.000
'13:21:14.144',0.000,-,-,73.600,17.200
'13:21:14.152',-0.016,-,-,74.400,16.800
'13:21:14.160',0.000,-,-,75.200,16.400
'13:21:14.168',-0.016,-,-,76.000,16.000
'13:21:14.176',0.000,-,-,76.800,15.600
'13:21:14.184',-0.032,-,-,77.600,15.600
'13:21:14.192',-0.016,-,-,79.200,16.000
'13:21:14.200',-0.016,-,-,80.800,16.400
'13:21:14.208',0.032,-,-,81.600,17.200
'13:21:14.216',0.064,-,-,83.200,17.600
'13:21:14.224',0.128,-,-,84.000,17.600
'13:21:14.232',0.080,-,-,85.600,18.000
'13:21:14.240',0.096,-,-,86.400,18.000
'13:21:14.248',0.000,-,-,87.200,18.000
'13:21:14.256',-0.064,-,-,88.800,17.600
'13:21:14.264',-0.192,-,-,89.600,17.600
'13:21:14.272',-0.208,-,-,90.400,17.200
'13:21:14.280',-0.112,-,-,90.400,16.800
'13:21:14.288',-0.272,-,-,91.200,16.000
'13:21:14.296',-0.560,-,-,91.200,15.600
'13:21:14.304',-0.592,-,-,91.200,15.200
'13:21:14.312',-0.416,-,-,91.200,14.800
'13:21:14.320',-0.256,-,-,91.200,14.800
'13:21:14.328',-0.112,-,-,90.400,14.800
'13:21:14.336',-0.032,-,-,89.600,14.400
'13:21:14.344',0.112,-,-,88.800,14.400
'13:21:14.352',0.128,-,-,87.200,14.000
'13:21:14.360',0.160,-,-,85.600,14.000
'13:21:14.368',0.112,-,-,84.000,14.400
'13:21:14.376',0.128,-,-,81.600,14.400
'13:21:14.384',0.064,-,-,80.000,14.800
'13:21:14.392',0.096,-,-,77.600,14.800
'13:21:14.400',0.064,-,-,76.000,15.200
'13:21:14.408',0.096,-,-,74.400,16.000
'13:21:14.416',0.064,-,-,72.000,17.200
'13:21:14.424',0.096,-,-,70.400,19.200
'13:21:14.432',0.064,-,-,68.800,21.600
'13:21:14.440',0.096,-,-,68.000,24.400
'13:21:14.448',0.080,-,-,67.200,27.200
'13:21:14.456',0.064,-,-,65.600,29.600
'13:21:14.464',0.128,-,-,64.800,31.600
'13:21:14.472',0.112,-,-,64.000,33.200
'13:21:14.480',0.176,-,-,63.200,34.400
'13:21:14.488',0.160,-,-,62.400,35.200
'13:21:14.496',0.224,-,-,61.600,35.200
'13:21:14.504',0.208,-,-,60.000,34.000
'13:21:14.512',0.256,-,-,59.200,32.800
'13:21:14.520',0.240,-,-,58.400,30.800
'13:21:14.528',0.272,-,-,56.800,28.800
'13:21:14.536',0.240,-,-,56.000,27.200
'13:21:14.544',0.256,-,-,54.400,25.200
'13:21:14.552',0.224,-,-,53.600,23.600
'13:21:14.560',0.240,-,-,52.000,21.600
'13:21:14.568',0.176,-,-,51.200,19.600
'13:21:14.576',0.176,-,-,50.400,18.000
'13:21:14.584',0.112,-,-,48.800,17.200
'13:21:14.592',0.128,-,-,47.200,17.200
'13:21:14.600',0.064,-,-,45.600,18.000
'13:21:14.608',0.064,-,-,44.800,19.600
'13:21:14.616',0.016,-,-,44.800,21.200
'13:21:14.624',0.032,-,-,44.000,22.800
'13:21:14.632',0.000,-,-,44.000,23.600
'13:21:14.640',0.000,-,-,43.200,24.000
'13:21:14.648',-0.016,-,-,42.400,24.000
'13:21:14.656',0.000,-,-,41.600,23.200
'13:21:14.664',0.000,-,-,41.600,22.400
'13:21:14.672',-0.016,-,-,41.600,21.600
'13:21:14.680',0.000,-,-,40.800,20.400
'13:21:14.688',0.000,-,-,40.800,19.600
'13:21:14.696',0.160,-,-,40.800,18.800
'13:21:14.704',0.272,-,-,40.800,17.600
'13:21:14.712',0.384,-,-,40.800,16.800
'13:21:14.720',0.480,-,-,40.800,16.400
'13:21:14.728',0.656,-,-,40.800,15.600
'13:21:14.736',0.592,-,-,40.800,15.200
'13:21:14.744',0.400,-,-,41.600,15.200
'13:21:14.752',0.176,-,-,42.400,15.200
'13:21:14.760',0.032,-,-,43.200,15.200
'13:21:14.768',-0.112,-,-,44.800,15.600
'13:21:14.776',-0.144,-,-,45.600,16.000
'13:21:14.784',-0.224,-,-,45.600,16.400
'13:21:14.792',-0.272,-,-,45.600,16.400
'13:21:14.800',-0.384,-,-,45.600,16.000
'13:21:14.808',-0.352,-,-,45.600,16.000
'13:21:14.816',-0.320,-,-,46.400,16.000
'13:21:14.824',-0.256,-,-,46.400,16.000
'13:21:14.832',-0.288,-,-,46.400,15.600
'13:21:14.840',-0.304,-,-,45.600,15.200
'13:21:14.848',-0.272,-,-,45.600,14.400
'13:21:14.856',-0.208,-,-,44.800,13.200
'13:21:14.864',-0.192,-,-,44.800,12.400
'13:21:14.872',-0.144,-,-,44.000,11.600
'13:21:14.880',-0.128,-,-,44.000,11.600
'13:21:14.888',-0.160,-,-,43.200,11.600
'13:21:14.896',-0.144,-,-,42.400,11.600
'13:21:14.904',-0.208,-,-,42.400,11.600
'13:21:14.912',-0.176,-,-,42.400,12.000
'13:21:14.920',-0.208,-,-,43.200,12.000
'13:21:14.928',-0.192,-,-,44.000,12.400
'13:21:14.936',-0.240,-,-,44.800,12.400
'13:21:14.944',-0.192,-,-,46.400,12.400
'13:21:14.952',-0.240,-,-,48.000,12.000
'13:21:14.960',-0.176,-,-,49.600,11.600
'13:21:14.968',-0.144,-,-,51.200,11.600
'13:21:14.976',-0.064,-,-,53.600,11.200
'13:21:14.984',-0.080,-,-,56.000,10.800
'13:21:14.992',0.000,-,-,57.600,10.800
'13:21:15.000',0.000,-,-,60.000,10.400
'13:21:15.008',0.064,-,-,61.600,10.400
'13:21:15.016',0.032,-,-,63.200,10.000
