'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:23:57.352',0.000,-,-,68.800,26.400
'13:23:57.360',-0.016,-,-,68.000,26.400
'13:23:57.368',0.000,-,-,67.200,26.000
'13:23:57.376',0.000,-,-,67.200,24.800
'13:23:57.384',0.000,-,-,67.200,23.600
'13:23:57.392',0.000,-,-,67.200,22.000
'13:23:57.400',0.000,-,-,68.000,20.800
'13:23:57.408',0.000,-,-,68.800,20.000
'13:23:57.416',0.000,-,-,69.600,19.200
'13:23:57.424',0.000,-,-,70.400,18.800
'13:23:57.432',0.000,-,-,71.200,18.400
'13:23:57.440',0.032,-,-,72.000,18.000
'13:23:57.448',0.064,-,-,73.600,17.200
'13:23:57.456',0.064,-,-,75.200,16.800
'13:23:57.464',0.096,-,-,76.800,16.400
'13:23:57.472',0.096,-,-,77.600,16.000
'13:23:57.480',0.096,-,-,78.400,16.000
'13:23:57.488',0.064,-,-,80.000,16.400
'13:23:57.496',0.064,-,-,80.800,16.800
'13:23:57.504',0.064,-,-,83.200,16.800
'13:23:57.512',0.032,-,-,84.000,16.800
'13:23:57.520',0.016,-,-,85.600,16.400
'13:23:57.528',0.000,-,-,86.400,16.000
'13:23:57.536',0.000,-,-,87.200,15.600
'13:23:57.544',-0.016,-,-,88.000,15.200
'13:23:57.552',-0.016,-,-,88.800,14.800
'13:23:57.560',-0.016,-,-,89.600,14.800
'13:23:57.568',-0.016,-,-,89.600,15.200
'13:23:57.576',-0.016,-,-,89.600,15.600
'13:23:57.584',0.000,-,-,89.600,16.000
'13:23:57.592',0.064,-,-,89.600,16.400
'13:23:57.600',0.176,-,-,89.600,16.800
'13:23:57.608',0.272,-,-,89.600,16.800
'13:23:57.616',0.304,-,-,88.800,16.400
'13:23:57.624',0.160,-,-,88.000,16.000
'13:23:57.632',0.032,-,-,87.200,16.000
'13:23:57.640',0.000,-,-,85.600,15.600
'13:23:57.648',0.048,-,-,84.000,16.000
'13:23:57.656',0.032,-,-,82.400,15.600
'13:23:57.664',0.032,-,-,80.800,15.600
'13:23:57.672',-0.032,-,-,78.400,15.200
'13:23:57.680',-0.080,-,-,76.000,15.200
'13:23:57.688',-0.048,-,-,73.600,15.200
'13:23:57.696',-0.032,-,-,71.200,15.200
'13:23:57.704',-0.112,-,-,69.600,15.600
'13:23:57.712',-0.064,-,-,67.200,15.600
'13:23:57.720',-0.032,-,-,65.600,16.000
'13:23:57.728',-0.032,-,-,63.200,17.600
'13:23:57.736',-0.032,-,-,61.600,20.000
'13:23:57.744',-0.032,-,-,60.800,23.600
'13:23:57.752',-0.016,-,-,60.000,28.000
'13:23:57.760',-0.032,-,-,59.200,32.400
'13:23:57.768',-0.016,-,-,59.200,36.800
'13:23:57.776',-0.032,-,-,60.000,40.800
'13:23:57.784',-0.032,-,-,60.800,44.000
'13:23:57.792',-0.032,-,-,62.400,46.400
'13:23:57.800',-0.032,-,-,64.000,47.600
'13:23:57.808',-0.032,-,-,65.600,48.000
'13:23:57.816',-0.032,-,-,67.200,47.600
'13:23:57.824',-0.048,-,-,69.600,46.400
'13:23:57.832',-0.064,-,-,72.000,44.800
'13:23:57.840',-0.032,-,-,74.400,42.800
'13:23:57.848',-0.032,-,-,77.600,40.800
'13:23:57.856',-0.032,-,-,80.000,39.200
'13:23:57.864',-0.032,-,-,83.200,37.600
'13:23:57.872',-0.064,-,-,85.600,36.400
'13:23:57.880',-0.064,-,-,86.400,35.600
'13:23:57.888',-0.064,-,-,87.200,34.800
'13:23:57.896',-0.064,-,-,88.000,34.000
'13:23:57.904',-0.048,-,-,88.800,33.200
'13:23:57.912',-0.064,-,-,89.600,32.400
'13:23:57.920',-0.032,-,-,90.400,30.800
'13:23:57.928',-0.032,-,-,91.200,28.800
'13:23:57.936',-0.016,-,-,91.200,26.400
'13:23:57.944',-0.016,-,-,90.400,23.200
'13:23:57.952',-0.032,-,-,89.600,20.400
'13:23:57.960',-0.032,-,-,88.000,18.000
'13:23:57.968',-0.032,-,-,86.400,16.800
'13:23:57.976',-0.032,-,-,84.000,17.200
'13:23:57.984',-0.032,-,-,81.600,18.800
'13:23:57.992',-0.048,-,-,79.200,20.400
'13:23:58.000',-0.032,-,-,76.800,22.400
'13:23:58.008',-0.016,-,-,76.000,23.600
'13:23:58.016',-0.032,-,-,74.400,24.400
'13:23:58.024',-0.064,-,-,73.600,25.200
'13:23:58.032',-0.048,-,-,72.000,25.600
'13:23:58.040',-0.032,-,-,71.200,25.600
