'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'128:04:33.200',-,-,-,-,-0.009,-,-
'128:04:33.208',-,-,-,-,-0.019,-,-
'128:04:33.216',-,-,-,-,-0.009,-,-
'128:04:33.224',-,-,-,-,0.000,-,-
'128:04:33.232',-,-,-,-,0.000,-,-
'128:04:33.240',-,-,-,-,0.000,-,-
'128:04:33.248',-,-,-,-,-0.009,-,-
'128:04:33.256',-,-,-,-,0.000,-,-
'128:04:33.264',-,-,-,-,0.000,-,-
'128:04:33.272',-,-,-,-,0.000,-,-
'128:04:33.280',-,-,-,-,-0.009,-,-
'128:04:33.288',-,-,-,-,-0.104,-,-
'128:04:33.296',-,-,-,-,-0.415,-,-
'128:04:33.304',-,-,-,-,-0.887,-,-
'128:04:33.312',-,-,-,-,-,-,-
'128:04:33.320',-,-,-,-,-,-,-
'128:04:33.328',-,-,-,-,-,-,-
'128:04:33.336',-,-,-,-,-,-,-
'128:04:33.344',-,-,-,-,-,-,-
'128:04:33.352',-,-,-,-,-1.057,-,-
'128:04:33.360',-,-,-,-,-0.679,-,-
'128:04:33.368',-,-,-,-,-0.349,-,-
'128:04:33.376',-,-,-,-,-0.085,-,-
'128:04:33.384',-,-,-,-,0.066,-,-
'128:04:33.392',-,-,-,-,0.170,-,-
'128:04:33.400',-,-,-,-,0.236,-,-
'128:04:33.408',-,-,-,-,0.283,-,-
'128:04:33.416',-,-,-,-,0.311,-,-
'128:04:33.424',-,-,-,-,0.311,-,-
'128:04:33.432',-,-,-,-,0.311,-,-
'128:04:33.440',-,-,-,-,0.311,-,-
'128:04:33.448',-,-,-,-,0.311,-,-
'128:04:33.456',-,-,-,-,0.311,-,-
'128:04:33.464',-,-,-,-,0.311,-,-
'128:04:33.472',-,-,-,-,0.311,-,-
'128:04:33.480',-,-,-,-,0.321,-,-
'128:04:33.488',-,-,-,-,0.330,-,-
'128:04:33.496',-,-,-,-,0.330,-,-
'128:04:33.504',-,-,-,-,0.340,-,-
'128:04:33.512',-,-,-,-,0.349,-,-
'128:04:33.520',-,-,-,-,0.358,-,-
'128:04:33.528',-,-,-,-,0.368,-,-
'128:04:33.536',-,-,-,-,0.387,-,-
'128:04:33.544',-,-,-,-,0.406,-,-
'128:04:33.552',-,-,-,-,0.415,-,-
'128:04:33.560',-,-,-,-,0.425,-,-
'128:04:33.568',-,-,-,-,0.434,-,-
'128:04:33.576',-,-,-,-,0.425,-,-
