'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:09:18.352',0.000,-,-,72.000,10.800
'13:09:18.360',-0.032,-,-,72.800,10.800
'13:09:18.368',0.000,-,-,72.800,10.400
'13:09:18.376',-0.016,-,-,72.800,10.400
'13:09:18.384',0.000,-,-,72.800,10.400
'13:09:18.392',-0.016,-,-,72.800,10.400
'13:09:18.400',0.000,-,-,72.800,10.400
'13:09:18.408',-0.016,-,-,72.800,10.400
'13:09:18.416',0.000,-,-,72.800,10.400
'13:09:18.424',-0.016,-,-,72.000,10.400
'13:09:18.432',0.000,-,-,72.000,10.000
'13:09:18.440',-0.016,-,-,71.200,10.000
'13:09:18.448',0.000,-,-,70.400,10.000
'13:09:18.456',-0.016,-,-,70.400,10.000
'13:09:18.464',-0.016,-,-,69.600,10.000
'13:09:18.472',0.000,-,-,69.600,9.600
'13:09:18.480',-0.016,-,-,68.800,9.600
'13:09:18.488',0.000,-,-,68.000,9.600
'13:09:18.496',-0.016,-,-,67.200,9.600
'13:09:18.504',0.000,-,-,66.400,9.600
'13:09:18.512',-0.016,-,-,66.400,9.600
'13:09:18.520',0.000,-,-,65.600,9.600
'13:09:18.528',-0.016,-,-,64.800,9.200
'13:09:18.536',0.000,-,-,64.000,9.200
'13:09:18.544',-0.016,-,-,63.200,9.200
'13:09:18.552',0.000,-,-,62.400,9.200
'13:09:18.560',0.000,-,-,61.600,9.200
'13:09:18.568',0.032,-,-,60.800,9.200
'13:09:18.576',0.032,-,-,59.200,8.800
'13:09:18.584',0.064,-,-,58.400,8.800
'13:09:18.592',0.048,-,-,56.800,8.800
'13:09:18.600',0.064,-,-,55.200,8.800
'13:09:18.608',0.032,-,-,53.600,8.800
'13:09:18.616',0.032,-,-,52.000,8.800
'13:09:18.624',0.016,-,-,51.200,8.800
'13:09:18.632',0.032,-,-,49.600,8.800
'13:09:18.640',0.000,-,-,48.000,8.800
'13:09:18.648',0.000,-,-,47.200,8.800
'13:09:18.656',0.000,-,-,45.600,8.800
'13:09:18.664',-0.032,-,-,44.000,8.800
'13:09:18.672',-0.016,-,-,43.200,8.800
'13:09:18.680',-0.048,-,-,42.400,9.200
'13:09:18.688',-0.032,-,-,40.800,9.200
'13:09:18.696',-0.048,-,-,40.000,9.600
'13:09:18.704',-0.016,-,-,39.200,9.200
'13:09:18.712',-0.048,-,-,38.400,8.800
'13:09:18.720',0.224,-,-,37.600,8.400
'13:09:18.728',0.512,-,-,36.800,8.000
'13:09:18.736',0.688,-,-,36.000,7.600
'13:09:18.744',0.512,-,-,35.200,7.600
'13:09:18.752',0.432,-,-,34.400,7.600
'13:09:18.760',0.256,-,-,33.600,7.600
'13:09:18.768',0.224,-,-,32.800,7.600
'13:09:18.776',0.128,-,-,32.000,7.600
'13:09:18.784',0.096,-,-,32.000,7.600
'13:09:18.792',-0.080,-,-,31.200,7.600
'13:09:18.800',-0.176,-,-,30.400,7.600
'13:09:18.808',-0.160,-,-,30.400,8.000
'13:09:18.816',-0.144,-,-,29.600,8.800
'13:09:18.824',-0.192,-,-,28.800,10.400
'13:09:18.832',-0.144,-,-,28.800,12.400
'13:09:18.840',-0.128,-,-,29.600,14.800
'13:09:18.848',-0.144,-,-,30.400,18.800
'13:09:18.856',-0.112,-,-,31.200,24.000
'13:09:18.864',-0.128,-,-,32.800,30.400
'13:09:18.872',-0.112,-,-,34.400,37.200
'13:09:18.880',-0.128,-,-,36.800,43.200
'13:09:18.888',-0.112,-,-,39.200,48.800
'13:09:18.896',-0.128,-,-,42.400,52.800
'13:09:18.904',-0.112,-,-,45.600,55.600
'13:09:18.912',-0.128,-,-,49.600,56.400
'13:09:18.920',-0.112,-,-,52.800,56.000
'13:09:18.928',-0.144,-,-,56.800,54.400
'13:09:18.936',-0.112,-,-,60.000,52.000
'13:09:18.944',-0.144,-,-,64.000,48.800
'13:09:18.952',-0.112,-,-,68.000,45.600
'13:09:18.960',-0.144,-,-,71.200,43.200
'13:09:18.968',-0.128,-,-,74.400,40.800
'13:09:18.976',-0.144,-,-,77.600,39.200
'13:09:18.984',-0.128,-,-,80.000,38.000
'13:09:18.992',-0.144,-,-,83.200,37.200
'13:09:19.000',-0.128,-,-,85.600,37.200
'13:09:19.008',-0.144,-,-,87.200,37.600
'13:09:19.016',-0.128,-,-,88.800,37.600
'13:09:19.024',-0.144,-,-,90.400,37.600
'13:09:19.032',-0.112,-,-,91.200,37.200
'13:09:19.040',-0.112,-,-,92.000,36.000
'13:09:19.048',-0.112,-,-,92.800,34.400
'13:09:19.056',-0.080,-,-,92.800,32.400
'13:09:19.064',-0.112,-,-,92.000,29.600
'13:09:19.072',-0.064,-,-,91.200,26.400
'13:09:19.080',-0.080,-,-,89.600,22.400
'13:09:19.088',-0.048,-,-,88.000,19.200
'13:09:19.096',-0.080,-,-,86.400,16.400
'13:09:19.104',-0.048,-,-,84.800,15.200
'13:09:19.112',-0.064,-,-,83.200,15.600
'13:09:19.120',-0.048,-,-,81.600,16.800
'13:09:19.128',-0.080,-,-,80.000,18.800
'13:09:19.136',-0.048,-,-,78.400,20.800
'13:09:19.144',-0.080,-,-,77.600,22.800
'13:09:19.152',-0.064,-,-,76.000,24.400
'13:09:19.160',-0.080,-,-,75.200,25.200
'13:09:19.168',-0.064,-,-,73.600,25.600
'13:09:19.176',-0.080,-,-,72.800,25.600
'13:09:19.184',-0.064,-,-,72.000,24.800
'13:09:19.192',-0.080,-,-,72.000,24.000
'13:09:19.200',-0.048,-,-,72.000,22.800
'13:09:19.208',-0.032,-,-,72.000,21.600
'13:09:19.216',-0.064,-,-,72.000,20.400
'13:09:19.224',-0.112,-,-,72.800,19.600
'13:09:19.232',-0.144,-,-,73.600,18.400
'13:09:19.240',-0.112,-,-,74.400,17.600
'13:09:19.248',-0.176,-,-,75.200,17.200
'13:09:19.256',-0.144,-,-,76.000,16.800
'13:09:19.264',-0.176,-,-,76.800,17.200
'13:09:19.272',-0.144,-,-,77.600,17.200
'13:09:19.280',-0.288,-,-,78.400,17.600
'13:09:19.288',-0.384,-,-,79.200,17.600
'13:09:19.296',-0.336,-,-,80.000,17.200
'13:09:19.304',-0.240,-,-,80.800,16.800
'13:09:19.312',-0.320,-,-,82.400,16.400
'13:09:19.320',-0.400,-,-,84.000,16.400
'13:09:19.328',-0.448,-,-,84.800,16.000
'13:09:19.336',-0.432,-,-,86.400,15.600
'13:09:19.344',-0.592,-,-,87.200,15.600
'13:09:19.352',-0.672,-,-,87.200,15.200
'13:09:19.360',-0.800,-,-,88.000,14.400
'13:09:19.368',-0.736,-,-,88.800,14.400
'13:09:19.376',-0.608,-,-,88.800,14.400
'13:09:19.384',-0.352,-,-,88.800,14.400
'13:09:19.392',-0.128,-,-,89.600,14.400
'13:09:19.400',0.112,-,-,88.800,14.400
'13:09:19.408',0.272,-,-,88.800,14.000
'13:09:19.416',0.352,-,-,88.000,13.600
'13:09:19.424',0.384,-,-,88.000,13.200
'13:09:19.432',0.368,-,-,87.200,13.200
'13:09:19.440',0.384,-,-,86.400,13.200
'13:09:19.448',0.384,-,-,85.600,13.200
'13:09:19.456',0.416,-,-,84.800,14.000
'13:09:19.464',0.384,-,-,83.200,14.800
'13:09:19.472',0.432,-,-,81.600,16.000
'13:09:19.480',0.416,-,-,80.000,17.600
'13:09:19.488',0.432,-,-,77.600,18.800
'13:09:19.496',0.384,-,-,76.000,19.600
'13:09:19.504',0.368,-,-,73.600,19.600
'13:09:19.512',0.320,-,-,71.200,19.600
'13:09:19.520',0.336,-,-,69.600,19.200
'13:09:19.528',0.304,-,-,67.200,19.200
'13:09:19.536',0.304,-,-,64.800,19.600
'13:09:19.544',0.256,-,-,63.200,20.000
'13:09:19.552',0.272,-,-,61.600,20.400
'13:09:19.560',0.224,-,-,59.200,21.200
'13:09:19.568',0.240,-,-,57.600,21.600
'13:09:19.576',0.112,-,-,56.000,22.400
'13:09:19.584',0.096,-,-,53.600,23.200
'13:09:19.592',0.176,-,-,52.800,24.000
'13:09:19.600',0.256,-,-,51.200,24.400
'13:09:19.608',0.160,-,-,49.600,24.400
'13:09:19.616',0.048,-,-,48.000,24.000
'13:09:19.624',-0.032,-,-,47.200,23.600
'13:09:19.632',-0.144,-,-,45.600,22.800
'13:09:19.640',-0.336,-,-,44.800,21.600
'13:09:19.648',-0.496,-,-,43.200,20.000
'13:09:19.656',-0.624,-,-,42.400,18.400
'13:09:19.664',-0.704,-,-,41.600,16.800
'13:09:19.672',-0.608,-,-,40.000,15.200
'13:09:19.680',-0.416,-,-,39.200,14.000
'13:09:19.688',-0.240,-,-,38.400,13.200
'13:09:19.696',-0.080,-,-,37.600,12.400
'13:09:19.704',0.064,-,-,36.800,11.600
'13:09:19.712',0.192,-,-,36.000,11.200
'13:09:19.720',0.336,-,-,36.000,11.200
'13:09:19.728',0.384,-,-,35.200,11.600
'13:09:19.736',0.416,-,-,35.200,12.400
'13:09:19.744',0.400,-,-,35.200,13.600
'13:09:19.752',0.416,-,-,35.200,14.800
'13:09:19.760',0.416,-,-,35.200,15.600
'13:09:19.768',0.416,-,-,35.200,16.400
'13:09:19.776',0.336,-,-,35.200,17.200
'13:09:19.784',0.368,-,-,35.200,17.600
'13:09:19.792',0.320,-,-,35.200,18.000
'13:09:19.800',0.304,-,-,35.200,17.600
'13:09:19.808',0.320,-,-,35.200,17.200
'13:09:19.816',0.240,-,-,35.200,16.400
'13:09:19.824',0.128,-,-,35.200,15.600
'13:09:19.832',0.064,-,-,35.200,15.200
'13:09:19.840',0.032,-,-,34.400,14.400
'13:09:19.848',0.112,-,-,34.400,13.600
'13:09:19.856',0.128,-,-,34.400,12.800
'13:09:19.864',-0.016,-,-,34.400,12.400
'13:09:19.872',-0.112,-,-,33.600,12.000
