'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'15:27:53.936',0.000,0.027,153.600,90.000
'15:27:53.944',-0.115,0.054,153.600,90.000
'15:27:53.952',-0.231,0.081,152.800,90.000
'15:27:53.960',0.000,0.054,152.000,90.000
'15:27:53.968',-0.115,0.054,152.000,90.000
'15:27:53.976',-0.115,-0.027,151.200,90.000
'15:27:53.984',-0.038,-0.081,150.400,90.000
'15:27:53.992',-0.038,-0.054,149.600,90.000
'15:27:54.000',0.000,0.000,148.800,90.000
'15:27:54.008',0.231,0.000,148.000,90.000
'15:27:54.016',0.846,-0.054,146.400,90.000
'15:27:54.024',1.308,-0.568,144.800,90.000
'15:27:54.032',1.462,-0.892,143.200,90.000
'15:27:54.040',-0.462,-0.486,141.600,90.000
'15:27:54.048',-1.577,0.135,140.800,90.000
'15:27:54.056',-1.577,0.405,140.000,90.000
'15:27:54.064',-1.192,0.459,137.600,90.000
'15:27:54.072',-0.846,0.135,135.200,90.000
'15:27:54.080',-0.577,-0.027,132.800,90.000
'15:27:54.088',-0.500,-0.054,131.200,90.000
'15:27:54.096',-0.577,-0.054,128.800,90.000
'15:27:54.104',-0.577,-0.081,127.200,90.000
'15:27:54.112',-0.577,-0.054,128.000,90.000
'15:27:54.120',-0.577,-0.054,132.800,90.000
'15:27:54.128',-0.654,-0.081,140.000,90.000
'15:27:54.136',-0.577,-0.081,145.600,90.000
'15:27:54.144',-0.654,-0.135,146.400,90.000
'15:27:54.152',-0.731,-0.054,144.800,90.000
'15:27:54.160',-0.577,-0.135,147.200,90.000
'15:27:54.168',-0.654,-0.054,152.800,90.000
'15:27:54.176',-0.731,-0.054,156.800,90.000
'15:27:54.184',-0.654,-0.081,155.200,90.000
'15:27:54.192',-0.731,-0.054,150.400,90.000
'15:27:54.200',-0.731,0.000,148.800,90.000
'15:27:54.208',-0.846,-0.027,152.000,90.000
'15:27:54.216',-0.846,0.000,157.600,90.000
'15:27:54.224',-0.731,-0.135,160.800,90.000
'15:27:54.232',-0.769,-0.081,160.800,90.000
'15:27:54.240',-0.654,-0.189,159.200,90.000
'15:27:54.248',-0.577,-0.270,160.000,90.000
'15:27:54.256',-0.769,-0.243,161.600,90.000
'15:27:54.264',-0.731,-0.270,164.000,90.000
'15:27:54.272',-1.000,-0.243,165.600,90.000
'15:27:54.280',-0.846,-0.297,167.200,90.000
'15:27:54.288',-1.000,-0.297,169.600,90.000
'15:27:54.296',-0.923,-0.297,170.400,90.000
'15:27:54.304',-1.115,-0.351,172.000,90.000
'15:27:54.312',-1.038,-0.297,172.800,90.000
'15:27:54.320',-1.115,-0.351,174.400,90.000
'15:27:54.328',-1.192,-0.378,174.400,90.000
'15:27:54.336',-1.038,-0.378,174.400,90.000
'15:27:54.344',-1.000,-0.378,174.400,90.000
'15:27:54.352',-1.038,-0.378,174.400,90.000
'15:27:54.360',-0.923,-0.351,174.400,90.000
'15:27:54.368',-1.000,-0.297,172.800,90.000
'15:27:54.376',-1.038,-0.351,171.200,90.000
'15:27:54.384',-0.923,-0.270,169.600,90.000
'15:27:54.392',-0.846,-0.297,168.800,90.000
'15:27:54.400',-0.923,-0.297,167.200,90.000
'15:27:54.408',-0.846,-0.270,164.000,90.000
'15:27:54.416',-0.769,-0.243,160.800,90.000
'15:27:54.424',-0.846,-0.189,155.200,90.000
'15:27:54.432',-0.846,-0.243,150.400,90.000
'15:27:54.440',-0.769,-0.162,147.200,90.000
'15:27:54.448',-0.731,-0.162,145.600,90.000
'15:27:54.456',-0.846,-0.135,143.200,90.000
'15:27:54.464',-0.846,-0.081,140.000,90.000
'15:27:54.472',-0.731,-0.054,136.800,90.000
'15:27:54.480',-0.654,-0.135,132.800,90.000
'15:27:54.488',-0.654,-0.243,128.000,90.000
'15:27:54.496',-0.577,-0.243,123.200,90.000
'15:27:54.504',-0.500,-0.243,120.800,90.000
'15:27:54.512',-0.577,-0.189,120.000,90.000
'15:27:54.520',-0.462,-0.162,120.000,90.000
'15:27:54.528',-0.462,-0.243,119.200,90.000
'15:27:54.536',-0.385,-0.189,117.600,87.200
'15:27:54.544',-0.462,-0.162,115.200,84.400
'15:27:54.552',-0.385,-0.162,112.000,82.000
'15:27:54.560',-0.308,-0.135,109.600,79.600
'15:27:54.568',-0.308,-0.162,107.200,77.200
'15:27:54.576',-0.308,-0.135,106.400,74.800
'15:27:54.584',-0.231,-0.081,107.200,72.000
'15:27:54.592',-0.192,-0.081,106.400,69.600
'15:27:54.600',-0.115,-0.054,104.000,67.200
'15:27:54.608',-0.038,-0.054,100.000,64.800
'15:27:54.616',-0.038,-0.027,97.600,62.400
'15:27:54.624',-0.115,0.000,96.000,60.400
'15:27:54.632',-0.038,-0.027,95.200,58.400
'15:27:54.640',-0.115,0.000,95.200,56.400
'15:27:54.648',0.000,0.000,95.200,54.400
'15:27:54.656',0.000,0.000,95.200,52.800
'15:27:54.664',0.000,0.000,95.200,51.200
'15:27:54.672',0.000,0.000,94.400,49.600
'15:27:54.680',0.000,0.000,93.600,48.400
'15:27:54.688',0.000,0.000,92.000,47.200
'15:27:54.696',0.000,0.000,90.400,46.000
'15:27:54.704',0.000,0.054,88.000,45.200
'15:27:54.712',0.000,0.054,86.400,44.400
'15:27:54.720',0.000,0.081,85.600,43.600
'15:27:54.728',0.000,0.081,85.600,43.200
'15:27:54.736',0.000,0.027,84.000,42.800
'15:27:54.744',0.038,-0.027,82.400,42.400
'15:27:54.752',0.038,-0.027,79.200,42.000
'15:27:54.760',0.038,-0.054,77.600,41.600
'15:27:54.768',0.038,0.000,76.000,41.200
'15:27:54.776',0.231,0.000,76.000,40.800
'15:27:54.784',0.577,0.081,75.200,40.400
'15:27:54.792',1.000,0.000,74.400,40.000
'15:27:54.800',1.577,-0.514,72.800,39.600
'15:27:54.808',1.577,-0.892,71.200,39.200
'15:27:54.816',-0.308,-0.378,69.600,38.800
'15:27:54.824',-1.192,0.189,68.000,38.800
'15:27:54.832',-0.846,0.486,66.400,38.800
'15:27:54.840',-0.654,0.595,65.600,39.200
'15:27:54.848',-0.308,0.243,65.600,39.200
'15:27:54.856',-0.115,0.054,64.800,39.600
'15:27:54.864',0.000,0.027,64.000,39.200
'15:27:54.872',0.000,0.054,63.200,38.800
'15:27:54.880',0.000,0.027,62.400,38.400
'15:27:54.888',0.000,0.027,62.400,38.800
'15:27:54.896',0.000,0.000,65.600,39.200
'15:27:54.904',0.000,0.000,71.200,39.600
'15:27:54.912',0.000,0.000,78.400,40.000
'15:27:54.920',0.000,0.027,82.400,40.000
'15:27:54.928',0.000,0.027,84.000,40.800
'15:27:54.936',0.000,0.027,83.200,42.000
'15:27:54.944',0.000,0.054,84.000,43.600
'15:27:54.952',0.000,0.027,85.600,46.000
'15:27:54.960',0.000,0.054,86.400,48.400
'15:27:54.968',0.000,0.081,84.000,51.200
'15:27:54.976',-0.038,0.081,81.600,53.600
'15:27:54.984',0.000,0.135,80.000,56.000
'15:27:54.992',0.000,0.027,80.800,57.600
'15:27:55.000',0.000,0.000,82.400,58.800
'15:27:55.008',0.038,-0.027,84.000,59.600
'15:27:55.016',0.038,0.000,84.000,60.000
'15:27:55.024',0.000,-0.027,82.400,60.000
'15:27:55.032',0.038,-0.027,80.800,59.600
'15:27:55.040',0.000,-0.027,80.800,59.200
'15:27:55.048',0.000,-0.054,80.800,58.800
'15:27:55.056',0.000,-0.027,80.800,58.800
'15:27:55.064',0.000,-0.027,80.800,58.400
'15:27:55.072',0.000,0.000,80.000,58.400
'15:27:55.080',0.000,-0.027,79.200,58.400
'15:27:55.088',-0.038,-0.054,77.600,58.000
'15:27:55.096',-0.115,-0.054,76.800,58.000
'15:27:55.104',0.000,-0.054,76.800,57.600
'15:27:55.112',0.000,-0.054,77.600,57.200
'15:27:55.120',0.000,-0.027,77.600,56.400
'15:27:55.128',0.000,-0.027,76.800,55.600
'15:27:55.136',0.000,0.000,76.800,54.400
'15:27:55.144',0.038,0.000,76.800,53.200
'15:27:55.152',0.115,0.000,76.800,52.000
'15:27:55.160',0.115,0.000,76.800,51.200
'15:27:55.168',0.038,0.000,77.600,50.800
'15:27:55.176',0.115,0.000,77.600,50.400
'15:27:55.184',0.115,0.027,77.600,50.000
'15:27:55.192',0.115,0.027,76.800,49.600
'15:27:55.200',0.115,0.054,76.000,49.600
'15:27:55.208',0.115,0.054,77.600,49.600
'15:27:55.216',0.115,0.054,81.600,49.200
'15:27:55.224',0.038,0.081,85.600,48.800
'15:27:55.232',0.038,0.135,86.400,48.400
'15:27:55.240',0.115,0.135,84.800,48.000
'15:27:55.248',0.115,0.054,82.400,47.200
'15:27:55.256',0.192,0.000,81.600,47.200
'15:27:55.264',0.192,0.000,83.200,46.800
'15:27:55.272',0.192,0.000,85.600,46.800
'15:27:55.280',0.231,0.000,88.000,46.400
'15:27:55.288',0.192,0.000,88.800,46.400
'15:27:55.296',0.192,0.000,88.000,46.400
'15:27:55.304',0.192,0.000,86.400,46.000
'15:27:55.312',0.192,0.000,85.600,45.600
'15:27:55.320',0.115,0.000,86.400,45.200
'15:27:55.328',0.192,0.000,88.800,44.800
'15:27:55.336',0.192,0.000,91.200,44.400
'15:27:55.344',0.192,0.000,92.800,44.000
'15:27:55.352',0.115,0.000,92.000,43.600
'15:27:55.360',0.192,0.000,88.800,43.200
'15:27:55.368',0.192,0.000,86.400,42.800
'15:27:55.376',0.192,0.000,86.400,42.800
'15:27:55.384',0.115,0.000,87.200,42.400
'15:27:55.392',0.115,0.000,89.600,42.400
'15:27:55.400',0.192,0.054,92.800,42.400
'15:27:55.408',0.385,0.135,92.800,42.000
'15:27:55.416',0.846,0.189,92.000,42.000
'15:27:55.424',1.308,0.000,89.600,41.600
'15:27:55.432',1.731,-0.622,88.000,41.200
'15:27:55.440',0.654,-0.730,86.400,40.800
'15:27:55.448',-0.769,0.000,85.600,40.800
'15:27:55.456',-1.115,0.378,84.800,40.400
'15:27:55.464',-0.577,0.595,84.000,40.400
'15:27:55.472',-0.462,0.622,84.000,40.400
'15:27:55.480',-0.115,0.243,82.400,40.800
'15:27:55.488',0.000,0.189,81.600,40.800
'15:27:55.496',0.000,0.162,80.800,40.400
'15:27:55.504',0.038,0.054,79.200,40.000
'15:27:55.512',0.115,0.000,77.600,39.600
'15:27:55.520',0.115,0.000,76.000,38.800
'15:27:55.528',0.115,0.000,75.200,38.400
'15:27:55.536',0.115,0.000,75.200,37.600
'15:27:55.544',0.115,0.000,76.000,36.800
'15:27:55.552',0.115,0.000,77.600,36.000
'15:27:55.560',0.115,0.000,79.200,35.200
'15:27:55.568',0.115,0.000,81.600,35.200
'15:27:55.576',0.115,0.000,83.200,35.600
'15:27:55.584',0.115,0.027,85.600,36.400
'15:27:55.592',0.115,0.000,87.200,37.600
'15:27:55.600',0.115,0.000,88.800,39.600
'15:27:55.608',0.115,0.027,88.000,41.600
'15:27:55.616',0.115,0.027,87.200,43.600
'15:27:55.624',0.192,0.027,84.800,45.200
'15:27:55.632',0.115,0.054,80.800,46.800
'15:27:55.640',0.115,0.054,77.600,47.600
'15:27:55.648',0.115,0.054,78.400,48.000
'15:27:55.656',0.115,0.054,79.200,48.400
'15:27:55.664',0.115,0.054,77.600,48.400
'15:27:55.672',0.115,0.054,74.400,48.000
'15:27:55.680',0.115,0.054,73.600,48.000
'15:27:55.688',0.038,0.054,75.200,47.200
'15:27:55.696',0.000,0.054,77.600,46.800
'15:27:55.704',0.000,0.054,76.800,46.400
'15:27:55.712',0.000,0.054,74.400,46.000
'15:27:55.720',0.000,0.081,72.000,45.200
'15:27:55.728',0.000,0.081,69.600,44.800
'15:27:55.736',0.000,0.135,68.800,44.400
'15:27:55.744',0.000,0.135,68.000,43.600
'15:27:55.752',0.000,0.081,69.600,42.800
'15:27:55.760',0.115,0.027,70.400,42.000
'15:27:55.768',0.115,0.000,69.600,41.200
'15:27:55.776',0.192,0.000,68.800,40.800
'15:27:55.784',0.192,0.000,68.000,40.400
'15:27:55.792',0.192,0.000,68.000,40.400
'15:27:55.800',0.231,0.000,68.800,40.400
'15:27:55.808',0.192,0.000,69.600,40.000
'15:27:55.816',0.231,0.000,68.800,40.000
'15:27:55.824',0.231,0.000,68.800,40.000
'15:27:55.832',0.231,0.000,69.600,40.000
'15:27:55.840',0.231,0.000,73.600,39.600
'15:27:55.848',0.231,0.000,76.800,39.200
'15:27:55.856',0.192,0.000,78.400,38.800
'15:27:55.864',0.231,0.000,76.800,38.400
'15:27:55.872',0.231,0.027,74.400,38.000
'15:27:55.880',0.231,0.000,73.600,38.000
'15:27:55.888',0.231,0.027,75.200,38.000
'15:27:55.896',0.231,0.027,79.200,38.000
'15:27:55.904',0.192,0.054,83.200,38.000
'15:27:55.912',0.192,0.054,84.000,38.400
'15:27:55.920',0.192,0.054,84.000,38.400
'15:27:55.928',0.231,0.027,83.200,38.800
'15:27:55.936',0.192,0.054,81.600,38.800
'15:27:55.944',0.192,0.054,80.000,38.400
'15:27:55.952',0.192,0.054,79.200,38.000
'15:27:55.960',0.192,0.054,82.400,37.600
'15:27:55.968',0.115,0.054,85.600,36.800
'15:27:55.976',0.115,0.054,86.400,36.400
'15:27:55.984',0.115,0.081,83.200,35.600
'15:27:55.992',0.115,0.081,80.000,35.200
'15:27:56.000',0.115,0.135,79.200,34.800
'15:27:56.008',0.115,0.081,80.000,34.400
'15:27:56.016',0.192,0.000,83.200,34.400
'15:27:56.024',0.192,0.000,85.600,34.000
'15:27:56.032',0.231,0.000,87.200,34.000
'15:27:56.040',0.192,0.000,85.600,34.000
'15:27:56.048',0.231,0.000,83.200,33.600
'15:27:56.056',0.192,0.000,80.800,33.600
'15:27:56.064',0.231,0.000,80.000,33.600
'15:27:56.072',0.192,0.000,80.000,33.200
'15:27:56.080',0.462,0.081,79.200,33.200
'15:27:56.088',0.923,0.135,79.200,32.800
'15:27:56.096',1.385,-0.054,78.400,32.400
'15:27:56.104',1.769,-0.622,77.600,32.400
'15:27:56.112',0.731,-0.784,76.800,32.000
'15:27:56.120',-0.654,-0.027,76.800,31.600
'15:27:56.128',-1.038,0.351,76.000,31.600
'15:27:56.136',-0.500,0.514,76.000,32.000
'15:27:56.144',-0.462,0.568,75.200,32.000
'15:27:56.152',-0.115,0.189,74.400,32.400
'15:27:56.160',0.000,0.081,74.400,32.400
'15:27:56.168',0.000,0.081,73.600,32.400
'15:27:56.176',0.000,0.054,72.000,32.000
'15:27:56.184',0.000,0.054,71.200,32.000
'15:27:56.192',0.038,0.054,70.400,31.600
'15:27:56.200',0.000,0.054,70.400,31.200
'15:27:56.208',0.000,0.054,71.200,30.800
'15:27:56.216',0.000,0.054,72.800,30.400
'15:27:56.224',0.000,0.054,75.200,30.400
'15:27:56.232',0.000,0.054,77.600,30.800
'15:27:56.240',0.000,0.081,80.000,31.600
'15:27:56.248',0.000,0.081,81.600,33.200
'15:27:56.256',0.000,0.135,83.200,35.200
'15:27:56.264',0.038,0.054,84.800,37.200
'15:27:56.272',0.038,0.000,84.800,39.600
'15:27:56.280',0.038,0.000,83.200,42.000
'15:27:56.288',0.038,0.000,80.800,44.000
'15:27:56.296',0.038,0.000,79.200,45.600
'15:27:56.304',0.038,0.000,77.600,46.400
'15:27:56.312',0.038,0.000,73.600,46.800
'15:27:56.320',0.038,0.000,71.200,46.800
'15:27:56.328',0.000,0.000,72.000,46.400
'15:27:56.336',0.038,0.000,72.000,46.000
