'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'56:46.760',-,-,-,-,-,-,0.040,0.000,96.000,-
'56:46.768',-,-,-,-,-,-,0.104,0.040,97.200,-
'56:46.776',-,-,-,-,-,-,0.184,0.136,97.200,-
'56:46.784',-,-,-,-,-,-,0.272,0.184,96.000,-
'56:46.792',-,-,-,-,-,-,0.336,0.272,94.800,-
'56:46.800',-,-,-,-,-,-,0.360,0.320,93.600,-
'56:46.808',-,-,-,-,-,-,0.424,0.296,92.400,-
'56:46.816',-,-,-,-,-,-,0.504,0.464,91.200,-
'56:46.824',-,-,-,-,-,-,0.504,0.488,91.200,-
'56:46.832',-,-,-,-,-,-,0.464,0.464,88.800,-
'56:46.840',-,-,-,-,-,-,0.400,0.440,87.600,-
'56:46.848',-,-,-,-,-,-,0.336,0.392,85.200,-
'56:46.856',-,-,-,-,-,-,0.232,0.272,82.800,-
'56:46.864',-,-,-,-,-,-,0.144,0.160,80.400,-
'56:46.872',-,-,-,-,-,-,0.056,0.064,76.800,-
'56:46.880',-,-,-,-,-,-,0.040,0.016,74.400,-
'56:46.888',-,-,-,-,-,-,-0.016,0.000,73.200,-
'56:46.896',-,-,-,-,-,-,-0.080,-0.064,72.000,-
'56:46.904',-,-,-,-,-,-,-0.104,-0.136,70.800,-
'56:46.912',-,-,-,-,-,-,-0.056,-0.040,70.800,-
'56:46.920',-,-,-,-,-,-,-0.016,0.000,69.600,-
'56:46.928',-,-,-,-,-,-,-0.016,-0.040,68.400,-
'56:46.936',-,-,-,-,-,-,-0.040,-0.040,68.400,-
'56:46.944',-,-,-,-,-,-,-0.080,-0.016,68.400,-
'56:46.952',-,-,-,-,-,-,-0.104,-0.088,67.200,-
'56:46.960',-,-,-,-,-,-,-0.104,-0.112,67.200,-
'56:46.968',-,-,-,-,-,-,-0.080,-0.064,66.000,-
'56:46.976',-,-,-,-,-,-,-0.104,-0.040,66.000,-
'56:46.984',-,-,-,-,-,-,-0.120,-0.088,66.000,-
'56:46.992',-,-,-,-,-,-,-0.168,-0.064,66.000,-
'56:47.000',-,-,-,-,-,-,-0.120,-0.184,64.800,-
'56:47.008',-,-,-,-,-,-,-0.056,-0.040,64.800,-
'56:47.016',-,-,-,-,-,-,-0.016,0.000,64.800,-
'56:47.024',-,-,-,-,-,-,-0.016,0.000,64.800,-
'56:47.032',-,-,-,-,-,-,-0.080,0.000,64.800,-
'56:47.040',-,-,-,-,-,-,-0.120,-0.112,64.800,-
'56:47.048',-,-,-,-,-,-,-0.120,-0.112,63.600,-
'56:47.056',-,-,-,-,-,-,-0.080,-0.112,63.600,-
'56:47.064',-,-,-,-,-,-,-0.080,-0.040,63.600,-
'56:47.072',-,-,-,-,-,-,-0.080,-0.064,63.600,-
'56:47.080',-,-,-,-,-,-,-0.104,-0.112,63.600,-
