'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'1:05:27.768',-,-,-,-,-,-,-0.104,-0.112,57.600,-
'1:05:27.776',-,-,-,-,-,-,-0.080,-0.088,57.600,-
'1:05:27.784',-,-,-,-,-,-,-0.056,-0.064,58.800,-
'1:05:27.792',-,-,-,-,-,-,-0.056,-0.040,61.200,-
'1:05:27.800',-,-,-,-,-,-,-0.016,-0.064,66.000,-
'1:05:27.808',-,-,-,-,-,-,0.000,0.000,73.200,-
'1:05:27.816',-,-,-,-,-,-,0.000,0.000,80.400,-
'1:05:27.824',-,-,-,-,-,-,0.000,-0.016,87.600,-
'1:05:27.832',-,-,-,-,-,-,0.000,0.000,91.200,-
'1:05:27.840',-,-,-,-,-,-,0.016,0.000,94.800,-
'1:05:27.848',-,-,-,-,-,-,0.040,0.016,96.000,-
'1:05:27.856',-,-,-,-,-,-,0.040,0.000,98.400,-
'1:05:27.864',-,-,-,-,-,-,0.040,0.016,100.800,-
'1:05:27.872',-,-,-,-,-,-,0.056,0.040,102.000,-
'1:05:27.880',-,-,-,-,-,-,0.056,0.040,102.000,-
'1:05:27.888',-,-,-,-,-,-,0.080,0.088,102.000,-
'1:05:27.896',-,-,-,-,-,-,0.104,0.064,102.000,-
'1:05:27.904',-,-,-,-,-,-,0.168,0.112,103.200,-
'1:05:27.912',-,-,-,-,-,-,0.232,0.184,103.200,-
'1:05:27.920',-,-,-,-,-,-,0.296,0.272,102.000,-
'1:05:27.928',-,-,-,-,-,-,0.360,0.296,100.800,-
'1:05:27.936',-,-,-,-,-,-,0.440,0.392,100.800,-
'1:05:27.944',-,-,-,-,-,-,0.488,0.464,99.600,-
'1:05:27.952',-,-,-,-,-,-,0.552,0.488,98.400,-
'1:05:27.960',-,-,-,-,-,-,0.568,0.552,98.400,-
'1:05:27.968',-,-,-,-,-,-,0.552,0.552,97.200,-
'1:05:27.976',-,-,-,-,-,-,0.504,0.504,94.800,-
'1:05:27.984',-,-,-,-,-,-,0.464,0.464,93.600,-
'1:05:27.992',-,-,-,-,-,-,0.400,0.392,92.400,-
'1:05:28.000',-,-,-,-,-,-,0.312,0.320,90.000,-
'1:05:28.008',-,-,-,-,-,-,0.232,0.232,86.400,-
'1:05:28.016',-,-,-,-,-,-,0.168,0.160,84.000,-
'1:05:28.024',-,-,-,-,-,-,0.120,0.136,80.400,-
'1:05:28.032',-,-,-,-,-,-,0.080,0.088,78.000,-
'1:05:28.040',-,-,-,-,-,-,0.016,0.016,76.800,-
'1:05:28.048',-,-,-,-,-,-,0.000,0.000,76.800,-
'1:05:28.056',-,-,-,-,-,-,0.000,-0.040,76.800,-
'1:05:28.064',-,-,-,-,-,-,0.016,0.000,75.600,-
'1:05:28.072',-,-,-,-,-,-,0.016,0.000,74.400,-
'1:05:28.080',-,-,-,-,-,-,0.000,0.000,74.400,-
'1:05:28.088',-,-,-,-,-,-,0.000,-0.040,73.200,-
'1:05:28.096',-,-,-,-,-,-,0.000,0.000,73.200,-
'1:05:28.104',-,-,-,-,-,-,0.000,0.000,72.000,-
'1:05:28.112',-,-,-,-,-,-,-0.016,-0.016,72.000,-
'1:05:28.120',-,-,-,-,-,-,-0.040,-0.016,72.000,-
'1:05:28.128',-,-,-,-,-,-,-0.016,-0.040,70.800,-
'1:05:28.136',-,-,-,-,-,-,-0.016,0.000,70.800,-
'1:05:28.144',-,-,-,-,-,-,-0.016,-0.040,69.600,-
'1:05:28.152',-,-,-,-,-,-,-0.016,-0.016,69.600,-
'1:05:28.160',-,-,-,-,-,-,0.000,0.000,68.400,-
'1:05:28.168',-,-,-,-,-,-,0.016,0.040,68.400,-
'1:05:28.176',-,-,-,-,-,-,0.000,0.000,67.200,-
'1:05:28.184',-,-,-,-,-,-,0.000,0.000,67.200,-
'1:05:28.192',-,-,-,-,-,-,-0.016,0.000,67.200,-
'1:05:28.200',-,-,-,-,-,-,-0.040,-0.040,67.200,-
'1:05:28.208',-,-,-,-,-,-,-0.040,-0.064,67.200,-
'1:05:28.216',-,-,-,-,-,-,-0.040,-0.064,67.200,-
'1:05:28.224',-,-,-,-,-,-,-0.040,-0.064,66.000,-
'1:05:28.232',-,-,-,-,-,-,-0.040,-0.112,66.000,-
'1:05:28.240',-,-,-,-,-,-,-0.040,-0.040,66.000,-
'1:05:28.248',-,-,-,-,-,-,-0.040,-0.064,66.000,-
'1:05:28.256',-,-,-,-,-,-,-0.056,-0.040,66.000,-
'1:05:28.264',-,-,-,-,-,-,-0.080,-0.088,64.800,-
'1:05:28.272',-,-,-,-,-,-,-0.104,-0.136,64.800,-
'1:05:28.280',-,-,-,-,-,-,-0.080,-0.160,63.600,-
'1:05:28.288',-,-,-,-,-,-,-0.040,-0.088,63.600,-
'1:05:28.296',-,-,-,-,-,-,-0.040,-0.064,62.400,-
'1:05:28.304',-,-,-,-,-,-,-0.040,-0.040,62.400,-
'1:05:28.312',-,-,-,-,-,-,-0.040,-0.064,61.200,-
'1:05:28.320',-,-,-,-,-,-,-0.016,-0.088,61.200,-
'1:05:28.328',-,-,-,-,-,-,0.056,-0.016,60.000,-
'1:05:28.336',-,-,-,-,-,-,0.080,0.088,60.000,-
'1:05:28.344',-,-,-,-,-,-,-0.104,0.000,58.800,-
'1:05:28.352',-,-,-,-,-,-,-0.360,-0.232,58.800,-
'1:05:28.360',-,-,-,-,-,-,-0.552,-0.552,58.800,-
'1:05:28.368',-,-,-,-,-,-,-0.568,-0.720,58.800,-
'1:05:28.376',-,-,-,-,-,-,-0.400,-0.488,57.600,-
