'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:45:38.576',-,-0.064,-,-,0.024,-,83.520,-
'34:45:38.584',-,-0.032,-,-,0.016,-,83.520,-
'34:45:38.592',-,-0.032,-,-,0.024,-,83.520,-
'34:45:38.600',-,-0.032,-,-,0.032,-,83.520,-
'34:45:38.608',-,0.000,-,-,0.032,-,83.520,-
'34:45:38.616',-,-0.032,-,-,0.016,-,84.960,-
'34:45:38.624',-,0.000,-,-,0.032,-,85.920,-
'34:45:38.632',-,-0.032,-,-,0.024,-,88.320,-
'34:45:38.640',-,0.000,-,-,0.016,-,93.120,-
'34:45:38.648',-,0.000,-,-,0.032,-,97.920,-
'34:45:38.656',-,0.000,-,-,0.048,-,102.720,-
'34:45:38.664',-,0.000,-,-,0.048,-,108.960,-
'34:45:38.672',-,0.000,-,-,0.032,-,113.760,-
'34:45:38.680',-,0.000,-,-,0.048,-,119.520,-
'34:45:38.688',-,0.000,-,-,0.032,-,123.360,-
'34:45:38.696',-,0.000,-,-,0.032,-,126.720,-
'34:45:38.704',-,0.032,-,-,0.032,-,129.120,-
'34:45:38.712',-,0.064,-,-,0.016,-,130.560,-
'34:45:38.720',-,0.096,-,-,0.008,-,130.560,-
'34:45:38.728',-,0.096,-,-,0.000,-,129.120,-
'34:45:38.736',-,0.136,-,-,-0.016,-,126.720,-
'34:45:38.744',-,0.136,-,-,-0.016,-,124.320,-
'34:45:38.752',-,0.168,-,-,-0.032,-,120.960,-
'34:45:38.760',-,0.200,-,-,-0.040,-,117.120,-
'34:45:38.768',-,0.240,-,-,-0.064,-,113.760,-
'34:45:38.776',-,0.200,-,-,-0.072,-,109.920,-
'34:45:38.784',-,0.272,-,-,-0.096,-,106.560,-
'34:45:38.792',-,0.272,-,-,-0.128,-,102.720,-
'34:45:38.800',-,0.272,-,-,-0.160,-,99.360,-
'34:45:38.808',-,0.272,-,-,-0.152,-,95.520,-
'34:45:38.816',-,0.240,-,-,-0.144,-,92.160,-
'34:45:38.824',-,0.200,-,-,-0.128,-,89.760,-
'34:45:38.832',-,0.136,-,-,-0.096,-,87.360,-
'34:45:38.840',-,0.064,-,-,-0.064,-,85.920,-
'34:45:38.848',-,0.000,-,-,-0.032,-,84.960,-
'34:45:38.856',-,0.000,-,-,-0.016,-,85.920,-
'34:45:38.864',-,-0.032,-,-,-0.016,-,87.360,-
'34:45:38.872',-,-0.032,-,-,-0.016,-,88.320,-
'34:45:38.880',-,-0.064,-,-,-0.016,-,90.720,-
'34:45:38.888',-,0.000,-,-,-0.024,-,92.160,-
'34:45:38.896',-,-0.032,-,-,-0.016,-,93.120,-
'34:45:38.904',-,-0.064,-,-,0.000,-,94.560,-
'34:45:38.912',-,-0.064,-,-,0.000,-,94.560,-
'34:45:38.920',-,-0.032,-,-,-0.016,-,94.560,-
'34:45:38.928',-,-0.032,-,-,0.000,-,94.560,-
'34:45:38.936',-,0.000,-,-,-0.016,-,94.560,-
'34:45:38.944',-,-0.032,-,-,-0.016,-,93.120,-
'34:45:38.952',-,0.000,-,-,0.000,-,93.120,-
'34:45:38.960',-,-0.032,-,-,0.000,-,92.160,-
'34:45:38.968',-,0.000,-,-,-0.016,-,90.720,-
'34:45:38.976',-,0.000,-,-,-0.008,-,89.760,-
'34:45:38.984',-,0.000,-,-,-0.032,-,88.320,-
'34:45:38.992',-,0.168,-,-,-0.080,-,87.360,-
'34:45:39.000',-,0.200,-,-,-0.080,-,85.920,-
'34:45:39.008',-,0.136,-,-,-0.072,-,84.960,-
'34:45:39.016',-,0.136,-,-,-0.144,-,83.520,-
'34:45:39.024',-,0.136,-,-,-0.160,-,82.560,-
'34:45:39.032',-,0.200,-,-,-0.144,-,81.120,-
'34:45:39.040',-,0.200,-,-,-0.144,-,81.120,-
'34:45:39.048',-,0.096,-,-,-0.112,-,80.160,-
'34:45:39.056',-,0.000,-,-,-0.128,-,80.160,-
'34:45:39.064',-,-0.168,-,-,-0.072,-,80.160,-
'34:45:39.072',-,-0.448,-,-,0.000,-,80.160,-
'34:45:39.080',-,-0.616,-,-,0.064,-,80.160,-
'34:45:39.088',-,-0.616,-,-,0.096,-,80.160,-
'34:45:39.096',-,-0.480,-,-,0.112,-,80.160,-
'34:45:39.104',-,-0.304,-,-,0.072,-,80.160,-
'34:45:39.112',-,-0.168,-,-,0.064,-,80.160,-
'34:45:39.120',-,-0.064,-,-,0.048,-,80.160,-
'34:45:39.128',-,-0.032,-,-,0.048,-,80.160,-
'34:45:39.136',-,-0.032,-,-,0.032,-,80.160,-
'34:45:39.144',-,-0.032,-,-,0.048,-,80.160,-
'34:45:39.152',-,0.000,-,-,0.048,-,80.160,-
'34:45:39.160',-,0.000,-,-,0.048,-,80.160,-
'34:45:39.168',-,0.000,-,-,0.048,-,81.120,-
'34:45:39.176',-,-0.032,-,-,0.064,-,83.520,-
'34:45:39.184',-,0.000,-,-,0.048,-,87.360,-
'34:45:39.192',-,0.000,-,-,0.064,-,92.160,-
'34:45:39.200',-,-0.032,-,-,0.072,-,96.960,-
'34:45:39.208',-,0.000,-,-,0.064,-,102.720,-
'34:45:39.216',-,0.000,-,-,0.048,-,108.960,-
'34:45:39.224',-,0.000,-,-,0.048,-,113.760,-
'34:45:39.232',-,0.000,-,-,0.072,-,119.520,-
'34:45:39.240',-,0.000,-,-,0.072,-,123.360,-
'34:45:39.248',-,0.000,-,-,0.072,-,125.760,-
'34:45:39.256',-,0.064,-,-,0.048,-,128.160,-
'34:45:39.264',-,0.136,-,-,0.016,-,128.160,-
'34:45:39.272',-,0.136,-,-,0.008,-,128.160,-
'34:45:39.280',-,0.096,-,-,0.000,-,125.760,-
'34:45:39.288',-,0.168,-,-,-0.008,-,124.320,-
'34:45:39.296',-,0.200,-,-,-0.016,-,120.960,-
'34:45:39.304',-,0.272,-,-,-0.040,-,117.120,-
'34:45:39.312',-,0.272,-,-,-0.032,-,113.760,-
'34:45:39.320',-,0.272,-,-,-0.064,-,109.920,-
