'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:12:23.352',-0.112,-,-,39.200,12.800
'13:12:23.360',0.080,-,-,40.000,12.400
'13:12:23.368',0.272,-,-,40.800,12.400
'13:12:23.376',0.336,-,-,41.600,12.400
'13:12:23.384',0.000,-,-,42.400,12.400
'13:12:23.392',-0.208,-,-,43.200,12.400
'13:12:23.400',-0.320,-,-,44.000,12.400
'13:12:23.408',-0.256,-,-,45.600,12.400
'13:12:23.416',-0.144,-,-,46.400,12.800
'13:12:23.424',-0.080,-,-,48.000,12.800
'13:12:23.432',-0.064,-,-,48.800,12.800
'13:12:23.440',-0.048,-,-,50.400,12.400
'13:12:23.448',-0.032,-,-,51.200,12.000
'13:12:23.456',-0.080,-,-,52.000,11.200
'13:12:23.464',-0.080,-,-,53.600,11.200
'13:12:23.472',-0.112,-,-,54.400,11.200
'13:12:23.480',-0.112,-,-,54.400,11.200
'13:12:23.488',-0.128,-,-,55.200,11.200
'13:12:23.496',-0.112,-,-,55.200,11.200
'13:12:23.504',-0.144,-,-,54.400,11.200
'13:12:23.512',-0.112,-,-,55.200,11.600
'13:12:23.520',-0.144,-,-,56.000,12.800
'13:12:23.528',-0.128,-,-,56.800,14.400
'13:12:23.536',-0.160,-,-,57.600,16.800
'13:12:23.544',-0.144,-,-,58.400,19.200
'13:12:23.552',-0.176,-,-,59.200,22.400
'13:12:23.560',-0.176,-,-,60.800,25.200
'13:12:23.568',-0.208,-,-,61.600,27.600
'13:12:23.576',-0.192,-,-,63.200,29.200
'13:12:23.584',-0.208,-,-,64.800,30.000
'13:12:23.592',-0.224,-,-,66.400,30.000
'13:12:23.600',-0.208,-,-,67.200,28.800
'13:12:23.608',-0.224,-,-,68.000,27.600
'13:12:23.616',-0.208,-,-,68.800,26.000
'13:12:23.624',-0.208,-,-,69.600,24.000
'13:12:23.632',-0.176,-,-,70.400,22.000
'13:12:23.640',-0.192,-,-,71.200,20.000
'13:12:23.648',-0.144,-,-,71.200,17.600
'13:12:23.656',-0.144,-,-,72.000,15.600
'13:12:23.664',-0.112,-,-,71.200,13.600
'13:12:23.672',-0.128,-,-,69.600,12.400
'13:12:23.680',-0.080,-,-,68.000,12.400
'13:12:23.688',-0.112,-,-,64.800,12.800
'13:12:23.696',-0.064,-,-,62.400,14.000
'13:12:23.704',-0.080,-,-,60.800,15.600
'13:12:23.712',-0.064,-,-,59.200,17.600
'13:12:23.720',-0.080,-,-,57.600,19.200
'13:12:23.728',-0.048,-,-,56.800,20.000
'13:12:23.736',-0.080,-,-,55.200,20.800
'13:12:23.744',-0.032,-,-,54.400,20.800
'13:12:23.752',-0.064,-,-,53.600,20.400
'13:12:23.760',-0.032,-,-,52.800,20.000
'13:12:23.768',-0.032,-,-,52.800,18.800
'13:12:23.776',-0.048,-,-,53.600,18.000
'13:12:23.784',-0.032,-,-,53.600,16.800
'13:12:23.792',-0.032,-,-,54.400,15.600
'13:12:23.800',-0.016,-,-,54.400,14.400
