'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'6:15:54.240',0.000,-,-,-,-0.040,-,58.400,34.600
'6:15:54.248',0.000,-,-,-,-0.040,-,57.600,34.400
'6:15:54.256',0.000,-,-,-,-0.020,-,57.600,34.200
'6:15:54.264',0.000,-,-,-,-0.040,-,56.800,33.800
'6:15:54.272',0.000,-,-,-,-0.020,-,56.800,33.600
'6:15:54.280',0.000,-,-,-,-0.040,-,56.800,33.400
'6:15:54.288',0.008,-,-,-,-0.040,-,56.000,33.200
'6:15:54.296',0.016,-,-,-,-0.040,-,56.000,33.200
'6:15:54.304',0.008,-,-,-,-0.040,-,56.000,33.000
'6:15:54.312',0.016,-,-,-,-0.040,-,55.200,32.800
'6:15:54.320',0.008,-,-,-,-0.040,-,55.200,32.600
'6:15:54.328',0.000,-,-,-,-0.040,-,55.200,32.600
'6:15:54.336',0.000,-,-,-,-0.040,-,55.200,32.400
'6:15:54.344',0.008,-,-,-,-0.040,-,55.200,32.400
'6:15:54.352',0.000,-,-,-,-0.020,-,54.400,32.400
'6:15:54.360',0.000,-,-,-,-0.020,-,54.400,32.400
'6:15:54.368',0.000,-,-,-,-0.020,-,54.400,32.400
'6:15:54.376',-0.008,-,-,-,-0.040,-,54.400,32.200
'6:15:54.384',-0.016,-,-,-,-0.020,-,53.600,32.200
'6:15:54.392',-0.008,-,-,-,0.000,-,53.600,31.800
'6:15:54.400',-0.016,-,-,-,-0.020,-,53.600,31.600
'6:15:54.408',-0.008,-,-,-,-0.020,-,52.800,31.400
'6:15:54.416',-0.008,-,-,-,-0.020,-,52.800,31.000
'6:15:54.424',0.000,-,-,-,-0.020,-,52.800,30.800
'6:15:54.432',-0.008,-,-,-,0.000,-,52.000,30.400
'6:15:54.440',0.000,-,-,-,0.000,-,52.000,30.200
'6:15:54.448',0.032,-,-,-,0.000,-,52.000,30.200
'6:15:54.456',0.080,-,-,-,0.060,-,52.000,30.400
'6:15:54.464',0.120,-,-,-,0.080,-,52.000,30.600
'6:15:54.472',0.192,-,-,-,0.020,-,52.000,31.000
'6:15:54.480',0.256,-,-,-,0.000,-,52.000,31.400
'6:15:54.488',0.296,-,-,-,0.040,-,52.000,31.800
'6:15:54.496',0.272,-,-,-,-0.040,-,52.000,32.400
'6:15:54.504',0.184,-,-,-,-0.160,-,52.000,33.000
'6:15:54.512',0.104,-,-,-,-0.220,-,51.200,33.800
'6:15:54.520',-0.024,-,-,-,-0.040,-,51.200,34.800
