'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'14:00.192',-0.035,-,-,-,-,51.200,44.880
'14:00.200',-0.009,-,-,-,-,47.200,44.880
'14:00.208',0.070,-,-,-,-,44.000,44.880
'14:00.216',0.130,-,-,-,-,40.000,44.880
'14:00.224',0.139,-,-,-,-,36.000,44.880
'14:00.232',0.113,-,-,-,-,31.200,44.880
'14:00.240',0.113,-,-,-,-,27.200,44.880
'14:00.248',0.113,-,-,-,-,24.000,44.880
'14:00.256',0.104,-,-,-,-,21.600,44.880
'14:00.264',0.096,-,-,-,-,19.200,44.880
'14:00.272',0.096,-,-,-,-,16.800,44.880
'14:00.280',0.096,-,-,-,-,15.200,44.880
'14:00.288',0.096,-,-,-,-,15.200,44.880
'14:00.296',0.096,-,-,-,-,15.200,44.880
'14:00.304',0.078,-,-,-,-,16.000,44.880
'14:00.312',0.070,-,-,-,-,17.600,44.880
'14:00.320',0.078,-,-,-,-,20.000,44.880
'14:00.328',0.078,-,-,-,-,22.400,44.880
'14:00.336',0.096,-,-,-,-,25.600,44.880
'14:00.344',0.078,-,-,-,-,28.000,44.880
'14:00.352',0.070,-,-,-,-,31.200,44.880
'14:00.360',0.043,-,-,-,-,33.600,44.880
'14:00.368',0.035,-,-,-,-,36.000,44.880
'14:00.376',0.035,-,-,-,-,38.400,44.880
'14:00.384',0.000,-,-,-,-,40.000,44.880
'14:00.392',0.000,-,-,-,-,41.600,44.880
'14:00.400',0.000,-,-,-,-,41.600,44.880
'14:00.408',0.000,-,-,-,-,41.600,44.880
'14:00.416',0.000,-,-,-,-,42.400,44.880
'14:00.424',0.000,-,-,-,-,43.200,44.880
'14:00.432',-0.017,-,-,-,-,44.000,44.880
'14:00.440',-0.017,-,-,-,-,44.000,44.880
'14:00.448',-0.035,-,-,-,-,43.200,44.880
'14:00.456',-0.043,-,-,-,-,42.400,44.880
'14:00.464',-0.043,-,-,-,-,40.800,44.880
'14:00.472',-0.043,-,-,-,-,40.000,44.880
'14:00.480',-0.043,-,-,-,-,39.200,44.880
'14:00.488',-0.043,-,-,-,-,37.600,44.880
'14:00.496',-0.043,-,-,-,-,36.800,44.880
'14:00.504',-0.035,-,-,-,-,36.000,44.880
