'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:35:48.240',-0.160,-,-,-,-0.260,-,84.800,35.000
'5:35:48.248',-0.168,-,-,-,-0.260,-,84.800,34.800
'5:35:48.256',-0.152,-,-,-,-0.260,-,84.800,34.800
'5:35:48.264',-0.144,-,-,-,-0.260,-,85.600,34.600
'5:35:48.272',-0.128,-,-,-,-0.240,-,86.400,34.600
'5:35:48.280',-0.112,-,-,-,-0.260,-,86.400,34.400
'5:35:48.288',-0.128,-,-,-,-0.220,-,87.200,34.400
'5:35:48.296',-0.088,-,-,-,-0.220,-,88.000,34.200
'5:35:48.304',-0.088,-,-,-,-0.200,-,89.600,34.200
'5:35:48.312',-0.072,-,-,-,-0.200,-,91.200,34.200
'5:35:48.320',-0.056,-,-,-,-0.180,-,92.000,34.600
'5:35:48.328',-0.048,-,-,-,-0.180,-,92.800,34.800
'5:35:48.336',-0.024,-,-,-,-0.160,-,92.800,34.800
'5:35:48.344',-0.016,-,-,-,-0.140,-,92.800,34.800
'5:35:48.352',0.000,-,-,-,-0.140,-,92.800,35.000
'5:35:48.360',0.000,-,-,-,-0.120,-,92.000,35.000
'5:35:48.368',0.008,-,-,-,-0.100,-,91.200,35.000
'5:35:48.376',0.016,-,-,-,-0.100,-,90.400,34.800
'5:35:48.384',0.024,-,-,-,-0.080,-,89.600,34.400
'5:35:48.392',0.016,-,-,-,-0.060,-,87.200,34.200
'5:35:48.400',0.024,-,-,-,-0.080,-,82.400,34.000
'5:35:48.408',0.032,-,-,-,-0.040,-,76.800,33.800
'5:35:48.416',0.024,-,-,-,-0.040,-,72.800,33.800
'5:35:48.424',0.032,-,-,-,-0.020,-,71.200,33.800
'5:35:48.432',0.024,-,-,-,-0.040,-,70.400,33.800
'5:35:48.440',0.032,-,-,-,0.000,-,69.600,33.800
'5:35:48.448',0.024,-,-,-,0.000,-,70.400,33.600
'5:35:48.456',0.024,-,-,-,0.000,-,71.200,33.400
'5:35:48.464',0.016,-,-,-,0.000,-,72.000,33.200
'5:35:48.472',0.024,-,-,-,0.000,-,72.800,33.000
'5:35:48.480',0.016,-,-,-,0.000,-,72.800,33.000
'5:35:48.488',0.024,-,-,-,0.000,-,72.800,33.000
'5:35:48.496',0.016,-,-,-,0.000,-,72.800,32.800
'5:35:48.504',0.024,-,-,-,0.000,-,72.000,32.600
'5:35:48.512',0.016,-,-,-,0.000,-,70.400,32.400
'5:35:48.520',0.016,-,-,-,0.000,-,68.800,32.400
'5:35:48.528',0.024,-,-,-,0.000,-,68.000,32.400
'5:35:48.536',0.016,-,-,-,0.000,-,66.400,32.400
'5:35:48.544',0.008,-,-,-,0.000,-,65.600,32.400
'5:35:48.552',0.016,-,-,-,0.000,-,64.800,32.400
'5:35:48.560',0.024,-,-,-,0.000,-,64.000,32.400
'5:35:48.568',0.016,-,-,-,0.000,-,63.200,32.400
'5:35:48.576',0.024,-,-,-,0.000,-,63.200,32.600
'5:35:48.584',0.016,-,-,-,0.000,-,63.200,32.800
'5:35:48.592',0.040,-,-,-,0.040,-,62.400,32.800
'5:35:48.600',0.024,-,-,-,0.040,-,62.400,33.000
'5:35:48.608',0.064,-,-,-,0.060,-,62.400,33.000
'5:35:48.616',0.160,-,-,-,0.080,-,61.600,33.200
'5:35:48.624',0.240,-,-,-,0.160,-,61.600,33.200
'5:35:48.632',0.312,-,-,-,0.280,-,60.800,33.200
'5:35:48.640',0.368,-,-,-,0.400,-,60.800,33.400
'5:35:48.648',0.440,-,-,-,0.520,-,60.000,33.600
'5:35:48.656',0.448,-,-,-,0.700,-,60.000,33.800
'5:35:48.664',0.464,-,-,-,0.820,-,59.200,33.800
'5:35:48.672',0.448,-,-,-,0.880,-,58.400,33.800
'5:35:48.680',0.360,-,-,-,0.840,-,57.600,34.200
'5:35:48.688',0.280,-,-,-,0.820,-,57.600,34.600
'5:35:48.696',0.168,-,-,-,0.780,-,56.000,35.200
'5:35:48.704',0.024,-,-,-,0.680,-,55.200,36.000
'5:35:48.712',-0.056,-,-,-,0.560,-,54.400,36.800
'5:35:48.720',-0.072,-,-,-,0.420,-,54.400,37.600
'5:35:48.728',-0.064,-,-,-,0.220,-,53.600,38.000
'5:35:48.736',-0.112,-,-,-,0.000,-,52.800,38.400
'5:35:48.744',-0.136,-,-,-,-0.180,-,51.200,38.600
'5:35:48.752',-0.136,-,-,-,-0.260,-,49.600,38.600
'5:35:48.760',-0.152,-,-,-,-0.300,-,47.200,38.600
'5:35:48.768',-0.144,-,-,-,-0.300,-,45.600,38.400
'5:35:48.776',-0.136,-,-,-,-0.320,-,44.000,38.200
'5:35:48.784',-0.128,-,-,-,-0.280,-,42.400,37.800
'5:35:48.792',-0.136,-,-,-,-0.280,-,41.600,37.600
'5:35:48.800',-0.144,-,-,-,-0.260,-,41.600,37.600
'5:35:48.808',-0.152,-,-,-,-0.260,-,42.400,37.600
'5:35:48.816',-0.152,-,-,-,-0.260,-,43.200,38.000
'5:35:48.824',-0.144,-,-,-,-0.260,-,45.600,38.200
'5:35:48.832',-0.152,-,-,-,-0.240,-,48.800,38.800
'5:35:48.840',-0.144,-,-,-,-0.260,-,52.000,39.200
'5:35:48.848',-0.160,-,-,-,-0.240,-,56.800,39.600
'5:35:48.856',-0.144,-,-,-,-0.260,-,63.200,39.800
'5:35:48.864',-0.152,-,-,-,-0.260,-,68.800,39.800
'5:35:48.872',-0.152,-,-,-,-0.260,-,74.400,39.600
'5:35:48.880',-0.160,-,-,-,-0.260,-,77.600,39.400
'5:35:48.888',-0.152,-,-,-,-0.260,-,80.800,39.200
'5:35:48.896',-0.160,-,-,-,-0.260,-,81.600,39.200
'5:35:48.904',-0.160,-,-,-,-0.260,-,81.600,39.400
'5:35:48.912',-0.168,-,-,-,-0.260,-,80.800,39.600
'5:35:48.920',-0.160,-,-,-,-0.260,-,78.400,39.800
'5:35:48.928',-0.168,-,-,-,-0.260,-,76.000,40.000
'5:35:48.936',-0.152,-,-,-,-0.280,-,73.600,40.200
'5:35:48.944',-0.160,-,-,-,-0.280,-,71.200,40.400
'5:35:48.952',-0.144,-,-,-,-0.260,-,69.600,40.600
'5:35:48.960',-0.144,-,-,-,-0.260,-,68.000,40.600
'5:35:48.968',-0.128,-,-,-,-0.260,-,66.400,40.600
'5:35:48.976',-0.128,-,-,-,-0.260,-,65.600,40.400
'5:35:48.984',-0.096,-,-,-,-0.260,-,64.800,40.000
'5:35:48.992',-0.088,-,-,-,-0.240,-,65.600,39.600
'5:35:49.000',-0.072,-,-,-,-0.220,-,67.200,39.000
'5:35:49.008',-0.064,-,-,-,-0.220,-,69.600,38.600
'5:35:49.016',-0.040,-,-,-,-0.180,-,71.200,38.000
'5:35:49.024',-0.032,-,-,-,-0.180,-,73.600,37.400
'5:35:49.032',-0.008,-,-,-,-0.160,-,76.000,36.600
'5:35:49.040',0.000,-,-,-,-0.140,-,78.400,36.000
'5:35:49.048',0.008,-,-,-,-0.100,-,80.800,35.200
'5:35:49.056',0.024,-,-,-,-0.100,-,81.600,34.800
'5:35:49.064',0.016,-,-,-,-0.080,-,81.600,34.200
'5:35:49.072',0.040,-,-,-,-0.060,-,81.600,33.800
'5:35:49.080',0.032,-,-,-,-0.040,-,81.600,33.400
'5:35:49.088',0.048,-,-,-,-0.040,-,81.600,33.000
'5:35:49.096',0.040,-,-,-,-0.020,-,80.000,32.600
'5:35:49.104',0.048,-,-,-,0.000,-,76.800,32.200
'5:35:49.112',0.040,-,-,-,0.000,-,72.000,31.800
'5:35:49.120',0.048,-,-,-,0.000,-,68.000,31.400
'5:35:49.128',0.040,-,-,-,0.000,-,64.800,31.000
'5:35:49.136',0.032,-,-,-,0.000,-,63.200,30.600
'5:35:49.144',0.040,-,-,-,0.020,-,61.600,30.200
'5:35:49.152',0.048,-,-,-,0.020,-,61.600,30.000
'5:35:49.160',0.032,-,-,-,0.020,-,61.600,30.000
'5:35:49.168',0.040,-,-,-,0.020,-,62.400,29.800
'5:35:49.176',0.032,-,-,-,0.020,-,63.200,30.000
