'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:48:05.576',-,0.000,-,-,0.032,-,112.320,-
'34:48:05.584',-,0.000,-,-,0.072,-,113.760,-
'34:48:05.592',-,0.200,-,-,0.000,-,116.160,-
'34:48:05.600',-,0.136,-,-,0.032,-,117.120,-
'34:48:05.608',-,0.032,-,-,0.072,-,120.960,-
'34:48:05.616',-,0.000,-,-,0.072,-,124.320,-
'34:48:05.624',-,0.064,-,-,0.072,-,129.120,-
'34:48:05.632',-,0.000,-,-,0.104,-,133.920,-
'34:48:05.640',-,-0.032,-,-,0.112,-,140.160,-
'34:48:05.648',-,-0.096,-,-,0.136,-,145.920,-
'34:48:05.656',-,-0.168,-,-,0.128,-,152.160,-
'34:48:05.664',-,-0.168,-,-,0.160,-,155.520,-
'34:48:05.672',-,-0.200,-,-,0.168,-,157.920,-
'34:48:05.680',-,-0.200,-,-,0.160,-,157.920,-
'34:48:05.688',-,-0.240,-,-,0.192,-,156.960,-
'34:48:05.696',-,-0.168,-,-,0.176,-,154.560,-
'34:48:05.704',-,-0.168,-,-,0.192,-,152.160,-
'34:48:05.712',-,-0.136,-,-,0.136,-,148.320,-
'34:48:05.720',-,-0.096,-,-,0.136,-,143.520,-
'34:48:05.728',-,-0.064,-,-,0.112,-,138.720,-
'34:48:05.736',-,-0.032,-,-,0.096,-,135.360,-
'34:48:05.744',-,0.000,-,-,0.072,-,130.560,-
'34:48:05.752',-,0.000,-,-,0.080,-,125.760,-
'34:48:05.760',-,-0.032,-,-,0.072,-,121.920,-
'34:48:05.768',-,-0.064,-,-,0.112,-,117.120,-
'34:48:05.776',-,0.136,-,-,0.008,-,112.320,-
'34:48:05.784',-,0.200,-,-,-0.040,-,108.960,-
'34:48:05.792',-,0.240,-,-,-0.080,-,105.120,-
'34:48:05.800',-,0.272,-,-,-0.112,-,100.320,-
'34:48:05.808',-,0.240,-,-,-0.136,-,96.960,-
'34:48:05.816',-,0.136,-,-,-0.072,-,93.120,-
'34:48:05.824',-,0.000,-,-,-0.032,-,90.720,-
'34:48:05.832',-,-0.032,-,-,-0.008,-,89.760,-
'34:48:05.840',-,-0.064,-,-,-0.016,-,89.760,-
'34:48:05.848',-,-0.064,-,-,0.016,-,89.760,-
'34:48:05.856',-,0.000,-,-,-0.016,-,90.720,-
