'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'128:01:10.200',-,-,-,-,0.066,-,-
'128:01:10.208',-,-,-,-,0.038,-,-
'128:01:10.216',-,-,-,-,0.028,-,-
'128:01:10.224',-,-,-,-,0.019,-,-
'128:01:10.232',-,-,-,-,0.019,-,-
'128:01:10.240',-,-,-,-,0.009,-,-
'128:01:10.248',-,-,-,-,0.009,-,-
'128:01:10.256',-,-,-,-,0.019,-,-
'128:01:10.264',-,-,-,-,-0.047,-,-
'128:01:10.272',-,-,-,-,-0.311,-,-
'128:01:10.280',-,-,-,-,-0.764,-,-
'128:01:10.288',-,-,-,-,-,-,-
'128:01:10.296',-,-,-,-,-,-,-
'128:01:10.304',-,-,-,-,-,-,-
'128:01:10.312',-,-,-,-,-,-,-
'128:01:10.320',-,-,-,-,-,-,-
'128:01:10.328',-,-,-,-,-1.132,-,-
'128:01:10.336',-,-,-,-,-0.764,-,-
'128:01:10.344',-,-,-,-,-0.434,-,-
'128:01:10.352',-,-,-,-,-0.151,-,-
'128:01:10.360',-,-,-,-,0.066,-,-
'128:01:10.368',-,-,-,-,0.208,-,-
'128:01:10.376',-,-,-,-,0.283,-,-
'128:01:10.384',-,-,-,-,0.321,-,-
'128:01:10.392',-,-,-,-,0.321,-,-
'128:01:10.400',-,-,-,-,0.321,-,-
'128:01:10.408',-,-,-,-,0.321,-,-
'128:01:10.416',-,-,-,-,0.321,-,-
'128:01:10.424',-,-,-,-,0.321,-,-
'128:01:10.432',-,-,-,-,0.321,-,-
'128:01:10.440',-,-,-,-,0.321,-,-
'128:01:10.448',-,-,-,-,0.330,-,-
'128:01:10.456',-,-,-,-,0.330,-,-
'128:01:10.464',-,-,-,-,0.340,-,-
'128:01:10.472',-,-,-,-,0.349,-,-
'128:01:10.480',-,-,-,-,0.368,-,-
'128:01:10.488',-,-,-,-,0.377,-,-
'128:01:10.496',-,-,-,-,0.396,-,-
'128:01:10.504',-,-,-,-,0.415,-,-
'128:01:10.512',-,-,-,-,0.434,-,-
'128:01:10.520',-,-,-,-,0.453,-,-
'128:01:10.528',-,-,-,-,0.472,-,-
'128:01:10.536',-,-,-,-,0.481,-,-
'128:01:10.544',-,-,-,-,0.472,-,-
'128:01:10.552',-,-,-,-,0.453,-,-
'128:01:10.560',-,-,-,-,0.425,-,-
'128:01:10.568',-,-,-,-,0.368,-,-
'128:01:10.576',-,-,-,-,0.311,-,-
'128:01:10.584',-,-,-,-,0.245,-,-
'128:01:10.592',-,-,-,-,0.179,-,-
'128:01:10.600',-,-,-,-,0.123,-,-
'128:01:10.608',-,-,-,-,0.085,-,-
'128:01:10.616',-,-,-,-,0.057,-,-
'128:01:10.624',-,-,-,-,0.028,-,-
'128:01:10.632',-,-,-,-,0.019,-,-
'128:01:10.640',-,-,-,-,0.009,-,-
'128:01:10.648',-,-,-,-,0.009,-,-
'128:01:10.656',-,-,-,-,0.009,-,-
'128:01:10.664',-,-,-,-,0.000,-,-
'128:01:10.672',-,-,-,-,0.000,-,-
'128:01:10.680',-,-,-,-,0.000,-,-
'128:01:10.688',-,-,-,-,0.000,-,-
'128:01:10.696',-,-,-,-,-0.009,-,-
'128:01:10.704',-,-,-,-,-0.009,-,-
'128:01:10.712',-,-,-,-,-0.009,-,-
'128:01:10.720',-,-,-,-,-0.009,-,-
'128:01:10.728',-,-,-,-,-0.009,-,-
'128:01:10.736',-,-,-,-,-0.019,-,-
'128:01:10.744',-,-,-,-,-0.019,-,-
'128:01:10.752',-,-,-,-,-0.028,-,-
'128:01:10.760',-,-,-,-,-0.028,-,-
'128:01:10.768',-,-,-,-,-0.028,-,-
'128:01:10.776',-,-,-,-,-0.038,-,-
'128:01:10.784',-,-,-,-,-0.038,-,-
'128:01:10.792',-,-,-,-,-0.038,-,-
'128:01:10.800',-,-,-,-,-0.047,-,-
'128:01:10.808',-,-,-,-,-0.047,-,-
'128:01:10.816',-,-,-,-,-0.047,-,-
'128:01:10.824',-,-,-,-,-0.057,-,-
'128:01:10.832',-,-,-,-,-0.057,-,-
'128:01:10.840',-,-,-,-,-0.057,-,-
'128:01:10.848',-,-,-,-,-0.057,-,-
'128:01:10.856',-,-,-,-,-0.057,-,-
'128:01:10.864',-,-,-,-,-0.047,-,-
'128:01:10.872',-,-,-,-,-0.028,-,-
'128:01:10.880',-,-,-,-,-0.019,-,-
