'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'53:00.760',-,-,-,-,-,-,0.016,-0.016,61.200,-
'53:00.768',-,-,-,-,-,-,0.016,0.016,61.200,-
'53:00.776',-,-,-,-,-,-,0.016,0.000,61.200,-
'53:00.784',-,-,-,-,-,-,0.016,0.016,61.200,-
'53:00.792',-,-,-,-,-,-,0.000,0.064,61.200,-
'53:00.800',-,-,-,-,-,-,-0.016,0.000,61.200,-
'53:00.808',-,-,-,-,-,-,0.000,-0.040,62.400,-
'53:00.816',-,-,-,-,-,-,0.016,0.016,61.200,-
'53:00.824',-,-,-,-,-,-,0.000,0.000,61.200,-
'53:00.832',-,-,-,-,-,-,-0.016,-0.040,61.200,-
'53:00.840',-,-,-,-,-,-,0.000,0.000,61.200,-
'53:00.848',-,-,-,-,-,-,0.000,0.000,60.000,-
'53:00.856',-,-,-,-,-,-,0.000,0.000,60.000,-
'53:00.864',-,-,-,-,-,-,0.000,0.000,60.000,-
'53:00.872',-,-,-,-,-,-,0.000,0.016,58.800,-
'53:00.880',-,-,-,-,-,-,0.080,0.000,58.800,-
'53:00.888',-,-,-,-,-,-,0.208,0.040,58.800,-
'53:00.896',-,-,-,-,-,-,0.248,0.248,57.600,-
'53:00.904',-,-,-,-,-,-,0.000,0.296,57.600,-
'53:00.912',-,-,-,-,-,-,-0.360,-0.112,57.600,-
'53:00.920',-,-,-,-,-,-,-0.552,-0.624,56.400,-
'53:00.928',-,-,-,-,-,-,-0.488,-0.696,56.400,-
'53:00.936',-,-,-,-,-,-,-0.360,-0.416,56.400,-
'53:00.944',-,-,-,-,-,-,-0.272,-0.296,56.400,-
'53:00.952',-,-,-,-,-,-,-0.184,-0.208,56.400,-
'53:00.960',-,-,-,-,-,-,-0.144,-0.160,56.400,-
'53:00.968',-,-,-,-,-,-,-0.056,-0.040,56.400,-
'53:00.976',-,-,-,-,-,-,-0.016,0.000,58.800,-
'53:00.984',-,-,-,-,-,-,0.000,0.000,60.000,-
'53:00.992',-,-,-,-,-,-,-0.016,-0.040,63.600,-
'53:01.000',-,-,-,-,-,-,-0.040,0.000,68.400,-
'53:01.008',-,-,-,-,-,-,-0.056,-0.016,75.600,-
'53:01.016',-,-,-,-,-,-,-0.016,-0.040,81.600,-
'53:01.024',-,-,-,-,-,-,0.040,0.000,86.400,-
'53:01.032',-,-,-,-,-,-,0.040,0.040,88.800,-
'53:01.040',-,-,-,-,-,-,0.016,0.016,91.200,-
'53:01.048',-,-,-,-,-,-,0.040,0.000,92.400,-
'53:01.056',-,-,-,-,-,-,0.056,0.064,94.800,-
'53:01.064',-,-,-,-,-,-,0.056,0.088,96.000,-
'53:01.072',-,-,-,-,-,-,0.056,0.040,96.000,-
'53:01.080',-,-,-,-,-,-,0.120,0.000,96.000,-
'53:01.088',-,-,-,-,-,-,0.184,0.184,94.800,-
'53:01.096',-,-,-,-,-,-,0.232,0.232,94.800,-
'53:01.104',-,-,-,-,-,-,0.312,0.208,94.800,-
'53:01.112',-,-,-,-,-,-,0.400,0.368,93.600,-
'53:01.120',-,-,-,-,-,-,0.440,0.464,92.400,-
'53:01.128',-,-,-,-,-,-,0.464,0.392,92.400,-
'53:01.136',-,-,-,-,-,-,0.528,0.488,91.200,-
'53:01.144',-,-,-,-,-,-,0.592,0.624,90.000,-
'53:01.152',-,-,-,-,-,-,0.592,0.648,88.800,-
