'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:08:15.576',-,0.136,-,-,-0.096,-,69.120,-
'35:08:15.584',-,0.096,-,-,-0.080,-,68.160,-
'35:08:15.592',-,0.032,-,-,-0.040,-,68.160,-
'35:08:15.600',-,0.000,-,-,-0.024,-,68.160,-
'35:08:15.608',-,-0.032,-,-,-0.008,-,66.720,-
'35:08:15.616',-,-0.032,-,-,-0.008,-,66.720,-
'35:08:15.624',-,-0.064,-,-,0.000,-,68.160,-
'35:08:15.632',-,-0.064,-,-,-0.008,-,68.160,-
'35:08:15.640',-,-0.064,-,-,0.000,-,68.160,-
'35:08:15.648',-,-0.096,-,-,0.000,-,68.160,-
'35:08:15.656',-,-0.168,-,-,0.000,-,68.160,-
'35:08:15.664',-,-0.168,-,-,0.016,-,68.160,-
'35:08:15.672',-,-0.064,-,-,0.048,-,68.160,-
'35:08:15.680',-,0.000,-,-,0.072,-,68.160,-
'35:08:15.688',-,0.064,-,-,0.112,-,68.160,-
'35:08:15.696',-,0.200,-,-,0.144,-,68.160,-
'35:08:15.704',-,0.408,-,-,0.168,-,68.160,-
'35:08:15.712',-,0.512,-,-,0.208,-,68.160,-
'35:08:15.720',-,0.408,-,-,0.272,-,66.720,-
'35:08:15.728',-,0.096,-,-,0.344,-,66.720,-
'35:08:15.736',-,0.000,-,-,0.352,-,66.720,-
'35:08:15.744',-,0.064,-,-,0.280,-,65.760,-
'35:08:15.752',-,0.000,-,-,0.216,-,65.760,-
'35:08:15.760',-,-0.168,-,-,0.128,-,65.760,-
'35:08:15.768',-,-0.168,-,-,0.016,-,64.320,-
'35:08:15.776',-,-0.200,-,-,-0.008,-,64.320,-
'35:08:15.784',-,-0.200,-,-,-0.024,-,64.320,-
'35:08:15.792',-,-0.200,-,-,-0.024,-,63.360,-
'35:08:15.800',-,-0.168,-,-,-0.032,-,63.360,-
'35:08:15.808',-,-0.200,-,-,-0.032,-,63.360,-
'35:08:15.816',-,-0.168,-,-,-0.040,-,61.920,-
'35:08:15.824',-,-0.200,-,-,-0.040,-,61.920,-
'35:08:15.832',-,-0.168,-,-,-0.040,-,63.360,-
'35:08:15.840',-,-0.168,-,-,-0.040,-,63.360,-
'35:08:15.848',-,-0.200,-,-,-0.064,-,65.760,-
'35:08:15.856',-,-0.168,-,-,-0.064,-,68.160,-
'35:08:15.864',-,-0.200,-,-,-0.072,-,71.520,-
'35:08:15.872',-,-0.240,-,-,-0.080,-,75.360,-
'35:08:15.880',-,-0.240,-,-,-0.088,-,78.720,-
'35:08:15.888',-,-0.240,-,-,-0.096,-,82.560,-
'35:08:15.896',-,-0.240,-,-,-0.112,-,84.960,-
'35:08:15.904',-,-0.240,-,-,-0.128,-,88.320,-
'35:08:15.912',-,-0.240,-,-,-0.144,-,90.720,-
'35:08:15.920',-,-0.240,-,-,-0.144,-,92.160,-
'35:08:15.928',-,-0.200,-,-,-0.160,-,93.120,-
'35:08:15.936',-,-0.168,-,-,-0.152,-,93.120,-
'35:08:15.944',-,-0.168,-,-,-0.160,-,93.120,-
'35:08:15.952',-,-0.096,-,-,-0.160,-,93.120,-
'35:08:15.960',-,-0.064,-,-,-0.144,-,92.160,-
'35:08:15.968',-,-0.032,-,-,-0.144,-,90.720,-
'35:08:15.976',-,0.000,-,-,-0.128,-,89.760,-
'35:08:15.984',-,0.000,-,-,-0.112,-,87.360,-
'35:08:15.992',-,0.000,-,-,-0.088,-,84.960,-
'35:08:16.000',-,0.000,-,-,-0.080,-,82.560,-
'35:08:16.008',-,0.000,-,-,-0.064,-,80.160,-
'35:08:16.016',-,0.000,-,-,-0.040,-,77.760,-
'35:08:16.024',-,0.000,-,-,-0.024,-,73.920,-
'35:08:16.032',-,0.000,-,-,-0.016,-,72.960,-
'35:08:16.040',-,0.000,-,-,-0.008,-,70.560,-
'35:08:16.048',-,0.000,-,-,-0.016,-,69.120,-
'35:08:16.056',-,0.000,-,-,0.000,-,68.160,-
'35:08:16.064',-,0.000,-,-,-0.008,-,68.160,-
'35:08:16.072',-,0.000,-,-,0.000,-,68.160,-
'35:08:16.080',-,0.000,-,-,0.000,-,66.720,-
