'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'7:32.192',0.052,-0.025,-,-,-,83.200,44.880
'7:32.200',0.052,-0.025,-,-,-,81.600,44.880
'7:32.208',0.052,0.000,-,-,-,81.600,44.880
'7:32.216',0.052,0.000,-,-,-,81.600,44.880
'7:32.224',0.052,-0.025,-,-,-,82.400,44.880
'7:32.232',0.043,-0.025,-,-,-,84.000,44.880
'7:32.240',0.052,0.000,-,-,-,85.600,44.880
'7:32.248',0.052,0.000,-,-,-,88.000,44.880
'7:32.256',0.070,0.000,-,-,-,89.600,44.880
'7:32.264',0.052,0.000,-,-,-,92.000,44.880
'7:32.272',0.052,0.000,-,-,-,93.600,44.880
'7:32.280',0.052,0.000,-,-,-,96.000,44.880
'7:32.288',0.043,0.000,-,-,-,97.600,44.880
'7:32.296',0.035,0.025,-,-,-,99.200,44.880
'7:32.304',0.017,0.025,-,-,-,100.000,44.880
'7:32.312',0.009,0.050,-,-,-,101.600,44.880
'7:32.320',0.009,0.075,-,-,-,102.400,44.880
'7:32.328',0.000,0.100,-,-,-,103.200,44.880
'7:32.336',0.000,0.100,-,-,-,104.000,44.880
'7:32.344',0.009,0.125,-,-,-,104.000,44.880
'7:32.352',0.009,0.125,-,-,-,104.000,44.880
'7:32.360',0.009,0.100,-,-,-,104.000,44.880
'7:32.368',0.009,0.100,-,-,-,104.000,44.880
'7:32.376',0.009,0.075,-,-,-,104.000,44.880
'7:32.384',0.009,0.075,-,-,-,103.200,44.880
'7:32.392',0.009,0.050,-,-,-,103.200,44.880
'7:32.400',0.009,0.050,-,-,-,102.400,44.880
'7:32.408',0.009,0.050,-,-,-,101.600,44.880
'7:32.416',0.009,0.050,-,-,-,101.600,44.880
'7:32.424',0.009,0.050,-,-,-,102.400,44.880
'7:32.432',0.009,0.050,-,-,-,103.200,44.880
'7:32.440',0.009,0.075,-,-,-,104.000,44.880
'7:32.448',0.017,0.100,-,-,-,104.800,44.880
'7:32.456',0.035,0.125,-,-,-,106.400,44.880
'7:32.464',0.043,0.125,-,-,-,108.000,44.880
'7:32.472',0.043,0.125,-,-,-,109.600,44.880
'7:32.480',0.043,0.100,-,-,-,111.200,44.880
'7:32.488',0.035,0.075,-,-,-,112.800,44.880
'7:32.496',0.017,0.050,-,-,-,114.400,44.880
'7:32.504',0.000,0.000,-,-,-,116.000,44.880
'7:32.512',-0.017,-0.050,-,-,-,118.400,44.880
'7:32.520',-0.035,-0.075,-,-,-,120.000,44.880
'7:32.528',-0.035,-0.100,-,-,-,122.400,44.880
'7:32.536',-0.043,-0.125,-,-,-,123.200,44.880
'7:32.544',-0.043,-0.125,-,-,-,124.000,44.880
'7:32.552',-0.052,-0.100,-,-,-,123.200,44.880
'7:32.560',-0.052,-0.100,-,-,-,122.400,44.880
'7:32.568',-0.052,-0.100,-,-,-,121.600,44.880
'7:32.576',-0.052,-0.100,-,-,-,120.000,44.880
'7:32.584',-0.096,-0.100,-,-,-,117.600,44.880
'7:32.592',-0.130,-0.025,-,-,-,115.200,44.880
'7:32.600',-0.139,0.100,-,-,-,112.000,44.880
'7:32.608',-0.104,0.225,-,-,-,109.600,44.880
'7:32.616',-0.035,0.225,-,-,-,106.400,44.880
'7:32.624',0.017,0.150,-,-,-,104.000,44.880
'7:32.632',0.017,0.050,-,-,-,101.600,44.880
'7:32.640',0.009,0.000,-,-,-,99.200,44.880
'7:32.648',0.009,-0.025,-,-,-,96.800,44.880
'7:32.656',0.009,-0.025,-,-,-,94.400,44.880
'7:32.664',0.009,-0.025,-,-,-,92.000,44.880
'7:32.672',0.009,-0.025,-,-,-,90.400,44.880
'7:32.680',0.009,-0.025,-,-,-,88.800,44.880
'7:32.688',0.009,0.000,-,-,-,88.000,44.880
'7:32.696',0.009,0.000,-,-,-,88.000,44.880
'7:32.704',0.009,0.000,-,-,-,88.000,44.880
'7:32.712',0.017,0.000,-,-,-,89.600,44.880
'7:32.720',0.009,0.000,-,-,-,90.400,44.880
'7:32.728',0.009,0.000,-,-,-,92.800,44.880
'7:32.736',0.009,0.000,-,-,-,94.400,44.880
'7:32.744',0.000,-0.025,-,-,-,96.800,44.880
'7:32.752',0.000,-0.025,-,-,-,99.200,44.880
'7:32.760',0.000,0.000,-,-,-,101.600,44.880
'7:32.768',0.000,0.000,-,-,-,103.200,44.880
'7:32.776',-0.009,0.025,-,-,-,104.800,44.880
'7:32.784',-0.009,0.050,-,-,-,106.400,44.880
'7:32.792',-0.017,0.075,-,-,-,107.200,44.880
'7:32.800',-0.017,0.100,-,-,-,108.000,44.880
'7:32.808',-0.017,0.125,-,-,-,108.800,44.880
'7:32.816',-0.017,0.125,-,-,-,109.600,44.880
'7:32.824',-0.017,0.125,-,-,-,110.400,44.880
'7:32.832',-0.017,0.125,-,-,-,110.400,44.880
'7:32.840',-0.009,0.125,-,-,-,110.400,44.880
'7:32.848',-0.009,0.125,-,-,-,110.400,44.880
'7:32.856',-0.009,0.100,-,-,-,109.600,44.880
'7:32.864',-0.009,0.100,-,-,-,109.600,44.880
'7:32.872',0.000,0.075,-,-,-,108.800,44.880
'7:32.880',0.000,0.050,-,-,-,108.000,44.880
'7:32.888',0.009,0.050,-,-,-,107.200,44.880
'7:32.896',0.009,0.050,-,-,-,107.200,44.880
'7:32.904',0.017,0.050,-,-,-,106.400,44.880
'7:32.912',0.017,0.050,-,-,-,106.400,44.880
'7:32.920',0.035,0.050,-,-,-,107.200,44.880
'7:32.928',0.035,0.075,-,-,-,108.000,44.880
'7:32.936',0.043,0.100,-,-,-,108.800,44.880
'7:32.944',0.043,0.150,-,-,-,109.600,44.880
'7:32.952',0.070,0.150,-,-,-,110.400,44.880
'7:32.960',0.070,0.125,-,-,-,112.000,44.880
'7:32.968',0.052,0.100,-,-,-,112.800,44.880
'7:32.976',0.043,0.075,-,-,-,114.400,44.880
'7:32.984',0.017,0.050,-,-,-,116.000,44.880
'7:32.992',0.000,0.000,-,-,-,117.600,44.880
'7:33.000',-0.009,-0.025,-,-,-,119.200,44.880
'7:33.008',-0.017,-0.050,-,-,-,120.800,44.880
'7:33.016',-0.017,-0.050,-,-,-,122.400,44.880
'7:33.024',-0.017,-0.025,-,-,-,124.000,44.880
'7:33.032',-0.017,0.025,-,-,-,124.800,44.880
'7:33.040',-0.009,0.050,-,-,-,124.000,44.880
'7:33.048',0.000,0.050,-,-,-,123.200,44.880
'7:33.056',0.000,0.050,-,-,-,122.400,44.880
'7:33.064',-0.009,0.050,-,-,-,120.800,44.880
'7:33.072',-0.035,0.050,-,-,-,118.400,44.880
'7:33.080',-0.070,0.100,-,-,-,116.800,44.880
'7:33.088',-0.078,0.175,-,-,-,113.600,44.880
'7:33.096',-0.009,0.250,-,-,-,111.200,44.880
'7:33.104',0.096,0.275,-,-,-,108.000,44.880
'7:33.112',0.139,0.225,-,-,-,104.800,44.880
'7:33.120',0.113,0.100,-,-,-,102.400,44.880
'7:33.128',0.078,0.025,-,-,-,100.000,44.880
'7:33.136',0.070,-0.025,-,-,-,97.600,44.880
'7:33.144',0.052,-0.050,-,-,-,95.200,44.880
'7:33.152',0.043,-0.050,-,-,-,92.800,44.880
'7:33.160',0.043,-0.075,-,-,-,91.200,44.880
'7:33.168',0.035,-0.075,-,-,-,89.600,44.880
'7:33.176',0.035,-0.075,-,-,-,88.000,44.880
'7:33.184',0.035,-0.075,-,-,-,87.200,44.880
'7:33.192',0.017,-0.100,-,-,-,88.000,44.880
'7:33.200',0.017,-0.100,-,-,-,88.800,44.880
'7:33.208',0.035,-0.100,-,-,-,90.400,44.880
'7:33.216',0.035,-0.075,-,-,-,92.000,44.880
'7:33.224',0.017,-0.075,-,-,-,93.600,44.880
'7:33.232',0.017,-0.075,-,-,-,96.000,44.880
'7:33.240',0.017,-0.075,-,-,-,97.600,44.880
'7:33.248',0.017,-0.075,-,-,-,100.000,44.880
'7:33.256',0.009,-0.050,-,-,-,101.600,44.880
'7:33.264',0.009,-0.050,-,-,-,103.200,44.880
'7:33.272',0.000,-0.025,-,-,-,104.800,44.880
'7:33.280',0.000,-0.025,-,-,-,106.400,44.880
'7:33.288',-0.009,0.000,-,-,-,107.200,44.880
'7:33.296',-0.009,0.000,-,-,-,108.000,44.880
'7:33.304',-0.009,0.025,-,-,-,108.800,44.880
'7:33.312',-0.009,0.025,-,-,-,108.800,44.880
'7:33.320',-0.009,0.025,-,-,-,109.600,44.880
'7:33.328',0.000,0.025,-,-,-,108.800,44.880
'7:33.336',0.000,0.025,-,-,-,108.800,44.880
'7:33.344',-0.009,0.025,-,-,-,108.800,44.880
'7:33.352',-0.009,0.000,-,-,-,108.800,44.880
'7:33.360',-0.009,0.000,-,-,-,109.600,44.880
'7:33.368',-0.009,-0.025,-,-,-,110.400,44.880
'7:33.376',-0.009,-0.025,-,-,-,110.400,44.880
'7:33.384',-0.009,-0.025,-,-,-,111.200,44.880
'7:33.392',-0.009,-0.025,-,-,-,112.000,44.880
'7:33.400',-0.009,-0.025,-,-,-,112.800,44.880
'7:33.408',0.000,-0.025,-,-,-,114.400,44.880
'7:33.416',0.009,-0.025,-,-,-,115.200,44.880
'7:33.424',0.009,0.025,-,-,-,116.800,44.880
'7:33.432',0.017,0.050,-,-,-,117.600,44.880
'7:33.440',0.035,0.075,-,-,-,119.200,44.880
'7:33.448',0.043,0.100,-,-,-,120.000,44.880
'7:33.456',0.052,0.075,-,-,-,120.800,44.880
'7:33.464',0.043,0.075,-,-,-,121.600,44.880
'7:33.472',0.035,0.050,-,-,-,121.600,44.880
'7:33.480',0.009,0.025,-,-,-,120.800,44.880
'7:33.488',0.000,-0.025,-,-,-,120.000,44.880
'7:33.496',-0.009,-0.050,-,-,-,118.400,44.880
'7:33.504',-0.009,-0.075,-,-,-,116.000,44.880
'7:33.512',-0.017,-0.075,-,-,-,114.400,44.880
'7:33.520',-0.017,-0.100,-,-,-,112.000,44.880
'7:33.528',-0.017,-0.075,-,-,-,108.800,44.880
'7:33.536',-0.035,-0.075,-,-,-,106.400,44.880
