'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:03:08.352',-0.064,-,-,74.400,6.800
'13:03:08.360',-0.032,-,-,73.600,6.000
'13:03:08.368',-0.080,-,-,72.000,6.000
'13:03:08.376',-0.016,-,-,69.600,7.200
'13:03:08.384',-0.064,-,-,68.000,8.800
'13:03:08.392',-0.032,-,-,66.400,10.000
'13:03:08.400',-0.064,-,-,64.800,11.600
'13:03:08.408',-0.032,-,-,64.000,12.400
'13:03:08.416',-0.064,-,-,63.200,12.800
'13:03:08.424',-0.032,-,-,62.400,13.200
'13:03:08.432',-0.064,-,-,61.600,12.800
'13:03:08.440',-0.032,-,-,60.800,12.400
'13:03:08.448',-0.080,-,-,60.000,11.600
'13:03:08.456',-0.032,-,-,60.000,10.400
'13:03:08.464',-0.032,-,-,60.000,9.200
'13:03:08.472',0.000,-,-,60.800,8.400
'13:03:08.480',-0.064,-,-,61.600,7.600
'13:03:08.488',-0.016,-,-,62.400,6.800
'13:03:08.496',-0.032,-,-,63.200,6.800
'13:03:08.504',0.000,-,-,64.000,6.400
'13:03:08.512',-0.016,-,-,64.800,6.400
'13:03:08.520',-0.032,-,-,66.400,6.400
'13:03:08.528',0.000,-,-,67.200,6.400
'13:03:08.536',-0.016,-,-,68.800,6.400
'13:03:08.544',0.032,-,-,70.400,6.400
'13:03:08.552',0.000,-,-,72.000,6.400
'13:03:08.560',0.064,-,-,72.800,6.400
'13:03:08.568',0.032,-,-,74.400,6.400
'13:03:08.576',0.064,-,-,75.200,6.400
'13:03:08.584',0.032,-,-,76.800,6.400
'13:03:08.592',0.064,-,-,77.600,6.000
'13:03:08.600',0.000,-,-,79.200,6.000
'13:03:08.608',0.032,-,-,80.000,5.600
'13:03:08.616',0.000,-,-,80.800,5.600
'13:03:08.624',0.016,-,-,81.600,5.200
'13:03:08.632',-0.016,-,-,82.400,5.200
'13:03:08.640',0.000,-,-,82.400,4.800
'13:03:08.648',-0.048,-,-,82.400,4.800
'13:03:08.656',-0.016,-,-,82.400,4.800
'13:03:08.664',-0.064,-,-,82.400,5.200
'13:03:08.672',-0.032,-,-,81.600,5.600
'13:03:08.680',-0.064,-,-,81.600,6.000
'13:03:08.688',-0.016,-,-,81.600,6.400
'13:03:08.696',0.032,-,-,80.800,6.400
'13:03:08.704',0.240,-,-,80.000,6.400
'13:03:08.712',0.416,-,-,79.200,6.400
'13:03:08.720',0.480,-,-,79.200,6.400
'13:03:08.728',0.272,-,-,78.400,6.800
'13:03:08.736',0.192,-,-,77.600,7.200
'13:03:08.744',0.096,-,-,76.800,7.200
'13:03:08.752',0.096,-,-,76.000,7.600
