'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:18:08.352',0.000,-,-,65.600,12.800
'13:18:08.360',-0.016,-,-,66.400,12.800
'13:18:08.368',-0.032,-,-,66.400,12.400
'13:18:08.376',0.000,-,-,66.400,12.400
'13:18:08.384',-0.032,-,-,66.400,12.400
'13:18:08.392',0.000,-,-,66.400,12.000
'13:18:08.400',-0.032,-,-,66.400,12.000
'13:18:08.408',0.000,-,-,66.400,12.000
'13:18:08.416',-0.032,-,-,66.400,11.600
'13:18:08.424',0.000,-,-,65.600,11.600
'13:18:08.432',-0.032,-,-,65.600,11.600
'13:18:08.440',0.000,-,-,64.800,11.600
'13:18:08.448',-0.032,-,-,64.800,11.600
'13:18:08.456',-0.016,-,-,64.000,11.200
'13:18:08.464',-0.032,-,-,64.000,11.200
'13:18:08.472',-0.016,-,-,63.200,11.200
'13:18:08.480',-0.032,-,-,62.400,10.800
'13:18:08.488',-0.016,-,-,62.400,10.800
'13:18:08.496',-0.032,-,-,61.600,10.800
'13:18:08.504',0.000,-,-,61.600,10.800
'13:18:08.512',-0.032,-,-,60.800,10.800
'13:18:08.520',0.000,-,-,60.000,10.800
'13:18:08.528',-0.016,-,-,60.000,10.800
'13:18:08.536',0.032,-,-,59.200,10.800
'13:18:08.544',0.000,-,-,59.200,10.800
'13:18:08.552',0.048,-,-,58.400,10.800
'13:18:08.560',0.064,-,-,57.600,10.800
'13:18:08.568',0.032,-,-,57.600,10.800
'13:18:08.576',0.048,-,-,56.800,10.400
'13:18:08.584',0.000,-,-,56.000,10.400
'13:18:08.592',0.000,-,-,56.000,10.400
'13:18:08.600',0.000,-,-,55.200,10.400
'13:18:08.608',0.000,-,-,55.200,10.400
'13:18:08.616',-0.032,-,-,54.400,10.400
'13:18:08.624',-0.016,-,-,53.600,10.800
'13:18:08.632',-0.064,-,-,52.800,10.800
'13:18:08.640',-0.048,-,-,52.000,10.800
'13:18:08.648',-0.080,-,-,51.200,10.800
'13:18:08.656',-0.064,-,-,50.400,10.800
