'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:50:02.240',0.000,-,-,-,0.040,-,71.200,35.400
'5:50:02.248',0.008,-,-,-,0.040,-,69.600,34.800
'5:50:02.256',0.000,-,-,-,0.020,-,68.000,34.200
'5:50:02.264',0.016,-,-,-,0.020,-,67.200,33.800
'5:50:02.272',0.016,-,-,-,0.000,-,67.200,33.800
'5:50:02.280',0.024,-,-,-,0.000,-,68.000,33.800
'5:50:02.288',0.024,-,-,-,0.000,-,71.200,33.800
'5:50:02.296',0.032,-,-,-,0.000,-,75.200,33.600
'5:50:02.304',0.040,-,-,-,0.000,-,80.000,33.600
'5:50:02.312',0.032,-,-,-,-0.020,-,84.800,33.800
'5:50:02.320',0.024,-,-,-,-0.020,-,89.600,34.000
'5:50:02.328',0.032,-,-,-,-0.020,-,93.600,34.200
'5:50:02.336',0.024,-,-,-,-0.040,-,96.800,33.800
'5:50:02.344',0.024,-,-,-,-0.040,-,98.400,33.200
'5:50:02.352',0.016,-,-,-,-0.040,-,99.200,32.400
'5:50:02.360',0.016,-,-,-,-0.040,-,98.400,31.400
'5:50:02.368',0.016,-,-,-,-0.020,-,97.600,30.800
'5:50:02.376',0.008,-,-,-,-0.040,-,96.000,30.000
'5:50:02.384',0.016,-,-,-,-0.040,-,93.600,29.400
'5:50:02.392',0.000,-,-,-,-0.040,-,90.400,29.000
'5:50:02.400',0.008,-,-,-,-0.040,-,85.600,28.800
'5:50:02.408',0.016,-,-,-,-0.040,-,79.200,28.600
'5:50:02.416',0.000,-,-,-,-0.040,-,74.400,28.600
'5:50:02.424',0.008,-,-,-,-0.040,-,71.200,28.600
'5:50:02.432',0.000,-,-,-,-0.020,-,69.600,28.800
'5:50:02.440',0.008,-,-,-,-0.040,-,68.800,29.200
'5:50:02.448',0.000,-,-,-,-0.040,-,68.800,29.400
'5:50:02.456',0.000,-,-,-,-0.040,-,69.600,29.400
'5:50:02.464',0.008,-,-,-,-0.040,-,71.200,29.800
'5:50:02.472',0.000,-,-,-,-0.040,-,72.000,30.000
'5:50:02.480',0.000,-,-,-,-0.040,-,73.600,30.200
'5:50:02.488',0.000,-,-,-,-0.040,-,74.400,30.000
'5:50:02.496',0.000,-,-,-,-0.020,-,74.400,30.000
'5:50:02.504',0.000,-,-,-,-0.040,-,74.400,29.800
'5:50:02.512',0.000,-,-,-,-0.040,-,72.800,29.600
'5:50:02.520',0.008,-,-,-,-0.040,-,72.000,29.600
'5:50:02.528',0.000,-,-,-,-0.020,-,70.400,29.800
'5:50:02.536',0.008,-,-,-,-0.020,-,68.800,30.000
'5:50:02.544',0.000,-,-,-,-0.040,-,68.000,30.200
'5:50:02.552',0.000,-,-,-,-0.020,-,67.200,30.400
'5:50:02.560',0.000,-,-,-,-0.040,-,66.400,30.600
'5:50:02.568',0.000,-,-,-,-0.020,-,65.600,30.800
'5:50:02.576',0.000,-,-,-,-0.020,-,64.800,31.000
'5:50:02.584',0.000,-,-,-,-0.020,-,64.800,31.200
'5:50:02.592',0.000,-,-,-,-0.020,-,64.800,31.400
'5:50:02.600',0.000,-,-,-,-0.020,-,64.800,31.600
'5:50:02.608',0.000,-,-,-,-0.020,-,64.000,31.600
'5:50:02.616',0.000,-,-,-,-0.020,-,64.000,31.600
'5:50:02.624',0.000,-,-,-,-0.020,-,63.200,31.600
'5:50:02.632',0.000,-,-,-,-0.020,-,63.200,31.600
'5:50:02.640',0.000,-,-,-,-0.020,-,63.200,31.600
'5:50:02.648',0.000,-,-,-,-0.020,-,62.400,31.800
'5:50:02.656',0.000,-,-,-,-0.020,-,62.400,32.000
'5:50:02.664',0.008,-,-,-,-0.020,-,61.600,32.400
'5:50:02.672',0.000,-,-,-,-0.040,-,61.600,32.600
'5:50:02.680',0.000,-,-,-,-0.020,-,60.800,33.200
'5:50:02.688',0.008,-,-,-,-0.040,-,60.800,33.400
'5:50:02.696',0.000,-,-,-,-0.020,-,60.800,33.800
'5:50:02.704',0.000,-,-,-,-0.020,-,60.000,34.200
'5:50:02.712',0.000,-,-,-,-0.020,-,60.000,34.600
'5:50:02.720',0.000,-,-,-,-0.020,-,59.200,34.800
'5:50:02.728',0.000,-,-,-,-0.020,-,59.200,35.200
'5:50:02.736',0.008,-,-,-,-0.020,-,59.200,35.600
'5:50:02.744',0.000,-,-,-,-0.020,-,58.400,35.800
'5:50:02.752',0.008,-,-,-,-0.020,-,58.400,36.000
'5:50:02.760',0.000,-,-,-,-0.020,-,58.400,36.200
'5:50:02.768',0.000,-,-,-,0.000,-,57.600,36.600
'5:50:02.776',0.000,-,-,-,-0.020,-,57.600,37.000
'5:50:02.784',0.000,-,-,-,-0.020,-,57.600,37.200
'5:50:02.792',0.000,-,-,-,-0.020,-,56.800,37.600
'5:50:02.800',0.000,-,-,-,0.000,-,56.800,38.000
'5:50:02.808',0.000,-,-,-,-0.020,-,56.800,38.400
'5:50:02.816',0.000,-,-,-,-0.020,-,56.800,38.800
'5:50:02.824',0.000,-,-,-,-0.020,-,56.000,39.000
'5:50:02.832',0.000,-,-,-,-0.020,-,56.000,39.400
'5:50:02.840',0.000,-,-,-,-0.020,-,56.000,39.600
'5:50:02.848',0.000,-,-,-,-0.020,-,56.000,40.000
'5:50:02.856',0.000,-,-,-,-0.020,-,56.000,40.000
'5:50:02.864',0.000,-,-,-,0.000,-,56.000,40.200
'5:50:02.872',0.000,-,-,-,-0.020,-,56.000,40.600
'5:50:02.880',0.000,-,-,-,0.000,-,55.200,40.800
'5:50:02.888',0.000,-,-,-,-0.020,-,55.200,41.000
'5:50:02.896',-0.008,-,-,-,-0.040,-,55.200,41.200
'5:50:02.904',0.000,-,-,-,-0.060,-,54.400,41.400
'5:50:02.912',-0.008,-,-,-,-0.060,-,54.400,41.600
'5:50:02.920',0.000,-,-,-,-0.060,-,53.600,41.600
'5:50:02.928',0.000,-,-,-,-0.040,-,53.600,41.800
'5:50:02.936',0.000,-,-,-,-0.040,-,53.600,42.000
'5:50:02.944',0.000,-,-,-,-0.040,-,52.800,42.000
'5:50:02.952',0.000,-,-,-,-0.040,-,52.800,42.000
'5:50:02.960',0.000,-,-,-,-0.040,-,52.800,42.000
'5:50:02.968',0.008,-,-,-,-0.020,-,52.800,42.000
'5:50:02.976',0.016,-,-,-,-0.020,-,52.800,42.000
'5:50:02.984',0.000,-,-,-,0.000,-,52.800,41.800
'5:50:02.992',0.000,-,-,-,-0.020,-,52.800,41.800
'5:50:03.000',0.000,-,-,-,0.000,-,52.800,42.000
'5:50:03.008',0.000,-,-,-,0.000,-,52.800,42.000
'5:50:03.016',0.000,-,-,-,0.000,-,52.800,42.200
'5:50:03.024',0.024,-,-,-,0.000,-,52.800,42.200
'5:50:03.032',0.064,-,-,-,0.040,-,52.800,42.400
'5:50:03.040',0.104,-,-,-,0.100,-,52.800,42.400
'5:50:03.048',0.160,-,-,-,0.080,-,52.000,42.400
'5:50:03.056',0.208,-,-,-,0.000,-,52.000,42.400
'5:50:03.064',0.264,-,-,-,0.000,-,52.000,42.200
'5:50:03.072',0.280,-,-,-,0.040,-,51.200,42.200
'5:50:03.080',0.208,-,-,-,-0.060,-,51.200,42.400
'5:50:03.088',0.120,-,-,-,-0.220,-,50.400,42.600
'5:50:03.096',0.048,-,-,-,-0.160,-,50.400,43.000
'5:50:03.104',-0.072,-,-,-,0.000,-,50.400,43.400
'5:50:03.112',-0.184,-,-,-,0.040,-,49.600,43.800
'5:50:03.120',-0.208,-,-,-,0.000,-,49.600,44.200
'5:50:03.128',-0.184,-,-,-,0.020,-,50.400,44.400
'5:50:03.136',-0.144,-,-,-,0.020,-,51.200,44.200
'5:50:03.144',-0.096,-,-,-,0.000,-,52.000,44.000
'5:50:03.152',-0.088,-,-,-,0.020,-,52.000,44.000
'5:50:03.160',-0.064,-,-,-,0.040,-,52.800,43.800
'5:50:03.168',-0.072,-,-,-,0.020,-,52.800,43.600
'5:50:03.176',-0.064,-,-,-,0.040,-,53.600,43.200
'5:50:03.184',-0.056,-,-,-,0.040,-,57.600,42.800
'5:50:03.192',-0.056,-,-,-,0.020,-,64.000,42.200
'5:50:03.200',-0.048,-,-,-,0.040,-,72.000,41.600
'5:50:03.208',-0.056,-,-,-,0.020,-,80.000,41.000
'5:50:03.216',-0.048,-,-,-,0.040,-,87.200,40.400
'5:50:03.224',-0.056,-,-,-,0.040,-,93.600,39.800
'5:50:03.232',-0.048,-,-,-,0.040,-,99.200,39.200
'5:50:03.240',-0.056,-,-,-,0.040,-,102.400,38.800
'5:50:03.248',-0.048,-,-,-,0.040,-,105.600,38.600
'5:50:03.256',-0.040,-,-,-,0.040,-,107.200,38.800
'5:50:03.264',-0.048,-,-,-,0.060,-,107.200,39.200
'5:50:03.272',-0.040,-,-,-,0.060,-,107.200,40.000
'5:50:03.280',-0.040,-,-,-,0.060,-,106.400,41.000
'5:50:03.288',-0.040,-,-,-,0.060,-,105.600,41.800
'5:50:03.296',-0.040,-,-,-,0.080,-,104.000,42.400
'5:50:03.304',-0.040,-,-,-,0.060,-,103.200,43.000
'5:50:03.312',-0.040,-,-,-,0.080,-,102.400,43.600
'5:50:03.320',-0.040,-,-,-,0.080,-,102.400,44.000
'5:50:03.328',-0.048,-,-,-,0.080,-,103.200,44.400
'5:50:03.336',-0.040,-,-,-,0.080,-,103.200,44.400
'5:50:03.344',-0.040,-,-,-,0.080,-,104.000,44.400
'5:50:03.352',-0.032,-,-,-,0.080,-,104.000,44.400
'5:50:03.360',-0.040,-,-,-,0.080,-,103.200,44.200
'5:50:03.368',-0.024,-,-,-,0.080,-,100.800,43.800
'5:50:03.376',-0.032,-,-,-,0.080,-,98.400,43.400
'5:50:03.384',-0.024,-,-,-,0.080,-,94.400,42.800
'5:50:03.392',-0.024,-,-,-,0.080,-,89.600,42.000
'5:50:03.400',-0.016,-,-,-,0.060,-,84.800,41.200
'5:50:03.408',-0.016,-,-,-,0.060,-,80.000,40.400
'5:50:03.416',0.000,-,-,-,0.040,-,75.200,39.800
'5:50:03.424',-0.008,-,-,-,0.040,-,72.000,39.200
'5:50:03.432',0.000,-,-,-,0.040,-,68.800,39.000
'5:50:03.440',0.008,-,-,-,0.040,-,68.000,39.200
'5:50:03.448',0.016,-,-,-,0.020,-,68.000,39.600
'5:50:03.456',0.008,-,-,-,0.000,-,68.800,40.000
'5:50:03.464',0.024,-,-,-,0.000,-,71.200,40.400
'5:50:03.472',0.016,-,-,-,0.000,-,74.400,40.600
'5:50:03.480',0.032,-,-,-,0.000,-,79.200,40.800
'5:50:03.488',0.024,-,-,-,0.000,-,84.000,41.000
'5:50:03.496',0.032,-,-,-,-0.020,-,88.800,41.000
'5:50:03.504',0.024,-,-,-,-0.020,-,93.600,41.200
'5:50:03.512',0.024,-,-,-,-0.040,-,97.600,41.200
'5:50:03.520',0.024,-,-,-,-0.040,-,100.000,41.000
'5:50:03.528',0.016,-,-,-,-0.040,-,101.600,40.600
'5:50:03.536',0.024,-,-,-,-0.040,-,101.600,40.200
'5:50:03.544',0.008,-,-,-,-0.040,-,101.600,39.600
'5:50:03.552',0.016,-,-,-,-0.040,-,100.000,39.200
'5:50:03.560',0.000,-,-,-,-0.040,-,98.400,38.800
'5:50:03.568',0.008,-,-,-,-0.060,-,96.800,38.400
'5:50:03.576',0.000,-,-,-,-0.040,-,94.400,38.000
'5:50:03.584',0.000,-,-,-,-0.040,-,91.200,37.600
'5:50:03.592',0.000,-,-,-,-0.040,-,86.400,37.400
'5:50:03.600',0.000,-,-,-,-0.040,-,80.800,37.200
'5:50:03.608',-0.008,-,-,-,-0.040,-,76.000,37.000
'5:50:03.616',0.000,-,-,-,-0.040,-,73.600,37.000
'5:50:03.624',-0.008,-,-,-,-0.040,-,72.000,36.800
'5:50:03.632',0.000,-,-,-,-0.040,-,72.000,36.800
'5:50:03.640',-0.008,-,-,-,-0.040,-,72.800,36.800
'5:50:03.648',0.000,-,-,-,-0.040,-,73.600,36.800
'5:50:03.656',0.000,-,-,-,-0.040,-,74.400,36.800
'5:50:03.664',0.000,-,-,-,-0.040,-,75.200,36.800
'5:50:03.672',-0.008,-,-,-,-0.040,-,76.000,36.800
