'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:18:10.576',-,0.136,-,-,-0.008,-,89.760,-
'35:18:10.584',-,0.136,-,-,-0.016,-,89.760,-
'35:18:10.592',-,0.096,-,-,-0.016,-,87.360,-
'35:18:10.600',-,0.064,-,-,-0.024,-,85.920,-
'35:18:10.608',-,0.064,-,-,-0.032,-,83.520,-
'35:18:10.616',-,0.064,-,-,-0.024,-,81.120,-
'35:18:10.624',-,0.064,-,-,-0.032,-,78.720,-
'35:18:10.632',-,0.096,-,-,-0.024,-,76.320,-
'35:18:10.640',-,0.096,-,-,-0.016,-,73.920,-
'35:18:10.648',-,0.136,-,-,-0.040,-,71.520,-
'35:18:10.656',-,0.168,-,-,-0.080,-,69.120,-
'35:18:10.664',-,0.200,-,-,-0.112,-,66.720,-
'35:18:10.672',-,0.200,-,-,-0.112,-,65.760,-
'35:18:10.680',-,0.200,-,-,-0.112,-,64.320,-
'35:18:10.688',-,0.168,-,-,-0.096,-,63.360,-
'35:18:10.696',-,0.096,-,-,-0.080,-,63.360,-
'35:18:10.704',-,0.032,-,-,-0.064,-,63.360,-
'35:18:10.712',-,0.000,-,-,-0.024,-,63.360,-
'35:18:10.720',-,-0.032,-,-,-0.008,-,63.360,-
'35:18:10.728',-,-0.064,-,-,0.000,-,64.320,-
'35:18:10.736',-,-0.032,-,-,-0.008,-,64.320,-
'35:18:10.744',-,-0.064,-,-,0.000,-,64.320,-
'35:18:10.752',-,-0.032,-,-,-0.008,-,65.760,-
'35:18:10.760',-,-0.032,-,-,0.000,-,65.760,-
'35:18:10.768',-,-0.064,-,-,0.000,-,65.760,-
'35:18:10.776',-,-0.032,-,-,0.000,-,65.760,-
'35:18:10.784',-,-0.064,-,-,0.000,-,65.760,-
'35:18:10.792',-,-0.032,-,-,0.000,-,65.760,-
'35:18:10.800',-,-0.064,-,-,0.008,-,65.760,-
'35:18:10.808',-,-0.032,-,-,0.008,-,65.760,-
'35:18:10.816',-,-0.064,-,-,0.016,-,65.760,-
'35:18:10.824',-,-0.032,-,-,0.008,-,64.320,-
'35:18:10.832',-,-0.032,-,-,0.016,-,64.320,-
'35:18:10.840',-,0.000,-,-,0.000,-,64.320,-
'35:18:10.848',-,0.064,-,-,-0.024,-,64.320,-
'35:18:10.856',-,0.168,-,-,-0.064,-,63.360,-
'35:18:10.864',-,0.136,-,-,-0.064,-,63.360,-
'35:18:10.872',-,0.096,-,-,-0.096,-,63.360,-
'35:18:10.880',-,0.136,-,-,-0.168,-,61.920,-
'35:18:10.888',-,0.136,-,-,-0.144,-,61.920,-
'35:18:10.896',-,0.136,-,-,-0.136,-,61.920,-
'35:18:10.904',-,0.096,-,-,-0.144,-,60.960,-
'35:18:10.912',-,0.000,-,-,-0.112,-,60.960,-
'35:18:10.920',-,-0.136,-,-,-0.128,-,59.520,-
'35:18:10.928',-,-0.304,-,-,-0.040,-,59.520,-
'35:18:10.936',-,-0.480,-,-,0.000,-,59.520,-
'35:18:10.944',-,-0.544,-,-,0.032,-,58.560,-
'35:18:10.952',-,-0.584,-,-,0.088,-,58.560,-
'35:18:10.960',-,-0.408,-,-,0.096,-,58.560,-
'35:18:10.968',-,-0.272,-,-,0.072,-,57.120,-
'35:18:10.976',-,-0.168,-,-,0.064,-,57.120,-
'35:18:10.984',-,-0.064,-,-,0.064,-,57.120,-
'35:18:10.992',-,-0.064,-,-,0.072,-,57.120,-
'35:18:11.000',-,-0.064,-,-,0.072,-,57.120,-
'35:18:11.008',-,-0.064,-,-,0.088,-,57.120,-
'35:18:11.016',-,-0.064,-,-,0.072,-,57.120,-
'35:18:11.024',-,-0.032,-,-,0.080,-,57.120,-
'35:18:11.032',-,-0.064,-,-,0.072,-,57.120,-
'35:18:11.040',-,-0.032,-,-,0.088,-,58.560,-
'35:18:11.048',-,-0.064,-,-,0.080,-,59.520,-
'35:18:11.056',-,-0.032,-,-,0.088,-,61.920,-
'35:18:11.064',-,-0.064,-,-,0.088,-,64.320,-
'35:18:11.072',-,-0.032,-,-,0.088,-,68.160,-
'35:18:11.080',-,-0.032,-,-,0.096,-,71.520,-
'35:18:11.088',-,-0.032,-,-,0.096,-,75.360,-
'35:18:11.096',-,-0.032,-,-,0.104,-,78.720,-
'35:18:11.104',-,0.000,-,-,0.096,-,81.120,-
'35:18:11.112',-,0.000,-,-,0.104,-,84.960,-
'35:18:11.120',-,0.000,-,-,0.096,-,87.360,-
'35:18:11.128',-,0.000,-,-,0.088,-,88.320,-
'35:18:11.136',-,0.032,-,-,0.080,-,90.720,-
'35:18:11.144',-,0.064,-,-,0.064,-,90.720,-
'35:18:11.152',-,0.064,-,-,0.048,-,92.160,-
'35:18:11.160',-,0.096,-,-,0.024,-,92.160,-
'35:18:11.168',-,0.136,-,-,0.016,-,92.160,-
'35:18:11.176',-,0.136,-,-,0.000,-,90.720,-
'35:18:11.184',-,0.136,-,-,-0.016,-,89.760,-
'35:18:11.192',-,0.096,-,-,-0.016,-,88.320,-
'35:18:11.200',-,0.096,-,-,-0.024,-,85.920,-
'35:18:11.208',-,0.064,-,-,-0.024,-,84.960,-
'35:18:11.216',-,0.064,-,-,-0.024,-,82.560,-
'35:18:11.224',-,0.064,-,-,-0.016,-,78.720,-
'35:18:11.232',-,0.136,-,-,-0.024,-,76.320,-
'35:18:11.240',-,0.136,-,-,-0.016,-,73.920,-
'35:18:11.248',-,0.168,-,-,-0.064,-,71.520,-
'35:18:11.256',-,0.200,-,-,-0.096,-,69.120,-
'35:18:11.264',-,0.200,-,-,-0.128,-,66.720,-
'35:18:11.272',-,0.240,-,-,-0.112,-,65.760,-
'35:18:11.280',-,0.200,-,-,-0.112,-,64.320,-
'35:18:11.288',-,0.136,-,-,-0.096,-,64.320,-
'35:18:11.296',-,0.064,-,-,-0.064,-,64.320,-
'35:18:11.304',-,0.032,-,-,-0.040,-,63.360,-
'35:18:11.312',-,0.000,-,-,-0.016,-,64.320,-
'35:18:11.320',-,-0.032,-,-,-0.008,-,64.320,-
'35:18:11.328',-,-0.064,-,-,0.000,-,64.320,-
