'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'34:45:05.152',-0.064,-,-,61.600
'34:45:05.160',-0.072,-,-,60.800
'34:45:05.168',-0.072,-,-,60.800
'34:45:05.176',-0.072,-,-,60.000
'34:45:05.184',-0.072,-,-,60.000
'34:45:05.192',-0.072,-,-,59.200
'34:45:05.200',-0.064,-,-,58.400
'34:45:05.208',-0.064,-,-,58.400
'34:45:05.216',-0.056,-,-,57.600
'34:45:05.224',-0.056,-,-,56.800
'34:45:05.232',-0.048,-,-,56.800
'34:45:05.240',-0.040,-,-,56.000
'34:45:05.248',-0.032,-,-,55.200
'34:45:05.256',-0.024,-,-,55.200
'34:45:05.264',-0.016,-,-,54.400
'34:45:05.272',-0.008,-,-,54.400
'34:45:05.280',-0.016,-,-,53.600
'34:45:05.288',-0.016,-,-,53.600
'34:45:05.296',-0.024,-,-,52.800
'34:45:05.304',-0.024,-,-,52.800
'34:45:05.312',-0.032,-,-,52.000
'34:45:05.320',-0.040,-,-,52.000
'34:45:05.328',-0.040,-,-,52.000
'34:45:05.336',-0.048,-,-,51.200
'34:45:05.344',-0.048,-,-,51.200
'34:45:05.352',-0.048,-,-,51.200
'34:45:05.360',-0.056,-,-,51.200
'34:45:05.368',-0.056,-,-,50.400
'34:45:05.376',-0.056,-,-,50.400
'34:45:05.384',-0.048,-,-,50.400
'34:45:05.392',-0.040,-,-,50.400
'34:45:05.400',-0.032,-,-,50.400
'34:45:05.408',-0.024,-,-,49.600
'34:45:05.416',-0.016,-,-,49.600
'34:45:05.424',-0.008,-,-,49.600
'34:45:05.432',0.000,-,-,49.600
'34:45:05.440',0.000,-,-,49.600
'34:45:05.448',-0.008,-,-,48.800
'34:45:05.456',0.008,-,-,48.800
'34:45:05.464',0.080,-,-,48.800
'34:45:05.472',0.216,-,-,48.800
'34:45:05.480',0.360,-,-,48.000
'34:45:05.488',0.456,-,-,48.000
'34:45:05.496',0.488,-,-,48.000
'34:45:05.504',0.464,-,-,48.000
'34:45:05.512',0.360,-,-,47.200
'34:45:05.520',0.184,-,-,47.200
'34:45:05.528',0.032,-,-,47.200
'34:45:05.536',-0.040,-,-,47.200
'34:45:05.544',-0.056,-,-,46.400
'34:45:05.552',-0.048,-,-,46.400
'34:45:05.560',-0.040,-,-,46.400
'34:45:05.568',-0.032,-,-,45.600
'34:45:05.576',-0.032,-,-,45.600
'34:45:05.584',-0.024,-,-,45.600
'34:45:05.592',-0.016,-,-,44.800
'34:45:05.600',-0.016,-,-,44.800
'34:45:05.608',-0.008,-,-,44.800
'34:45:05.616',-0.008,-,-,44.800
'34:45:05.624',-0.008,-,-,44.800
'34:45:05.632',0.000,-,-,44.800
'34:45:05.640',0.000,-,-,45.600
'34:45:05.648',0.000,-,-,47.200
'34:45:05.656',0.000,-,-,48.800
'34:45:05.664',0.000,-,-,52.800
'34:45:05.672',0.000,-,-,56.800
'34:45:05.680',0.008,-,-,61.600
'34:45:05.688',0.008,-,-,66.400
'34:45:05.696',0.008,-,-,72.000
'34:45:05.704',0.016,-,-,77.600
'34:45:05.712',0.024,-,-,83.200
'34:45:05.720',0.024,-,-,88.000
'34:45:05.728',0.032,-,-,92.800
'34:45:05.736',0.040,-,-,96.800
'34:45:05.744',0.048,-,-,100.000
'34:45:05.752',0.056,-,-,102.400
'34:45:05.760',0.056,-,-,104.000
'34:45:05.768',0.064,-,-,104.800
'34:45:05.776',0.064,-,-,104.800
'34:45:05.784',0.064,-,-,104.800
'34:45:05.792',0.056,-,-,104.000
'34:45:05.800',0.048,-,-,103.200
'34:45:05.808',0.032,-,-,101.600
'34:45:05.816',0.024,-,-,100.000
'34:45:05.824',0.008,-,-,98.400
