'Elapsed time','I','II','AVR','AVL','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'30:22.192',0.009,-,-,-,-,104.000,24.720
'30:22.200',0.000,-,-,-,-,106.400,25.320
'30:22.208',-0.009,-,-,-,-,108.800,26.760
'30:22.216',-0.017,-,-,-,-,110.400,27.960
'30:22.224',-0.017,-,-,-,-,111.200,28.320
'30:22.232',-0.017,-,-,-,-,112.000,28.080
'30:22.240',-0.017,-,-,-,-,112.800,27.360
'30:22.248',-0.009,-,-,-,-,112.800,25.920
'30:22.256',-0.009,-,-,-,-,112.800,24.720
'30:22.264',-0.009,-,-,-,-,112.800,23.880
'30:22.272',-0.009,-,-,-,-,112.000,23.280
'30:22.280',-0.009,-,-,-,-,111.200,22.920
'30:22.288',0.000,-,-,-,-,110.400,22.320
'30:22.296',0.009,-,-,-,-,108.800,21.480
'30:22.304',0.009,-,-,-,-,107.200,21.120
'30:22.312',0.000,-,-,-,-,105.600,21.120
'30:22.320',0.000,-,-,-,-,104.800,21.480
'30:22.328',0.000,-,-,-,-,104.800,22.320
'30:22.336',0.000,-,-,-,-,105.600,22.920
'30:22.344',-0.009,-,-,-,-,106.400,22.920
'30:22.352',-0.009,-,-,-,-,108.000,22.680
'30:22.360',0.000,-,-,-,-,109.600,22.680
'30:22.368',0.009,-,-,-,-,112.000,22.920
'30:22.376',0.017,-,-,-,-,114.400,23.280
'30:22.384',0.035,-,-,-,-,116.800,23.520
'30:22.392',0.017,-,-,-,-,119.200,23.160
'30:22.400',0.035,-,-,-,-,121.600,22.080
'30:22.408',0.017,-,-,-,-,124.800,21.120
'30:22.416',0.009,-,-,-,-,127.200,21.480
'30:22.424',0.000,-,-,-,-,129.600,23.880
'30:22.432',-0.009,-,-,-,-,131.200,26.880
'30:22.440',-0.017,-,-,-,-,132.800,28.560
'30:22.448',-0.017,-,-,-,-,134.400,27.960
'30:22.456',-0.035,-,-,-,-,134.400,26.160
'30:22.464',-0.017,-,-,-,-,134.400,23.880
'30:22.472',-0.017,-,-,-,-,132.800,22.560
'30:22.480',-0.035,-,-,-,-,129.600,22.080
'30:22.488',-0.035,-,-,-,-,126.400,22.920
'30:22.496',-0.035,-,-,-,-,122.400,24.120
'30:22.504',-0.052,-,-,-,-,118.400,25.920
'30:22.512',-0.113,-,-,-,-,114.400,27.360
'30:22.520',-0.139,-,-,-,-,110.400,28.080
'30:22.528',-0.104,-,-,-,-,105.600,27.960
'30:22.536',-0.017,-,-,-,-,101.600,26.880
'30:22.544',0.043,-,-,-,-,98.400,25.920
'30:22.552',0.052,-,-,-,-,94.400,25.560
'30:22.560',0.035,-,-,-,-,91.200,26.880
'30:22.568',0.017,-,-,-,-,88.800,29.760
'30:22.576',0.017,-,-,-,-,85.600,31.320
'30:22.584',0.017,-,-,-,-,83.200,29.520
'30:22.592',0.009,-,-,-,-,81.600,24.720
'30:22.600',0.009,-,-,-,-,80.000,20.520
'30:22.608',0.009,-,-,-,-,78.400,20.760
'30:22.616',0.009,-,-,-,-,79.200,25.080
'30:22.624',0.009,-,-,-,-,80.000,30.720
'30:22.632',0.009,-,-,-,-,82.400,35.520
'30:22.640',0.017,-,-,-,-,84.800,38.280
'30:22.648',0.017,-,-,-,-,88.000,38.880
'30:22.656',0.009,-,-,-,-,91.200,37.680
'30:22.664',0.009,-,-,-,-,94.400,35.280
'30:22.672',0.009,-,-,-,-,97.600,32.760
'30:22.680',0.000,-,-,-,-,100.800,30.720
'30:22.688',0.000,-,-,-,-,104.000,30.120
'30:22.696',0.000,-,-,-,-,106.400,30.360
'30:22.704',-0.009,-,-,-,-,108.800,30.960
'30:22.712',-0.017,-,-,-,-,110.400,31.680
'30:22.720',-0.017,-,-,-,-,112.000,31.920
'30:22.728',-0.017,-,-,-,-,113.600,31.680
'30:22.736',-0.035,-,-,-,-,114.400,30.960
'30:22.744',-0.035,-,-,-,-,114.400,29.760
'30:22.752',-0.035,-,-,-,-,115.200,28.680
'30:22.760',-0.035,-,-,-,-,114.400,27.960
'30:22.768',-0.035,-,-,-,-,114.400,27.360
'30:22.776',-0.035,-,-,-,-,113.600,27.120
'30:22.784',-0.017,-,-,-,-,112.800,26.880
