'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'128:07:30.200',-,-,-,-,0.425,-,-
'128:07:30.208',-,-,-,-,0.453,-,-
'128:07:30.216',-,-,-,-,0.472,-,-
'128:07:30.224',-,-,-,-,0.491,-,-
'128:07:30.232',-,-,-,-,0.509,-,-
'128:07:30.240',-,-,-,-,0.528,-,-
'128:07:30.248',-,-,-,-,0.528,-,-
'128:07:30.256',-,-,-,-,0.519,-,-
'128:07:30.264',-,-,-,-,0.491,-,-
'128:07:30.272',-,-,-,-,0.434,-,-
'128:07:30.280',-,-,-,-,0.368,-,-
'128:07:30.288',-,-,-,-,0.292,-,-
'128:07:30.296',-,-,-,-,0.226,-,-
'128:07:30.304',-,-,-,-,0.160,-,-
'128:07:30.312',-,-,-,-,0.104,-,-
'128:07:30.320',-,-,-,-,0.066,-,-
'128:07:30.328',-,-,-,-,0.038,-,-
'128:07:30.336',-,-,-,-,0.019,-,-
'128:07:30.344',-,-,-,-,0.009,-,-
'128:07:30.352',-,-,-,-,0.009,-,-
'128:07:30.360',-,-,-,-,0.000,-,-
'128:07:30.368',-,-,-,-,0.000,-,-
'128:07:30.376',-,-,-,-,0.000,-,-
'128:07:30.384',-,-,-,-,0.009,-,-
'128:07:30.392',-,-,-,-,0.009,-,-
'128:07:30.400',-,-,-,-,0.000,-,-
'128:07:30.408',-,-,-,-,0.000,-,-
'128:07:30.416',-,-,-,-,-0.009,-,-
'128:07:30.424',-,-,-,-,0.000,-,-
'128:07:30.432',-,-,-,-,0.000,-,-
'128:07:30.440',-,-,-,-,0.000,-,-
'128:07:30.448',-,-,-,-,0.000,-,-
'128:07:30.456',-,-,-,-,0.000,-,-
'128:07:30.464',-,-,-,-,0.000,-,-
'128:07:30.472',-,-,-,-,-0.009,-,-
'128:07:30.480',-,-,-,-,-0.009,-,-
'128:07:30.488',-,-,-,-,-0.009,-,-
'128:07:30.496',-,-,-,-,-0.094,-,-
'128:07:30.504',-,-,-,-,-0.377,-,-
'128:07:30.512',-,-,-,-,-0.840,-,-
'128:07:30.520',-,-,-,-,-,-,-
'128:07:30.528',-,-,-,-,-,-,-
'128:07:30.536',-,-,-,-,-,-,-
'128:07:30.544',-,-,-,-,-,-,-
'128:07:30.552',-,-,-,-,-,-,-
'128:07:30.560',-,-,-,-,-,-,-
'128:07:30.568',-,-,-,-,-0.934,-,-
'128:07:30.576',-,-,-,-,-0.575,-,-
'128:07:30.584',-,-,-,-,-0.264,-,-
'128:07:30.592',-,-,-,-,-0.028,-,-
'128:07:30.600',-,-,-,-,0.132,-,-
'128:07:30.608',-,-,-,-,0.236,-,-
'128:07:30.616',-,-,-,-,0.292,-,-
'128:07:30.624',-,-,-,-,0.311,-,-
'128:07:30.632',-,-,-,-,0.321,-,-
'128:07:30.640',-,-,-,-,0.321,-,-
'128:07:30.648',-,-,-,-,0.321,-,-
'128:07:30.656',-,-,-,-,0.321,-,-
'128:07:30.664',-,-,-,-,0.321,-,-
'128:07:30.672',-,-,-,-,0.330,-,-
'128:07:30.680',-,-,-,-,0.330,-,-
'128:07:30.688',-,-,-,-,0.340,-,-
'128:07:30.696',-,-,-,-,0.349,-,-
'128:07:30.704',-,-,-,-,0.358,-,-
'128:07:30.712',-,-,-,-,0.377,-,-
'128:07:30.720',-,-,-,-,0.387,-,-
'128:07:30.728',-,-,-,-,0.406,-,-
'128:07:30.736',-,-,-,-,0.425,-,-
'128:07:30.744',-,-,-,-,0.443,-,-
'128:07:30.752',-,-,-,-,0.462,-,-
'128:07:30.760',-,-,-,-,0.481,-,-
'128:07:30.768',-,-,-,-,0.500,-,-
'128:07:30.776',-,-,-,-,0.509,-,-
'128:07:30.784',-,-,-,-,0.509,-,-
'128:07:30.792',-,-,-,-,0.500,-,-
'128:07:30.800',-,-,-,-,0.462,-,-
'128:07:30.808',-,-,-,-,0.406,-,-
'128:07:30.816',-,-,-,-,0.340,-,-
'128:07:30.824',-,-,-,-,0.274,-,-
'128:07:30.832',-,-,-,-,0.198,-,-
'128:07:30.840',-,-,-,-,0.132,-,-
'128:07:30.848',-,-,-,-,0.085,-,-
'128:07:30.856',-,-,-,-,0.047,-,-
'128:07:30.864',-,-,-,-,0.019,-,-
'128:07:30.872',-,-,-,-,0.009,-,-
'128:07:30.880',-,-,-,-,0.000,-,-
'128:07:30.888',-,-,-,-,0.000,-,-
'128:07:30.896',-,-,-,-,0.000,-,-
'128:07:30.904',-,-,-,-,-0.009,-,-
'128:07:30.912',-,-,-,-,0.000,-,-
'128:07:30.920',-,-,-,-,0.000,-,-
'128:07:30.928',-,-,-,-,0.000,-,-
'128:07:30.936',-,-,-,-,0.000,-,-
