'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:20.760',-,-,-,-,-,-,0.464,0.464,96.000,-
'44:20.768',-,-,-,-,-,-,0.400,0.392,94.800,-
'44:20.776',-,-,-,-,-,-,0.312,0.320,92.400,-
'44:20.784',-,-,-,-,-,-,0.232,0.232,90.000,-
'44:20.792',-,-,-,-,-,-,0.168,0.136,86.400,-
'44:20.800',-,-,-,-,-,-,0.120,0.088,82.800,-
'44:20.808',-,-,-,-,-,-,0.080,0.064,80.400,-
'44:20.816',-,-,-,-,-,-,0.056,0.040,78.000,-
'44:20.824',-,-,-,-,-,-,0.016,0.000,78.000,-
'44:20.832',-,-,-,-,-,-,0.016,0.000,78.000,-
'44:20.840',-,-,-,-,-,-,0.016,0.000,76.800,-
'44:20.848',-,-,-,-,-,-,0.016,0.000,76.800,-
'44:20.856',-,-,-,-,-,-,0.016,0.000,75.600,-
'44:20.864',-,-,-,-,-,-,0.000,-0.040,74.400,-
'44:20.872',-,-,-,-,-,-,0.000,0.000,74.400,-
'44:20.880',-,-,-,-,-,-,0.000,0.000,74.400,-
'44:20.888',-,-,-,-,-,-,-0.016,-0.040,73.200,-
'44:20.896',-,-,-,-,-,-,-0.040,-0.040,73.200,-
'44:20.904',-,-,-,-,-,-,-0.040,-0.064,72.000,-
'44:20.912',-,-,-,-,-,-,-0.040,-0.088,72.000,-
'44:20.920',-,-,-,-,-,-,-0.016,-0.040,72.000,-
'44:20.928',-,-,-,-,-,-,-0.016,-0.040,70.800,-
'44:20.936',-,-,-,-,-,-,-0.016,-0.040,70.800,-
'44:20.944',-,-,-,-,-,-,-0.016,-0.040,69.600,-
'44:20.952',-,-,-,-,-,-,0.000,-0.016,69.600,-
'44:20.960',-,-,-,-,-,-,0.000,0.000,68.400,-
'44:20.968',-,-,-,-,-,-,0.000,-0.016,68.400,-
'44:20.976',-,-,-,-,-,-,-0.016,0.000,68.400,-
'44:20.984',-,-,-,-,-,-,-0.040,-0.064,67.200,-
'44:20.992',-,-,-,-,-,-,-0.040,-0.112,67.200,-
'44:21.000',-,-,-,-,-,-,-0.040,-0.064,67.200,-
'44:21.008',-,-,-,-,-,-,-0.016,-0.040,67.200,-
'44:21.016',-,-,-,-,-,-,-0.016,-0.064,66.000,-
'44:21.024',-,-,-,-,-,-,-0.016,-0.040,66.000,-
'44:21.032',-,-,-,-,-,-,-0.040,-0.040,66.000,-
'44:21.040',-,-,-,-,-,-,-0.056,-0.064,66.000,-
'44:21.048',-,-,-,-,-,-,-0.056,-0.112,66.000,-
'44:21.056',-,-,-,-,-,-,-0.040,-0.088,64.800,-
'44:21.064',-,-,-,-,-,-,-0.040,-0.112,64.800,-
'44:21.072',-,-,-,-,-,-,-0.040,-0.112,64.800,-
'44:21.080',-,-,-,-,-,-,-0.040,-0.088,64.800,-
'44:21.088',-,-,-,-,-,-,-0.040,-0.088,64.800,-
'44:21.096',-,-,-,-,-,-,-0.040,-0.064,63.600,-
'44:21.104',-,-,-,-,-,-,-0.056,-0.112,63.600,-
'44:21.112',-,-,-,-,-,-,-0.016,-0.112,62.400,-
'44:21.120',-,-,-,-,-,-,0.056,-0.016,62.400,-
'44:21.128',-,-,-,-,-,-,0.080,0.040,61.200,-
'44:21.136',-,-,-,-,-,-,-0.056,0.064,61.200,-
'44:21.144',-,-,-,-,-,-,-0.296,-0.208,60.000,-
'44:21.152',-,-,-,-,-,-,-0.488,-0.464,60.000,-
'44:21.160',-,-,-,-,-,-,-0.504,-0.624,60.000,-
'44:21.168',-,-,-,-,-,-,-0.376,-0.488,58.800,-
'44:21.176',-,-,-,-,-,-,-0.296,-0.368,58.800,-
'44:21.184',-,-,-,-,-,-,-0.248,-0.296,58.800,-
'44:21.192',-,-,-,-,-,-,-0.184,-0.232,58.800,-
'44:21.200',-,-,-,-,-,-,-0.144,-0.160,58.800,-
'44:21.208',-,-,-,-,-,-,-0.120,-0.160,60.000,-
'44:21.216',-,-,-,-,-,-,-0.080,-0.160,62.400,-
'44:21.224',-,-,-,-,-,-,-0.056,-0.112,66.000,-
'44:21.232',-,-,-,-,-,-,-0.056,-0.088,73.200,-
'44:21.240',-,-,-,-,-,-,-0.056,-0.064,80.400,-
