'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:15:23.576',-,-0.032,-,-,0.072,-,49.920,-
'35:15:23.584',-,-0.032,-,-,0.080,-,49.920,-
'35:15:23.592',-,0.000,-,-,0.080,-,51.360,-
'35:15:23.600',-,-0.032,-,-,0.080,-,52.320,-
'35:15:23.608',-,0.000,-,-,0.072,-,53.760,-
'35:15:23.616',-,-0.032,-,-,0.080,-,56.160,-
'35:15:23.624',-,0.000,-,-,0.072,-,59.520,-
'35:15:23.632',-,0.000,-,-,0.080,-,63.360,-
'35:15:23.640',-,0.000,-,-,0.080,-,66.720,-
'35:15:23.648',-,0.000,-,-,0.088,-,71.520,-
'35:15:23.656',-,0.000,-,-,0.096,-,75.360,-
'35:15:23.664',-,0.000,-,-,0.088,-,78.720,-
'35:15:23.672',-,0.000,-,-,0.104,-,83.520,-
'35:15:23.680',-,0.000,-,-,0.096,-,85.920,-
'35:15:23.688',-,0.000,-,-,0.104,-,89.760,-
'35:15:23.696',-,0.000,-,-,0.112,-,92.160,-
'35:15:23.704',-,0.032,-,-,0.096,-,94.560,-
'35:15:23.712',-,0.032,-,-,0.088,-,95.520,-
'35:15:23.720',-,0.064,-,-,0.096,-,96.960,-
'35:15:23.728',-,0.064,-,-,0.072,-,97.920,-
'35:15:23.736',-,0.096,-,-,0.048,-,97.920,-
'35:15:23.744',-,0.136,-,-,0.032,-,97.920,-
'35:15:23.752',-,0.136,-,-,0.016,-,96.960,-
'35:15:23.760',-,0.136,-,-,0.000,-,95.520,-
'35:15:23.768',-,0.136,-,-,-0.008,-,94.560,-
'35:15:23.776',-,0.136,-,-,-0.016,-,92.160,-
'35:15:23.784',-,0.136,-,-,-0.016,-,90.720,-
'35:15:23.792',-,0.136,-,-,-0.016,-,87.360,-
'35:15:23.800',-,0.136,-,-,-0.024,-,84.960,-
'35:15:23.808',-,0.168,-,-,-0.032,-,82.560,-
'35:15:23.816',-,0.200,-,-,-0.064,-,78.720,-
'35:15:23.824',-,0.240,-,-,-0.096,-,76.320,-
'35:15:23.832',-,0.240,-,-,-0.128,-,72.960,-
'35:15:23.840',-,0.272,-,-,-0.144,-,71.520,-
'35:15:23.848',-,0.240,-,-,-0.128,-,69.120,-
'35:15:23.856',-,0.200,-,-,-0.112,-,68.160,-
'35:15:23.864',-,0.136,-,-,-0.088,-,66.720,-
'35:15:23.872',-,0.064,-,-,-0.064,-,66.720,-
'35:15:23.880',-,0.000,-,-,-0.024,-,66.720,-
'35:15:23.888',-,0.000,-,-,-0.016,-,66.720,-
'35:15:23.896',-,0.000,-,-,-0.008,-,66.720,-
'35:15:23.904',-,-0.032,-,-,-0.008,-,66.720,-
'35:15:23.912',-,0.000,-,-,-0.008,-,68.160,-
'35:15:23.920',-,-0.032,-,-,-0.008,-,68.160,-
'35:15:23.928',-,-0.032,-,-,0.000,-,68.160,-
'35:15:23.936',-,-0.032,-,-,-0.008,-,69.120,-
'35:15:23.944',-,-0.032,-,-,0.000,-,69.120,-
'35:15:23.952',-,-0.032,-,-,0.000,-,69.120,-
'35:15:23.960',-,-0.032,-,-,0.000,-,69.120,-
