'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'1:13:38.760',-,-,-,-,-,-,0.000,0.000,61.200,-
'1:13:38.768',-,-,-,-,-,-,0.000,0.000,68.400,-
'1:13:38.776',-,-,-,-,-,-,0.000,0.000,74.400,-
'1:13:38.784',-,-,-,-,-,-,0.000,0.000,80.400,-
'1:13:38.792',-,-,-,-,-,-,0.016,0.000,84.000,-
'1:13:38.800',-,-,-,-,-,-,0.016,0.000,86.400,-
'1:13:38.808',-,-,-,-,-,-,0.040,0.016,87.600,-
'1:13:38.816',-,-,-,-,-,-,0.056,0.016,90.000,-
'1:13:38.824',-,-,-,-,-,-,0.080,0.064,91.200,-
'1:13:38.832',-,-,-,-,-,-,0.104,0.088,92.400,-
'1:13:38.840',-,-,-,-,-,-,0.104,0.088,92.400,-
'1:13:38.848',-,-,-,-,-,-,0.120,0.088,92.400,-
'1:13:38.856',-,-,-,-,-,-,0.144,0.136,92.400,-
'1:13:38.864',-,-,-,-,-,-,0.208,0.160,92.400,-
'1:13:38.872',-,-,-,-,-,-,0.272,0.232,92.400,-
'1:13:38.880',-,-,-,-,-,-,0.336,0.296,92.400,-
'1:13:38.888',-,-,-,-,-,-,0.400,0.368,91.200,-
'1:13:38.896',-,-,-,-,-,-,0.464,0.440,90.000,-
'1:13:38.904',-,-,-,-,-,-,0.504,0.488,90.000,-
'1:13:38.912',-,-,-,-,-,-,0.552,0.528,88.800,-
'1:13:38.920',-,-,-,-,-,-,0.568,0.576,87.600,-
'1:13:38.928',-,-,-,-,-,-,0.552,0.552,86.400,-
'1:13:38.936',-,-,-,-,-,-,0.504,0.504,85.200,-
'1:13:38.944',-,-,-,-,-,-,0.424,0.440,84.000,-
'1:13:38.952',-,-,-,-,-,-,0.360,0.344,81.600,-
'1:13:38.960',-,-,-,-,-,-,0.296,0.296,79.200,-
'1:13:38.968',-,-,-,-,-,-,0.232,0.248,76.800,-
'1:13:38.976',-,-,-,-,-,-,0.144,0.160,74.400,-
'1:13:38.984',-,-,-,-,-,-,0.104,0.088,72.000,-
'1:13:38.992',-,-,-,-,-,-,0.080,0.064,69.600,-
'1:13:39.000',-,-,-,-,-,-,0.056,0.040,69.600,-
'1:13:39.008',-,-,-,-,-,-,0.040,0.040,68.400,-
'1:13:39.016',-,-,-,-,-,-,0.040,0.016,68.400,-
'1:13:39.024',-,-,-,-,-,-,0.040,0.040,67.200,-
'1:13:39.032',-,-,-,-,-,-,0.016,0.016,67.200,-
'1:13:39.040',-,-,-,-,-,-,0.016,0.000,66.000,-
'1:13:39.048',-,-,-,-,-,-,0.016,0.000,66.000,-
'1:13:39.056',-,-,-,-,-,-,0.000,0.016,66.000,-
'1:13:39.064',-,-,-,-,-,-,0.000,0.000,64.800,-
'1:13:39.072',-,-,-,-,-,-,0.000,-0.016,64.800,-
'1:13:39.080',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:13:39.088',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:13:39.096',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:13:39.104',-,-,-,-,-,-,0.000,0.000,62.400,-
'1:13:39.112',-,-,-,-,-,-,0.000,0.000,62.400,-
'1:13:39.120',-,-,-,-,-,-,0.000,0.000,61.200,-
'1:13:39.128',-,-,-,-,-,-,0.000,0.000,61.200,-
'1:13:39.136',-,-,-,-,-,-,0.000,-0.016,61.200,-
'1:13:39.144',-,-,-,-,-,-,0.000,0.000,60.000,-
'1:13:39.152',-,-,-,-,-,-,0.016,0.016,60.000,-
'1:13:39.160',-,-,-,-,-,-,0.016,0.040,60.000,-
'1:13:39.168',-,-,-,-,-,-,0.000,0.000,60.000,-
'1:13:39.176',-,-,-,-,-,-,-0.016,0.000,60.000,-
'1:13:39.184',-,-,-,-,-,-,-0.040,-0.016,58.800,-
'1:13:39.192',-,-,-,-,-,-,-0.040,-0.064,58.800,-
'1:13:39.200',-,-,-,-,-,-,-0.040,-0.040,58.800,-
'1:13:39.208',-,-,-,-,-,-,-0.016,-0.016,58.800,-
'1:13:39.216',-,-,-,-,-,-,0.000,0.000,58.800,-
'1:13:39.224',-,-,-,-,-,-,0.000,0.000,58.800,-
'1:13:39.232',-,-,-,-,-,-,-0.016,0.000,57.600,-
'1:13:39.240',-,-,-,-,-,-,-0.016,-0.016,57.600,-
'1:13:39.248',-,-,-,-,-,-,-0.016,-0.016,57.600,-
'1:13:39.256',-,-,-,-,-,-,-0.040,-0.016,57.600,-
'1:13:39.264',-,-,-,-,-,-,-0.040,-0.040,57.600,-
'1:13:39.272',-,-,-,-,-,-,-0.016,-0.016,57.600,-
'1:13:39.280',-,-,-,-,-,-,-0.016,0.000,57.600,-
'1:13:39.288',-,-,-,-,-,-,-0.016,-0.016,56.400,-
'1:13:39.296',-,-,-,-,-,-,0.016,-0.040,56.400,-
'1:13:39.304',-,-,-,-,-,-,0.104,0.040,56.400,-
'1:13:39.312',-,-,-,-,-,-,0.144,0.136,55.200,-
'1:13:39.320',-,-,-,-,-,-,0.040,0.160,55.200,-
'1:13:39.328',-,-,-,-,-,-,-0.184,-0.016,54.000,-
'1:13:39.336',-,-,-,-,-,-,-0.440,-0.344,54.000,-
'1:13:39.344',-,-,-,-,-,-,-0.488,-0.600,52.800,-
'1:13:39.352',-,-,-,-,-,-,-0.360,-0.440,52.800,-
'1:13:39.360',-,-,-,-,-,-,-0.248,-0.296,52.800,-
'1:13:39.368',-,-,-,-,-,-,-0.184,-0.208,51.600,-
'1:13:39.376',-,-,-,-,-,-,-0.144,-0.136,51.600,-
'1:13:39.384',-,-,-,-,-,-,-0.104,-0.112,52.800,-
