'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:14:41.576',-,0.064,-,-,-0.016,-,89.760,-
'35:14:41.584',-,0.064,-,-,-0.016,-,87.360,-
'35:14:41.592',-,0.064,-,-,-0.024,-,85.920,-
'35:14:41.600',-,0.064,-,-,-0.016,-,83.520,-
'35:14:41.608',-,0.064,-,-,-0.024,-,81.120,-
'35:14:41.616',-,0.064,-,-,-0.016,-,77.760,-
'35:14:41.624',-,0.096,-,-,-0.016,-,75.360,-
'35:14:41.632',-,0.136,-,-,-0.040,-,72.960,-
'35:14:41.640',-,0.168,-,-,-0.088,-,70.560,-
'35:14:41.648',-,0.200,-,-,-0.112,-,69.120,-
'35:14:41.656',-,0.200,-,-,-0.128,-,66.720,-
'35:14:41.664',-,0.200,-,-,-0.112,-,66.720,-
'35:14:41.672',-,0.168,-,-,-0.096,-,65.760,-
'35:14:41.680',-,0.096,-,-,-0.072,-,65.760,-
'35:14:41.688',-,0.032,-,-,-0.040,-,65.760,-
'35:14:41.696',-,0.000,-,-,-0.016,-,65.760,-
'35:14:41.704',-,-0.032,-,-,0.000,-,65.760,-
'35:14:41.712',-,-0.064,-,-,-0.008,-,65.760,-
'35:14:41.720',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.728',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.736',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.744',-,-0.064,-,-,0.000,-,68.160,-
'35:14:41.752',-,-0.064,-,-,0.000,-,68.160,-
'35:14:41.760',-,-0.064,-,-,0.000,-,68.160,-
'35:14:41.768',-,-0.064,-,-,0.008,-,68.160,-
'35:14:41.776',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.784',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.792',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.800',-,-0.064,-,-,0.000,-,66.720,-
'35:14:41.808',-,-0.064,-,-,0.000,-,65.760,-
'35:14:41.816',-,-0.064,-,-,0.000,-,65.760,-
'35:14:41.824',-,-0.064,-,-,-0.008,-,65.760,-
'35:14:41.832',-,0.000,-,-,-0.040,-,64.320,-
'35:14:41.840',-,0.096,-,-,-0.064,-,64.320,-
'35:14:41.848',-,0.168,-,-,0.000,-,64.320,-
'35:14:41.856',-,0.272,-,-,-0.024,-,63.360,-
'35:14:41.864',-,0.376,-,-,-0.064,-,63.360,-
'35:14:41.872',-,0.344,-,-,-0.008,-,63.360,-
'35:14:41.880',-,0.096,-,-,0.048,-,61.920,-
'35:14:41.888',-,-0.136,-,-,0.112,-,61.920,-
'35:14:41.896',-,-0.168,-,-,0.080,-,61.920,-
'35:14:41.904',-,-0.168,-,-,0.064,-,60.960,-
'35:14:41.912',-,-0.168,-,-,0.048,-,60.960,-
'35:14:41.920',-,-0.168,-,-,0.032,-,60.960,-
'35:14:41.928',-,-0.168,-,-,0.048,-,59.520,-
'35:14:41.936',-,-0.168,-,-,0.032,-,59.520,-
'35:14:41.944',-,-0.168,-,-,0.032,-,59.520,-
'35:14:41.952',-,-0.168,-,-,0.032,-,59.520,-
'35:14:41.960',-,-0.136,-,-,0.032,-,58.560,-
'35:14:41.968',-,-0.168,-,-,0.032,-,58.560,-
'35:14:41.976',-,-0.136,-,-,0.024,-,58.560,-
'35:14:41.984',-,-0.136,-,-,0.032,-,59.520,-
'35:14:41.992',-,-0.136,-,-,0.024,-,60.960,-
'35:14:42.000',-,-0.136,-,-,0.024,-,63.360,-
'35:14:42.008',-,-0.136,-,-,0.024,-,65.760,-
'35:14:42.016',-,-0.136,-,-,0.016,-,69.120,-
'35:14:42.024',-,-0.136,-,-,0.024,-,72.960,-
'35:14:42.032',-,-0.136,-,-,0.016,-,76.320,-
'35:14:42.040',-,-0.136,-,-,0.016,-,81.120,-
'35:14:42.048',-,-0.136,-,-,0.016,-,83.520,-
'35:14:42.056',-,-0.136,-,-,0.008,-,87.360,-
'35:14:42.064',-,-0.136,-,-,0.008,-,89.760,-
'35:14:42.072',-,-0.136,-,-,0.000,-,92.160,-
'35:14:42.080',-,-0.136,-,-,-0.008,-,93.120,-
'35:14:42.088',-,-0.096,-,-,-0.016,-,94.560,-
'35:14:42.096',-,-0.064,-,-,-0.016,-,94.560,-
'35:14:42.104',-,-0.064,-,-,-0.024,-,94.560,-
'35:14:42.112',-,-0.064,-,-,-0.032,-,94.560,-
'35:14:42.120',-,-0.032,-,-,-0.032,-,94.560,-
'35:14:42.128',-,0.000,-,-,-0.032,-,93.120,-
'35:14:42.136',-,0.000,-,-,-0.032,-,92.160,-
'35:14:42.144',-,0.000,-,-,-0.024,-,89.760,-
'35:14:42.152',-,0.000,-,-,-0.024,-,87.360,-
'35:14:42.160',-,0.000,-,-,-0.016,-,84.960,-
'35:14:42.168',-,0.000,-,-,-0.024,-,82.560,-
'35:14:42.176',-,0.000,-,-,-0.016,-,80.160,-
'35:14:42.184',-,0.000,-,-,-0.016,-,76.320,-
'35:14:42.192',-,0.000,-,-,-0.008,-,73.920,-
'35:14:42.200',-,0.032,-,-,-0.016,-,71.520,-
'35:14:42.208',-,0.064,-,-,-0.008,-,69.120,-
'35:14:42.216',-,0.096,-,-,-0.016,-,68.160,-
'35:14:42.224',-,0.136,-,-,-0.040,-,68.160,-
'35:14:42.232',-,0.168,-,-,-0.080,-,66.720,-
'35:14:42.240',-,0.200,-,-,-0.112,-,66.720,-
'35:14:42.248',-,0.200,-,-,-0.128,-,66.720,-
'35:14:42.256',-,0.240,-,-,-0.112,-,66.720,-
'35:14:42.264',-,0.168,-,-,-0.096,-,66.720,-
'35:14:42.272',-,0.136,-,-,-0.072,-,66.720,-
'35:14:42.280',-,0.064,-,-,-0.040,-,66.720,-
'35:14:42.288',-,0.000,-,-,-0.016,-,66.720,-
'35:14:42.296',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.304',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.312',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.320',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.328',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.336',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.344',-,-0.032,-,-,0.008,-,68.160,-
'35:14:42.352',-,-0.032,-,-,0.000,-,66.720,-
'35:14:42.360',-,-0.032,-,-,0.008,-,66.720,-
'35:14:42.368',-,-0.032,-,-,0.008,-,66.720,-
'35:14:42.376',-,-0.032,-,-,0.008,-,66.720,-
'35:14:42.384',-,-0.032,-,-,0.016,-,66.720,-
'35:14:42.392',-,-0.032,-,-,0.008,-,65.760,-
'35:14:42.400',-,-0.032,-,-,0.016,-,65.760,-
'35:14:42.408',-,-0.032,-,-,0.008,-,65.760,-
'35:14:42.416',-,0.000,-,-,0.016,-,64.320,-
'35:14:42.424',-,0.064,-,-,-0.016,-,64.320,-
'35:14:42.432',-,0.136,-,-,-0.040,-,64.320,-
'35:14:42.440',-,0.168,-,-,-0.064,-,63.360,-
'35:14:42.448',-,0.064,-,-,-0.096,-,63.360,-
'35:14:42.456',-,0.096,-,-,-0.160,-,63.360,-
'35:14:42.464',-,0.136,-,-,-0.144,-,61.920,-
'35:14:42.472',-,0.136,-,-,-0.144,-,61.920,-
'35:14:42.480',-,0.136,-,-,-0.128,-,61.920,-
'35:14:42.488',-,0.000,-,-,-0.112,-,60.960,-
'35:14:42.496',-,-0.136,-,-,-0.080,-,60.960,-
'35:14:42.504',-,-0.304,-,-,-0.040,-,59.520,-
'35:14:42.512',-,-0.480,-,-,0.000,-,59.520,-
'35:14:42.520',-,-0.544,-,-,0.032,-,59.520,-
'35:14:42.528',-,-0.584,-,-,0.088,-,59.520,-
'35:14:42.536',-,-0.376,-,-,0.096,-,58.560,-
'35:14:42.544',-,-0.272,-,-,0.080,-,58.560,-
'35:14:42.552',-,-0.136,-,-,0.064,-,58.560,-
'35:14:42.560',-,-0.064,-,-,0.072,-,58.560,-
'35:14:42.568',-,-0.064,-,-,0.072,-,58.560,-
'35:14:42.576',-,-0.064,-,-,0.080,-,58.560,-
'35:14:42.584',-,-0.064,-,-,0.088,-,57.120,-
'35:14:42.592',-,-0.032,-,-,0.088,-,57.120,-
'35:14:42.600',-,-0.032,-,-,0.072,-,58.560,-
'35:14:42.608',-,-0.032,-,-,0.080,-,58.560,-
'35:14:42.616',-,-0.032,-,-,0.088,-,59.520,-
'35:14:42.624',-,-0.032,-,-,0.080,-,60.960,-
'35:14:42.632',-,-0.032,-,-,0.088,-,64.320,-
'35:14:42.640',-,-0.032,-,-,0.096,-,66.720,-
'35:14:42.648',-,-0.032,-,-,0.088,-,70.560,-
'35:14:42.656',-,0.000,-,-,0.104,-,73.920,-
'35:14:42.664',-,-0.032,-,-,0.096,-,77.760,-
'35:14:42.672',-,0.000,-,-,0.112,-,81.120,-
'35:14:42.680',-,0.000,-,-,0.104,-,83.520,-
'35:14:42.688',-,0.000,-,-,0.112,-,87.360,-
'35:14:42.696',-,0.000,-,-,0.096,-,89.760,-
'35:14:42.704',-,0.032,-,-,0.088,-,92.160,-
'35:14:42.712',-,0.064,-,-,0.072,-,93.120,-
'35:14:42.720',-,0.064,-,-,0.064,-,94.560,-
'35:14:42.728',-,0.096,-,-,0.048,-,94.560,-
'35:14:42.736',-,0.096,-,-,0.024,-,95.520,-
'35:14:42.744',-,0.136,-,-,0.016,-,94.560,-
'35:14:42.752',-,0.136,-,-,0.000,-,94.560,-
'35:14:42.760',-,0.136,-,-,-0.008,-,93.120,-
'35:14:42.768',-,0.096,-,-,-0.016,-,92.160,-
'35:14:42.776',-,0.064,-,-,-0.024,-,89.760,-
'35:14:42.784',-,0.064,-,-,-0.016,-,87.360,-
'35:14:42.792',-,0.096,-,-,-0.024,-,84.960,-
'35:14:42.800',-,0.136,-,-,-0.016,-,82.560,-
'35:14:42.808',-,0.136,-,-,-0.032,-,80.160,-
'35:14:42.816',-,0.168,-,-,-0.072,-,77.760,-
'35:14:42.824',-,0.200,-,-,-0.096,-,73.920,-
'35:14:42.832',-,0.200,-,-,-0.136,-,71.520,-
'35:14:42.840',-,0.240,-,-,-0.136,-,69.120,-
'35:14:42.848',-,0.200,-,-,-0.112,-,68.160,-
'35:14:42.856',-,0.168,-,-,-0.096,-,66.720,-
'35:14:42.864',-,0.064,-,-,-0.064,-,66.720,-
'35:14:42.872',-,0.032,-,-,-0.040,-,65.760,-
'35:14:42.880',-,0.000,-,-,-0.016,-,65.760,-
'35:14:42.888',-,-0.032,-,-,-0.008,-,66.720,-
'35:14:42.896',-,-0.032,-,-,0.000,-,66.720,-
'35:14:42.904',-,-0.064,-,-,-0.008,-,66.720,-
'35:14:42.912',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.920',-,-0.064,-,-,0.000,-,68.160,-
'35:14:42.928',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.936',-,-0.064,-,-,0.000,-,68.160,-
'35:14:42.944',-,-0.032,-,-,0.000,-,69.120,-
'35:14:42.952',-,-0.064,-,-,0.000,-,69.120,-
'35:14:42.960',-,-0.064,-,-,0.000,-,68.160,-
'35:14:42.968',-,-0.064,-,-,0.000,-,68.160,-
'35:14:42.976',-,-0.032,-,-,0.000,-,68.160,-
'35:14:42.984',-,-0.064,-,-,0.008,-,68.160,-
'35:14:42.992',-,-0.032,-,-,0.000,-,66.720,-
'35:14:43.000',-,-0.032,-,-,0.008,-,66.720,-
'35:14:43.008',-,0.000,-,-,-0.008,-,66.720,-
'35:14:43.016',-,0.096,-,-,-0.040,-,65.760,-
'35:14:43.024',-,0.168,-,-,-0.064,-,65.760,-
'35:14:43.032',-,0.136,-,-,-0.064,-,65.760,-
'35:14:43.040',-,0.064,-,-,-0.144,-,64.320,-
'35:14:43.048',-,0.096,-,-,-0.176,-,64.320,-
'35:14:43.056',-,0.136,-,-,-0.160,-,64.320,-
'35:14:43.064',-,0.136,-,-,-0.152,-,63.360,-
'35:14:43.072',-,0.064,-,-,-0.136,-,63.360,-
'35:14:43.080',-,-0.032,-,-,-0.112,-,61.920,-
