'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:24:39.576',-,0.136,-,-,-0.032,-,87.360,-
'35:24:39.584',-,0.136,-,-,-0.032,-,83.520,-
'35:24:39.592',-,0.168,-,-,-0.040,-,80.160,-
'35:24:39.600',-,0.200,-,-,-0.080,-,77.760,-
'35:24:39.608',-,0.200,-,-,-0.112,-,75.360,-
'35:24:39.616',-,0.200,-,-,-0.136,-,72.960,-
'35:24:39.624',-,0.240,-,-,-0.128,-,70.560,-
'35:24:39.632',-,0.200,-,-,-0.112,-,69.120,-
'35:24:39.640',-,0.136,-,-,-0.096,-,69.120,-
'35:24:39.648',-,0.096,-,-,-0.080,-,69.120,-
'35:24:39.656',-,0.000,-,-,-0.064,-,69.120,-
'35:24:39.664',-,0.000,-,-,-0.032,-,69.120,-
'35:24:39.672',-,-0.064,-,-,-0.016,-,69.120,-
'35:24:39.680',-,-0.096,-,-,-0.016,-,70.560,-
'35:24:39.688',-,-0.168,-,-,-0.008,-,70.560,-
'35:24:39.696',-,-0.168,-,-,0.008,-,71.520,-
'35:24:39.704',-,0.000,-,-,0.024,-,71.520,-
'35:24:39.712',-,0.064,-,-,0.048,-,71.520,-
'35:24:39.720',-,0.136,-,-,0.104,-,71.520,-
'35:24:39.728',-,0.272,-,-,0.136,-,71.520,-
'35:24:39.736',-,0.448,-,-,0.176,-,71.520,-
'35:24:39.744',-,0.480,-,-,0.208,-,71.520,-
'35:24:39.752',-,0.200,-,-,0.288,-,71.520,-
'35:24:39.760',-,-0.032,-,-,0.344,-,71.520,-
'35:24:39.768',-,-0.096,-,-,0.336,-,70.560,-
'35:24:39.776',-,-0.064,-,-,0.288,-,70.560,-
'35:24:39.784',-,-0.064,-,-,0.240,-,70.560,-
'35:24:39.792',-,-0.064,-,-,0.232,-,70.560,-
'35:24:39.800',-,-0.096,-,-,0.176,-,69.120,-
'35:24:39.808',-,-0.168,-,-,0.136,-,69.120,-
'35:24:39.816',-,-0.168,-,-,0.072,-,69.120,-
'35:24:39.824',-,-0.168,-,-,-0.008,-,68.160,-
'35:24:39.832',-,-0.168,-,-,-0.064,-,68.160,-
'35:24:39.840',-,-0.200,-,-,-0.072,-,66.720,-
'35:24:39.848',-,-0.168,-,-,-0.064,-,66.720,-
'35:24:39.856',-,-0.168,-,-,-0.080,-,66.720,-
'35:24:39.864',-,-0.168,-,-,-0.080,-,65.760,-
'35:24:39.872',-,-0.200,-,-,-0.080,-,65.760,-
'35:24:39.880',-,-0.168,-,-,-0.080,-,66.720,-
'35:24:39.888',-,-0.200,-,-,-0.096,-,66.720,-
'35:24:39.896',-,-0.200,-,-,-0.088,-,69.120,-
'35:24:39.904',-,-0.200,-,-,-0.112,-,71.520,-
'35:24:39.912',-,-0.240,-,-,-0.112,-,73.920,-
'35:24:39.920',-,-0.240,-,-,-0.136,-,77.760,-
'35:24:39.928',-,-0.240,-,-,-0.144,-,80.160,-
'35:24:39.936',-,-0.240,-,-,-0.152,-,82.560,-
'35:24:39.944',-,-0.240,-,-,-0.168,-,85.920,-
'35:24:39.952',-,-0.240,-,-,-0.176,-,87.360,-
'35:24:39.960',-,-0.200,-,-,-0.192,-,88.320,-
'35:24:39.968',-,-0.168,-,-,-0.200,-,89.760,-
'35:24:39.976',-,-0.136,-,-,-0.192,-,89.760,-
'35:24:39.984',-,-0.096,-,-,-0.200,-,89.760,-
