'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'1:08:51.760',-,-,-,-,-,-,0.000,0.000,76.800,-
'1:08:51.768',-,-,-,-,-,-,0.000,0.000,75.600,-
'1:08:51.776',-,-,-,-,-,-,0.000,0.000,75.600,-
'1:08:51.784',-,-,-,-,-,-,0.016,0.016,74.400,-
'1:08:51.792',-,-,-,-,-,-,0.016,0.000,73.200,-
'1:08:51.800',-,-,-,-,-,-,-0.016,0.016,73.200,-
'1:08:51.808',-,-,-,-,-,-,-0.040,-0.016,73.200,-
'1:08:51.816',-,-,-,-,-,-,-0.040,-0.016,72.000,-
'1:08:51.824',-,-,-,-,-,-,-0.016,-0.016,72.000,-
'1:08:51.832',-,-,-,-,-,-,-0.016,0.000,70.800,-
'1:08:51.840',-,-,-,-,-,-,-0.016,0.000,70.800,-
'1:08:51.848',-,-,-,-,-,-,-0.016,0.000,70.800,-
'1:08:51.856',-,-,-,-,-,-,-0.016,-0.016,69.600,-
'1:08:51.864',-,-,-,-,-,-,-0.016,0.000,69.600,-
'1:08:51.872',-,-,-,-,-,-,-0.016,-0.016,69.600,-
'1:08:51.880',-,-,-,-,-,-,-0.040,0.000,68.400,-
'1:08:51.888',-,-,-,-,-,-,-0.040,-0.040,68.400,-
'1:08:51.896',-,-,-,-,-,-,-0.016,-0.040,68.400,-
'1:08:51.904',-,-,-,-,-,-,-0.016,0.000,67.200,-
'1:08:51.912',-,-,-,-,-,-,-0.016,-0.016,67.200,-
'1:08:51.920',-,-,-,-,-,-,0.000,0.000,67.200,-
'1:08:51.928',-,-,-,-,-,-,0.016,0.000,66.000,-
'1:08:51.936',-,-,-,-,-,-,0.016,0.016,66.000,-
'1:08:51.944',-,-,-,-,-,-,0.040,0.040,66.000,-
'1:08:51.952',-,-,-,-,-,-,0.040,0.040,66.000,-
'1:08:51.960',-,-,-,-,-,-,0.016,0.016,64.800,-
'1:08:51.968',-,-,-,-,-,-,0.000,0.000,64.800,-
'1:08:51.976',-,-,-,-,-,-,-0.016,0.000,64.800,-
'1:08:51.984',-,-,-,-,-,-,-0.016,-0.016,63.600,-
'1:08:51.992',-,-,-,-,-,-,-0.016,-0.040,63.600,-
'1:08:52.000',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:08:52.008',-,-,-,-,-,-,0.000,-0.016,63.600,-
'1:08:52.016',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:08:52.024',-,-,-,-,-,-,-0.016,0.000,63.600,-
'1:08:52.032',-,-,-,-,-,-,-0.016,0.000,63.600,-
'1:08:52.040',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:08:52.048',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:08:52.056',-,-,-,-,-,-,0.000,0.000,63.600,-
'1:08:52.064',-,-,-,-,-,-,0.000,0.040,63.600,-
'1:08:52.072',-,-,-,-,-,-,-0.016,0.000,62.400,-
'1:08:52.080',-,-,-,-,-,-,0.000,0.000,62.400,-
'1:08:52.088',-,-,-,-,-,-,0.016,0.000,62.400,-
'1:08:52.096',-,-,-,-,-,-,0.080,0.040,61.200,-
'1:08:52.104',-,-,-,-,-,-,0.144,0.112,61.200,-
'1:08:52.112',-,-,-,-,-,-,0.168,0.208,61.200,-
'1:08:52.120',-,-,-,-,-,-,-0.040,0.136,60.000,-
'1:08:52.128',-,-,-,-,-,-,-0.336,-0.160,60.000,-
'1:08:52.136',-,-,-,-,-,-,-0.504,-0.504,58.800,-
'1:08:52.144',-,-,-,-,-,-,-0.440,-0.600,58.800,-
'1:08:52.152',-,-,-,-,-,-,-0.296,-0.344,58.800,-
'1:08:52.160',-,-,-,-,-,-,-0.208,-0.248,57.600,-
'1:08:52.168',-,-,-,-,-,-,-0.184,-0.160,57.600,-
'1:08:52.176',-,-,-,-,-,-,-0.120,-0.112,57.600,-
'1:08:52.184',-,-,-,-,-,-,-0.056,-0.064,58.800,-
'1:08:52.192',-,-,-,-,-,-,-0.016,0.000,60.000,-
'1:08:52.200',-,-,-,-,-,-,-0.016,0.000,62.400,-
'1:08:52.208',-,-,-,-,-,-,-0.016,0.000,67.200,-
'1:08:52.216',-,-,-,-,-,-,-0.016,0.000,74.400,-
'1:08:52.224',-,-,-,-,-,-,0.000,-0.016,81.600,-
'1:08:52.232',-,-,-,-,-,-,0.040,0.016,87.600,-
'1:08:52.240',-,-,-,-,-,-,0.016,0.040,92.400,-
'1:08:52.248',-,-,-,-,-,-,0.000,0.000,94.800,-
'1:08:52.256',-,-,-,-,-,-,0.000,0.000,97.200,-
'1:08:52.264',-,-,-,-,-,-,0.016,0.040,99.600,-
'1:08:52.272',-,-,-,-,-,-,0.040,0.000,102.000,-
'1:08:52.280',-,-,-,-,-,-,0.080,0.040,103.200,-
'1:08:52.288',-,-,-,-,-,-,0.080,0.112,103.200,-
'1:08:52.296',-,-,-,-,-,-,0.080,0.088,103.200,-
'1:08:52.304',-,-,-,-,-,-,0.104,0.088,104.400,-
'1:08:52.312',-,-,-,-,-,-,0.168,0.136,104.400,-
'1:08:52.320',-,-,-,-,-,-,0.232,0.208,104.400,-
'1:08:52.328',-,-,-,-,-,-,0.296,0.272,103.200,-
'1:08:52.336',-,-,-,-,-,-,0.360,0.344,103.200,-
'1:08:52.344',-,-,-,-,-,-,0.400,0.392,102.000,-
'1:08:52.352',-,-,-,-,-,-,0.440,0.392,102.000,-
'1:08:52.360',-,-,-,-,-,-,0.488,0.488,100.800,-
'1:08:52.368',-,-,-,-,-,-,0.552,0.552,99.600,-
'1:08:52.376',-,-,-,-,-,-,0.592,0.600,99.600,-
'1:08:52.384',-,-,-,-,-,-,0.592,0.600,98.400,-
'1:08:52.392',-,-,-,-,-,-,0.552,0.576,97.200,-
'1:08:52.400',-,-,-,-,-,-,0.440,0.488,94.800,-
'1:08:52.408',-,-,-,-,-,-,0.336,0.344,93.600,-
'1:08:52.416',-,-,-,-,-,-,0.232,0.272,90.000,-
'1:08:52.424',-,-,-,-,-,-,0.168,0.184,87.600,-
'1:08:52.432',-,-,-,-,-,-,0.120,0.136,84.000,-
'1:08:52.440',-,-,-,-,-,-,0.080,0.088,81.600,-
'1:08:52.448',-,-,-,-,-,-,0.040,0.064,79.200,-
'1:08:52.456',-,-,-,-,-,-,0.016,0.000,79.200,-
'1:08:52.464',-,-,-,-,-,-,0.000,0.000,78.000,-
'1:08:52.472',-,-,-,-,-,-,0.000,0.000,78.000,-
'1:08:52.480',-,-,-,-,-,-,0.000,0.016,76.800,-
'1:08:52.488',-,-,-,-,-,-,0.000,0.040,76.800,-
'1:08:52.496',-,-,-,-,-,-,0.016,0.000,75.600,-
'1:08:52.504',-,-,-,-,-,-,0.016,0.000,75.600,-
'1:08:52.512',-,-,-,-,-,-,0.016,0.000,74.400,-
'1:08:52.520',-,-,-,-,-,-,0.000,0.000,74.400,-
'1:08:52.528',-,-,-,-,-,-,-0.040,-0.016,73.200,-
'1:08:52.536',-,-,-,-,-,-,-0.040,-0.040,73.200,-
'1:08:52.544',-,-,-,-,-,-,-0.040,-0.016,72.000,-
'1:08:52.552',-,-,-,-,-,-,-0.040,-0.064,72.000,-
'1:08:52.560',-,-,-,-,-,-,-0.016,-0.040,72.000,-
'1:08:52.568',-,-,-,-,-,-,0.000,0.000,70.800,-
'1:08:52.576',-,-,-,-,-,-,0.000,-0.016,70.800,-
'1:08:52.584',-,-,-,-,-,-,0.000,0.000,69.600,-
'1:08:52.592',-,-,-,-,-,-,0.000,0.000,69.600,-
'1:08:52.600',-,-,-,-,-,-,0.000,0.000,69.600,-
'1:08:52.608',-,-,-,-,-,-,0.000,0.000,69.600,-
'1:08:52.616',-,-,-,-,-,-,0.016,0.000,68.400,-
'1:08:52.624',-,-,-,-,-,-,0.016,0.016,68.400,-
'1:08:52.632',-,-,-,-,-,-,0.000,0.000,68.400,-
'1:08:52.640',-,-,-,-,-,-,-0.040,0.000,67.200,-
'1:08:52.648',-,-,-,-,-,-,-0.056,-0.088,67.200,-
'1:08:52.656',-,-,-,-,-,-,-0.016,-0.040,67.200,-
'1:08:52.664',-,-,-,-,-,-,0.000,0.000,66.000,-
'1:08:52.672',-,-,-,-,-,-,0.000,0.000,66.000,-
'1:08:52.680',-,-,-,-,-,-,-0.016,-0.016,66.000,-
'1:08:52.688',-,-,-,-,-,-,-0.016,0.000,66.000,-
'1:08:52.696',-,-,-,-,-,-,-0.016,-0.016,66.000,-
'1:08:52.704',-,-,-,-,-,-,-0.016,0.000,66.000,-
'1:08:52.712',-,-,-,-,-,-,-0.040,-0.016,66.000,-
'1:08:52.720',-,-,-,-,-,-,-0.056,-0.088,64.800,-
'1:08:52.728',-,-,-,-,-,-,-0.040,-0.088,64.800,-
'1:08:52.736',-,-,-,-,-,-,0.000,-0.016,64.800,-
'1:08:52.744',-,-,-,-,-,-,0.000,0.000,64.800,-
'1:08:52.752',-,-,-,-,-,-,-0.016,-0.016,64.800,-
'1:08:52.760',-,-,-,-,-,-,-0.040,-0.040,63.600,-
'1:08:52.768',-,-,-,-,-,-,0.000,-0.088,63.600,-
'1:08:52.776',-,-,-,-,-,-,0.056,0.000,63.600,-
'1:08:52.784',-,-,-,-,-,-,0.120,0.040,62.400,-
'1:08:52.792',-,-,-,-,-,-,0.056,0.088,62.400,-
'1:08:52.800',-,-,-,-,-,-,-0.120,0.000,61.200,-
'1:08:52.808',-,-,-,-,-,-,-0.376,-0.208,61.200,-
'1:08:52.816',-,-,-,-,-,-,-0.552,-0.576,60.000,-
'1:08:52.824',-,-,-,-,-,-,-0.464,-0.696,60.000,-
'1:08:52.832',-,-,-,-,-,-,-0.336,-0.416,60.000,-
'1:08:52.840',-,-,-,-,-,-,-0.248,-0.296,58.800,-
'1:08:52.848',-,-,-,-,-,-,-0.184,-0.208,58.800,-
'1:08:52.856',-,-,-,-,-,-,-0.120,-0.112,58.800,-
'1:08:52.864',-,-,-,-,-,-,-0.104,-0.112,60.000,-
'1:08:52.872',-,-,-,-,-,-,-0.080,-0.112,61.200,-
'1:08:52.880',-,-,-,-,-,-,-0.080,-0.064,63.600,-
'1:08:52.888',-,-,-,-,-,-,-0.080,-0.112,68.400,-
'1:08:52.896',-,-,-,-,-,-,-0.104,-0.088,75.600,-
'1:08:52.904',-,-,-,-,-,-,-0.080,-0.112,82.800,-
'1:08:52.912',-,-,-,-,-,-,-0.056,-0.040,90.000,-
'1:08:52.920',-,-,-,-,-,-,-0.056,-0.064,93.600,-
'1:08:52.928',-,-,-,-,-,-,-0.040,-0.088,96.000,-
'1:08:52.936',-,-,-,-,-,-,-0.016,-0.016,98.400,-
'1:08:52.944',-,-,-,-,-,-,0.000,0.000,100.800,-
'1:08:52.952',-,-,-,-,-,-,0.040,0.000,103.200,-
'1:08:52.960',-,-,-,-,-,-,0.040,0.016,103.200,-
'1:08:52.968',-,-,-,-,-,-,0.016,0.000,104.400,-
'1:08:52.976',-,-,-,-,-,-,0.016,0.000,104.400,-
'1:08:52.984',-,-,-,-,-,-,0.056,0.000,104.400,-
'1:08:52.992',-,-,-,-,-,-,0.104,0.088,104.400,-
'1:08:53.000',-,-,-,-,-,-,0.144,0.088,104.400,-
'1:08:53.008',-,-,-,-,-,-,0.168,0.112,104.400,-
'1:08:53.016',-,-,-,-,-,-,0.272,0.184,103.200,-
'1:08:53.024',-,-,-,-,-,-,0.376,0.296,103.200,-
'1:08:53.032',-,-,-,-,-,-,0.440,0.392,102.000,-
'1:08:53.040',-,-,-,-,-,-,0.488,0.464,102.000,-
'1:08:53.048',-,-,-,-,-,-,0.504,0.488,100.800,-
'1:08:53.056',-,-,-,-,-,-,0.504,0.464,99.600,-
'1:08:53.064',-,-,-,-,-,-,0.464,0.488,98.400,-
'1:08:53.072',-,-,-,-,-,-,0.400,0.392,97.200,-
'1:08:53.080',-,-,-,-,-,-,0.336,0.344,94.800,-
'1:08:53.088',-,-,-,-,-,-,0.272,0.248,92.400,-
'1:08:53.096',-,-,-,-,-,-,0.184,0.184,90.000,-
'1:08:53.104',-,-,-,-,-,-,0.120,0.112,86.400,-
'1:08:53.112',-,-,-,-,-,-,0.080,0.064,84.000,-
'1:08:53.120',-,-,-,-,-,-,0.016,0.016,81.600,-
'1:08:53.128',-,-,-,-,-,-,-0.016,-0.040,79.200,-
'1:08:53.136',-,-,-,-,-,-,-0.016,-0.040,79.200,-
'1:08:53.144',-,-,-,-,-,-,-0.040,-0.040,78.000,-
'1:08:53.152',-,-,-,-,-,-,-0.040,-0.064,78.000,-
'1:08:53.160',-,-,-,-,-,-,-0.056,-0.040,76.800,-
'1:08:53.168',-,-,-,-,-,-,-0.080,-0.112,75.600,-
'1:08:53.176',-,-,-,-,-,-,-0.104,-0.112,75.600,-
'1:08:53.184',-,-,-,-,-,-,-0.080,-0.112,74.400,-
'1:08:53.192',-,-,-,-,-,-,-0.080,-0.088,74.400,-
'1:08:53.200',-,-,-,-,-,-,-0.080,-0.112,74.400,-
'1:08:53.208',-,-,-,-,-,-,-0.104,-0.064,73.200,-
'1:08:53.216',-,-,-,-,-,-,-0.104,-0.112,73.200,-
'1:08:53.224',-,-,-,-,-,-,-0.104,-0.112,72.000,-
'1:08:53.232',-,-,-,-,-,-,-0.104,-0.136,72.000,-
'1:08:53.240',-,-,-,-,-,-,-0.080,-0.112,72.000,-
'1:08:53.248',-,-,-,-,-,-,-0.080,-0.112,70.800,-
'1:08:53.256',-,-,-,-,-,-,-0.104,-0.112,70.800,-
'1:08:53.264',-,-,-,-,-,-,-0.104,-0.136,69.600,-
'1:08:53.272',-,-,-,-,-,-,-0.104,-0.136,69.600,-
'1:08:53.280',-,-,-,-,-,-,-0.080,-0.112,69.600,-
'1:08:53.288',-,-,-,-,-,-,-0.040,-0.112,68.400,-
'1:08:53.296',-,-,-,-,-,-,-0.040,-0.016,68.400,-
'1:08:53.304',-,-,-,-,-,-,-0.056,-0.040,67.200,-
'1:08:53.312',-,-,-,-,-,-,-0.080,-0.112,67.200,-
'1:08:53.320',-,-,-,-,-,-,-0.104,-0.136,67.200,-
'1:08:53.328',-,-,-,-,-,-,-0.080,-0.112,67.200,-
