'Elapsed time','I','II','III','AVR','AVL','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'1:16:59.760',-,-,-,-,-,-,-0.080,-0.208,74.400,-
'1:16:59.768',-,-,-,-,-,-,-0.080,-0.184,74.400,-
'1:16:59.776',-,-,-,-,-,-,-0.056,-0.112,74.400,-
'1:16:59.784',-,-,-,-,-,-,-0.056,-0.184,74.400,-
'1:16:59.792',-,-,-,-,-,-,-0.056,-0.160,73.200,-
'1:16:59.800',-,-,-,-,-,-,-0.040,-0.184,73.200,-
'1:16:59.808',-,-,-,-,-,-,-0.056,-0.112,72.000,-
'1:16:59.816',-,-,-,-,-,-,-0.056,-0.208,72.000,-
'1:16:59.824',-,-,-,-,-,-,-0.056,-0.160,70.800,-
'1:16:59.832',-,-,-,-,-,-,-0.056,-0.160,70.800,-
'1:16:59.840',-,-,-,-,-,-,-0.040,-0.112,70.800,-
'1:16:59.848',-,-,-,-,-,-,-0.040,-0.136,70.800,-
'1:16:59.856',-,-,-,-,-,-,-0.016,-0.112,70.800,-
'1:16:59.864',-,-,-,-,-,-,0.000,-0.064,70.800,-
'1:16:59.872',-,-,-,-,-,-,0.000,-0.016,70.800,-
'1:16:59.880',-,-,-,-,-,-,-0.016,-0.064,70.800,-
'1:16:59.888',-,-,-,-,-,-,-0.016,-0.112,70.800,-
'1:16:59.896',-,-,-,-,-,-,0.000,-0.064,70.800,-
'1:16:59.904',-,-,-,-,-,-,-0.016,-0.040,70.800,-
'1:16:59.912',-,-,-,-,-,-,-0.040,-0.112,69.600,-
'1:16:59.920',-,-,-,-,-,-,-0.040,-0.112,69.600,-
'1:16:59.928',-,-,-,-,-,-,-0.056,-0.160,69.600,-
'1:16:59.936',-,-,-,-,-,-,-0.056,-0.160,69.600,-
'1:16:59.944',-,-,-,-,-,-,-0.056,-0.112,69.600,-
'1:16:59.952',-,-,-,-,-,-,-0.056,-0.160,69.600,-
'1:16:59.960',-,-,-,-,-,-,-0.056,-0.208,69.600,-
'1:16:59.968',-,-,-,-,-,-,-0.040,-0.112,69.600,-
'1:16:59.976',-,-,-,-,-,-,-0.016,-0.064,69.600,-
'1:16:59.984',-,-,-,-,-,-,-0.040,-0.112,69.600,-
'1:16:59.992',-,-,-,-,-,-,-0.016,-0.136,69.600,-
'1:17:00.000',-,-,-,-,-,-,0.016,-0.112,68.400,-
'1:17:00.008',-,-,-,-,-,-,0.104,0.000,68.400,-
'1:17:00.016',-,-,-,-,-,-,0.104,0.016,68.400,-
'1:17:00.024',-,-,-,-,-,-,-0.080,0.040,68.400,-
'1:17:00.032',-,-,-,-,-,-,-0.376,-0.272,67.200,-
'1:17:00.040',-,-,-,-,-,-,-0.568,-0.720,67.200,-
'1:17:00.048',-,-,-,-,-,-,-0.504,-0.784,67.200,-
'1:17:00.056',-,-,-,-,-,-,-0.360,-0.488,67.200,-
'1:17:00.064',-,-,-,-,-,-,-0.248,-0.368,67.200,-
'1:17:00.072',-,-,-,-,-,-,-0.184,-0.232,67.200,-
'1:17:00.080',-,-,-,-,-,-,-0.168,-0.248,67.200,-
'1:17:00.088',-,-,-,-,-,-,-0.144,-0.208,68.400,-
'1:17:00.096',-,-,-,-,-,-,-0.120,-0.248,70.800,-
'1:17:00.104',-,-,-,-,-,-,-0.144,-0.136,73.200,-
'1:17:00.112',-,-,-,-,-,-,-0.168,-0.232,78.000,-
'1:17:00.120',-,-,-,-,-,-,-0.168,-0.232,85.200,-
'1:17:00.128',-,-,-,-,-,-,-0.120,-0.248,93.600,-
'1:17:00.136',-,-,-,-,-,-,-0.080,-0.160,99.600,-
'1:17:00.144',-,-,-,-,-,-,-0.056,-0.088,105.600,-
'1:17:00.152',-,-,-,-,-,-,-0.104,-0.160,108.000,-
'1:17:00.160',-,-,-,-,-,-,-0.104,-0.184,110.400,-
'1:17:00.168',-,-,-,-,-,-,-0.104,-0.208,112.800,-
'1:17:00.176',-,-,-,-,-,-,-0.080,-0.112,114.000,-
'1:17:00.184',-,-,-,-,-,-,-0.056,-0.136,114.000,-
'1:17:00.192',-,-,-,-,-,-,-0.040,-0.088,114.000,-
'1:17:00.200',-,-,-,-,-,-,-0.040,-0.112,112.800,-
'1:17:00.208',-,-,-,-,-,-,-0.040,-0.112,111.600,-
'1:17:00.216',-,-,-,-,-,-,-0.016,-0.088,110.400,-
'1:17:00.224',-,-,-,-,-,-,0.000,-0.064,110.400,-
'1:17:00.232',-,-,-,-,-,-,0.080,0.000,109.200,-
'1:17:00.240',-,-,-,-,-,-,0.144,0.064,109.200,-
'1:17:00.248',-,-,-,-,-,-,0.232,0.136,106.800,-
'1:17:00.256',-,-,-,-,-,-,0.296,0.248,105.600,-
'1:17:00.264',-,-,-,-,-,-,0.360,0.296,104.400,-
'1:17:00.272',-,-,-,-,-,-,0.400,0.344,103.200,-
'1:17:00.280',-,-,-,-,-,-,0.424,0.392,100.800,-
'1:17:00.288',-,-,-,-,-,-,0.424,0.416,99.600,-
'1:17:00.296',-,-,-,-,-,-,0.400,0.368,97.200,-
'1:17:00.304',-,-,-,-,-,-,0.360,0.392,94.800,-
'1:17:00.312',-,-,-,-,-,-,0.296,0.296,92.400,-
'1:17:00.320',-,-,-,-,-,-,0.208,0.184,90.000,-
'1:17:00.328',-,-,-,-,-,-,0.144,0.136,86.400,-
'1:17:00.336',-,-,-,-,-,-,0.080,0.088,84.000,-
'1:17:00.344',-,-,-,-,-,-,0.040,0.016,81.600,-
'1:17:00.352',-,-,-,-,-,-,0.000,0.000,79.200,-
'1:17:00.360',-,-,-,-,-,-,-0.016,-0.016,79.200,-
'1:17:00.368',-,-,-,-,-,-,-0.040,-0.040,78.000,-
'1:17:00.376',-,-,-,-,-,-,-0.056,-0.088,78.000,-
'1:17:00.384',-,-,-,-,-,-,-0.080,-0.064,76.800,-
'1:17:00.392',-,-,-,-,-,-,-0.104,-0.112,75.600,-
'1:17:00.400',-,-,-,-,-,-,-0.104,-0.136,75.600,-
'1:17:00.408',-,-,-,-,-,-,-0.104,-0.112,74.400,-
'1:17:00.416',-,-,-,-,-,-,-0.120,-0.112,74.400,-
'1:17:00.424',-,-,-,-,-,-,-0.120,-0.160,73.200,-
'1:17:00.432',-,-,-,-,-,-,-0.120,-0.184,73.200,-
'1:17:00.440',-,-,-,-,-,-,-0.120,-0.136,72.000,-
'1:17:00.448',-,-,-,-,-,-,-0.120,-0.160,70.800,-
'1:17:00.456',-,-,-,-,-,-,-0.120,-0.160,70.800,-
'1:17:00.464',-,-,-,-,-,-,-0.120,-0.160,70.800,-
'1:17:00.472',-,-,-,-,-,-,-0.144,-0.160,69.600,-
'1:17:00.480',-,-,-,-,-,-,-0.144,-0.208,69.600,-
'1:17:00.488',-,-,-,-,-,-,-0.120,-0.160,68.400,-
'1:17:00.496',-,-,-,-,-,-,-0.144,-0.160,68.400,-
'1:17:00.504',-,-,-,-,-,-,-0.144,-0.184,68.400,-
'1:17:00.512',-,-,-,-,-,-,-0.144,-0.160,67.200,-
'1:17:00.520',-,-,-,-,-,-,-0.144,-0.160,67.200,-
'1:17:00.528',-,-,-,-,-,-,-0.144,-0.184,66.000,-
'1:17:00.536',-,-,-,-,-,-,-0.120,-0.136,66.000,-
'1:17:00.544',-,-,-,-,-,-,-0.144,-0.160,64.800,-
'1:17:00.552',-,-,-,-,-,-,-0.120,-0.160,64.800,-
'1:17:00.560',-,-,-,-,-,-,-0.104,-0.112,64.800,-
'1:17:00.568',-,-,-,-,-,-,-0.104,-0.088,63.600,-
'1:17:00.576',-,-,-,-,-,-,-0.080,-0.112,63.600,-
'1:17:00.584',-,-,-,-,-,-,-0.104,-0.112,63.600,-
'1:17:00.592',-,-,-,-,-,-,-0.104,-0.088,62.400,-
'1:17:00.600',-,-,-,-,-,-,-0.104,-0.112,62.400,-
'1:17:00.608',-,-,-,-,-,-,-0.120,-0.088,62.400,-
'1:17:00.616',-,-,-,-,-,-,-0.120,-0.160,62.400,-
'1:17:00.624',-,-,-,-,-,-,-0.120,-0.136,61.200,-
'1:17:00.632',-,-,-,-,-,-,-0.120,-0.112,61.200,-
'1:17:00.640',-,-,-,-,-,-,-0.120,-0.112,61.200,-
'1:17:00.648',-,-,-,-,-,-,-0.104,-0.112,61.200,-
'1:17:00.656',-,-,-,-,-,-,-0.120,-0.112,61.200,-
'1:17:00.664',-,-,-,-,-,-,-0.120,-0.136,61.200,-
'1:17:00.672',-,-,-,-,-,-,-0.120,-0.160,61.200,-
'1:17:00.680',-,-,-,-,-,-,-0.120,-0.112,61.200,-
'1:17:00.688',-,-,-,-,-,-,-0.120,-0.160,61.200,-
'1:17:00.696',-,-,-,-,-,-,-0.120,-0.112,61.200,-
'1:17:00.704',-,-,-,-,-,-,-0.144,-0.160,60.000,-
'1:17:00.712',-,-,-,-,-,-,-0.120,-0.160,60.000,-
'1:17:00.720',-,-,-,-,-,-,-0.056,-0.112,58.800,-
'1:17:00.728',-,-,-,-,-,-,0.016,-0.016,58.800,-
'1:17:00.736',-,-,-,-,-,-,0.080,0.040,58.800,-
'1:17:00.744',-,-,-,-,-,-,0.000,0.088,57.600,-
'1:17:00.752',-,-,-,-,-,-,-0.248,-0.040,57.600,-
'1:17:00.760',-,-,-,-,-,-,-0.552,-0.416,57.600,-
'1:17:00.768',-,-,-,-,-,-,-0.616,-0.760,56.400,-
'1:17:00.776',-,-,-,-,-,-,-0.488,-0.552,56.400,-
'1:17:00.784',-,-,-,-,-,-,-0.360,-0.392,55.200,-
'1:17:00.792',-,-,-,-,-,-,-0.296,-0.296,55.200,-
'1:17:00.800',-,-,-,-,-,-,-0.232,-0.208,54.000,-
'1:17:00.808',-,-,-,-,-,-,-0.184,-0.160,54.000,-
'1:17:00.816',-,-,-,-,-,-,-0.168,-0.136,55.200,-
'1:17:00.824',-,-,-,-,-,-,-0.168,-0.160,56.400,-
'1:17:00.832',-,-,-,-,-,-,-0.144,-0.160,58.800,-
'1:17:00.840',-,-,-,-,-,-,-0.120,-0.160,62.400,-
'1:17:00.848',-,-,-,-,-,-,-0.104,-0.136,68.400,-
'1:17:00.856',-,-,-,-,-,-,-0.104,-0.112,75.600,-
'1:17:00.864',-,-,-,-,-,-,-0.104,-0.112,81.600,-
'1:17:00.872',-,-,-,-,-,-,-0.080,-0.112,85.200,-
'1:17:00.880',-,-,-,-,-,-,-0.056,-0.088,87.600,-
'1:17:00.888',-,-,-,-,-,-,-0.040,-0.040,88.800,-
'1:17:00.896',-,-,-,-,-,-,-0.016,0.000,91.200,-
'1:17:00.904',-,-,-,-,-,-,0.000,0.000,92.400,-
'1:17:00.912',-,-,-,-,-,-,0.016,0.040,93.600,-
'1:17:00.920',-,-,-,-,-,-,0.040,0.088,94.800,-
'1:17:00.928',-,-,-,-,-,-,0.056,0.088,94.800,-
'1:17:00.936',-,-,-,-,-,-,0.080,0.136,94.800,-
'1:17:00.944',-,-,-,-,-,-,0.144,0.160,96.000,-
'1:17:00.952',-,-,-,-,-,-,0.208,0.248,96.000,-
'1:17:00.960',-,-,-,-,-,-,0.248,0.296,96.000,-
'1:17:00.968',-,-,-,-,-,-,0.312,0.344,94.800,-
'1:17:00.976',-,-,-,-,-,-,0.400,0.440,94.800,-
'1:17:00.984',-,-,-,-,-,-,0.488,0.528,93.600,-
'1:17:00.992',-,-,-,-,-,-,0.552,0.600,93.600,-
'1:17:01.000',-,-,-,-,-,-,0.592,0.648,92.400,-
'1:17:01.008',-,-,-,-,-,-,0.592,0.672,91.200,-
'1:17:01.016',-,-,-,-,-,-,0.592,0.672,90.000,-
'1:17:01.024',-,-,-,-,-,-,0.528,0.648,88.800,-
'1:17:01.032',-,-,-,-,-,-,0.440,0.552,87.600,-
'1:17:01.040',-,-,-,-,-,-,0.336,0.440,86.400,-
'1:17:01.048',-,-,-,-,-,-,0.248,0.344,84.000,-
'1:17:01.056',-,-,-,-,-,-,0.184,0.248,80.400,-
'1:17:01.064',-,-,-,-,-,-,0.144,0.232,78.000,-
'1:17:01.072',-,-,-,-,-,-,0.104,0.160,75.600,-
