'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:10:34.576',-,0.200,-,-,-0.080,-,85.920,-
'35:10:34.584',-,0.200,-,-,-0.112,-,83.520,-
'35:10:34.592',-,0.200,-,-,-0.136,-,81.120,-
'35:10:34.600',-,0.200,-,-,-0.136,-,78.720,-
'35:10:34.608',-,0.200,-,-,-0.128,-,76.320,-
'35:10:34.616',-,0.136,-,-,-0.112,-,73.920,-
'35:10:34.624',-,0.096,-,-,-0.080,-,72.960,-
'35:10:34.632',-,0.032,-,-,-0.064,-,71.520,-
'35:10:34.640',-,0.000,-,-,-0.024,-,71.520,-
'35:10:34.648',-,-0.032,-,-,-0.016,-,70.560,-
'35:10:34.656',-,-0.064,-,-,-0.008,-,70.560,-
'35:10:34.664',-,-0.064,-,-,-0.016,-,70.560,-
'35:10:34.672',-,-0.064,-,-,-0.008,-,71.520,-
'35:10:34.680',-,-0.064,-,-,-0.016,-,71.520,-
'35:10:34.688',-,-0.064,-,-,-0.008,-,71.520,-
'35:10:34.696',-,-0.064,-,-,-0.016,-,71.520,-
'35:10:34.704',-,-0.064,-,-,0.000,-,71.520,-
'35:10:34.712',-,-0.064,-,-,-0.008,-,71.520,-
'35:10:34.720',-,-0.032,-,-,0.000,-,71.520,-
'35:10:34.728',-,-0.064,-,-,-0.008,-,71.520,-
'35:10:34.736',-,-0.064,-,-,0.000,-,71.520,-
'35:10:34.744',-,-0.032,-,-,0.000,-,71.520,-
'35:10:34.752',-,-0.064,-,-,0.000,-,71.520,-
'35:10:34.760',-,-0.032,-,-,-0.008,-,71.520,-
'35:10:34.768',-,0.000,-,-,0.000,-,70.560,-
'35:10:34.776',-,0.136,-,-,-0.040,-,70.560,-
'35:10:34.784',-,0.200,-,-,-0.072,-,69.120,-
'35:10:34.792',-,0.168,-,-,-0.080,-,69.120,-
'35:10:34.800',-,0.136,-,-,-0.136,-,69.120,-
'35:10:34.808',-,0.168,-,-,-0.176,-,68.160,-
'35:10:34.816',-,0.136,-,-,-0.144,-,68.160,-
'35:10:34.824',-,0.168,-,-,-0.152,-,66.720,-
'35:10:34.832',-,0.096,-,-,-0.144,-,66.720,-
'35:10:34.840',-,0.000,-,-,-0.128,-,65.760,-
'35:10:34.848',-,-0.168,-,-,-0.080,-,65.760,-
'35:10:34.856',-,-0.376,-,-,-0.032,-,64.320,-
'35:10:34.864',-,-0.544,-,-,0.016,-,64.320,-
'35:10:34.872',-,-0.616,-,-,0.072,-,64.320,-
'35:10:34.880',-,-0.544,-,-,0.096,-,64.320,-
'35:10:34.888',-,-0.376,-,-,0.080,-,63.360,-
'35:10:34.896',-,-0.240,-,-,0.072,-,63.360,-
'35:10:34.904',-,-0.136,-,-,0.048,-,63.360,-
'35:10:34.912',-,-0.096,-,-,0.064,-,63.360,-
'35:10:34.920',-,-0.064,-,-,0.048,-,63.360,-
'35:10:34.928',-,-0.096,-,-,0.072,-,63.360,-
'35:10:34.936',-,-0.064,-,-,0.072,-,61.920,-
'35:10:34.944',-,-0.064,-,-,0.072,-,61.920,-
'35:10:34.952',-,-0.064,-,-,0.072,-,61.920,-
'35:10:34.960',-,-0.064,-,-,0.080,-,63.360,-
'35:10:34.968',-,-0.064,-,-,0.072,-,63.360,-
'35:10:34.976',-,-0.064,-,-,0.072,-,65.760,-
'35:10:34.984',-,-0.064,-,-,0.080,-,68.160,-
'35:10:34.992',-,-0.064,-,-,0.072,-,70.560,-
'35:10:35.000',-,-0.064,-,-,0.080,-,73.920,-
'35:10:35.008',-,-0.064,-,-,0.088,-,77.760,-
'35:10:35.016',-,-0.064,-,-,0.088,-,80.160,-
'35:10:35.024',-,-0.032,-,-,0.096,-,83.520,-
'35:10:35.032',-,-0.032,-,-,0.088,-,87.360,-
'35:10:35.040',-,0.000,-,-,0.088,-,89.760,-
'35:10:35.048',-,0.000,-,-,0.080,-,92.160,-
'35:10:35.056',-,0.000,-,-,0.072,-,93.120,-
'35:10:35.064',-,0.032,-,-,0.072,-,95.520,-
'35:10:35.072',-,0.064,-,-,0.032,-,95.520,-
'35:10:35.080',-,0.064,-,-,0.024,-,96.960,-
'35:10:35.088',-,0.096,-,-,0.008,-,96.960,-
'35:10:35.096',-,0.136,-,-,0.000,-,95.520,-
'35:10:35.104',-,0.136,-,-,-0.016,-,94.560,-
'35:10:35.112',-,0.096,-,-,-0.016,-,93.120,-
'35:10:35.120',-,0.064,-,-,-0.024,-,92.160,-
'35:10:35.128',-,0.064,-,-,-0.032,-,89.760,-
'35:10:35.136',-,0.064,-,-,-0.024,-,87.360,-
'35:10:35.144',-,0.064,-,-,-0.016,-,84.960,-
'35:10:35.152',-,0.096,-,-,-0.024,-,81.120,-
'35:10:35.160',-,0.136,-,-,-0.016,-,78.720,-
'35:10:35.168',-,0.136,-,-,-0.072,-,76.320,-
'35:10:35.176',-,0.168,-,-,-0.096,-,73.920,-
'35:10:35.184',-,0.200,-,-,-0.112,-,71.520,-
'35:10:35.192',-,0.168,-,-,-0.112,-,70.560,-
'35:10:35.200',-,0.168,-,-,-0.096,-,69.120,-
'35:10:35.208',-,0.096,-,-,-0.080,-,68.160,-
'35:10:35.216',-,0.032,-,-,-0.064,-,68.160,-
'35:10:35.224',-,0.000,-,-,-0.032,-,68.160,-
'35:10:35.232',-,-0.032,-,-,-0.008,-,68.160,-
'35:10:35.240',-,-0.064,-,-,0.000,-,68.160,-
'35:10:35.248',-,-0.064,-,-,0.000,-,68.160,-
'35:10:35.256',-,-0.064,-,-,0.000,-,69.120,-
'35:10:35.264',-,-0.064,-,-,0.000,-,69.120,-
