'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'34:16:26.152',-0.056,-,-,57.600
'34:16:26.160',-0.048,-,-,57.600
'34:16:26.168',-0.040,-,-,58.400
'34:16:26.176',-0.040,-,-,58.400
'34:16:26.184',-0.040,-,-,58.400
'34:16:26.192',-0.032,-,-,58.400
'34:16:26.200',-0.032,-,-,58.400
'34:16:26.208',-0.032,-,-,58.400
'34:16:26.216',-0.040,-,-,58.400
'34:16:26.224',-0.040,-,-,58.400
'34:16:26.232',-0.048,-,-,57.600
'34:16:26.240',-0.056,-,-,57.600
'34:16:26.248',-0.056,-,-,57.600
'34:16:26.256',-0.064,-,-,56.800
'34:16:26.264',-0.080,-,-,56.800
'34:16:26.272',-0.088,-,-,56.000
'34:16:26.280',-0.088,-,-,56.000
'34:16:26.288',-0.080,-,-,56.000
'34:16:26.296',-0.072,-,-,55.200
'34:16:26.304',-0.064,-,-,55.200
'34:16:26.312',-0.064,-,-,54.400
'34:16:26.320',-0.048,-,-,54.400
'34:16:26.328',0.000,-,-,54.400
'34:16:26.336',0.112,-,-,53.600
'34:16:26.344',0.264,-,-,53.600
'34:16:26.352',0.384,-,-,53.600
'34:16:26.360',0.416,-,-,52.800
'34:16:26.368',0.400,-,-,52.800
'34:16:26.376',0.344,-,-,52.000
'34:16:26.384',0.224,-,-,52.000
'34:16:26.392',0.080,-,-,52.000
'34:16:26.400',-0.016,-,-,51.200
'34:16:26.408',-0.064,-,-,51.200
'34:16:26.416',-0.072,-,-,51.200
'34:16:26.424',-0.064,-,-,50.400
'34:16:26.432',-0.056,-,-,50.400
'34:16:26.440',-0.048,-,-,50.400
'34:16:26.448',-0.040,-,-,49.600
'34:16:26.456',-0.040,-,-,49.600
'34:16:26.464',-0.040,-,-,49.600
'34:16:26.472',-0.040,-,-,49.600
'34:16:26.480',-0.040,-,-,49.600
'34:16:26.488',-0.040,-,-,49.600
'34:16:26.496',-0.040,-,-,50.400
'34:16:26.504',-0.032,-,-,52.000
'34:16:26.512',-0.032,-,-,54.400
'34:16:26.520',-0.032,-,-,58.400
'34:16:26.528',-0.032,-,-,62.400
'34:16:26.536',-0.032,-,-,67.200
'34:16:26.544',-0.016,-,-,72.800
'34:16:26.552',0.000,-,-,78.400
'34:16:26.560',0.008,-,-,84.000
'34:16:26.568',0.016,-,-,90.400
'34:16:26.576',0.032,-,-,95.200
'34:16:26.584',0.040,-,-,100.800
'34:16:26.592',0.048,-,-,104.800
'34:16:26.600',0.048,-,-,108.800
'34:16:26.608',0.056,-,-,112.000
'34:16:26.616',0.064,-,-,113.600
'34:16:26.624',0.064,-,-,115.200
'34:16:26.632',0.064,-,-,116.000
'34:16:26.640',0.056,-,-,116.000
'34:16:26.648',0.048,-,-,116.000
'34:16:26.656',0.032,-,-,115.200
'34:16:26.664',0.016,-,-,114.400
'34:16:26.672',0.008,-,-,112.800
'34:16:26.680',-0.008,-,-,111.200
'34:16:26.688',-0.024,-,-,109.600
'34:16:26.696',-0.040,-,-,107.200
'34:16:26.704',-0.040,-,-,104.800
'34:16:26.712',-0.048,-,-,101.600
'34:16:26.720',-0.048,-,-,98.400
'34:16:26.728',-0.040,-,-,94.400
'34:16:26.736',-0.040,-,-,91.200
