'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'35:34:05.072',-0.083,0.000,112.000,-
'35:34:05.080',0.000,0.049,111.200,-
'35:34:05.088',0.036,0.000,110.400,-
'35:34:05.096',-0.131,0.024,109.600,-
'35:34:05.104',0.000,0.000,108.800,-
'35:34:05.112',0.000,0.049,108.800,-
'35:34:05.120',0.000,0.049,108.000,-
'35:34:05.128',-0.083,0.073,107.200,-
'35:34:05.136',0.262,-0.244,106.400,-
'35:34:05.144',0.679,-0.573,105.600,-
'35:34:05.152',1.452,-1.024,104.800,-
'35:34:05.160',1.583,-1.073,104.000,-
'35:34:05.168',0.810,-0.659,103.200,-
'35:34:05.176',0.131,-0.183,102.400,-
'35:34:05.184',-0.036,0.024,100.800,-
'35:34:05.192',-0.226,0.183,100.000,-
'35:34:05.200',-0.262,0.159,99.200,-
'35:34:05.208',-0.226,0.183,97.600,-
'35:34:05.216',-0.179,0.159,96.800,-
'35:34:05.224',-0.226,0.183,95.200,-
'35:34:05.232',-0.226,0.159,93.600,-
'35:34:05.240',-0.262,0.220,92.000,-
'35:34:05.248',-0.131,0.159,90.400,-
'35:34:05.256',-0.179,0.220,88.800,-
'35:34:05.264',-0.083,0.134,88.000,-
'35:34:05.272',-0.179,0.110,88.000,-
'35:34:05.280',-0.083,0.134,87.200,-
'35:34:05.288',-0.131,0.159,88.000,-
'35:34:05.296',-0.083,0.159,89.600,-
'35:34:05.304',-0.179,0.110,94.400,-
'35:34:05.312',-0.226,0.159,100.800,-
'35:34:05.320',-0.036,0.110,107.200,-
'35:34:05.328',-0.179,0.073,110.400,-
'35:34:05.336',-0.083,0.073,112.000,-
'35:34:05.344',-0.036,0.073,112.800,-
'35:34:05.352',-0.083,0.073,113.600,-
'35:34:05.360',-0.036,0.049,115.200,-
'35:34:05.368',0.000,0.024,116.000,-
'35:34:05.376',-0.036,0.000,114.400,-
'35:34:05.384',0.000,0.000,112.800,-
'35:34:05.392',-0.083,0.000,112.000,-
'35:34:05.400',0.000,0.000,111.200,-
'35:34:05.408',-0.036,0.000,109.600,-
'35:34:05.416',0.000,-0.024,106.400,-
'35:34:05.424',-0.036,0.000,103.200,-
'35:34:05.432',-0.083,0.000,99.200,-
'35:34:05.440',-0.083,0.000,96.000,-
'35:34:05.448',-0.083,0.049,92.000,-
'35:34:05.456',-0.036,0.024,88.800,-
'35:34:05.464',-0.083,0.049,85.600,-
'35:34:05.472',-0.036,0.024,84.000,-
'35:34:05.480',-0.083,0.073,84.000,-
'35:34:05.488',0.000,0.024,83.200,-
'35:34:05.496',0.000,0.024,82.400,-
'35:34:05.504',-0.036,0.000,80.800,-
'35:34:05.512',0.000,0.024,78.400,-
'35:34:05.520',-0.036,0.000,77.600,-
'35:34:05.528',0.000,0.024,76.800,-
'35:34:05.536',-0.083,0.049,76.000,-
'35:34:05.544',0.000,0.000,75.200,-
'35:34:05.552',-0.036,-0.024,74.400,-
'35:34:05.560',0.000,-0.024,74.400,-
'35:34:05.568',-0.036,0.000,73.600,-
'35:34:05.576',0.000,0.000,73.600,-
'35:34:05.584',0.000,-0.049,72.800,-
'35:34:05.592',0.000,-0.049,72.000,-
'35:34:05.600',0.000,-0.024,72.000,-
'35:34:05.608',0.000,-0.049,71.200,-
'35:34:05.616',0.083,0.000,71.200,-
'35:34:05.624',0.083,0.000,70.400,-
'35:34:05.632',0.083,0.000,70.400,-
'35:34:05.640',0.083,0.000,69.600,-
'35:34:05.648',0.083,-0.024,69.600,-
'35:34:05.656',0.000,-0.049,68.800,-
'35:34:05.664',0.000,-0.024,68.800,-
'35:34:05.672',0.000,-0.073,68.000,-
'35:34:05.680',0.000,-0.049,68.000,-
'35:34:05.688',0.000,-0.024,67.200,-
'35:34:05.696',0.000,0.000,66.400,-
'35:34:05.704',0.000,0.000,66.400,-
'35:34:05.712',0.000,0.000,65.600,-
'35:34:05.720',-0.036,-0.024,65.600,-
'35:34:05.728',0.000,0.000,64.800,-
'35:34:05.736',0.000,-0.024,64.800,-
'35:34:05.744',0.000,-0.024,64.000,-
'35:34:05.752',0.000,-0.024,64.000,-
'35:34:05.760',0.000,0.000,63.200,-
'35:34:05.768',0.000,-0.024,63.200,-
'35:34:05.776',0.131,-0.134,62.400,-
'35:34:05.784',0.500,-0.488,62.400,-
'35:34:05.792',1.000,-0.854,61.600,-
'35:34:05.800',1.262,-0.988,61.600,-
'35:34:05.808',0.857,-0.720,60.800,-
'35:34:05.816',0.262,-0.354,60.800,-
'35:34:05.824',0.000,-0.134,60.800,-
'35:34:05.832',-0.083,0.000,60.800,-
'35:34:05.840',-0.083,0.049,60.000,-
'35:34:05.848',-0.036,0.073,60.000,-
'35:34:05.856',-0.036,0.049,60.000,-
'35:34:05.864',-0.083,0.049,59.200,-
'35:34:05.872',0.000,0.049,59.200,-
'35:34:05.880',-0.036,0.049,59.200,-
'35:34:05.888',0.000,0.049,59.200,-
'35:34:05.896',0.000,0.049,59.200,-
'35:34:05.904',0.000,0.049,60.800,-
'35:34:05.912',0.036,0.049,64.000,-
'35:34:05.920',0.036,0.024,71.200,-
'35:34:05.928',0.000,0.024,81.600,-
'35:34:05.936',0.036,0.000,92.800,-
'35:34:05.944',0.083,0.000,100.000,-
'35:34:05.952',0.083,0.000,102.400,-
'35:34:05.960',0.083,0.000,102.400,-
'35:34:05.968',0.083,0.000,104.800,-
'35:34:05.976',0.083,0.000,108.000,-
'35:34:05.984',0.083,0.000,110.400,-
'35:34:05.992',0.131,-0.049,112.000,-
'35:34:06.000',0.131,-0.024,112.000,-
'35:34:06.008',0.083,-0.049,113.600,-
'35:34:06.016',0.179,-0.049,115.200,-
'35:34:06.024',0.179,-0.073,116.800,-
'35:34:06.032',0.179,-0.134,116.800,-
'35:34:06.040',0.179,-0.134,116.000,-
'35:34:06.048',0.179,-0.110,115.200,-
'35:34:06.056',0.131,-0.134,114.400,-
'35:34:06.064',0.179,-0.134,112.800,-
'35:34:06.072',0.179,-0.134,111.200,-
'35:34:06.080',0.179,-0.134,108.000,-
'35:34:06.088',0.179,-0.159,105.600,-
'35:34:06.096',0.179,-0.134,102.400,-
'35:34:06.104',0.226,-0.134,98.400,-
'35:34:06.112',0.179,-0.110,94.400,-
'35:34:06.120',0.226,-0.110,91.200,-
'35:34:06.128',0.262,-0.110,88.800,-
'35:34:06.136',0.179,-0.073,87.200,-
'35:34:06.144',0.262,-0.049,86.400,-
'35:34:06.152',0.310,-0.049,85.600,-
'35:34:06.160',0.357,-0.110,84.000,-
'35:34:06.168',0.405,-0.134,82.400,-
'35:34:06.176',0.357,-0.134,80.800,-
'35:34:06.184',0.357,-0.159,80.000,-
'35:34:06.192',0.357,-0.159,79.200,-
'35:34:06.200',0.310,-0.183,78.400,-
'35:34:06.208',0.262,-0.183,77.600,-
'35:34:06.216',0.310,-0.159,76.000,-
'35:34:06.224',0.310,-0.159,76.000,-
'35:34:06.232',0.310,-0.159,75.200,-
'35:34:06.240',0.357,-0.159,75.200,-
'35:34:06.248',0.262,-0.159,74.400,-
'35:34:06.256',0.310,-0.134,73.600,-
'35:34:06.264',0.310,-0.159,73.600,-
'35:34:06.272',0.310,-0.183,72.800,-
'35:34:06.280',0.310,-0.159,72.800,-
'35:34:06.288',0.357,-0.134,72.000,-
'35:34:06.296',0.310,-0.134,72.000,-
'35:34:06.304',0.405,-0.159,71.200,-
'35:34:06.312',0.536,-0.268,71.200,-
'35:34:06.320',0.857,-0.549,70.400,-
'35:34:06.328',1.310,-0.854,70.400,-
'35:34:06.336',1.405,-0.988,69.600,-
'35:34:06.344',0.905,-0.720,68.800,-
'35:34:06.352',0.500,-0.415,68.800,-
'35:34:06.360',0.262,-0.220,68.000,-
'35:34:06.368',0.179,-0.110,67.200,-
'35:34:06.376',0.226,-0.049,67.200,-
'35:34:06.384',0.262,-0.049,66.400,-
'35:34:06.392',0.226,-0.049,66.400,-
'35:34:06.400',0.179,-0.049,65.600,-
'35:34:06.408',0.262,-0.049,65.600,-
'35:34:06.416',0.262,-0.049,64.800,-
'35:34:06.424',0.226,-0.073,64.800,-
'35:34:06.432',0.262,-0.049,64.800,-
'35:34:06.440',0.262,-0.110,64.800,-
'35:34:06.448',0.310,-0.110,64.800,-
'35:34:06.456',0.262,-0.134,64.800,-
'35:34:06.464',0.262,-0.134,64.800,-
'35:34:06.472',0.262,-0.134,66.400,-
'35:34:06.480',0.262,-0.134,68.800,-
'35:34:06.488',0.357,-0.134,73.600,-
'35:34:06.496',0.310,-0.134,79.200,-
'35:34:06.504',0.357,-0.159,83.200,-
'35:34:06.512',0.310,-0.134,85.600,-
'35:34:06.520',0.357,-0.159,88.000,-
'35:34:06.528',0.357,-0.159,90.400,-
'35:34:06.536',0.357,-0.183,92.000,-
'35:34:06.544',0.310,-0.183,93.600,-
'35:34:06.552',0.310,-0.183,93.600,-
'35:34:06.560',0.357,-0.183,94.400,-
'35:34:06.568',0.310,-0.220,94.400,-
'35:34:06.576',0.262,-0.220,94.400,-
'35:34:06.584',0.310,-0.183,93.600,-
'35:34:06.592',0.262,-0.244,92.800,-
'35:34:06.600',0.310,-0.183,90.400,-
'35:34:06.608',0.262,-0.220,88.800,-
'35:34:06.616',0.310,-0.183,85.600,-
'35:34:06.624',0.310,-0.183,83.200,-
'35:34:06.632',0.262,-0.159,80.000,-
'35:34:06.640',0.357,-0.159,77.600,-
'35:34:06.648',0.310,-0.134,76.000,-
'35:34:06.656',0.262,-0.159,75.200,-
'35:34:06.664',0.357,-0.134,76.000,-
'35:34:06.672',0.357,-0.159,75.200,-
'35:34:06.680',0.357,-0.159,73.600,-
'35:34:06.688',0.357,-0.159,72.000,-
'35:34:06.696',0.357,-0.159,70.400,-
'35:34:06.704',0.357,-0.183,70.400,-
'35:34:06.712',0.452,-0.159,70.400,-
'35:34:06.720',0.500,-0.159,69.600,-
'35:34:06.728',0.452,-0.183,68.800,-
'35:34:06.736',0.405,-0.244,68.000,-
'35:34:06.744',0.357,-0.220,68.000,-
'35:34:06.752',0.405,-0.244,67.200,-
'35:34:06.760',0.405,-0.244,67.200,-
'35:34:06.768',0.357,-0.244,66.400,-
'35:34:06.776',0.357,-0.244,66.400,-
'35:34:06.784',0.310,-0.244,66.400,-
'35:34:06.792',0.262,-0.244,65.600,-
'35:34:06.800',0.310,-0.220,65.600,-
'35:34:06.808',0.262,-0.220,64.800,-
'35:34:06.816',0.310,-0.244,64.800,-
'35:34:06.824',0.357,-0.220,64.800,-
'35:34:06.832',0.262,-0.220,64.000,-
'35:34:06.840',0.262,-0.244,64.000,-
'35:34:06.848',0.310,-0.183,64.000,-
'35:34:06.856',0.262,-0.220,63.200,-
'35:34:06.864',0.310,-0.183,63.200,-
'35:34:06.872',0.405,-0.329,63.200,-
'35:34:06.880',0.679,-0.549,63.200,-
'35:34:06.888',1.179,-0.915,62.400,-
'35:34:06.896',1.310,-1.073,62.400,-
'35:34:06.904',1.083,-0.915,61.600,-
'35:34:06.912',0.500,-0.549,61.600,-
'35:34:06.920',0.262,-0.329,61.600,-
'35:34:06.928',0.131,-0.183,60.800,-
'35:34:06.936',0.083,-0.134,60.800,-
'35:34:06.944',0.131,-0.110,60.800,-
'35:34:06.952',0.179,-0.134,60.000,-
'35:34:06.960',0.083,-0.110,60.000,-
'35:34:06.968',0.131,-0.110,60.000,-
'35:34:06.976',0.083,-0.110,60.000,-
'35:34:06.984',0.179,-0.110,60.000,-
'35:34:06.992',0.131,-0.110,60.800,-
'35:34:07.000',0.131,-0.134,61.600,-
'35:34:07.008',0.179,-0.110,64.800,-
'35:34:07.016',0.179,-0.134,70.400,-
'35:34:07.024',0.131,-0.110,79.200,-
'35:34:07.032',0.179,-0.134,89.600,-
'35:34:07.040',0.179,-0.134,96.800,-
'35:34:07.048',0.179,-0.110,100.000,-
'35:34:07.056',0.179,-0.134,101.600,-
'35:34:07.064',0.179,-0.134,103.200,-
'35:34:07.072',0.179,-0.134,106.400,-
'35:34:07.080',0.179,-0.134,109.600,-
'35:34:07.088',0.179,-0.159,110.400,-
'35:34:07.096',0.131,-0.134,111.200,-
'35:34:07.104',0.179,-0.183,112.000,-
'35:34:07.112',0.226,-0.183,113.600,-
'35:34:07.120',0.179,-0.183,114.400,-
'35:34:07.128',0.179,-0.220,115.200,-
'35:34:07.136',0.131,-0.220,114.400,-
'35:34:07.144',0.179,-0.183,114.400,-
'35:34:07.152',0.179,-0.244,113.600,-
'35:34:07.160',0.179,-0.183,112.000,-
'35:34:07.168',0.226,-0.183,110.400,-
'35:34:07.176',0.179,-0.183,108.000,-
'35:34:07.184',0.179,-0.183,105.600,-
'35:34:07.192',0.179,-0.159,102.400,-
'35:34:07.200',0.179,-0.134,99.200,-
'35:34:07.208',0.179,-0.159,95.200,-
'35:34:07.216',0.179,-0.134,92.000,-
'35:34:07.224',0.179,-0.134,88.800,-
'35:34:07.232',0.226,-0.134,87.200,-
'35:34:07.240',0.179,-0.134,86.400,-
'35:34:07.248',0.179,-0.134,86.400,-
'35:34:07.256',0.179,-0.134,85.600,-
'35:34:07.264',0.262,-0.134,83.200,-
'35:34:07.272',0.262,-0.110,81.600,-
'35:34:07.280',0.262,-0.110,80.000,-
'35:34:07.288',0.310,-0.134,80.000,-
'35:34:07.296',0.262,-0.134,79.200,-
'35:34:07.304',0.262,-0.159,77.600,-
'35:34:07.312',0.226,-0.159,76.800,-
'35:34:07.320',0.226,-0.183,76.000,-
'35:34:07.328',0.179,-0.159,76.000,-
'35:34:07.336',0.262,-0.183,75.200,-
'35:34:07.344',0.226,-0.134,75.200,-
'35:34:07.352',0.179,-0.134,74.400,-
'35:34:07.360',0.226,-0.134,73.600,-
'35:34:07.368',0.179,-0.134,73.600,-
'35:34:07.376',0.131,-0.134,72.800,-
'35:34:07.384',0.179,-0.134,72.800,-
'35:34:07.392',0.179,-0.134,72.000,-
'35:34:07.400',0.179,-0.134,72.000,-
'35:34:07.408',0.179,-0.159,71.200,-
'35:34:07.416',0.179,-0.134,71.200,-
'35:34:07.424',0.131,-0.110,70.400,-
'35:34:07.432',0.262,-0.183,70.400,-
'35:34:07.440',0.452,-0.354,69.600,-
'35:34:07.448',0.857,-0.720,69.600,-
'35:34:07.456',1.262,-0.963,68.800,-
'35:34:07.464',1.310,-0.988,68.800,-
'35:34:07.472',0.583,-0.549,68.000,-
'35:34:07.480',0.226,-0.305,67.200,-
'35:34:07.488',0.036,-0.110,67.200,-
'35:34:07.496',0.000,0.000,67.200,-
'35:34:07.504',0.036,0.000,66.400,-
'35:34:07.512',0.000,0.000,66.400,-
'35:34:07.520',0.036,0.024,65.600,-
'35:34:07.528',0.000,0.000,65.600,-
'35:34:07.536',0.036,0.000,65.600,-
'35:34:07.544',0.000,0.000,65.600,-
'35:34:07.552',0.083,0.000,65.600,-
'35:34:07.560',0.000,0.000,66.400,-
'35:34:07.568',0.036,-0.024,68.000,-
'35:34:07.576',0.083,0.000,71.200,-
'35:34:07.584',0.083,0.000,77.600,-
