'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:47:19.576',-,0.032,-,-,0.048,-,84.960,-
'34:47:19.584',-,0.168,-,-,-0.024,-,83.520,-
'34:47:19.592',-,0.272,-,-,-0.088,-,82.560,-
'34:47:19.600',-,0.272,-,-,-0.112,-,81.120,-
'34:47:19.608',-,0.240,-,-,-0.208,-,80.160,-
'34:47:19.616',-,0.272,-,-,-0.256,-,78.720,-
'34:47:19.624',-,0.200,-,-,-0.232,-,78.720,-
'34:47:19.632',-,0.240,-,-,-0.208,-,77.760,-
'34:47:19.640',-,0.168,-,-,-0.200,-,77.760,-
'34:47:19.648',-,0.032,-,-,-0.176,-,76.320,-
'34:47:19.656',-,-0.064,-,-,-0.112,-,76.320,-
'34:47:19.664',-,-0.272,-,-,-0.088,-,76.320,-
'34:47:19.672',-,-0.448,-,-,-0.016,-,76.320,-
'34:47:19.680',-,-0.512,-,-,0.048,-,75.360,-
'34:47:19.688',-,-0.544,-,-,0.096,-,75.360,-
'34:47:19.696',-,-0.304,-,-,0.080,-,75.360,-
'34:47:19.704',-,-0.136,-,-,0.096,-,75.360,-
'34:47:19.712',-,0.000,-,-,0.104,-,73.920,-
'34:47:19.720',-,0.000,-,-,0.096,-,73.920,-
'34:47:19.728',-,0.000,-,-,0.072,-,73.920,-
'34:47:19.736',-,0.000,-,-,0.104,-,73.920,-
'34:47:19.744',-,0.000,-,-,0.112,-,73.920,-
'34:47:19.752',-,0.000,-,-,0.104,-,73.920,-
'34:47:19.760',-,0.000,-,-,0.096,-,75.360,-
'34:47:19.768',-,0.000,-,-,0.104,-,77.760,-
'34:47:19.776',-,0.032,-,-,0.112,-,80.160,-
'34:47:19.784',-,0.000,-,-,0.136,-,83.520,-
'34:47:19.792',-,0.000,-,-,0.128,-,88.320,-
'34:47:19.800',-,0.064,-,-,0.104,-,92.160,-
'34:47:19.808',-,0.032,-,-,0.128,-,96.960,-
'34:47:19.816',-,0.064,-,-,0.112,-,101.760,-
'34:47:19.824',-,0.032,-,-,0.144,-,106.560,-
'34:47:19.832',-,0.096,-,-,0.112,-,109.920,-
'34:47:19.840',-,0.096,-,-,0.096,-,112.320,-
'34:47:19.848',-,0.136,-,-,0.136,-,114.720,-
'34:47:19.856',-,0.136,-,-,0.088,-,116.160,-
'34:47:19.864',-,0.200,-,-,0.072,-,116.160,-
'34:47:19.872',-,0.200,-,-,0.032,-,116.160,-
'34:47:19.880',-,0.272,-,-,0.032,-,114.720,-
'34:47:19.888',-,0.240,-,-,0.008,-,113.760,-
'34:47:19.896',-,0.240,-,-,0.000,-,111.360,-
'34:47:19.904',-,0.272,-,-,0.008,-,108.960,-
'34:47:19.912',-,0.304,-,-,-0.016,-,105.120,-
'34:47:19.920',-,0.304,-,-,0.000,-,101.760,-
'34:47:19.928',-,0.344,-,-,-0.032,-,99.360,-
'34:47:19.936',-,0.344,-,-,-0.088,-,95.520,-
'34:47:19.944',-,0.344,-,-,-0.112,-,92.160,-
'34:47:19.952',-,0.376,-,-,-0.096,-,88.320,-
'34:47:19.960',-,0.304,-,-,-0.112,-,84.960,-
'34:47:19.968',-,0.240,-,-,-0.080,-,82.560,-
'34:47:19.976',-,0.168,-,-,-0.064,-,80.160,-
'34:47:19.984',-,0.136,-,-,-0.040,-,77.760,-
'34:47:19.992',-,0.032,-,-,0.000,-,77.760,-
'34:47:20.000',-,0.000,-,-,0.016,-,77.760,-
'34:47:20.008',-,0.000,-,-,0.016,-,77.760,-
'34:47:20.016',-,0.000,-,-,0.000,-,78.720,-
'34:47:20.024',-,0.000,-,-,-0.008,-,80.160,-
'34:47:20.032',-,0.000,-,-,0.000,-,81.120,-
'34:47:20.040',-,0.000,-,-,-0.008,-,81.120,-
'34:47:20.048',-,0.000,-,-,0.000,-,82.560,-
'34:47:20.056',-,0.000,-,-,0.000,-,83.520,-
'34:47:20.064',-,0.000,-,-,0.016,-,84.960,-
'34:47:20.072',-,0.000,-,-,0.024,-,84.960,-
'34:47:20.080',-,0.032,-,-,-0.016,-,84.960,-
'34:47:20.088',-,0.000,-,-,0.000,-,84.960,-
'34:47:20.096',-,0.000,-,-,-0.016,-,84.960,-
'34:47:20.104',-,0.000,-,-,0.016,-,83.520,-
'34:47:20.112',-,0.032,-,-,0.000,-,83.520,-
'34:47:20.120',-,0.000,-,-,0.016,-,82.560,-
'34:47:20.128',-,0.096,-,-,-0.032,-,81.120,-
'34:47:20.136',-,0.240,-,-,-0.064,-,81.120,-
'34:47:20.144',-,0.304,-,-,-0.096,-,80.160,-
'34:47:20.152',-,0.344,-,-,-0.200,-,78.720,-
'34:47:20.160',-,0.272,-,-,-0.264,-,78.720,-
'34:47:20.168',-,0.272,-,-,-0.240,-,77.760,-
'34:47:20.176',-,0.304,-,-,-0.232,-,77.760,-
'34:47:20.184',-,0.304,-,-,-0.256,-,77.760,-
'34:47:20.192',-,0.168,-,-,-0.208,-,77.760,-
'34:47:20.200',-,0.000,-,-,-0.176,-,77.760,-
'34:47:20.208',-,-0.168,-,-,-0.128,-,77.760,-
'34:47:20.216',-,-0.408,-,-,-0.040,-,77.760,-
'34:47:20.224',-,-0.544,-,-,0.032,-,77.760,-
'34:47:20.232',-,-0.616,-,-,0.080,-,77.760,-
'34:47:20.240',-,-0.408,-,-,0.096,-,77.760,-
'34:47:20.248',-,-0.272,-,-,0.080,-,77.760,-
'34:47:20.256',-,-0.136,-,-,0.088,-,77.760,-
'34:47:20.264',-,-0.032,-,-,0.072,-,77.760,-
'34:47:20.272',-,-0.032,-,-,0.088,-,77.760,-
'34:47:20.280',-,0.000,-,-,0.072,-,77.760,-
'34:47:20.288',-,0.000,-,-,0.096,-,76.320,-
'34:47:20.296',-,0.000,-,-,0.080,-,76.320,-
'34:47:20.304',-,0.000,-,-,0.072,-,77.760,-
'34:47:20.312',-,0.000,-,-,0.088,-,78.720,-
'34:47:20.320',-,0.000,-,-,0.080,-,81.120,-
'34:47:20.328',-,0.000,-,-,0.088,-,83.520,-
'34:47:20.336',-,-0.032,-,-,0.144,-,88.320,-
'34:47:20.344',-,0.000,-,-,0.080,-,92.160,-
'34:47:20.352',-,0.000,-,-,0.104,-,96.960,-
'34:47:20.360',-,0.000,-,-,0.112,-,102.720,-
'34:47:20.368',-,0.000,-,-,0.128,-,106.560,-
