'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'35:21:09.576',-,-0.096,-,-,-0.088,-,59.520,-
'35:21:09.584',-,-0.304,-,-,-0.064,-,59.520,-
'35:21:09.592',-,-0.448,-,-,-0.008,-,59.520,-
'35:21:09.600',-,-0.544,-,-,0.032,-,58.560,-
'35:21:09.608',-,-0.544,-,-,0.080,-,58.560,-
'35:21:09.616',-,-0.376,-,-,0.096,-,58.560,-
'35:21:09.624',-,-0.240,-,-,0.072,-,58.560,-
'35:21:09.632',-,-0.136,-,-,0.064,-,57.120,-
'35:21:09.640',-,-0.064,-,-,0.048,-,57.120,-
'35:21:09.648',-,-0.064,-,-,0.072,-,57.120,-
'35:21:09.656',-,-0.064,-,-,0.072,-,57.120,-
'35:21:09.664',-,-0.064,-,-,0.080,-,57.120,-
'35:21:09.672',-,-0.032,-,-,0.088,-,57.120,-
'35:21:09.680',-,-0.032,-,-,0.072,-,57.120,-
'35:21:09.688',-,-0.032,-,-,0.080,-,57.120,-
'35:21:09.696',-,-0.032,-,-,0.088,-,57.120,-
'35:21:09.704',-,-0.032,-,-,0.080,-,59.520,-
'35:21:09.712',-,-0.032,-,-,0.080,-,60.960,-
'35:21:09.720',-,-0.032,-,-,0.080,-,63.360,-
'35:21:09.728',-,0.000,-,-,0.080,-,66.720,-
'35:21:09.736',-,-0.032,-,-,0.088,-,69.120,-
'35:21:09.744',-,0.000,-,-,0.096,-,72.960,-
'35:21:09.752',-,0.000,-,-,0.104,-,76.320,-
'35:21:09.760',-,0.000,-,-,0.096,-,80.160,-
'35:21:09.768',-,0.000,-,-,0.104,-,82.560,-
'35:21:09.776',-,0.000,-,-,0.088,-,84.960,-
'35:21:09.784',-,0.000,-,-,0.096,-,87.360,-
'35:21:09.792',-,0.032,-,-,0.072,-,89.760,-
'35:21:09.800',-,0.064,-,-,0.064,-,90.720,-
'35:21:09.808',-,0.064,-,-,0.048,-,90.720,-
'35:21:09.816',-,0.096,-,-,0.024,-,90.720,-
'35:21:09.824',-,0.136,-,-,0.032,-,90.720,-
'35:21:09.832',-,0.136,-,-,0.000,-,90.720,-
'35:21:09.840',-,0.136,-,-,-0.016,-,89.760,-
'35:21:09.848',-,0.096,-,-,-0.016,-,88.320,-
'35:21:09.856',-,0.096,-,-,-0.024,-,87.360,-
'35:21:09.864',-,0.064,-,-,-0.032,-,84.960,-
'35:21:09.872',-,0.064,-,-,-0.024,-,82.560,-
'35:21:09.880',-,0.064,-,-,-0.032,-,80.160,-
'35:21:09.888',-,0.136,-,-,-0.024,-,77.760,-
'35:21:09.896',-,0.136,-,-,-0.032,-,75.360,-
'35:21:09.904',-,0.168,-,-,-0.080,-,72.960,-
'35:21:09.912',-,0.200,-,-,-0.112,-,70.560,-
'35:21:09.920',-,0.200,-,-,-0.136,-,68.160,-
'35:21:09.928',-,0.240,-,-,-0.144,-,66.720,-
'35:21:09.936',-,0.200,-,-,-0.128,-,65.760,-
'35:21:09.944',-,0.168,-,-,-0.096,-,64.320,-
'35:21:09.952',-,0.096,-,-,-0.072,-,64.320,-
'35:21:09.960',-,0.032,-,-,-0.040,-,63.360,-
'35:21:09.968',-,0.000,-,-,-0.016,-,63.360,-
'35:21:09.976',-,0.000,-,-,-0.016,-,64.320,-
'35:21:09.984',-,-0.032,-,-,0.000,-,64.320,-
'35:21:09.992',-,-0.032,-,-,-0.008,-,64.320,-
'35:21:10.000',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.008',-,-0.032,-,-,-0.016,-,65.760,-
'35:21:10.016',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.024',-,-0.032,-,-,-0.008,-,65.760,-
'35:21:10.032',-,-0.032,-,-,0.000,-,66.720,-
'35:21:10.040',-,-0.064,-,-,-0.008,-,66.720,-
'35:21:10.048',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.056',-,-0.064,-,-,0.000,-,65.760,-
'35:21:10.064',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.072',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.080',-,-0.032,-,-,0.000,-,64.320,-
'35:21:10.088',-,-0.032,-,-,0.000,-,64.320,-
'35:21:10.096',-,0.000,-,-,-0.008,-,64.320,-
'35:21:10.104',-,0.096,-,-,-0.040,-,64.320,-
'35:21:10.112',-,0.168,-,-,-0.064,-,63.360,-
'35:21:10.120',-,0.136,-,-,-0.064,-,63.360,-
'35:21:10.128',-,0.064,-,-,-0.144,-,61.920,-
'35:21:10.136',-,0.096,-,-,-0.168,-,61.920,-
'35:21:10.144',-,0.136,-,-,-0.152,-,61.920,-
'35:21:10.152',-,0.136,-,-,-0.144,-,60.960,-
'35:21:10.160',-,0.064,-,-,-0.136,-,60.960,-
'35:21:10.168',-,-0.064,-,-,-0.128,-,60.960,-
'35:21:10.176',-,-0.200,-,-,-0.080,-,59.520,-
'35:21:10.184',-,-0.376,-,-,-0.032,-,59.520,-
'35:21:10.192',-,-0.512,-,-,0.000,-,59.520,-
'35:21:10.200',-,-0.584,-,-,0.048,-,58.560,-
'35:21:10.208',-,-0.480,-,-,0.088,-,58.560,-
'35:21:10.216',-,-0.376,-,-,0.080,-,58.560,-
'35:21:10.224',-,-0.200,-,-,0.064,-,58.560,-
'35:21:10.232',-,-0.096,-,-,0.048,-,57.120,-
'35:21:10.240',-,-0.064,-,-,0.064,-,57.120,-
'35:21:10.248',-,-0.064,-,-,0.048,-,57.120,-
'35:21:10.256',-,-0.064,-,-,0.072,-,57.120,-
'35:21:10.264',-,-0.064,-,-,0.080,-,57.120,-
'35:21:10.272',-,-0.064,-,-,0.080,-,57.120,-
'35:21:10.280',-,-0.064,-,-,0.072,-,57.120,-
'35:21:10.288',-,-0.032,-,-,0.072,-,57.120,-
'35:21:10.296',-,-0.064,-,-,0.072,-,57.120,-
'35:21:10.304',-,-0.032,-,-,0.072,-,59.520,-
'35:21:10.312',-,-0.064,-,-,0.080,-,60.960,-
'35:21:10.320',-,-0.064,-,-,0.080,-,64.320,-
'35:21:10.328',-,-0.032,-,-,0.088,-,66.720,-
'35:21:10.336',-,-0.032,-,-,0.088,-,69.120,-
'35:21:10.344',-,-0.032,-,-,0.088,-,72.960,-
'35:21:10.352',-,0.000,-,-,0.096,-,76.320,-
'35:21:10.360',-,0.000,-,-,0.088,-,78.720,-
'35:21:10.368',-,0.000,-,-,0.096,-,82.560,-
'35:21:10.376',-,0.000,-,-,0.088,-,84.960,-
'35:21:10.384',-,0.000,-,-,0.080,-,85.920,-
'35:21:10.392',-,0.032,-,-,0.072,-,87.360,-
'35:21:10.400',-,0.064,-,-,0.048,-,88.320,-
'35:21:10.408',-,0.064,-,-,0.032,-,89.760,-
'35:21:10.416',-,0.096,-,-,0.016,-,89.760,-
'35:21:10.424',-,0.136,-,-,0.000,-,88.320,-
'35:21:10.432',-,0.096,-,-,-0.008,-,88.320,-
'35:21:10.440',-,0.136,-,-,-0.016,-,87.360,-
'35:21:10.448',-,0.096,-,-,-0.024,-,84.960,-
'35:21:10.456',-,0.064,-,-,-0.032,-,83.520,-
'35:21:10.464',-,0.064,-,-,-0.032,-,81.120,-
'35:21:10.472',-,0.064,-,-,-0.024,-,78.720,-
'35:21:10.480',-,0.096,-,-,-0.032,-,76.320,-
'35:21:10.488',-,0.136,-,-,-0.024,-,73.920,-
'35:21:10.496',-,0.136,-,-,-0.064,-,71.520,-
'35:21:10.504',-,0.200,-,-,-0.096,-,69.120,-
'35:21:10.512',-,0.200,-,-,-0.128,-,66.720,-
'35:21:10.520',-,0.200,-,-,-0.144,-,65.760,-
'35:21:10.528',-,0.200,-,-,-0.128,-,64.320,-
'35:21:10.536',-,0.168,-,-,-0.112,-,63.360,-
'35:21:10.544',-,0.136,-,-,-0.080,-,63.360,-
'35:21:10.552',-,0.064,-,-,-0.064,-,61.920,-
'35:21:10.560',-,0.000,-,-,-0.024,-,61.920,-
'35:21:10.568',-,-0.032,-,-,-0.016,-,63.360,-
'35:21:10.576',-,-0.032,-,-,-0.008,-,63.360,-
'35:21:10.584',-,-0.064,-,-,-0.008,-,63.360,-
'35:21:10.592',-,-0.032,-,-,0.000,-,64.320,-
'35:21:10.600',-,-0.064,-,-,0.000,-,64.320,-
'35:21:10.608',-,-0.032,-,-,-0.008,-,64.320,-
'35:21:10.616',-,-0.064,-,-,0.000,-,65.760,-
'35:21:10.624',-,-0.032,-,-,0.000,-,65.760,-
'35:21:10.632',-,-0.064,-,-,0.000,-,65.760,-
'35:21:10.640',-,-0.064,-,-,0.000,-,65.760,-
'35:21:10.648',-,-0.064,-,-,0.000,-,65.760,-
'35:21:10.656',-,-0.032,-,-,0.000,-,64.320,-
'35:21:10.664',-,-0.064,-,-,0.000,-,64.320,-
'35:21:10.672',-,-0.032,-,-,0.000,-,64.320,-
'35:21:10.680',-,-0.064,-,-,0.000,-,63.360,-
'35:21:10.688',-,0.000,-,-,0.000,-,63.360,-
'35:21:10.696',-,0.064,-,-,-0.024,-,63.360,-
'35:21:10.704',-,0.136,-,-,-0.064,-,61.920,-
'35:21:10.712',-,0.136,-,-,-0.064,-,61.920,-
'35:21:10.720',-,0.064,-,-,-0.112,-,61.920,-
'35:21:10.728',-,0.096,-,-,-0.176,-,61.920,-
'35:21:10.736',-,0.064,-,-,-0.152,-,60.960,-
'35:21:10.744',-,0.136,-,-,-0.144,-,60.960,-
'35:21:10.752',-,0.096,-,-,-0.136,-,60.960,-
'35:21:10.760',-,0.000,-,-,-0.112,-,59.520,-
'35:21:10.768',-,-0.168,-,-,-0.088,-,59.520,-
'35:21:10.776',-,-0.344,-,-,-0.040,-,59.520,-
'35:21:10.784',-,-0.512,-,-,0.000,-,58.560,-
'35:21:10.792',-,-0.544,-,-,0.032,-,58.560,-
'35:21:10.800',-,-0.616,-,-,0.088,-,58.560,-
'35:21:10.808',-,-0.376,-,-,0.080,-,58.560,-
'35:21:10.816',-,-0.272,-,-,0.080,-,57.120,-
