'Elapsed time','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'13:12:15.352',-0.112,-,-,60.000,34.000
'13:12:15.360',-0.128,-,-,60.800,35.600
'13:12:15.368',-0.112,-,-,61.600,36.400
'13:12:15.376',-0.128,-,-,63.200,36.800
'13:12:15.384',-0.112,-,-,64.000,36.800
'13:12:15.392',-0.144,-,-,65.600,35.600
'13:12:15.400',-0.112,-,-,67.200,34.400
'13:12:15.408',-0.144,-,-,68.000,32.800
'13:12:15.416',-0.112,-,-,69.600,31.200
'13:12:15.424',-0.128,-,-,70.400,29.600
'13:12:15.432',-0.144,-,-,72.000,28.400
'13:12:15.440',-0.112,-,-,73.600,26.800
'13:12:15.448',-0.128,-,-,75.200,25.200
'13:12:15.456',-0.112,-,-,76.800,23.600
'13:12:15.464',-0.112,-,-,78.400,22.400
'13:12:15.472',-0.080,-,-,80.000,20.400
'13:12:15.480',-0.112,-,-,80.000,18.400
'13:12:15.488',-0.064,-,-,79.200,16.000
'13:12:15.496',-0.080,-,-,77.600,14.000
'13:12:15.504',-0.032,-,-,76.000,12.400
'13:12:15.512',-0.064,-,-,73.600,12.400
'13:12:15.520',-0.032,-,-,72.000,13.200
'13:12:15.528',-0.064,-,-,70.400,14.800
'13:12:15.536',-0.032,-,-,69.600,16.400
'13:12:15.544',-0.064,-,-,67.200,18.000
'13:12:15.552',-0.032,-,-,65.600,18.800
'13:12:15.560',-0.064,-,-,64.800,19.600
'13:12:15.568',-0.032,-,-,63.200,20.000
'13:12:15.576',-0.064,-,-,62.400,20.400
'13:12:15.584',-0.032,-,-,61.600,20.000
'13:12:15.592',-0.048,-,-,60.800,19.200
'13:12:15.600',-0.016,-,-,60.000,18.000
'13:12:15.608',-0.032,-,-,59.200,16.800
'13:12:15.616',-0.016,-,-,59.200,15.200
'13:12:15.624',-0.032,-,-,59.200,14.000
'13:12:15.632',-0.016,-,-,60.000,13.200
'13:12:15.640',0.000,-,-,60.800,13.200
'13:12:15.648',-0.016,-,-,61.600,13.200
'13:12:15.656',0.000,-,-,62.400,13.200
'13:12:15.664',-0.016,-,-,63.200,13.600
'13:12:15.672',-0.032,-,-,64.000,14.000
'13:12:15.680',-0.016,-,-,64.800,14.400
'13:12:15.688',0.000,-,-,66.400,14.800
'13:12:15.696',0.064,-,-,67.200,14.800
'13:12:15.704',0.096,-,-,68.800,14.400
'13:12:15.712',0.064,-,-,69.600,14.000
'13:12:15.720',0.048,-,-,71.200,13.600
'13:12:15.728',-0.032,-,-,72.000,13.200
'13:12:15.736',-0.128,-,-,72.800,12.800
'13:12:15.744',-0.288,-,-,74.400,12.400
'13:12:15.752',-0.368,-,-,75.200,12.400
'13:12:15.760',-0.320,-,-,76.800,12.400
'13:12:15.768',-0.416,-,-,77.600,12.000
'13:12:15.776',-0.736,-,-,78.400,12.000
'13:12:15.784',-0.768,-,-,79.200,12.000
