'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'34:25:31.152',0.000,-,-,96.800
'34:25:31.160',-0.008,-,-,93.600
'34:25:31.168',-0.016,-,-,90.400
'34:25:31.176',-0.016,-,-,86.400
'34:25:31.184',-0.032,-,-,83.200
'34:25:31.192',-0.032,-,-,80.000
'34:25:31.200',-0.040,-,-,76.800
'34:25:31.208',-0.048,-,-,74.400
'34:25:31.216',-0.048,-,-,72.000
'34:25:31.224',-0.048,-,-,70.400
'34:25:31.232',-0.040,-,-,68.800
'34:25:31.240',-0.032,-,-,68.000
'34:25:31.248',-0.032,-,-,67.200
'34:25:31.256',-0.032,-,-,67.200
'34:25:31.264',-0.024,-,-,67.200
'34:25:31.272',-0.016,-,-,67.200
'34:25:31.280',-0.016,-,-,67.200
'34:25:31.288',-0.016,-,-,67.200
'34:25:31.296',-0.016,-,-,68.000
'34:25:31.304',-0.016,-,-,68.000
'34:25:31.312',-0.024,-,-,68.000
'34:25:31.320',-0.040,-,-,68.000
'34:25:31.328',-0.048,-,-,68.000
'34:25:31.336',-0.056,-,-,68.000
'34:25:31.344',-0.056,-,-,68.000
'34:25:31.352',-0.056,-,-,68.000
'34:25:31.360',-0.056,-,-,67.200
'34:25:31.368',-0.064,-,-,67.200
'34:25:31.376',-0.072,-,-,66.400
'34:25:31.384',-0.072,-,-,65.600
'34:25:31.392',-0.080,-,-,65.600
'34:25:31.400',-0.072,-,-,64.800
'34:25:31.408',-0.072,-,-,64.000
'34:25:31.416',-0.064,-,-,64.000
'34:25:31.424',-0.056,-,-,63.200
'34:25:31.432',-0.056,-,-,62.400
'34:25:31.440',-0.048,-,-,62.400
'34:25:31.448',-0.040,-,-,61.600
'34:25:31.456',-0.040,-,-,61.600
'34:25:31.464',-0.032,-,-,60.800
'34:25:31.472',-0.032,-,-,60.800
'34:25:31.480',-0.032,-,-,60.000
'34:25:31.488',-0.032,-,-,60.000
'34:25:31.496',-0.032,-,-,59.200
'34:25:31.504',-0.040,-,-,59.200
'34:25:31.512',-0.040,-,-,58.400
'34:25:31.520',-0.048,-,-,58.400
'34:25:31.528',-0.048,-,-,57.600
'34:25:31.536',0.016,-,-,57.600
'34:25:31.544',0.144,-,-,56.800
'34:25:31.552',0.296,-,-,56.800
'34:25:31.560',0.400,-,-,56.000
'34:25:31.568',0.424,-,-,56.000
'34:25:31.576',0.392,-,-,55.200
'34:25:31.584',0.312,-,-,55.200
'34:25:31.592',0.176,-,-,55.200
'34:25:31.600',0.032,-,-,54.400
'34:25:31.608',-0.048,-,-,54.400
'34:25:31.616',-0.072,-,-,53.600
'34:25:31.624',-0.072,-,-,53.600
'34:25:31.632',-0.056,-,-,53.600
'34:25:31.640',-0.040,-,-,53.600
'34:25:31.648',-0.040,-,-,52.800
'34:25:31.656',-0.032,-,-,52.800
'34:25:31.664',-0.040,-,-,52.800
'34:25:31.672',-0.040,-,-,52.800
'34:25:31.680',-0.040,-,-,52.800
'34:25:31.688',-0.040,-,-,52.800
'34:25:31.696',-0.040,-,-,52.800
'34:25:31.704',-0.032,-,-,52.800
'34:25:31.712',-0.024,-,-,52.800
'34:25:31.720',-0.016,-,-,53.600
'34:25:31.728',-0.016,-,-,53.600
'34:25:31.736',-0.008,-,-,55.200
'34:25:31.744',-0.008,-,-,57.600
'34:25:31.752',-0.008,-,-,60.000
'34:25:31.760',-0.008,-,-,64.000
'34:25:31.768',0.000,-,-,68.000
'34:25:31.776',0.016,-,-,72.800
'34:25:31.784',0.032,-,-,76.800
'34:25:31.792',0.040,-,-,81.600
'34:25:31.800',0.048,-,-,86.400
'34:25:31.808',0.064,-,-,91.200
'34:25:31.816',0.064,-,-,95.200
'34:25:31.824',0.072,-,-,98.400
'34:25:31.832',0.072,-,-,101.600
'34:25:31.840',0.072,-,-,104.000
'34:25:31.848',0.064,-,-,105.600
'34:25:31.856',0.056,-,-,107.200
'34:25:31.864',0.040,-,-,107.200
'34:25:31.872',0.032,-,-,107.200
'34:25:31.880',0.016,-,-,106.400
'34:25:31.888',0.000,-,-,105.600
'34:25:31.896',-0.016,-,-,104.000
'34:25:31.904',-0.032,-,-,102.400
'34:25:31.912',-0.040,-,-,100.800
'34:25:31.920',-0.056,-,-,98.400
