'Elapsed time','I','II','III','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'5:50:50.240',-0.024,-,-,-,-0.020,-,64.800,30.800
'5:50:50.248',-0.032,-,-,-,-0.040,-,64.000,30.400
'5:50:50.256',-0.024,-,-,-,-0.020,-,63.200,30.200
'5:50:50.264',-0.032,-,-,-,-0.040,-,62.400,29.800
'5:50:50.272',-0.024,-,-,-,-0.020,-,61.600,29.600
'5:50:50.280',-0.032,-,-,-,-0.020,-,60.800,29.400
'5:50:50.288',-0.024,-,-,-,-0.040,-,60.800,29.200
'5:50:50.296',-0.016,-,-,-,-0.020,-,60.000,29.000
'5:50:50.304',-0.040,-,-,-,-0.040,-,60.000,28.800
'5:50:50.312',-0.024,-,-,-,-0.020,-,60.000,28.600
'5:50:50.320',-0.032,-,-,-,-0.020,-,60.000,28.400
'5:50:50.328',-0.024,-,-,-,-0.040,-,59.200,28.200
'5:50:50.336',-0.032,-,-,-,-0.020,-,59.200,28.000
'5:50:50.344',-0.024,-,-,-,-0.040,-,59.200,27.800
'5:50:50.352',-0.032,-,-,-,-0.020,-,58.400,27.800
'5:50:50.360',-0.024,-,-,-,-0.040,-,58.400,27.600
'5:50:50.368',-0.032,-,-,-,-0.020,-,58.400,27.400
'5:50:50.376',-0.024,-,-,-,-0.020,-,58.400,27.400
'5:50:50.384',-0.024,-,-,-,-0.040,-,57.600,27.400
'5:50:50.392',-0.016,-,-,-,-0.020,-,57.600,27.400
'5:50:50.400',-0.016,-,-,-,-0.040,-,57.600,27.400
'5:50:50.408',-0.016,-,-,-,-0.020,-,56.800,27.400
'5:50:50.416',-0.016,-,-,-,-0.020,-,56.800,27.400
'5:50:50.424',-0.008,-,-,-,-0.020,-,56.800,27.600
'5:50:50.432',-0.016,-,-,-,-0.020,-,56.800,27.800
'5:50:50.440',-0.016,-,-,-,-0.020,-,56.000,28.000
'5:50:50.448',-0.024,-,-,-,-0.020,-,56.000,28.200
'5:50:50.456',-0.016,-,-,-,-0.020,-,56.000,28.400
'5:50:50.464',-0.008,-,-,-,-0.020,-,55.200,28.400
'5:50:50.472',-0.016,-,-,-,-0.020,-,55.200,28.600
'5:50:50.480',-0.008,-,-,-,-0.020,-,54.400,28.600
'5:50:50.488',-0.016,-,-,-,-0.020,-,54.400,28.600
'5:50:50.496',-0.008,-,-,-,-0.020,-,54.400,28.600
'5:50:50.504',-0.016,-,-,-,-0.020,-,53.600,28.800
'5:50:50.512',-0.008,-,-,-,-0.020,-,53.600,29.000
'5:50:50.520',-0.016,-,-,-,-0.020,-,53.600,29.200
'5:50:50.528',-0.008,-,-,-,-0.020,-,52.800,29.400
'5:50:50.536',-0.016,-,-,-,-0.020,-,52.800,29.600
'5:50:50.544',-0.008,-,-,-,0.000,-,52.800,29.600
'5:50:50.552',-0.016,-,-,-,-0.020,-,52.800,29.600
'5:50:50.560',-0.008,-,-,-,-0.020,-,52.800,29.800
'5:50:50.568',-0.016,-,-,-,-0.020,-,52.800,29.800
'5:50:50.576',-0.008,-,-,-,0.000,-,52.800,30.000
'5:50:50.584',-0.016,-,-,-,-0.020,-,52.000,30.200
'5:50:50.592',-0.008,-,-,-,0.000,-,52.000,30.400
'5:50:50.600',-0.008,-,-,-,-0.020,-,52.000,30.600
'5:50:50.608',-0.008,-,-,-,0.000,-,52.000,30.800
'5:50:50.616',-0.016,-,-,-,-0.020,-,51.200,31.000
'5:50:50.624',-0.008,-,-,-,-0.020,-,51.200,31.400
'5:50:50.632',-0.008,-,-,-,-0.020,-,51.200,31.800
'5:50:50.640',-0.016,-,-,-,-0.020,-,51.200,32.200
'5:50:50.648',0.000,-,-,-,-0.020,-,51.200,32.400
'5:50:50.656',-0.008,-,-,-,-0.020,-,50.400,32.800
'5:50:50.664',0.000,-,-,-,-0.020,-,50.400,33.000
'5:50:50.672',-0.008,-,-,-,-0.020,-,50.400,33.400
'5:50:50.680',-0.008,-,-,-,-0.020,-,50.400,33.800
'5:50:50.688',-0.008,-,-,-,0.000,-,50.400,34.200
'5:50:50.696',-0.016,-,-,-,-0.020,-,50.400,34.600
'5:50:50.704',-0.008,-,-,-,0.000,-,50.400,35.000
'5:50:50.712',-0.008,-,-,-,-0.020,-,49.600,35.400
'5:50:50.720',0.000,-,-,-,0.000,-,49.600,35.800
'5:50:50.728',-0.008,-,-,-,-0.020,-,49.600,36.200
'5:50:50.736',0.000,-,-,-,0.000,-,49.600,36.400
'5:50:50.744',0.000,-,-,-,-0.060,-,49.600,36.600
'5:50:50.752',0.024,-,-,-,-0.100,-,48.800,36.800
'5:50:50.760',0.088,-,-,-,-0.220,-,48.800,37.000
'5:50:50.768',0.152,-,-,-,-0.380,-,48.800,37.200
'5:50:50.776',0.192,-,-,-,-0.440,-,48.800,37.600
'5:50:50.784',0.224,-,-,-,-0.500,-,48.800,38.000
'5:50:50.792',0.256,-,-,-,-0.520,-,48.800,38.400
'5:50:50.800',0.272,-,-,-,-0.500,-,48.800,39.000
'5:50:50.808',0.288,-,-,-,-0.440,-,48.800,39.800
'5:50:50.816',0.328,-,-,-,-0.420,-,48.000,40.600
'5:50:50.824',0.408,-,-,-,-0.400,-,48.000,41.600
'5:50:50.832',0.400,-,-,-,-0.480,-,48.000,42.400
'5:50:50.840',0.360,-,-,-,-0.400,-,48.000,43.200
'5:50:50.848',0.256,-,-,-,-0.340,-,48.000,44.000
'5:50:50.856',0.136,-,-,-,-0.280,-,48.000,44.600
'5:50:50.864',0.024,-,-,-,-0.220,-,48.000,45.000
'5:50:50.872',-0.032,-,-,-,-0.160,-,48.000,45.000
'5:50:50.880',-0.096,-,-,-,-0.100,-,48.800,45.000
'5:50:50.888',-0.152,-,-,-,-0.020,-,49.600,45.000
'5:50:50.896',-0.176,-,-,-,0.060,-,50.400,45.000
'5:50:50.904',-0.168,-,-,-,0.140,-,51.200,45.000
'5:50:50.912',-0.168,-,-,-,0.200,-,51.200,45.000
'5:50:50.920',-0.160,-,-,-,0.200,-,51.200,45.000
'5:50:50.928',-0.152,-,-,-,0.180,-,52.000,45.000
'5:50:50.936',-0.160,-,-,-,0.180,-,55.200,45.000
'5:50:50.944',-0.136,-,-,-,0.180,-,60.000,45.000
'5:50:50.952',-0.128,-,-,-,0.200,-,67.200,45.000
'5:50:50.960',-0.128,-,-,-,0.220,-,73.600,45.000
'5:50:50.968',-0.144,-,-,-,0.220,-,80.000,45.000
'5:50:50.976',-0.152,-,-,-,0.240,-,85.600,45.000
