'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:17:05.200',-0.142,-,-,-0.189,-,-,-
'44:17:05.208',-0.142,-,-,-0.170,-,-,-
'44:17:05.216',-0.142,-,-,-0.170,-,-,-
'44:17:05.224',-0.123,-,-,-0.142,-,-,-
'44:17:05.232',-0.113,-,-,-0.094,-,-,-
'44:17:05.240',-0.094,-,-,-0.094,-,-,-
'44:17:05.248',-0.094,-,-,-0.094,-,-,-
'44:17:05.256',-0.113,-,-,-0.094,-,-,-
'44:17:05.264',-0.113,-,-,-0.094,-,-,-
'44:17:05.272',-0.113,-,-,-0.094,-,-,-
'44:17:05.280',-0.113,-,-,-0.057,-,-,-
'44:17:05.288',-0.123,-,-,-0.094,-,-,-
'44:17:05.296',-0.123,-,-,-0.123,-,-,-
'44:17:05.304',-0.113,-,-,-0.085,-,-,-
'44:17:05.312',-0.113,-,-,-0.066,-,-,-
'44:17:05.320',-0.113,-,-,-0.113,-,-,-
'44:17:05.328',-0.113,-,-,-0.113,-,-,-
'44:17:05.336',-0.113,-,-,-0.113,-,-,-
'44:17:05.344',-0.113,-,-,-0.113,-,-,-
'44:17:05.352',-0.113,-,-,-0.104,-,-,-
'44:17:05.360',-0.123,-,-,-0.113,-,-,-
'44:17:05.368',-0.142,-,-,-0.113,-,-,-
'44:17:05.376',-0.123,-,-,-0.113,-,-,-
'44:17:05.384',-0.094,-,-,-0.123,-,-,-
'44:17:05.392',-0.057,-,-,-0.057,-,-,-
'44:17:05.400',-0.009,-,-,-0.066,-,-,-
'44:17:05.408',0.009,-,-,-0.019,-,-,-
'44:17:05.416',0.047,-,-,0.009,-,-,-
'44:17:05.424',0.047,-,-,0.019,-,-,-
'44:17:05.432',0.047,-,-,0.038,-,-,-
'44:17:05.440',0.047,-,-,0.057,-,-,-
'44:17:05.448',0.047,-,-,0.028,-,-,-
'44:17:05.456',0.028,-,-,0.019,-,-,-
'44:17:05.464',0.000,-,-,0.028,-,-,-
'44:17:05.472',-0.009,-,-,0.000,-,-,-
'44:17:05.480',-0.009,-,-,0.057,-,-,-
'44:17:05.488',-0.009,-,-,-0.047,-,-,-
'44:17:05.496',0.000,-,-,-0.057,-,-,-
'44:17:05.504',0.009,-,-,-0.009,-,-,-
'44:17:05.512',0.009,-,-,0.009,-,-,-
'44:17:05.520',0.009,-,-,0.028,-,-,-
'44:17:05.528',0.028,-,-,0.019,-,-,-
'44:17:05.536',0.047,-,-,0.028,-,-,-
'44:17:05.544',0.047,-,-,0.038,-,-,-
