'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:13:00.304',0.050,-,-,-,63.200
'122:13:00.312',0.100,-,-,-,61.600
'122:13:00.320',0.175,-,-,-,61.600
'122:13:00.328',0.250,-,-,-,60.800
'122:13:00.336',0.300,-,-,-,60.800
'122:13:00.344',0.350,-,-,-,59.200
'122:13:00.352',0.375,-,-,-,59.200
'122:13:00.360',0.375,-,-,-,58.400
'122:13:00.368',0.300,-,-,-,58.400
'122:13:00.376',0.275,-,-,-,58.400
'122:13:00.384',0.275,-,-,-,56.800
'122:13:00.392',0.250,-,-,-,56.000
'122:13:00.400',0.225,-,-,-,56.000
'122:13:00.408',0.200,-,-,-,54.400
'122:13:00.416',0.200,-,-,-,54.400
'122:13:00.424',0.125,-,-,-,53.600
'122:13:00.432',0.075,-,-,-,53.600
'122:13:00.440',0.050,-,-,-,52.000
'122:13:00.448',0.025,-,-,-,52.000
'122:13:00.456',0.000,-,-,-,52.000
'122:13:00.464',0.000,-,-,-,51.200
'122:13:00.472',0.000,-,-,-,51.200
'122:13:00.480',0.000,-,-,-,49.600
'122:13:00.488',0.000,-,-,-,49.600
'122:13:00.496',0.000,-,-,-,48.800
'122:13:00.504',0.000,-,-,-,48.800
'122:13:00.512',0.000,-,-,-,48.800
'122:13:00.520',0.025,-,-,-,47.200
'122:13:00.528',0.050,-,-,-,47.200
'122:13:00.536',0.050,-,-,-,47.200
'122:13:00.544',0.075,-,-,-,46.400
'122:13:00.552',0.100,-,-,-,46.400
'122:13:00.560',0.100,-,-,-,46.400
'122:13:00.568',0.075,-,-,-,44.800
'122:13:00.576',0.075,-,-,-,44.800
'122:13:00.584',0.075,-,-,-,44.800
'122:13:00.592',0.050,-,-,-,44.800
'122:13:00.600',0.025,-,-,-,44.000
'122:13:00.608',0.000,-,-,-,44.000
'122:13:00.616',0.000,-,-,-,44.000
'122:13:00.624',-0.025,-,-,-,44.000
'122:13:00.632',-0.050,-,-,-,44.000
'122:13:00.640',-0.050,-,-,-,44.000
'122:13:00.648',-0.050,-,-,-,44.000
'122:13:00.656',-0.050,-,-,-,44.000
'122:13:00.664',-0.050,-,-,-,42.400
'122:13:00.672',-0.050,-,-,-,42.400
'122:13:00.680',-0.025,-,-,-,42.400
'122:13:00.688',0.000,-,-,-,42.400
'122:13:00.696',0.025,-,-,-,42.400
'122:13:00.704',0.025,-,-,-,42.400
'122:13:00.712',0.075,-,-,-,42.400
'122:13:00.720',0.100,-,-,-,42.400
'122:13:00.728',0.100,-,-,-,42.400
'122:13:00.736',0.200,-,-,-,42.400
'122:13:00.744',0.450,-,-,-,42.400
'122:13:00.752',1.025,-,-,-,42.400
'122:13:00.760',1.375,-,-,-,44.000
'122:13:00.768',1.075,-,-,-,44.000
'122:13:00.776',0.175,-,-,-,44.000
