'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:06:35.304',0.350,-,-,-,65.600
'122:06:35.312',0.275,-,-,-,65.600
'122:06:35.320',0.225,-,-,-,65.600
'122:06:35.328',0.200,-,-,-,66.400
'122:06:35.336',0.175,-,-,-,66.400
'122:06:35.344',0.125,-,-,-,68.000
'122:06:35.352',0.075,-,-,-,68.000
'122:06:35.360',0.025,-,-,-,68.000
'122:06:35.368',0.000,-,-,-,68.000
'122:06:35.376',-0.025,-,-,-,66.400
'122:06:35.384',-0.025,-,-,-,65.600
'122:06:35.392',-0.025,-,-,-,64.000
'122:06:35.400',-0.050,-,-,-,63.200
'122:06:35.408',-0.050,-,-,-,61.600
'122:06:35.416',-0.050,-,-,-,60.800
'122:06:35.424',-0.025,-,-,-,58.400
'122:06:35.432',-0.025,-,-,-,56.800
'122:06:35.440',0.000,-,-,-,56.800
'122:06:35.448',0.025,-,-,-,56.000
'122:06:35.456',0.025,-,-,-,54.400
'122:06:35.464',0.050,-,-,-,54.400
'122:06:35.472',0.075,-,-,-,53.600
'122:06:35.480',0.075,-,-,-,53.600
'122:06:35.488',0.075,-,-,-,52.000
'122:06:35.496',0.075,-,-,-,52.000
'122:06:35.504',0.075,-,-,-,52.000
'122:06:35.512',0.050,-,-,-,52.000
'122:06:35.520',0.025,-,-,-,51.200
'122:06:35.528',0.000,-,-,-,51.200
'122:06:35.536',-0.025,-,-,-,51.200
'122:06:35.544',-0.050,-,-,-,51.200
'122:06:35.552',-0.050,-,-,-,51.200
'122:06:35.560',-0.075,-,-,-,51.200
'122:06:35.568',-0.075,-,-,-,51.200
'122:06:35.576',-0.075,-,-,-,51.200
'122:06:35.584',-0.075,-,-,-,51.200
'122:06:35.592',-0.075,-,-,-,51.200
'122:06:35.600',-0.050,-,-,-,51.200
'122:06:35.608',-0.025,-,-,-,51.200
'122:06:35.616',0.000,-,-,-,51.200
'122:06:35.624',0.025,-,-,-,49.600
'122:06:35.632',0.025,-,-,-,49.600
'122:06:35.640',0.050,-,-,-,49.600
'122:06:35.648',0.075,-,-,-,48.800
'122:06:35.656',0.100,-,-,-,48.800
'122:06:35.664',0.375,-,-,-,48.800
'122:06:35.672',0.900,-,-,-,47.200
'122:06:35.680',1.350,-,-,-,47.200
'122:06:35.688',1.400,-,-,-,47.200
'122:06:35.696',0.500,-,-,-,46.400
'122:06:35.704',-0.550,-,-,-,46.400
'122:06:35.712',-1.175,-,-,-,44.800
'122:06:35.720',-0.950,-,-,-,44.800
'122:06:35.728',-0.525,-,-,-,44.800
'122:06:35.736',-0.275,-,-,-,44.800
'122:06:35.744',-0.225,-,-,-,44.000
'122:06:35.752',-0.200,-,-,-,44.000
'122:06:35.760',-0.200,-,-,-,44.000
'122:06:35.768',-0.125,-,-,-,44.000
'122:06:35.776',-0.100,-,-,-,42.400
'122:06:35.784',-0.050,-,-,-,42.400
'122:06:35.792',-0.050,-,-,-,42.400
'122:06:35.800',0.000,-,-,-,42.400
'122:06:35.808',0.000,-,-,-,42.400
'122:06:35.816',0.000,-,-,-,42.400
'122:06:35.824',0.000,-,-,-,42.400
'122:06:35.832',0.025,-,-,-,44.000
'122:06:35.840',0.025,-,-,-,46.400
'122:06:35.848',0.000,-,-,-,49.600
'122:06:35.856',-0.025,-,-,-,54.400
'122:06:35.864',-0.050,-,-,-,60.800
'122:06:35.872',-0.075,-,-,-,66.400
'122:06:35.880',-0.100,-,-,-,73.600
'122:06:35.888',-0.100,-,-,-,80.000
'122:06:35.896',-0.100,-,-,-,84.800
'122:06:35.904',-0.125,-,-,-,91.200
'122:06:35.912',-0.100,-,-,-,98.400
'122:06:35.920',-0.100,-,-,-,104.000
'122:06:35.928',-0.050,-,-,-,110.400
'122:06:35.936',0.000,-,-,-,115.200
'122:06:35.944',0.025,-,-,-,118.400
'122:06:35.952',0.025,-,-,-,120.000
'122:06:35.960',0.050,-,-,-,120.800
'122:06:35.968',0.075,-,-,-,120.000
'122:06:35.976',0.075,-,-,-,120.000
'122:06:35.984',0.075,-,-,-,118.400
'122:06:35.992',0.075,-,-,-,118.400
'122:06:36.000',0.125,-,-,-,117.600
'122:06:36.008',0.350,-,-,-,116.000
'122:06:36.016',0.775,-,-,-,113.600
'122:06:36.024',1.200,-,-,-,112.800
'122:06:36.032',1.250,-,-,-,110.400
'122:06:36.040',0.450,-,-,-,108.800
'122:06:36.048',-0.450,-,-,-,106.400
'122:06:36.056',-1.225,-,-,-,104.000
'122:06:36.064',-1.450,-,-,-,101.600
'122:06:36.072',-1.175,-,-,-,99.200
'122:06:36.080',-0.725,-,-,-,96.000
'122:06:36.088',-0.300,-,-,-,93.600
'122:06:36.096',-0.100,-,-,-,89.600
'122:06:36.104',-0.025,-,-,-,84.800
'122:06:36.112',0.000,-,-,-,81.600
'122:06:36.120',0.000,-,-,-,78.400
'122:06:36.128',0.025,-,-,-,76.000
'122:06:36.136',0.050,-,-,-,73.600
'122:06:36.144',0.075,-,-,-,72.800
'122:06:36.152',0.075,-,-,-,71.200
'122:06:36.160',0.050,-,-,-,71.200
'122:06:36.168',0.075,-,-,-,70.400
'122:06:36.176',0.075,-,-,-,70.400
'122:06:36.184',0.050,-,-,-,70.400
'122:06:36.192',0.025,-,-,-,70.400
'122:06:36.200',0.000,-,-,-,68.800
