'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'5:37:49.064',0.064,-,-1.472,-,68.800,-
'5:37:49.072',0.032,-,-1.432,-,68.800,-
'5:37:49.080',0.008,-,-1.384,-,68.000,-
'5:37:49.088',0.024,-,-1.344,-,67.200,-
'5:37:49.096',0.024,-,-1.304,-,65.600,-
'5:37:49.104',0.024,-,-1.256,-,64.800,-
'5:37:49.112',0.024,-,-1.216,-,62.400,-
'5:37:49.120',0.008,-,-1.192,-,60.800,-
'5:37:49.128',0.000,-,-1.152,-,58.400,-
'5:37:49.136',0.000,-,-1.128,-,56.000,-
'5:37:49.144',0.000,-,-1.104,-,53.600,-
'5:37:49.152',0.000,-,-1.080,-,52.000,-
'5:37:49.160',0.000,-,-1.064,-,50.400,-
'5:37:49.168',0.000,-,-1.040,-,48.800,-
'5:37:49.176',0.000,-,-1.016,-,48.000,-
'5:37:49.184',0.000,-,-1.000,-,47.200,-
'5:37:49.192',-0.008,-,-0.976,-,46.400,-
'5:37:49.200',-0.008,-,-0.952,-,45.600,-
'5:37:49.208',0.000,-,-0.928,-,44.800,-
'5:37:49.216',0.000,-,-0.912,-,44.800,-
'5:37:49.224',0.000,-,-0.888,-,44.000,-
'5:37:49.232',-0.008,-,-0.840,-,43.200,-
'5:37:49.240',-0.008,-,-0.824,-,43.200,-
'5:37:49.248',-0.008,-,-0.776,-,42.400,-
'5:37:49.256',0.000,-,-0.760,-,42.400,-
'5:37:49.264',0.000,-,-0.712,-,42.400,-
'5:37:49.272',0.000,-,-0.688,-,42.400,-
'5:37:49.280',0.000,-,-0.648,-,42.400,-
'5:37:49.288',0.000,-,-0.608,-,42.400,-
'5:37:49.296',0.008,-,-0.560,-,41.600,-
'5:37:49.304',0.024,-,-0.520,-,41.600,-
'5:37:49.312',0.032,-,-0.496,-,41.600,-
'5:37:49.320',0.048,-,-0.456,-,41.600,-
'5:37:49.328',0.048,-,-0.432,-,41.600,-
'5:37:49.336',-0.048,-,-0.384,-,41.600,-
'5:37:49.344',-0.232,-,-0.368,-,41.600,-
'5:37:49.352',-0.336,-,-0.344,-,41.600,-
'5:37:49.360',-0.376,-,-0.320,-,40.800,-
'5:37:49.368',-0.368,-,-0.280,-,40.800,-
'5:37:49.376',-0.312,-,-0.256,-,40.800,-
'5:37:49.384',-0.216,-,-0.232,-,40.000,-
'5:37:49.392',-0.112,-,-0.192,-,40.000,-
'5:37:49.400',-0.048,-,-0.152,-,40.000,-
'5:37:49.408',-0.008,-,-0.128,-,39.200,-
'5:37:49.416',0.008,-,-0.080,-,39.200,-
'5:37:49.424',0.032,-,-0.064,-,39.200,-
'5:37:49.432',0.048,-,-0.016,-,38.400,-
'5:37:49.440',0.048,-,0.000,-,38.400,-
'5:37:49.448',0.064,-,0.040,-,38.400,-
'5:37:49.456',0.048,-,0.064,-,38.400,-
'5:37:49.464',0.048,-,0.104,-,38.400,-
'5:37:49.472',0.048,-,0.128,-,37.600,-
'5:37:49.480',0.064,-,0.168,-,37.600,-
'5:37:49.488',0.072,-,0.216,-,37.600,-
'5:37:49.496',0.072,-,0.232,-,37.600,-
'5:37:49.504',0.072,-,0.280,-,38.400,-
'5:37:49.512',0.072,-,0.304,-,39.200,-
'5:37:49.520',0.072,-,0.320,-,40.800,-
'5:37:49.528',0.072,-,0.368,-,43.200,-
'5:37:49.536',0.088,-,0.384,-,45.600,-
'5:37:49.544',0.104,-,0.408,-,47.200,-
'5:37:49.552',0.104,-,0.456,-,49.600,-
'5:37:49.560',0.088,-,0.472,-,50.400,-
'5:37:49.568',0.072,-,0.496,-,52.000,-
'5:37:49.576',0.072,-,0.520,-,52.800,-
'5:37:49.584',0.072,-,0.560,-,53.600,-
'5:37:49.592',0.048,-,0.584,-,54.400,-
'5:37:49.600',0.024,-,0.608,-,55.200,-
'5:37:49.608',0.008,-,0.624,-,55.200,-
'5:37:49.616',0.000,-,0.648,-,55.200,-
'5:37:49.624',0.008,-,0.672,-,54.400,-
'5:37:49.632',0.008,-,0.688,-,53.600,-
'5:37:49.640',0.008,-,0.712,-,52.800,-
'5:37:49.648',0.008,-,0.736,-,51.200,-
'5:37:49.656',0.000,-,0.760,-,50.400,-
'5:37:49.664',0.000,-,0.776,-,48.800,-
'5:37:49.672',0.008,-,0.800,-,47.200,-
'5:37:49.680',0.024,-,0.824,-,45.600,-
'5:37:49.688',0.032,-,0.840,-,44.800,-
'5:37:49.696',0.048,-,0.840,-,44.000,-
'5:37:49.704',0.024,-,0.864,-,43.200,-
'5:37:49.712',-0.088,-,0.864,-,42.400,-
'5:37:49.720',-0.288,-,0.888,-,42.400,-
'5:37:49.728',-0.472,-,0.888,-,41.600,-
'5:37:49.736',-0.600,-,0.888,-,41.600,-
'5:37:49.744',-0.680,-,0.888,-,40.800,-
'5:37:49.752',-0.720,-,0.888,-,40.800,-
'5:37:49.760',-0.680,-,0.912,-,40.000,-
'5:37:49.768',-0.600,-,0.912,-,40.000,-
'5:37:49.776',-0.536,-,0.912,-,40.000,-
