'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'55:09.256',0.114,-0.207,-,111.800
'55:09.264',0.057,-0.218,-,110.760
'55:09.272',0.057,-0.230,-,110.240
'55:09.280',0.000,-0.230,-,109.200
'55:09.288',0.000,-0.241,-,108.680
'55:09.296',-0.029,-0.253,-,107.120
'55:09.304',-0.057,-0.264,-,106.080
'55:09.312',-0.057,-0.276,-,105.560
'55:09.320',-0.057,-0.287,-,104.520
'55:09.328',-0.057,-0.287,-,104.000
'55:09.336',-0.057,-0.299,-,102.960
'55:09.344',-0.057,-0.310,-,101.920
'55:09.352',-0.086,-0.322,-,101.400
'55:09.360',-0.057,-0.322,-,101.400
'55:09.368',-0.086,-0.333,-,100.360
'55:09.376',0.057,-0.333,-,99.840
'55:09.384',0.257,-0.345,-,98.800
'55:09.392',0.314,-0.356,-,98.280
'55:09.400',0.314,-0.368,-,98.280
'55:09.408',-0.114,-0.368,-,97.240
'55:09.416',-0.629,-0.379,-,96.720
'55:09.424',-0.857,-0.379,-,95.680
'55:09.432',-0.371,-0.391,-,95.160
'55:09.440',-0.143,-0.402,-,95.160
'55:09.448',-0.057,-0.402,-,94.120
'55:09.456',-0.057,-0.414,-,93.600
'55:09.464',-0.029,-0.414,-,93.600
'55:09.472',-0.029,-0.425,-,92.560
'55:09.480',-0.029,-0.425,-,91.520
'55:09.488',0.000,-0.437,-,91.520
'55:09.496',0.000,-0.437,-,91.000
'55:09.504',0.000,-0.448,-,89.960
'55:09.512',0.000,-0.448,-,89.960
'55:09.520',0.000,-0.460,-,89.960
'55:09.528',0.000,-0.460,-,89.440
'55:09.536',0.000,-0.471,-,89.440
'55:09.544',0.000,-0.471,-,89.440
'55:09.552',0.000,-0.483,-,89.440
'55:09.560',0.029,-0.483,-,89.440
'55:09.568',0.057,-0.494,-,91.000
'55:09.576',0.057,-0.494,-,94.120
'55:09.584',0.057,-0.506,-,98.280
'55:09.592',0.114,-0.506,-,102.960
'55:09.600',0.114,-0.517,-,108.680
'55:09.608',0.143,-0.517,-,114.400
'55:09.616',0.171,-0.529,-,120.640
'55:09.624',0.171,-0.540,-,126.360
'55:09.632',0.171,-0.540,-,131.040
'55:09.640',0.171,-0.552,-,135.720
'55:09.648',0.143,-0.563,-,138.840
'55:09.656',0.114,-0.563,-,140.400
'55:09.664',0.086,-0.575,-,141.960
'55:09.672',0.057,-0.575,-,141.960
'55:09.680',0.000,-0.586,-,141.440
'55:09.688',0.000,-0.586,-,139.880
'55:09.696',-0.029,-0.598,-,136.760
'55:09.704',-0.057,-0.598,-,134.160
'55:09.712',-0.057,-0.598,-,130.000
'55:09.720',-0.057,-0.609,-,126.360
'55:09.728',-0.086,-0.609,-,121.160
'55:09.736',-0.057,-0.609,-,116.480
'55:09.744',-0.086,-0.609,-,112.320
'55:09.752',-0.057,-0.621,-,109.200
'55:09.760',-0.057,-0.621,-,106.080
'55:09.768',-0.029,-0.621,-,104.520
'55:09.776',0.000,-0.621,-,102.960
'55:09.784',0.057,-0.621,-,101.920
'55:09.792',0.200,-0.632,-,101.920
'55:09.800',0.343,-0.632,-,101.920
'55:09.808',0.486,-0.632,-,101.920
'55:09.816',0.686,-0.632,-,101.920
'55:09.824',0.971,-0.632,-,101.400
'55:09.832',1.257,-0.632,-,101.400
'55:09.840',1.686,-0.644,-,101.400
'55:09.848',2.000,-0.644,-,100.360
'55:09.856',2.029,-0.644,-,99.840
'55:09.864',0.743,-0.644,-,99.840
'55:09.872',0.314,-0.655,-,98.800
'55:09.880',0.000,-0.655,-,98.280
'55:09.888',-0.314,-0.655,-,97.240
'55:09.896',-0.514,-0.667,-,96.720
'55:09.904',-0.429,-0.667,-,96.720
'55:09.912',-0.429,-0.667,-,95.680
'55:09.920',-0.457,-0.667,-,95.160
'55:09.928',-0.457,-0.678,-,94.120
'55:09.936',-0.486,-0.678,-,93.600
'55:09.944',-0.486,-0.678,-,93.600
'55:09.952',-0.514,-0.678,-,92.560
'55:09.960',-0.514,-0.690,-,91.520
'55:09.968',-0.543,-0.690,-,91.000
'55:09.976',-0.571,-0.690,-,91.000
'55:09.984',-0.600,-0.690,-,89.960
'55:09.992',-0.629,-0.701,-,89.960
'55:10.000',-0.657,-0.701,-,91.000
'55:10.008',-0.686,-0.701,-,91.520
'55:10.016',-0.743,-0.701,-,93.600
'55:10.024',-0.743,-0.713,-,97.240
'55:10.032',-0.771,-0.713,-,101.400
'55:10.040',-0.771,-0.713,-,106.080
'55:10.048',-0.771,-0.713,-,110.760
