'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:24:29.200',-0.028,-,-,-0.028,-,-,-
'44:24:29.208',-0.047,-,-,-0.047,-,-,-
'44:24:29.216',-0.047,-,-,-0.057,-,-,-
'44:24:29.224',-0.047,-,-,-0.047,-,-,-
'44:24:29.232',-0.047,-,-,-0.057,-,-,-
'44:24:29.240',-0.057,-,-,-0.066,-,-,-
'44:24:29.248',-0.057,-,-,-0.057,-,-,-
'44:24:29.256',-0.057,-,-,-0.085,-,-,-
'44:24:29.264',-0.057,-,-,-0.066,-,-,-
'44:24:29.272',-0.057,-,-,-0.066,-,-,-
'44:24:29.280',-0.047,-,-,-0.085,-,-,-
'44:24:29.288',-0.028,-,-,-0.066,-,-,-
'44:24:29.296',-0.009,-,-,-0.047,-,-,-
'44:24:29.304',0.009,-,-,-0.019,-,-,-
'44:24:29.312',0.028,-,-,0.000,-,-,-
'44:24:29.320',0.047,-,-,0.019,-,-,-
'44:24:29.328',0.057,-,-,0.038,-,-,-
'44:24:29.336',0.075,-,-,0.047,-,-,-
'44:24:29.344',0.057,-,-,0.038,-,-,-
'44:24:29.352',0.047,-,-,0.038,-,-,-
'44:24:29.360',0.047,-,-,0.038,-,-,-
'44:24:29.368',0.009,-,-,0.019,-,-,-
'44:24:29.376',0.009,-,-,0.000,-,-,-
'44:24:29.384',0.009,-,-,-0.009,-,-,-
'44:24:29.392',0.009,-,-,0.019,-,-,-
'44:24:29.400',0.009,-,-,0.019,-,-,-
'44:24:29.408',0.028,-,-,0.038,-,-,-
'44:24:29.416',0.028,-,-,0.038,-,-,-
'44:24:29.424',0.047,-,-,0.019,-,-,-
'44:24:29.432',0.057,-,-,0.038,-,-,-
'44:24:29.440',0.075,-,-,0.066,-,-,-
'44:24:29.448',0.047,-,-,0.038,-,-,-
'44:24:29.456',0.047,-,-,0.019,-,-,-
'44:24:29.464',0.047,-,-,0.038,-,-,-
'44:24:29.472',0.028,-,-,0.019,-,-,-
'44:24:29.480',0.028,-,-,0.019,-,-,-
'44:24:29.488',0.000,-,-,0.009,-,-,-
'44:24:29.496',-0.009,-,-,-0.038,-,-,-
'44:24:29.504',-0.009,-,-,-0.028,-,-,-
'44:24:29.512',-0.028,-,-,-0.038,-,-,-
'44:24:29.520',-0.028,-,-,-0.047,-,-,-
'44:24:29.528',-0.028,-,-,-0.047,-,-,-
'44:24:29.536',-0.028,-,-,-0.047,-,-,-
'44:24:29.544',-0.028,-,-,-0.057,-,-,-
'44:24:29.552',-0.028,-,-,-0.019,-,-,-
'44:24:29.560',-0.028,-,-,-0.047,-,-,-
'44:24:29.568',-0.028,-,-,-0.038,-,-,-
'44:24:29.576',-0.028,-,-,-0.047,-,-,-
'44:24:29.584',0.000,-,-,-0.038,-,-,-
'44:24:29.592',0.047,-,-,0.028,-,-,-
'44:24:29.600',0.123,-,-,0.057,-,-,-
'44:24:29.608',0.179,-,-,0.132,-,-,-
'44:24:29.616',0.208,-,-,0.217,-,-,-
'44:24:29.624',0.245,-,-,0.142,-,-,-
'44:24:29.632',0.255,-,-,0.217,-,-,-
'44:24:29.640',0.179,-,-,0.255,-,-,-
'44:24:29.648',0.028,-,-,0.057,-,-,-
'44:24:29.656',-0.047,-,-,0.000,-,-,-
'44:24:29.664',-0.123,-,-,-0.085,-,-,-
'44:24:29.672',-0.179,-,-,-0.170,-,-,-
'44:24:29.680',-0.179,-,-,-0.198,-,-,-
'44:24:29.688',-0.160,-,-,-0.170,-,-,-
'44:24:29.696',-0.123,-,-,-0.142,-,-,-
'44:24:29.704',-0.094,-,-,-0.104,-,-,-
'44:24:29.712',-0.057,-,-,-0.066,-,-,-
'44:24:29.720',-0.047,-,-,-0.057,-,-,-
'44:24:29.728',-0.057,-,-,-0.047,-,-,-
'44:24:29.736',-0.047,-,-,-0.066,-,-,-
'44:24:29.744',-0.047,-,-,-0.038,-,-,-
'44:24:29.752',-0.047,-,-,-0.047,-,-,-
'44:24:29.760',-0.047,-,-,-0.047,-,-,-
'44:24:29.768',-0.047,-,-,-0.047,-,-,-
'44:24:29.776',-0.047,-,-,-0.057,-,-,-
'44:24:29.784',-0.047,-,-,-0.038,-,-,-
'44:24:29.792',-0.047,-,-,-0.047,-,-,-
'44:24:29.800',-0.047,-,-,-0.047,-,-,-
'44:24:29.808',-0.047,-,-,-0.057,-,-,-
'44:24:29.816',-0.047,-,-,-0.047,-,-,-
'44:24:29.824',-0.057,-,-,-0.038,-,-,-
'44:24:29.832',-0.057,-,-,-0.085,-,-,-
'44:24:29.840',-0.075,-,-,-0.066,-,-,-
'44:24:29.848',-0.075,-,-,-0.085,-,-,-
'44:24:29.856',-0.057,-,-,-0.094,-,-,-
'44:24:29.864',-0.047,-,-,-0.057,-,-,-
'44:24:29.872',-0.028,-,-,-0.066,-,-,-
'44:24:29.880',-0.009,-,-,-0.028,-,-,-
'44:24:29.888',0.009,-,-,-0.019,-,-,-
'44:24:29.896',0.028,-,-,0.000,-,-,-
'44:24:29.904',0.057,-,-,0.028,-,-,-
'44:24:29.912',0.057,-,-,0.038,-,-,-
'44:24:29.920',0.047,-,-,0.028,-,-,-
'44:24:29.928',0.047,-,-,0.019,-,-,-
'44:24:29.936',0.028,-,-,0.019,-,-,-
'44:24:29.944',0.009,-,-,0.000,-,-,-
'44:24:29.952',0.009,-,-,-0.019,-,-,-
'44:24:29.960',0.009,-,-,0.000,-,-,-
'44:24:29.968',0.009,-,-,0.000,-,-,-
'44:24:29.976',0.000,-,-,-0.009,-,-,-
'44:24:29.984',0.000,-,-,0.000,-,-,-
'44:24:29.992',0.009,-,-,0.000,-,-,-
'44:24:30.000',0.009,-,-,0.019,-,-,-
'44:24:30.008',0.028,-,-,0.019,-,-,-
'44:24:30.016',0.047,-,-,0.000,-,-,-
'44:24:30.024',0.057,-,-,0.038,-,-,-
'44:24:30.032',0.047,-,-,0.047,-,-,-
'44:24:30.040',0.047,-,-,0.019,-,-,-
'44:24:30.048',0.028,-,-,0.000,-,-,-
'44:24:30.056',0.028,-,-,0.000,-,-,-
'44:24:30.064',0.009,-,-,0.019,-,-,-
'44:24:30.072',0.000,-,-,-0.019,-,-,-
'44:24:30.080',-0.009,-,-,-0.047,-,-,-
'44:24:30.088',-0.028,-,-,-0.057,-,-,-
'44:24:30.096',-0.009,-,-,-0.028,-,-,-
'44:24:30.104',-0.028,-,-,-0.038,-,-,-
'44:24:30.112',-0.028,-,-,-0.047,-,-,-
'44:24:30.120',-0.028,-,-,-0.066,-,-,-
'44:24:30.128',-0.028,-,-,-0.038,-,-,-
'44:24:30.136',-0.028,-,-,-0.038,-,-,-
'44:24:30.144',-0.028,-,-,-0.047,-,-,-
'44:24:30.152',-0.009,-,-,-0.028,-,-,-
'44:24:30.160',-0.009,-,-,-0.038,-,-,-
'44:24:30.168',0.000,-,-,-0.019,-,-,-
'44:24:30.176',0.047,-,-,-0.047,-,-,-
'44:24:30.184',0.094,-,-,0.057,-,-,-
'44:24:30.192',0.142,-,-,0.047,-,-,-
'44:24:30.200',0.142,-,-,0.132,-,-,-
'44:24:30.208',0.179,-,-,0.038,-,-,-
'44:24:30.216',0.189,-,-,0.104,-,-,-
'44:24:30.224',0.113,-,-,0.132,-,-,-
'44:24:30.232',-0.009,-,-,-0.028,-,-,-
'44:24:30.240',-0.094,-,-,-0.094,-,-,-
'44:24:30.248',-0.160,-,-,-0.132,-,-,-
'44:24:30.256',-0.179,-,-,-0.198,-,-,-
'44:24:30.264',-0.142,-,-,-0.179,-,-,-
'44:24:30.272',-0.113,-,-,-0.132,-,-,-
'44:24:30.280',-0.075,-,-,-0.104,-,-,-
'44:24:30.288',-0.057,-,-,-0.066,-,-,-
'44:24:30.296',-0.047,-,-,-0.028,-,-,-
'44:24:30.304',-0.028,-,-,-0.038,-,-,-
'44:24:30.312',-0.028,-,-,-0.019,-,-,-
'44:24:30.320',-0.028,-,-,-0.038,-,-,-
'44:24:30.328',-0.028,-,-,-0.019,-,-,-
'44:24:30.336',-0.009,-,-,-0.019,-,-,-
'44:24:30.344',-0.009,-,-,-0.019,-,-,-
'44:24:30.352',-0.009,-,-,0.000,-,-,-
'44:24:30.360',-0.009,-,-,-0.019,-,-,-
'44:24:30.368',-0.009,-,-,-0.028,-,-,-
'44:24:30.376',-0.009,-,-,0.000,-,-,-
'44:24:30.384',-0.028,-,-,-0.028,-,-,-
'44:24:30.392',-0.047,-,-,-0.019,-,-,-
'44:24:30.400',-0.028,-,-,-0.047,-,-,-
'44:24:30.408',-0.028,-,-,-0.019,-,-,-
'44:24:30.416',-0.028,-,-,-0.019,-,-,-
'44:24:30.424',-0.028,-,-,-0.019,-,-,-
'44:24:30.432',-0.028,-,-,-0.019,-,-,-
'44:24:30.440',-0.028,-,-,-0.028,-,-,-
'44:24:30.448',-0.009,-,-,-0.019,-,-,-
'44:24:30.456',0.000,-,-,-0.019,-,-,-
'44:24:30.464',0.009,-,-,0.000,-,-,-
'44:24:30.472',0.028,-,-,0.000,-,-,-
'44:24:30.480',0.047,-,-,0.038,-,-,-
'44:24:30.488',0.057,-,-,0.038,-,-,-
'44:24:30.496',0.075,-,-,0.057,-,-,-
'44:24:30.504',0.075,-,-,0.038,-,-,-
'44:24:30.512',0.057,-,-,0.057,-,-,-
'44:24:30.520',0.057,-,-,0.038,-,-,-
