'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:52:47.304',0.000,-,-,-,66.400
'121:52:47.312',0.025,-,-,-,66.400
'121:52:47.320',0.050,-,-,-,65.600
'121:52:47.328',0.100,-,-,-,65.600
'121:52:47.336',0.175,-,-,-,64.000
'121:52:47.344',0.225,-,-,-,64.000
'121:52:47.352',0.275,-,-,-,63.200
'121:52:47.360',0.275,-,-,-,63.200
'121:52:47.368',0.275,-,-,-,61.600
'121:52:47.376',0.275,-,-,-,61.600
'121:52:47.384',0.250,-,-,-,60.800
'121:52:47.392',0.225,-,-,-,60.800
'121:52:47.400',0.200,-,-,-,60.800
'121:52:47.408',0.200,-,-,-,59.200
'121:52:47.416',0.175,-,-,-,58.400
'121:52:47.424',0.100,-,-,-,58.400
'121:52:47.432',0.050,-,-,-,56.800
'121:52:47.440',0.025,-,-,-,56.800
'121:52:47.448',0.025,-,-,-,56.000
'121:52:47.456',0.000,-,-,-,56.000
'121:52:47.464',0.000,-,-,-,54.400
'121:52:47.472',0.000,-,-,-,54.400
'121:52:47.480',0.000,-,-,-,53.600
'121:52:47.488',0.000,-,-,-,53.600
'121:52:47.496',0.000,-,-,-,52.000
'121:52:47.504',0.025,-,-,-,52.000
'121:52:47.512',0.050,-,-,-,51.200
'121:52:47.520',0.075,-,-,-,51.200
'121:52:47.528',0.075,-,-,-,49.600
'121:52:47.536',0.100,-,-,-,49.600
'121:52:47.544',0.175,-,-,-,49.600
'121:52:47.552',0.125,-,-,-,49.600
'121:52:47.560',0.125,-,-,-,48.800
'121:52:47.568',0.125,-,-,-,48.800
'121:52:47.576',0.100,-,-,-,48.800
'121:52:47.584',0.075,-,-,-,47.200
'121:52:47.592',0.050,-,-,-,47.200
'121:52:47.600',0.025,-,-,-,47.200
'121:52:47.608',0.000,-,-,-,47.200
'121:52:47.616',-0.025,-,-,-,47.200
'121:52:47.624',-0.050,-,-,-,46.400
'121:52:47.632',-0.050,-,-,-,46.400
'121:52:47.640',-0.050,-,-,-,46.400
'121:52:47.648',-0.050,-,-,-,46.400
'121:52:47.656',-0.050,-,-,-,46.400
'121:52:47.664',-0.050,-,-,-,46.400
'121:52:47.672',-0.025,-,-,-,46.400
'121:52:47.680',0.000,-,-,-,44.800
'121:52:47.688',0.025,-,-,-,44.800
'121:52:47.696',0.050,-,-,-,44.800
'121:52:47.704',0.100,-,-,-,44.800
'121:52:47.712',0.100,-,-,-,44.000
'121:52:47.720',0.175,-,-,-,44.000
'121:52:47.728',0.350,-,-,-,44.000
'121:52:47.736',0.850,-,-,-,44.000
'121:52:47.744',1.350,-,-,-,44.000
'121:52:47.752',1.425,-,-,-,44.000
'121:52:47.760',0.500,-,-,-,44.000
'121:52:47.768',-0.575,-,-,-,42.400
'121:52:47.776',-1.225,-,-,-,42.400
'121:52:47.784',-1.250,-,-,-,42.400
'121:52:47.792',-0.600,-,-,-,42.400
'121:52:47.800',-0.350,-,-,-,41.600
'121:52:47.808',-0.250,-,-,-,41.600
'121:52:47.816',-0.225,-,-,-,41.600
'121:52:47.824',-0.200,-,-,-,40.000
'121:52:47.832',-0.175,-,-,-,40.000
'121:52:47.840',-0.100,-,-,-,40.000
'121:52:47.848',-0.075,-,-,-,40.000
'121:52:47.856',-0.050,-,-,-,40.000
'121:52:47.864',-0.025,-,-,-,40.000
'121:52:47.872',0.000,-,-,-,40.000
'121:52:47.880',0.000,-,-,-,40.000
'121:52:47.888',0.000,-,-,-,40.000
'121:52:47.896',0.000,-,-,-,42.400
'121:52:47.904',-0.025,-,-,-,44.800
'121:52:47.912',-0.025,-,-,-,49.600
'121:52:47.920',-0.075,-,-,-,56.000
'121:52:47.928',-0.125,-,-,-,63.200
'121:52:47.936',-0.200,-,-,-,70.400
'121:52:47.944',-0.225,-,-,-,78.400
'121:52:47.952',-0.225,-,-,-,86.400
'121:52:47.960',-0.225,-,-,-,93.600
'121:52:47.968',-0.225,-,-,-,100.800
'121:52:47.976',-0.200,-,-,-,108.000
'121:52:47.984',-0.175,-,-,-,113.600
'121:52:47.992',-0.100,-,-,-,117.600
'121:52:48.000',-0.025,-,-,-,120.800
'121:52:48.008',0.025,-,-,-,122.400
'121:52:48.016',0.050,-,-,-,123.200
'121:52:48.024',0.075,-,-,-,123.200
'121:52:48.032',0.100,-,-,-,123.200
'121:52:48.040',0.125,-,-,-,122.400
'121:52:48.048',0.125,-,-,-,120.800
'121:52:48.056',0.125,-,-,-,120.000
'121:52:48.064',0.175,-,-,-,118.400
'121:52:48.072',0.375,-,-,-,116.000
'121:52:48.080',0.775,-,-,-,113.600
'121:52:48.088',1.125,-,-,-,112.800
'121:52:48.096',0.900,-,-,-,111.200
'121:52:48.104',-0.050,-,-,-,110.400
