'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'122:12:24.304',0.125,-,-,-,64.000
'122:12:24.312',0.075,-,-,-,64.000
'122:12:24.320',0.050,-,-,-,64.000
'122:12:24.328',0.025,-,-,-,64.000
'122:12:24.336',0.000,-,-,-,64.000
'122:12:24.344',0.000,-,-,-,63.200
'122:12:24.352',0.000,-,-,-,63.200
'122:12:24.360',0.000,-,-,-,63.200
'122:12:24.368',0.025,-,-,-,63.200
'122:12:24.376',0.025,-,-,-,63.200
'122:12:24.384',0.000,-,-,-,63.200
'122:12:24.392',0.000,-,-,-,61.600
'122:12:24.400',0.025,-,-,-,61.600
'122:12:24.408',0.050,-,-,-,61.600
'122:12:24.416',0.075,-,-,-,60.800
'122:12:24.424',0.125,-,-,-,60.800
'122:12:24.432',0.125,-,-,-,60.800
'122:12:24.440',0.100,-,-,-,60.800
'122:12:24.448',0.075,-,-,-,60.800
'122:12:24.456',0.075,-,-,-,61.600
'122:12:24.464',0.075,-,-,-,63.200
'122:12:24.472',0.075,-,-,-,64.000
'122:12:24.480',0.050,-,-,-,64.000
'122:12:24.488',0.025,-,-,-,64.000
'122:12:24.496',-0.025,-,-,-,64.000
'122:12:24.504',-0.050,-,-,-,64.000
'122:12:24.512',-0.050,-,-,-,64.000
'122:12:24.520',-0.050,-,-,-,63.200
'122:12:24.528',-0.050,-,-,-,63.200
'122:12:24.536',-0.075,-,-,-,63.200
'122:12:24.544',-0.075,-,-,-,61.600
'122:12:24.552',-0.050,-,-,-,61.600
'122:12:24.560',-0.025,-,-,-,60.800
'122:12:24.568',0.000,-,-,-,59.200
'122:12:24.576',0.000,-,-,-,58.400
'122:12:24.584',0.025,-,-,-,58.400
'122:12:24.592',0.075,-,-,-,56.800
'122:12:24.600',0.100,-,-,-,56.000
'122:12:24.608',0.175,-,-,-,56.000
'122:12:24.616',0.350,-,-,-,54.400
'122:12:24.624',0.850,-,-,-,53.600
'122:12:24.632',1.300,-,-,-,53.600
'122:12:24.640',1.350,-,-,-,52.000
'122:12:24.648',0.425,-,-,-,52.000
'122:12:24.656',-0.575,-,-,-,52.000
'122:12:24.664',-1.075,-,-,-,52.000
'122:12:24.672',-0.850,-,-,-,51.200
'122:12:24.680',-0.450,-,-,-,51.200
'122:12:24.688',-0.275,-,-,-,51.200
'122:12:24.696',-0.225,-,-,-,52.000
'122:12:24.704',-0.225,-,-,-,53.600
'122:12:24.712',-0.200,-,-,-,53.600
'122:12:24.720',-0.175,-,-,-,54.400
'122:12:24.728',-0.125,-,-,-,56.000
'122:12:24.736',-0.100,-,-,-,56.000
'122:12:24.744',-0.075,-,-,-,56.000
'122:12:24.752',-0.050,-,-,-,56.000
'122:12:24.760',-0.025,-,-,-,56.000
'122:12:24.768',-0.025,-,-,-,56.000
'122:12:24.776',-0.050,-,-,-,56.800
'122:12:24.784',-0.025,-,-,-,59.200
'122:12:24.792',-0.025,-,-,-,61.600
'122:12:24.800',-0.050,-,-,-,66.400
'122:12:24.808',-0.100,-,-,-,72.800
'122:12:24.816',-0.125,-,-,-,77.600
'122:12:24.824',-0.200,-,-,-,82.400
'122:12:24.832',-0.225,-,-,-,86.400
'122:12:24.840',-0.225,-,-,-,91.200
'122:12:24.848',-0.250,-,-,-,96.000
'122:12:24.856',-0.225,-,-,-,100.800
'122:12:24.864',-0.200,-,-,-,106.400
'122:12:24.872',-0.125,-,-,-,111.200
'122:12:24.880',-0.075,-,-,-,116.000
'122:12:24.888',-0.025,-,-,-,120.000
'122:12:24.896',0.025,-,-,-,122.400
'122:12:24.904',0.075,-,-,-,124.800
'122:12:24.912',0.075,-,-,-,124.800
'122:12:24.920',0.100,-,-,-,125.600
'122:12:24.928',0.125,-,-,-,124.800
'122:12:24.936',0.125,-,-,-,124.800
'122:12:24.944',0.175,-,-,-,122.400
'122:12:24.952',0.300,-,-,-,120.800
'122:12:24.960',0.675,-,-,-,118.400
'122:12:24.968',1.125,-,-,-,116.000
'122:12:24.976',1.225,-,-,-,113.600
'122:12:24.984',0.600,-,-,-,112.800
'122:12:24.992',-0.275,-,-,-,110.400
'122:12:25.000',-1.050,-,-,-,106.400
'122:12:25.008',-1.350,-,-,-,104.000
'122:12:25.016',-1.225,-,-,-,100.800
'122:12:25.024',-0.875,-,-,-,96.800
'122:12:25.032',-0.450,-,-,-,93.600
'122:12:25.040',-0.175,-,-,-,89.600
'122:12:25.048',-0.050,-,-,-,86.400
'122:12:25.056',0.000,-,-,-,82.400
'122:12:25.064',0.000,-,-,-,80.000
'122:12:25.072',0.025,-,-,-,77.600
'122:12:25.080',0.050,-,-,-,75.200
'122:12:25.088',0.050,-,-,-,73.600
'122:12:25.096',0.075,-,-,-,72.800
'122:12:25.104',0.075,-,-,-,72.800
'122:12:25.112',0.075,-,-,-,72.800
'122:12:25.120',0.075,-,-,-,72.800
'122:12:25.128',0.075,-,-,-,71.200
'122:12:25.136',0.050,-,-,-,71.200
'122:12:25.144',0.025,-,-,-,71.200
'122:12:25.152',0.000,-,-,-,71.200
'122:12:25.160',0.000,-,-,-,70.400
'122:12:25.168',0.025,-,-,-,70.400
'122:12:25.176',0.025,-,-,-,70.400
'122:12:25.184',0.075,-,-,-,68.800
'122:12:25.192',0.100,-,-,-,68.800
'122:12:25.200',0.175,-,-,-,68.000
'122:12:25.208',0.225,-,-,-,68.000
'122:12:25.216',0.250,-,-,-,68.000
'122:12:25.224',0.275,-,-,-,66.400
'122:12:25.232',0.275,-,-,-,66.400
'122:12:25.240',0.250,-,-,-,65.600
'122:12:25.248',0.250,-,-,-,65.600
'122:12:25.256',0.225,-,-,-,64.000
'122:12:25.264',0.225,-,-,-,64.000
'122:12:25.272',0.200,-,-,-,63.200
'122:12:25.280',0.200,-,-,-,63.200
'122:12:25.288',0.200,-,-,-,61.600
'122:12:25.296',0.175,-,-,-,61.600
'122:12:25.304',0.125,-,-,-,60.800
'122:12:25.312',0.075,-,-,-,60.800
'122:12:25.320',0.050,-,-,-,59.200
'122:12:25.328',0.025,-,-,-,59.200
'122:12:25.336',0.000,-,-,-,58.400
'122:12:25.344',0.000,-,-,-,58.400
'122:12:25.352',0.000,-,-,-,56.800
'122:12:25.360',0.000,-,-,-,56.800
'122:12:25.368',0.000,-,-,-,56.000
'122:12:25.376',0.000,-,-,-,56.000
'122:12:25.384',0.000,-,-,-,54.400
'122:12:25.392',0.025,-,-,-,54.400
'122:12:25.400',0.050,-,-,-,53.600
'122:12:25.408',0.075,-,-,-,53.600
'122:12:25.416',0.075,-,-,-,53.600
'122:12:25.424',0.100,-,-,-,52.000
'122:12:25.432',0.100,-,-,-,52.000
'122:12:25.440',0.100,-,-,-,52.000
'122:12:25.448',0.100,-,-,-,52.000
'122:12:25.456',0.100,-,-,-,52.000
'122:12:25.464',0.075,-,-,-,51.200
'122:12:25.472',0.050,-,-,-,51.200
'122:12:25.480',0.025,-,-,-,51.200
'122:12:25.488',0.000,-,-,-,49.600
'122:12:25.496',-0.025,-,-,-,49.600
'122:12:25.504',-0.025,-,-,-,49.600
'122:12:25.512',-0.050,-,-,-,49.600
'122:12:25.520',-0.050,-,-,-,49.600
'122:12:25.528',-0.050,-,-,-,49.600
'122:12:25.536',-0.025,-,-,-,49.600
'122:12:25.544',0.000,-,-,-,48.800
'122:12:25.552',0.000,-,-,-,48.800
'122:12:25.560',0.000,-,-,-,48.800
'122:12:25.568',0.025,-,-,-,47.200
'122:12:25.576',0.025,-,-,-,47.200
'122:12:25.584',0.050,-,-,-,47.200
'122:12:25.592',0.075,-,-,-,47.200
'122:12:25.600',0.100,-,-,-,47.200
'122:12:25.608',0.175,-,-,-,47.200
'122:12:25.616',0.450,-,-,-,46.400
'122:12:25.624',1.025,-,-,-,46.400
'122:12:25.632',1.375,-,-,-,46.400
'122:12:25.640',1.075,-,-,-,46.400
'122:12:25.648',0.100,-,-,-,44.800
'122:12:25.656',-0.875,-,-,-,44.800
'122:12:25.664',-1.125,-,-,-,44.800
'122:12:25.672',-0.775,-,-,-,44.800
'122:12:25.680',-0.400,-,-,-,44.000
'122:12:25.688',-0.250,-,-,-,42.400
'122:12:25.696',-0.225,-,-,-,42.400
'122:12:25.704',-0.225,-,-,-,41.600
'122:12:25.712',-0.200,-,-,-,41.600
'122:12:25.720',-0.175,-,-,-,41.600
'122:12:25.728',-0.100,-,-,-,40.000
'122:12:25.736',-0.075,-,-,-,40.000
'122:12:25.744',-0.050,-,-,-,39.200
'122:12:25.752',-0.050,-,-,-,39.200
'122:12:25.760',-0.025,-,-,-,37.600
'122:12:25.768',-0.025,-,-,-,37.600
'122:12:25.776',-0.025,-,-,-,39.200
'122:12:25.784',-0.025,-,-,-,40.000
'122:12:25.792',-0.025,-,-,-,42.400
'122:12:25.800',-0.075,-,-,-,47.200
'122:12:25.808',-0.125,-,-,-,53.600
'122:12:25.816',-0.175,-,-,-,60.800
'122:12:25.824',-0.200,-,-,-,68.000
'122:12:25.832',-0.225,-,-,-,76.000
'122:12:25.840',-0.225,-,-,-,84.000
'122:12:25.848',-0.225,-,-,-,92.000
'122:12:25.856',-0.225,-,-,-,99.200
'122:12:25.864',-0.200,-,-,-,108.000
'122:12:25.872',-0.125,-,-,-,113.600
'122:12:25.880',-0.050,-,-,-,120.000
'122:12:25.888',-0.025,-,-,-,122.400
'122:12:25.896',0.025,-,-,-,123.200
'122:12:25.904',0.050,-,-,-,123.200
'122:12:25.912',0.075,-,-,-,123.200
'122:12:25.920',0.075,-,-,-,120.800
'122:12:25.928',0.100,-,-,-,120.000
'122:12:25.936',0.125,-,-,-,117.600
'122:12:25.944',0.175,-,-,-,115.200
'122:12:25.952',0.300,-,-,-,113.600
'122:12:25.960',0.675,-,-,-,111.200
'122:12:25.968',1.075,-,-,-,108.800
'122:12:25.976',1.175,-,-,-,106.400
'122:12:25.984',0.425,-,-,-,104.000
'122:12:25.992',-0.450,-,-,-,101.600
'122:12:26.000',-1.075,-,-,-,98.400
'122:12:26.008',-1.175,-,-,-,96.000
'122:12:26.016',-0.775,-,-,-,93.600
'122:12:26.024',-0.525,-,-,-,91.200
'122:12:26.032',-0.500,-,-,-,87.200
'122:12:26.040',-0.525,-,-,-,84.000
'122:12:26.048',-0.450,-,-,-,80.000
'122:12:26.056',-0.275,-,-,-,77.600
'122:12:26.064',-0.100,-,-,-,73.600
'122:12:26.072',0.000,-,-,-,71.200
'122:12:26.080',0.000,-,-,-,70.400
'122:12:26.088',0.025,-,-,-,68.800
'122:12:26.096',0.050,-,-,-,68.000
'122:12:26.104',0.075,-,-,-,68.000
'122:12:26.112',0.050,-,-,-,68.000
'122:12:26.120',0.050,-,-,-,68.000
'122:12:26.128',0.050,-,-,-,66.400
'122:12:26.136',0.025,-,-,-,66.400
'122:12:26.144',0.000,-,-,-,66.400
'122:12:26.152',-0.025,-,-,-,66.400
'122:12:26.160',-0.025,-,-,-,65.600
'122:12:26.168',-0.025,-,-,-,65.600
'122:12:26.176',-0.025,-,-,-,65.600
'122:12:26.184',0.000,-,-,-,64.000
'122:12:26.192',0.050,-,-,-,64.000
'122:12:26.200',0.125,-,-,-,63.200
'122:12:26.208',0.200,-,-,-,63.200
'122:12:26.216',0.225,-,-,-,63.200
'122:12:26.224',0.275,-,-,-,61.600
'122:12:26.232',0.300,-,-,-,61.600
'122:12:26.240',0.275,-,-,-,60.800
'122:12:26.248',0.250,-,-,-,59.200
'122:12:26.256',0.250,-,-,-,59.200
'122:12:26.264',0.225,-,-,-,58.400
'122:12:26.272',0.200,-,-,-,58.400
'122:12:26.280',0.175,-,-,-,56.800
'122:12:26.288',0.175,-,-,-,56.000
'122:12:26.296',0.125,-,-,-,56.000
'122:12:26.304',0.125,-,-,-,54.400
'122:12:26.312',0.075,-,-,-,54.400
'122:12:26.320',0.050,-,-,-,54.400
'122:12:26.328',0.025,-,-,-,53.600
'122:12:26.336',0.000,-,-,-,53.600
'122:12:26.344',0.000,-,-,-,53.600
'122:12:26.352',0.000,-,-,-,52.000
'122:12:26.360',0.000,-,-,-,52.000
'122:12:26.368',0.000,-,-,-,52.000
