'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'54:59.256',0.571,-0.724,-,118.040
'54:59.264',0.486,-0.724,-,118.040
'54:59.272',0.400,-0.724,-,118.040
'54:59.280',0.314,-0.713,-,116.480
'54:59.288',0.229,-0.713,-,114.920
'54:59.296',0.114,-0.713,-,111.800
'54:59.304',0.057,-0.713,-,108.680
'54:59.312',0.000,-0.713,-,105.560
'54:59.320',0.000,-0.713,-,101.920
'54:59.328',-0.029,-0.713,-,98.800
'54:59.336',-0.057,-0.713,-,95.680
'54:59.344',-0.057,-0.701,-,92.560
'54:59.352',-0.057,-0.701,-,91.000
'54:59.360',-0.057,-0.713,-,89.440
'54:59.368',-0.057,-0.713,-,88.400
'54:59.376',-0.029,-0.713,-,87.880
'54:59.384',-0.057,-0.713,-,87.880
'54:59.392',-0.029,-0.713,-,87.880
'54:59.400',-0.029,-0.724,-,87.880
'54:59.408',-0.029,-0.724,-,87.880
'54:59.416',-0.029,-0.724,-,86.840
'54:59.424',-0.029,-0.724,-,86.840
'54:59.432',-0.029,-0.736,-,86.840
'54:59.440',-0.029,-0.736,-,86.320
'54:59.448',-0.029,-0.736,-,86.320
'54:59.456',0.000,-0.736,-,85.280
'54:59.464',0.057,-0.747,-,85.280
'54:59.472',0.171,-0.747,-,85.280
'54:59.480',0.229,-0.747,-,84.760
'54:59.488',0.371,-0.747,-,83.720
'54:59.496',0.514,-0.747,-,83.720
'54:59.504',0.714,-0.747,-,83.200
'54:59.512',0.971,-0.747,-,82.160
'54:59.520',1.171,-0.747,-,82.160
'54:59.528',1.400,-0.747,-,81.120
'54:59.536',1.600,-0.747,-,80.600
'54:59.544',1.714,-0.747,-,79.560
'54:59.552',1.771,-0.747,-,79.560
'54:59.560',1.829,-0.747,-,79.040
'54:59.568',1.600,-0.747,-,79.040
'54:59.576',0.800,-0.747,-,78.000
'54:59.584',0.114,-0.747,-,78.000
'54:59.592',-0.143,-0.747,-,77.480
'54:59.600',-0.514,-0.736,-,77.480
'54:59.608',-0.743,-0.736,-,77.480
'54:59.616',-0.771,-0.724,-,77.480
'54:59.624',-0.686,-0.724,-,76.440
