'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:46:34.304',-0.250,-,-,-,100.800
'121:46:34.312',-0.225,-,-,-,108.800
'121:46:34.320',-0.175,-,-,-,116.000
'121:46:34.328',-0.075,-,-,-,122.400
'121:46:34.336',0.000,-,-,-,127.200
'121:46:34.344',0.050,-,-,-,129.600
'121:46:34.352',0.075,-,-,-,130.400
'121:46:34.360',0.125,-,-,-,129.600
'121:46:34.368',0.175,-,-,-,128.000
'121:46:34.376',0.125,-,-,-,127.200
'121:46:34.384',0.175,-,-,-,125.600
'121:46:34.392',0.175,-,-,-,123.200
'121:46:34.400',0.250,-,-,-,120.800
'121:46:34.408',0.575,-,-,-,118.400
'121:46:34.416',1.075,-,-,-,116.000
'121:46:34.424',1.375,-,-,-,113.600
'121:46:34.432',0.925,-,-,-,111.200
'121:46:34.440',-0.100,-,-,-,108.800
'121:46:34.448',-1.125,-,-,-,106.400
'121:46:34.456',-1.525,-,-,-,104.000
'121:46:34.464',-1.250,-,-,-,101.600
'121:46:34.472',-0.875,-,-,-,99.200
'121:46:34.480',-0.625,-,-,-,96.000
'121:46:34.488',-0.575,-,-,-,92.000
'121:46:34.496',-0.500,-,-,-,88.800
'121:46:34.504',-0.275,-,-,-,84.000
'121:46:34.512',-0.050,-,-,-,80.000
'121:46:34.520',0.050,-,-,-,77.600
'121:46:34.528',0.100,-,-,-,75.200
'121:46:34.536',0.100,-,-,-,73.600
'121:46:34.544',0.100,-,-,-,72.800
'121:46:34.552',0.075,-,-,-,72.800
'121:46:34.560',0.075,-,-,-,72.800
'121:46:34.568',0.075,-,-,-,72.800
'121:46:34.576',0.050,-,-,-,72.800
'121:46:34.584',0.025,-,-,-,72.800
'121:46:34.592',0.000,-,-,-,72.800
'121:46:34.600',-0.025,-,-,-,72.800
'121:46:34.608',-0.025,-,-,-,72.800
'121:46:34.616',-0.025,-,-,-,71.200
'121:46:34.624',0.000,-,-,-,71.200
'121:46:34.632',0.025,-,-,-,70.400
'121:46:34.640',0.075,-,-,-,70.400
'121:46:34.648',0.175,-,-,-,68.800
