'Elapsed time','II','AVL','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'6:03:10.064',-0.184,-,-1.824,-,45.600,-
'6:03:10.072',-0.088,-,-1.824,-,45.600,-
'6:03:10.080',-0.024,-,-1.824,-,45.600,-
'6:03:10.088',0.000,-,-1.824,-,44.800,-
'6:03:10.096',0.008,-,-1.824,-,44.800,-
'6:03:10.104',0.032,-,-1.840,-,44.800,-
'6:03:10.112',0.032,-,-1.840,-,44.800,-
'6:03:10.120',0.032,-,-1.840,-,44.000,-
'6:03:10.128',0.032,-,-1.840,-,44.000,-
'6:03:10.136',0.048,-,-1.840,-,44.000,-
'6:03:10.144',0.048,-,-1.840,-,44.000,-
'6:03:10.152',0.048,-,-1.864,-,44.800,-
'6:03:10.160',0.064,-,-1.864,-,44.800,-
'6:03:10.168',0.072,-,-1.864,-,47.200,-
'6:03:10.176',0.072,-,-1.888,-,49.600,-
'6:03:10.184',0.064,-,-1.888,-,53.600,-
'6:03:10.192',0.072,-,-1.888,-,58.400,-
'6:03:10.200',0.072,-,-1.888,-,61.600,-
'6:03:10.208',0.072,-,-1.888,-,64.000,-
'6:03:10.216',0.072,-,-1.864,-,66.400,-
'6:03:10.224',0.072,-,-1.864,-,68.800,-
'6:03:10.232',0.072,-,-1.864,-,70.400,-
'6:03:10.240',0.072,-,-1.840,-,72.800,-
'6:03:10.248',0.064,-,-1.824,-,74.400,-
'6:03:10.256',0.032,-,-1.800,-,75.200,-
'6:03:10.264',0.024,-,-1.800,-,76.000,-
'6:03:10.272',0.008,-,-1.776,-,76.800,-
'6:03:10.280',0.000,-,-1.760,-,76.000,-
'6:03:10.288',0.000,-,-1.760,-,76.000,-
'6:03:10.296',0.000,-,-1.736,-,75.200,-
'6:03:10.304',0.008,-,-1.736,-,73.600,-
'6:03:10.312',0.008,-,-1.712,-,72.000,-
'6:03:10.320',0.008,-,-1.712,-,70.400,-
'6:03:10.328',0.008,-,-1.712,-,68.800,-
'6:03:10.336',0.008,-,-1.712,-,66.400,-
'6:03:10.344',0.000,-,-1.712,-,64.800,-
'6:03:10.352',0.000,-,-1.712,-,62.400,-
'6:03:10.360',0.000,-,-1.736,-,60.000,-
'6:03:10.368',0.000,-,-1.736,-,58.400,-
'6:03:10.376',0.000,-,-1.736,-,56.800,-
'6:03:10.384',-0.008,-,-1.760,-,56.000,-
'6:03:10.392',-0.008,-,-1.760,-,55.200,-
'6:03:10.400',-0.008,-,-1.776,-,53.600,-
'6:03:10.408',-0.008,-,-1.776,-,52.800,-
'6:03:10.416',0.000,-,-1.800,-,52.800,-
'6:03:10.424',0.000,-,-1.824,-,52.000,-
'6:03:10.432',0.000,-,-1.824,-,51.200,-
'6:03:10.440',0.000,-,-1.840,-,51.200,-
'6:03:10.448',0.000,-,-1.864,-,50.400,-
'6:03:10.456',0.000,-,-1.864,-,49.600,-
'6:03:10.464',0.000,-,-1.864,-,49.600,-
'6:03:10.472',0.000,-,-1.888,-,49.600,-
'6:03:10.480',0.000,-,-1.888,-,48.800,-
'6:03:10.488',0.008,-,-1.888,-,48.800,-
'6:03:10.496',0.008,-,-1.888,-,48.800,-
'6:03:10.504',0.032,-,-1.888,-,48.800,-
'6:03:10.512',0.048,-,-1.888,-,48.000,-
'6:03:10.520',0.048,-,-1.888,-,48.000,-
'6:03:10.528',0.024,-,-1.864,-,48.000,-
'6:03:10.536',-0.072,-,-1.864,-,48.000,-
'6:03:10.544',-0.232,-,-1.840,-,47.200,-
'6:03:10.552',-0.352,-,-1.824,-,47.200,-
'6:03:10.560',-0.376,-,-1.800,-,47.200,-
'6:03:10.568',-0.352,-,-1.776,-,47.200,-
'6:03:10.576',-0.296,-,-1.760,-,47.200,-
'6:03:10.584',-0.192,-,-1.736,-,46.400,-
'6:03:10.592',-0.104,-,-1.688,-,46.400,-
'6:03:10.600',-0.024,-,-1.672,-,46.400,-
'6:03:10.608',0.000,-,-1.624,-,46.400,-
'6:03:10.616',0.024,-,-1.608,-,45.600,-
'6:03:10.624',0.048,-,-1.560,-,45.600,-
'6:03:10.632',0.048,-,-1.536,-,44.800,-
'6:03:10.640',0.048,-,-1.496,-,44.800,-
'6:03:10.648',0.048,-,-1.472,-,44.800,-
'6:03:10.656',0.064,-,-1.432,-,44.800,-
'6:03:10.664',0.064,-,-1.408,-,44.800,-
'6:03:10.672',0.064,-,-1.384,-,44.800,-
'6:03:10.680',0.064,-,-1.344,-,44.000,-
'6:03:10.688',0.072,-,-1.320,-,44.000,-
'6:03:10.696',0.072,-,-1.304,-,44.000,-
'6:03:10.704',0.072,-,-1.256,-,44.800,-
'6:03:10.712',0.072,-,-1.216,-,45.600,-
'6:03:10.720',0.072,-,-1.192,-,48.000,-
'6:03:10.728',0.072,-,-1.152,-,49.600,-
'6:03:10.736',0.088,-,-1.104,-,52.000,-
'6:03:10.744',0.088,-,-1.064,-,53.600,-
'6:03:10.752',0.088,-,-1.040,-,55.200,-
'6:03:10.760',0.088,-,-1.000,-,56.800,-
'6:03:10.768',0.072,-,-0.928,-,57.600,-
'6:03:10.776',0.064,-,-0.888,-,59.200,-
'6:03:10.784',0.032,-,-0.840,-,60.000,-
'6:03:10.792',0.024,-,-0.800,-,60.000,-
'6:03:10.800',0.000,-,-0.760,-,60.800,-
'6:03:10.808',-0.008,-,-0.712,-,60.800,-
'6:03:10.816',-0.008,-,-0.672,-,60.800,-
'6:03:10.824',-0.008,-,-0.624,-,60.000,-
'6:03:10.832',0.000,-,-0.584,-,59.200,-
'6:03:10.840',0.000,-,-0.536,-,57.600,-
'6:03:10.848',0.000,-,-0.496,-,56.800,-
'6:03:10.856',0.000,-,-0.456,-,55.200,-
'6:03:10.864',0.000,-,-0.408,-,53.600,-
'6:03:10.872',0.000,-,-0.384,-,52.000,-
'6:03:10.880',0.000,-,-0.344,-,51.200,-
'6:03:10.888',-0.008,-,-0.320,-,49.600,-
'6:03:10.896',-0.008,-,-0.280,-,48.800,-
'6:03:10.904',-0.008,-,-0.256,-,48.800,-
'6:03:10.912',-0.024,-,-0.232,-,48.000,-
'6:03:10.920',-0.024,-,-0.192,-,47.200,-
'6:03:10.928',-0.024,-,-0.168,-,47.200,-
'6:03:10.936',-0.024,-,-0.152,-,46.400,-
'6:03:10.944',-0.008,-,-0.128,-,45.600,-
'6:03:10.952',-0.008,-,-0.080,-,45.600,-
'6:03:10.960',-0.008,-,-0.064,-,44.800,-
'6:03:10.968',-0.008,-,-0.040,-,44.800,-
'6:03:10.976',-0.008,-,-0.016,-,44.800,-
'6:03:10.984',-0.008,-,0.000,-,44.800,-
'6:03:10.992',-0.008,-,0.040,-,44.800,-
'6:03:11.000',0.000,-,0.064,-,44.800,-
'6:03:11.008',0.000,-,0.104,-,44.000,-
'6:03:11.016',0.008,-,0.128,-,44.000,-
'6:03:11.024',0.024,-,0.152,-,44.000,-
'6:03:11.032',0.032,-,0.192,-,44.000,-
