'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:16:33.200',-0.028,-,-,-0.009,-,-,-
'44:16:33.208',-0.009,-,-,0.000,-,-,-
'44:16:33.216',-0.047,-,-,-0.019,-,-,-
'44:16:33.224',-0.047,-,-,-0.009,-,-,-
'44:16:33.232',-0.028,-,-,-0.047,-,-,-
'44:16:33.240',-0.028,-,-,0.000,-,-,-
'44:16:33.248',-0.047,-,-,-0.019,-,-,-
'44:16:33.256',-0.047,-,-,-0.019,-,-,-
'44:16:33.264',-0.057,-,-,-0.047,-,-,-
'44:16:33.272',-0.057,-,-,-0.047,-,-,-
'44:16:33.280',-0.047,-,-,-0.066,-,-,-
'44:16:33.288',-0.028,-,-,-0.019,-,-,-
'44:16:33.296',-0.028,-,-,-0.019,-,-,-
'44:16:33.304',-0.028,-,-,-0.047,-,-,-
'44:16:33.312',-0.009,-,-,-0.019,-,-,-
'44:16:33.320',-0.009,-,-,-0.028,-,-,-
'44:16:33.328',-0.009,-,-,0.038,-,-,-
'44:16:33.336',0.000,-,-,0.057,-,-,-
'44:16:33.344',0.047,-,-,-0.038,-,-,-
'44:16:33.352',0.057,-,-,-0.019,-,-,-
'44:16:33.360',0.047,-,-,0.000,-,-,-
'44:16:33.368',0.028,-,-,-0.047,-,-,-
'44:16:33.376',0.057,-,-,0.009,-,-,-
'44:16:33.384',0.047,-,-,0.019,-,-,-
'44:16:33.392',0.009,-,-,-0.038,-,-,-
'44:16:33.400',0.009,-,-,-0.019,-,-,-
'44:16:33.408',0.000,-,-,-0.047,-,-,-
'44:16:33.416',0.000,-,-,-0.085,-,-,-
'44:16:33.424',0.000,-,-,-0.047,-,-,-
'44:16:33.432',0.009,-,-,-0.066,-,-,-
'44:16:33.440',0.028,-,-,0.009,-,-,-
'44:16:33.448',0.047,-,-,0.000,-,-,-
'44:16:33.456',0.057,-,-,0.019,-,-,-
'44:16:33.464',0.113,-,-,0.057,-,-,-
'44:16:33.472',0.113,-,-,0.151,-,-,-
'44:16:33.480',0.075,-,-,0.208,-,-,-
'44:16:33.488',0.009,-,-,-0.057,-,-,-
'44:16:33.496',0.009,-,-,-0.085,-,-,-
'44:16:33.504',0.000,-,-,-0.057,-,-,-
'44:16:33.512',0.000,-,-,-0.047,-,-,-
'44:16:33.520',-0.009,-,-,-0.066,-,-,-
'44:16:33.528',-0.057,-,-,-0.057,-,-,-
'44:16:33.536',-0.113,-,-,-0.123,-,-,-
'44:16:33.544',-0.113,-,-,-0.132,-,-,-
'44:16:33.552',-0.075,-,-,-0.170,-,-,-
'44:16:33.560',-0.057,-,-,-0.094,-,-,-
'44:16:33.568',-0.075,-,-,-0.019,-,-,-
'44:16:33.576',-0.094,-,-,-0.132,-,-,-
'44:16:33.584',-0.075,-,-,-0.170,-,-,-
'44:16:33.592',-0.057,-,-,-0.047,-,-,-
'44:16:33.600',-0.057,-,-,-0.038,-,-,-
'44:16:33.608',-0.009,-,-,-0.113,-,-,-
'44:16:33.616',0.075,-,-,-0.028,-,-,-
'44:16:33.624',0.189,-,-,0.094,-,-,-
'44:16:33.632',0.274,-,-,0.179,-,-,-
'44:16:33.640',0.311,-,-,0.264,-,-,-
'44:16:33.648',0.358,-,-,0.226,-,-,-
'44:16:33.656',0.425,-,-,0.321,-,-,-
'44:16:33.664',0.358,-,-,0.396,-,-,-
'44:16:33.672',0.142,-,-,0.217,-,-,-
'44:16:33.680',-0.028,-,-,0.000,-,-,-
'44:16:33.688',-0.123,-,-,-0.142,-,-,-
'44:16:33.696',-0.189,-,-,-0.226,-,-,-
'44:16:33.704',-0.226,-,-,-0.264,-,-,-
'44:16:33.712',-0.208,-,-,-0.274,-,-,-
'44:16:33.720',-0.179,-,-,-0.198,-,-,-
'44:16:33.728',-0.142,-,-,-0.189,-,-,-
