'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:47:10.304',-0.025,-,-,-,77.600
'121:47:10.312',0.075,-,-,-,75.200
'121:47:10.320',0.100,-,-,-,73.600
'121:47:10.328',0.125,-,-,-,73.600
'121:47:10.336',0.100,-,-,-,73.600
'121:47:10.344',0.100,-,-,-,73.600
'121:47:10.352',0.100,-,-,-,73.600
'121:47:10.360',0.075,-,-,-,73.600
'121:47:10.368',0.050,-,-,-,72.800
'121:47:10.376',0.025,-,-,-,72.800
'121:47:10.384',0.000,-,-,-,72.800
'121:47:10.392',0.000,-,-,-,72.800
'121:47:10.400',0.000,-,-,-,71.200
'121:47:10.408',0.000,-,-,-,71.200
'121:47:10.416',0.025,-,-,-,70.400
'121:47:10.424',0.075,-,-,-,70.400
'121:47:10.432',0.125,-,-,-,68.800
'121:47:10.440',0.225,-,-,-,68.800
'121:47:10.448',0.300,-,-,-,68.000
'121:47:10.456',0.400,-,-,-,68.000
'121:47:10.464',0.425,-,-,-,66.400
'121:47:10.472',0.425,-,-,-,66.400
'121:47:10.480',0.425,-,-,-,65.600
'121:47:10.488',0.400,-,-,-,65.600
'121:47:10.496',0.350,-,-,-,65.600
'121:47:10.504',0.275,-,-,-,65.600
'121:47:10.512',0.250,-,-,-,65.600
'121:47:10.520',0.225,-,-,-,66.400
'121:47:10.528',0.200,-,-,-,66.400
'121:47:10.536',0.125,-,-,-,66.400
'121:47:10.544',0.075,-,-,-,66.400
'121:47:10.552',0.050,-,-,-,65.600
'121:47:10.560',0.025,-,-,-,65.600
'121:47:10.568',0.000,-,-,-,64.000
'121:47:10.576',0.000,-,-,-,63.200
'121:47:10.584',0.000,-,-,-,60.800
'121:47:10.592',0.000,-,-,-,59.200
'121:47:10.600',0.000,-,-,-,58.400
'121:47:10.608',0.025,-,-,-,56.800
'121:47:10.616',0.025,-,-,-,56.000
'121:47:10.624',0.050,-,-,-,54.400
'121:47:10.632',0.075,-,-,-,53.600
'121:47:10.640',0.100,-,-,-,53.600
'121:47:10.648',0.125,-,-,-,52.000
'121:47:10.656',0.125,-,-,-,52.000
'121:47:10.664',0.125,-,-,-,51.200
'121:47:10.672',0.125,-,-,-,51.200
'121:47:10.680',0.125,-,-,-,51.200
'121:47:10.688',0.100,-,-,-,51.200
'121:47:10.696',0.075,-,-,-,51.200
'121:47:10.704',0.050,-,-,-,51.200
'121:47:10.712',0.025,-,-,-,49.600
'121:47:10.720',0.000,-,-,-,49.600
'121:47:10.728',-0.025,-,-,-,49.600
'121:47:10.736',-0.025,-,-,-,49.600
'121:47:10.744',-0.025,-,-,-,49.600
'121:47:10.752',-0.050,-,-,-,49.600
'121:47:10.760',-0.050,-,-,-,49.600
'121:47:10.768',-0.025,-,-,-,48.800
'121:47:10.776',-0.025,-,-,-,48.800
'121:47:10.784',0.000,-,-,-,48.800
'121:47:10.792',0.025,-,-,-,48.800
'121:47:10.800',0.050,-,-,-,48.800
'121:47:10.808',0.075,-,-,-,47.200
'121:47:10.816',0.100,-,-,-,47.200
'121:47:10.824',0.125,-,-,-,47.200
'121:47:10.832',0.125,-,-,-,47.200
'121:47:10.840',0.200,-,-,-,46.400
'121:47:10.848',0.525,-,-,-,46.400
'121:47:10.856',1.050,-,-,-,46.400
'121:47:10.864',1.425,-,-,-,46.400
'121:47:10.872',1.175,-,-,-,46.400
'121:47:10.880',0.250,-,-,-,44.800
'121:47:10.888',-0.775,-,-,-,44.800
'121:47:10.896',-1.200,-,-,-,44.800
'121:47:10.904',-0.850,-,-,-,44.000
'121:47:10.912',-0.425,-,-,-,44.000
'121:47:10.920',-0.250,-,-,-,44.000
'121:47:10.928',-0.225,-,-,-,42.400
'121:47:10.936',-0.200,-,-,-,42.400
'121:47:10.944',-0.125,-,-,-,42.400
'121:47:10.952',-0.100,-,-,-,42.400
'121:47:10.960',-0.050,-,-,-,41.600
'121:47:10.968',-0.025,-,-,-,41.600
'121:47:10.976',0.000,-,-,-,41.600
'121:47:10.984',0.000,-,-,-,41.600
'121:47:10.992',0.000,-,-,-,41.600
