'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'59:05.256',0.000,0.494,-,108.680
'59:05.264',0.000,0.483,-,107.640
'59:05.272',0.057,0.483,-,107.120
'59:05.280',0.057,0.483,-,106.080
'59:05.288',-0.057,0.483,-,105.560
'59:05.296',-0.057,0.483,-,104.520
'59:05.304',-0.057,0.471,-,104.000
'59:05.312',0.057,0.471,-,102.960
'59:05.320',0.429,0.471,-,102.960
'59:05.328',0.486,0.460,-,101.920
'59:05.336',0.543,0.460,-,101.920
'59:05.344',0.229,0.448,-,101.400
'59:05.352',-0.314,0.448,-,101.400
'59:05.360',-0.714,0.437,-,101.400
'59:05.368',-0.343,0.437,-,100.360
'59:05.376',-0.143,0.425,-,100.360
'59:05.384',-0.057,0.425,-,100.360
'59:05.392',0.000,0.414,-,99.840
'59:05.400',-0.029,0.402,-,99.840
'59:05.408',-0.029,0.391,-,98.800
'59:05.416',0.057,0.391,-,98.800
'59:05.424',0.114,0.379,-,98.280
'59:05.432',-0.029,0.368,-,98.280
'59:05.440',-0.029,0.356,-,98.280
'59:05.448',0.057,0.345,-,99.840
'59:05.456',0.114,0.333,-,101.920
'59:05.464',0.000,0.310,-,107.120
'59:05.472',0.057,0.299,-,114.920
'59:05.480',0.000,0.287,-,124.800
'59:05.488',0.086,0.276,-,135.720
'59:05.496',0.057,0.264,-,147.160
'59:05.504',0.143,0.253,-,157.560
'59:05.512',0.171,0.241,-,166.920
'59:05.520',0.229,0.218,-,174.720
'59:05.528',0.229,0.207,-,179.920
'59:05.536',0.286,0.195,-,179.920
'59:05.544',0.257,0.184,-,179.920
'59:05.552',0.286,0.172,-,179.920
'59:05.560',0.314,0.149,-,179.920
'59:05.568',0.171,0.138,-,179.920
'59:05.576',0.114,0.126,-,176.800
'59:05.584',0.086,0.115,-,173.160
'59:05.592',0.086,0.103,-,169.520
'59:05.600',0.057,0.092,-,165.360
'59:05.608',0.000,0.069,-,160.680
'59:05.616',0.000,0.057,-,156.000
'59:05.624',0.000,0.046,-,150.800
'59:05.632',0.029,0.034,-,146.120
'59:05.640',-0.057,0.023,-,143.000
'59:05.648',0.029,0.011,-,140.400
'59:05.656',0.057,0.000,-,138.840
'59:05.664',0.000,-0.011,-,138.320
'59:05.672',0.057,-0.034,-,137.280
'59:05.680',0.114,-0.046,-,136.760
'59:05.688',0.057,-0.057,-,136.760
'59:05.696',0.086,-0.080,-,135.720
'59:05.704',0.000,-0.092,-,135.200
'59:05.712',0.000,-0.115,-,134.160
'59:05.720',0.000,-0.138,-,132.600
'59:05.728',0.000,-0.161,-,131.040
'59:05.736',0.029,-0.172,-,130.000
'59:05.744',-0.057,-0.195,-,128.440
'59:05.752',-0.057,-0.218,-,126.880
'59:05.760',0.000,-0.241,-,126.360
'59:05.768',-0.086,-0.253,-,124.800
'59:05.776',-0.114,-0.276,-,123.760
'59:05.784',-0.057,-0.299,-,122.720
'59:05.792',0.000,-0.322,-,122.720
'59:05.800',-0.029,-0.333,-,122.200
'59:05.808',0.171,-0.356,-,121.160
'59:05.816',0.286,-0.368,-,120.640
'59:05.824',0.343,-0.391,-,119.600
'59:05.832',0.371,-0.402,-,118.040
'59:05.840',-0.371,-0.425,-,117.520
'59:05.848',-0.886,-0.437,-,116.480
'59:05.856',-0.914,-0.460,-,115.960
'59:05.864',-0.257,-0.471,-,114.920
'59:05.872',-0.029,-0.494,-,114.400
'59:05.880',0.000,-0.506,-,114.400
'59:05.888',-0.057,-0.529,-,113.360
'59:05.896',-0.057,-0.540,-,112.320
'59:05.904',0.000,-0.552,-,112.320
