'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:44:20.200',0.028,-,-,0.019,-,-,-
'44:44:20.208',0.028,-,-,0.028,-,-,-
'44:44:20.216',0.009,-,-,0.009,-,-,-
'44:44:20.224',0.009,-,-,0.000,-,-,-
'44:44:20.232',0.009,-,-,-0.019,-,-,-
'44:44:20.240',0.000,-,-,0.000,-,-,-
'44:44:20.248',-0.009,-,-,-0.047,-,-,-
'44:44:20.256',-0.047,-,-,-0.038,-,-,-
'44:44:20.264',-0.057,-,-,-0.085,-,-,-
'44:44:20.272',-0.057,-,-,-0.066,-,-,-
'44:44:20.280',-0.047,-,-,-0.057,-,-,-
'44:44:20.288',-0.057,-,-,-0.066,-,-,-
'44:44:20.296',-0.057,-,-,-0.085,-,-,-
'44:44:20.304',-0.047,-,-,-0.057,-,-,-
'44:44:20.312',-0.057,-,-,-0.066,-,-,-
'44:44:20.320',-0.057,-,-,-0.085,-,-,-
'44:44:20.328',-0.057,-,-,-0.094,-,-,-
'44:44:20.336',-0.047,-,-,-0.066,-,-,-
'44:44:20.344',-0.047,-,-,-0.057,-,-,-
'44:44:20.352',0.000,-,-,-0.066,-,-,-
'44:44:20.360',0.075,-,-,0.000,-,-,-
'44:44:20.368',0.226,-,-,0.132,-,-,-
'44:44:20.376',0.406,-,-,0.283,-,-,-
'44:44:20.384',0.538,-,-,0.481,-,-,-
'44:44:20.392',0.604,-,-,0.528,-,-,-
'44:44:20.400',0.632,-,-,0.481,-,-,-
'44:44:20.408',0.519,-,-,0.594,-,-,-
'44:44:20.416',0.311,-,-,0.292,-,-,-
'44:44:20.424',0.094,-,-,0.104,-,-,-
'44:44:20.432',-0.057,-,-,-0.019,-,-,-
'44:44:20.440',-0.208,-,-,-0.208,-,-,-
'44:44:20.448',-0.255,-,-,-0.292,-,-,-
'44:44:20.456',-0.255,-,-,-0.302,-,-,-
'44:44:20.464',-0.245,-,-,-0.255,-,-,-
'44:44:20.472',-0.189,-,-,-0.264,-,-,-
'44:44:20.480',-0.142,-,-,-0.132,-,-,-
'44:44:20.488',-0.123,-,-,-0.123,-,-,-
'44:44:20.496',-0.123,-,-,-0.113,-,-,-
'44:44:20.504',-0.113,-,-,-0.123,-,-,-
'44:44:20.512',-0.113,-,-,-0.104,-,-,-
'44:44:20.520',-0.094,-,-,-0.094,-,-,-
'44:44:20.528',-0.113,-,-,-0.094,-,-,-
'44:44:20.536',-0.142,-,-,-0.094,-,-,-
'44:44:20.544',-0.142,-,-,-0.189,-,-,-
'44:44:20.552',-0.113,-,-,-0.104,-,-,-
'44:44:20.560',-0.094,-,-,-0.094,-,-,-
'44:44:20.568',-0.094,-,-,-0.104,-,-,-
'44:44:20.576',-0.113,-,-,-0.113,-,-,-
'44:44:20.584',-0.113,-,-,-0.104,-,-,-
'44:44:20.592',-0.113,-,-,-0.104,-,-,-
'44:44:20.600',-0.123,-,-,-0.123,-,-,-
'44:44:20.608',-0.123,-,-,-0.123,-,-,-
'44:44:20.616',-0.123,-,-,-0.132,-,-,-
'44:44:20.624',-0.123,-,-,-0.132,-,-,-
'44:44:20.632',-0.123,-,-,-0.123,-,-,-
'44:44:20.640',-0.094,-,-,-0.132,-,-,-
'44:44:20.648',-0.057,-,-,-0.094,-,-,-
'44:44:20.656',-0.009,-,-,-0.047,-,-,-
'44:44:20.664',0.009,-,-,-0.019,-,-,-
'44:44:20.672',0.057,-,-,0.019,-,-,-
'44:44:20.680',0.094,-,-,0.047,-,-,-
'44:44:20.688',0.094,-,-,0.085,-,-,-
'44:44:20.696',0.075,-,-,0.057,-,-,-
'44:44:20.704',0.057,-,-,0.047,-,-,-
'44:44:20.712',0.047,-,-,0.038,-,-,-
'44:44:20.720',0.028,-,-,0.028,-,-,-
'44:44:20.728',0.009,-,-,0.009,-,-,-
'44:44:20.736',0.009,-,-,0.000,-,-,-
'44:44:20.744',0.009,-,-,0.000,-,-,-
'44:44:20.752',0.028,-,-,0.019,-,-,-
'44:44:20.760',0.047,-,-,0.038,-,-,-
'44:44:20.768',0.047,-,-,0.038,-,-,-
'44:44:20.776',0.047,-,-,0.047,-,-,-
'44:44:20.784',0.047,-,-,0.038,-,-,-
'44:44:20.792',0.057,-,-,0.038,-,-,-
'44:44:20.800',0.057,-,-,0.038,-,-,-
'44:44:20.808',0.057,-,-,0.057,-,-,-
'44:44:20.816',0.047,-,-,0.028,-,-,-
'44:44:20.824',0.047,-,-,0.038,-,-,-
'44:44:20.832',0.047,-,-,0.028,-,-,-
'44:44:20.840',0.047,-,-,0.038,-,-,-
'44:44:20.848',0.028,-,-,0.019,-,-,-
'44:44:20.856',0.000,-,-,0.019,-,-,-
'44:44:20.864',0.000,-,-,-0.028,-,-,-
'44:44:20.872',-0.009,-,-,-0.019,-,-,-
'44:44:20.880',-0.009,-,-,-0.028,-,-,-
'44:44:20.888',-0.028,-,-,-0.047,-,-,-
'44:44:20.896',-0.009,-,-,-0.038,-,-,-
'44:44:20.904',0.000,-,-,-0.009,-,-,-
'44:44:20.912',0.000,-,-,0.000,-,-,-
'44:44:20.920',0.000,-,-,-0.019,-,-,-
'44:44:20.928',0.000,-,-,0.000,-,-,-
'44:44:20.936',0.000,-,-,-0.019,-,-,-
'44:44:20.944',0.000,-,-,-0.028,-,-,-
'44:44:20.952',0.047,-,-,-0.009,-,-,-
'44:44:20.960',0.160,-,-,0.085,-,-,-
'44:44:20.968',0.321,-,-,0.179,-,-,-
'44:44:20.976',0.472,-,-,0.368,-,-,-
'44:44:20.984',0.557,-,-,0.472,-,-,-
'44:44:20.992',0.566,-,-,0.406,-,-,-
'44:44:21.000',0.519,-,-,0.434,-,-,-
'44:44:21.008',0.358,-,-,0.311,-,-,-
'44:44:21.016',0.179,-,-,0.085,-,-,-
'44:44:21.024',0.047,-,-,0.019,-,-,-
'44:44:21.032',-0.113,-,-,-0.094,-,-,-
'44:44:21.040',-0.226,-,-,-0.226,-,-,-
'44:44:21.048',-0.245,-,-,-0.302,-,-,-
'44:44:21.056',-0.208,-,-,-0.217,-,-,-
'44:44:21.064',-0.160,-,-,-0.179,-,-,-
'44:44:21.072',-0.123,-,-,-0.123,-,-,-
'44:44:21.080',-0.094,-,-,-0.094,-,-,-
'44:44:21.088',-0.075,-,-,-0.066,-,-,-
'44:44:21.096',-0.057,-,-,-0.047,-,-,-
'44:44:21.104',-0.075,-,-,-0.038,-,-,-
'44:44:21.112',-0.057,-,-,-0.057,-,-,-
'44:44:21.120',-0.057,-,-,-0.066,-,-,-
'44:44:21.128',-0.057,-,-,-0.028,-,-,-
'44:44:21.136',-0.075,-,-,-0.047,-,-,-
'44:44:21.144',-0.075,-,-,-0.066,-,-,-
'44:44:21.152',-0.075,-,-,-0.066,-,-,-
'44:44:21.160',-0.075,-,-,-0.057,-,-,-
'44:44:21.168',-0.075,-,-,-0.066,-,-,-
'44:44:21.176',-0.094,-,-,-0.066,-,-,-
'44:44:21.184',-0.113,-,-,-0.094,-,-,-
'44:44:21.192',-0.113,-,-,-0.104,-,-,-
'44:44:21.200',-0.113,-,-,-0.094,-,-,-
'44:44:21.208',-0.113,-,-,-0.094,-,-,-
'44:44:21.216',-0.113,-,-,-0.085,-,-,-
'44:44:21.224',-0.094,-,-,-0.104,-,-,-
'44:44:21.232',-0.075,-,-,-0.094,-,-,-
'44:44:21.240',-0.057,-,-,-0.085,-,-,-
'44:44:21.248',-0.009,-,-,-0.066,-,-,-
'44:44:21.256',0.028,-,-,-0.009,-,-,-
'44:44:21.264',0.057,-,-,0.028,-,-,-
'44:44:21.272',0.075,-,-,0.057,-,-,-
'44:44:21.280',0.075,-,-,0.057,-,-,-
'44:44:21.288',0.075,-,-,0.057,-,-,-
'44:44:21.296',0.075,-,-,0.057,-,-,-
'44:44:21.304',0.057,-,-,0.047,-,-,-
'44:44:21.312',0.047,-,-,0.028,-,-,-
'44:44:21.320',0.028,-,-,0.009,-,-,-
'44:44:21.328',0.047,-,-,0.019,-,-,-
'44:44:21.336',0.028,-,-,0.028,-,-,-
'44:44:21.344',0.047,-,-,0.019,-,-,-
'44:44:21.352',0.047,-,-,0.038,-,-,-
'44:44:21.360',0.057,-,-,0.038,-,-,-
'44:44:21.368',0.047,-,-,0.047,-,-,-
'44:44:21.376',0.047,-,-,0.028,-,-,-
'44:44:21.384',0.057,-,-,0.038,-,-,-
'44:44:21.392',0.057,-,-,0.057,-,-,-
'44:44:21.400',0.057,-,-,0.038,-,-,-
'44:44:21.408',0.057,-,-,0.028,-,-,-
'44:44:21.416',0.047,-,-,0.047,-,-,-
'44:44:21.424',0.047,-,-,0.019,-,-,-
'44:44:21.432',0.028,-,-,0.019,-,-,-
'44:44:21.440',0.009,-,-,0.000,-,-,-
'44:44:21.448',0.000,-,-,-0.019,-,-,-
'44:44:21.456',0.000,-,-,-0.028,-,-,-
'44:44:21.464',-0.009,-,-,-0.019,-,-,-
'44:44:21.472',0.000,-,-,-0.019,-,-,-
'44:44:21.480',-0.009,-,-,-0.019,-,-,-
'44:44:21.488',-0.009,-,-,-0.038,-,-,-
'44:44:21.496',-0.009,-,-,-0.019,-,-,-
'44:44:21.504',0.000,-,-,-0.019,-,-,-
'44:44:21.512',0.000,-,-,-0.028,-,-,-
'44:44:21.520',0.000,-,-,-0.019,-,-,-
'44:44:21.528',0.000,-,-,-0.028,-,-,-
'44:44:21.536',0.028,-,-,-0.009,-,-,-
'44:44:21.544',0.094,-,-,0.019,-,-,-
'44:44:21.552',0.226,-,-,0.132,-,-,-
'44:44:21.560',0.368,-,-,0.255,-,-,-
'44:44:21.568',0.472,-,-,0.387,-,-,-
'44:44:21.576',0.500,-,-,0.406,-,-,-
'44:44:21.584',0.500,-,-,0.368,-,-,-
'44:44:21.592',0.368,-,-,0.396,-,-,-
'44:44:21.600',0.189,-,-,0.113,-,-,-
'44:44:21.608',0.057,-,-,0.009,-,-,-
'44:44:21.616',-0.057,-,-,-0.066,-,-,-
'44:44:21.624',-0.189,-,-,-0.189,-,-,-
'44:44:21.632',-0.255,-,-,-0.283,-,-,-
'44:44:21.640',-0.245,-,-,-0.292,-,-,-
'44:44:21.648',-0.189,-,-,-0.226,-,-,-
'44:44:21.656',-0.142,-,-,-0.151,-,-,-
'44:44:21.664',-0.113,-,-,-0.094,-,-,-
'44:44:21.672',-0.094,-,-,-0.066,-,-,-
'44:44:21.680',-0.075,-,-,-0.047,-,-,-
'44:44:21.688',-0.075,-,-,-0.057,-,-,-
'44:44:21.696',-0.075,-,-,-0.047,-,-,-
'44:44:21.704',-0.075,-,-,-0.057,-,-,-
'44:44:21.712',-0.075,-,-,-0.047,-,-,-
'44:44:21.720',-0.057,-,-,-0.047,-,-,-
'44:44:21.728',-0.057,-,-,-0.028,-,-,-
'44:44:21.736',-0.075,-,-,-0.047,-,-,-
'44:44:21.744',-0.075,-,-,-0.066,-,-,-
'44:44:21.752',-0.075,-,-,-0.085,-,-,-
'44:44:21.760',-0.075,-,-,-0.047,-,-,-
'44:44:21.768',-0.075,-,-,-0.066,-,-,-
'44:44:21.776',-0.094,-,-,-0.066,-,-,-
'44:44:21.784',-0.094,-,-,-0.066,-,-,-
'44:44:21.792',-0.113,-,-,-0.094,-,-,-
'44:44:21.800',-0.113,-,-,-0.094,-,-,-
'44:44:21.808',-0.094,-,-,-0.085,-,-,-
'44:44:21.816',-0.075,-,-,-0.094,-,-,-
'44:44:21.824',-0.057,-,-,-0.066,-,-,-
'44:44:21.832',-0.009,-,-,-0.066,-,-,-
'44:44:21.840',0.009,-,-,-0.009,-,-,-
'44:44:21.848',0.057,-,-,0.028,-,-,-
'44:44:21.856',0.094,-,-,0.057,-,-,-
'44:44:21.864',0.113,-,-,0.066,-,-,-
'44:44:21.872',0.113,-,-,0.085,-,-,-
'44:44:21.880',0.094,-,-,0.066,-,-,-
'44:44:21.888',0.075,-,-,0.057,-,-,-
'44:44:21.896',0.057,-,-,0.057,-,-,-
'44:44:21.904',0.047,-,-,0.028,-,-,-
'44:44:21.912',0.028,-,-,0.019,-,-,-
'44:44:21.920',0.028,-,-,0.019,-,-,-
'44:44:21.928',0.047,-,-,0.028,-,-,-
'44:44:21.936',0.047,-,-,0.019,-,-,-
'44:44:21.944',0.047,-,-,0.038,-,-,-
'44:44:21.952',0.057,-,-,0.038,-,-,-
'44:44:21.960',0.075,-,-,0.057,-,-,-
'44:44:21.968',0.075,-,-,0.066,-,-,-
'44:44:21.976',0.075,-,-,0.057,-,-,-
'44:44:21.984',0.057,-,-,0.057,-,-,-
'44:44:21.992',0.057,-,-,0.047,-,-,-
'44:44:22.000',0.057,-,-,0.038,-,-,-
'44:44:22.008',0.057,-,-,0.047,-,-,-
'44:44:22.016',0.028,-,-,0.028,-,-,-
'44:44:22.024',0.009,-,-,0.019,-,-,-
'44:44:22.032',0.000,-,-,-0.019,-,-,-
'44:44:22.040',-0.009,-,-,-0.019,-,-,-
'44:44:22.048',-0.028,-,-,-0.028,-,-,-
'44:44:22.056',-0.047,-,-,-0.047,-,-,-
'44:44:22.064',-0.047,-,-,-0.047,-,-,-
'44:44:22.072',-0.047,-,-,-0.038,-,-,-
'44:44:22.080',-0.047,-,-,-0.057,-,-,-
'44:44:22.088',-0.028,-,-,-0.047,-,-,-
'44:44:22.096',-0.028,-,-,-0.038,-,-,-
'44:44:22.104',-0.028,-,-,-0.028,-,-,-
'44:44:22.112',-0.028,-,-,-0.038,-,-,-
'44:44:22.120',-0.009,-,-,-0.047,-,-,-
'44:44:22.128',0.028,-,-,-0.019,-,-,-
'44:44:22.136',0.142,-,-,0.057,-,-,-
'44:44:22.144',0.274,-,-,0.179,-,-,-
'44:44:22.152',0.406,-,-,0.311,-,-,-
'44:44:22.160',0.491,-,-,0.396,-,-,-
'44:44:22.168',0.519,-,-,0.368,-,-,-
'44:44:22.176',0.453,-,-,0.406,-,-,-
'44:44:22.184',0.255,-,-,0.255,-,-,-
'44:44:22.192',0.075,-,-,0.038,-,-,-
'44:44:22.200',-0.047,-,-,-0.047,-,-,-
'44:44:22.208',-0.189,-,-,-0.189,-,-,-
'44:44:22.216',-0.292,-,-,-0.292,-,-,-
'44:44:22.224',-0.311,-,-,-0.349,-,-,-
'44:44:22.232',-0.245,-,-,-0.274,-,-,-
'44:44:22.240',-0.179,-,-,-0.198,-,-,-
'44:44:22.248',-0.123,-,-,-0.113,-,-,-
