'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'207:47:54.152',-,0.016,-,0.032,-,-,93.600,-
'207:47:54.160',-,0.016,-,0.024,-,-,90.400,-
'207:47:54.168',-,0.016,-,0.024,-,-,87.200,-
'207:47:54.176',-,0.016,-,0.024,-,-,84.800,-
'207:47:54.184',-,0.016,-,0.088,-,-,83.200,-
'207:47:54.192',-,0.288,-,0.328,-,-,80.800,-
'207:47:54.200',-,-0.752,-,-0.712,-,-,79.200,-
'207:47:54.208',-,-2.184,-,-,-,-,77.600,-
'207:47:54.216',-,-,-,-1.536,-,-,76.800,-
'207:47:54.224',-,-0.320,-,-0.304,-,-,76.000,-
'207:47:54.232',-,0.000,-,0.024,-,-,76.000,-
'207:47:54.240',-,0.032,-,0.048,-,-,76.000,-
'207:47:54.248',-,0.048,-,0.064,-,-,75.200,-
'207:47:54.256',-,0.048,-,0.064,-,-,75.200,-
'207:47:54.264',-,0.048,-,0.048,-,-,76.000,-
'207:47:54.272',-,0.048,-,0.048,-,-,76.000,-
'207:47:54.280',-,0.048,-,0.064,-,-,76.800,-
'207:47:54.288',-,0.048,-,0.048,-,-,76.800,-
'207:47:54.296',-,0.032,-,0.032,-,-,77.600,-
'207:47:54.304',-,0.032,-,0.024,-,-,77.600,-
'207:47:54.312',-,0.016,-,0.008,-,-,78.400,-
'207:47:54.320',-,0.016,-,0.008,-,-,79.200,-
'207:47:54.328',-,0.016,-,0.008,-,-,79.200,-
'207:47:54.336',-,0.000,-,0.008,-,-,79.200,-
'207:47:54.344',-,0.000,-,0.000,-,-,78.400,-
'207:47:54.352',-,-0.016,-,0.000,-,-,78.400,-
'207:47:54.360',-,-0.016,-,0.000,-,-,78.400,-
'207:47:54.368',-,-0.016,-,0.000,-,-,78.400,-
'207:47:54.376',-,-0.016,-,0.000,-,-,77.600,-
'207:47:54.384',-,-0.016,-,0.000,-,-,76.800,-
'207:47:54.392',-,-0.016,-,0.000,-,-,76.000,-
'207:47:54.400',-,-0.016,-,0.000,-,-,76.000,-
'207:47:54.408',-,-0.016,-,0.000,-,-,75.200,-
'207:47:54.416',-,0.000,-,0.008,-,-,75.200,-
'207:47:54.424',-,0.000,-,0.008,-,-,74.400,-
'207:47:54.432',-,0.000,-,0.008,-,-,73.600,-
'207:47:54.440',-,0.000,-,0.008,-,-,72.800,-
'207:47:54.448',-,-0.016,-,0.000,-,-,72.000,-
'207:47:54.456',-,-0.016,-,-0.008,-,-,71.200,-
'207:47:54.464',-,0.048,-,-0.008,-,-,71.200,-
'207:47:54.472',-,0.184,-,0.008,-,-,70.400,-
'207:47:54.480',-,0.320,-,0.072,-,-,69.600,-
'207:47:54.488',-,0.392,-,0.192,-,-,69.600,-
'207:47:54.496',-,0.344,-,0.280,-,-,68.800,-
'207:47:54.504',-,0.224,-,0.288,-,-,68.000,-
'207:47:54.512',-,0.096,-,0.112,-,-,67.200,-
'207:47:54.520',-,0.048,-,0.048,-,-,66.400,-
'207:47:54.528',-,0.032,-,0.032,-,-,66.400,-
'207:47:54.536',-,0.016,-,0.024,-,-,65.600,-
'207:47:54.544',-,0.016,-,0.024,-,-,64.800,-
'207:47:54.552',-,0.016,-,0.008,-,-,64.800,-
'207:47:54.560',-,0.016,-,0.008,-,-,64.000,-
'207:47:54.568',-,0.000,-,0.008,-,-,64.000,-
'207:47:54.576',-,0.016,-,0.008,-,-,64.000,-
'207:47:54.584',-,0.016,-,0.008,-,-,63.200,-
'207:47:54.592',-,0.016,-,0.008,-,-,63.200,-
'207:47:54.600',-,0.016,-,0.008,-,-,63.200,-
'207:47:54.608',-,0.016,-,0.008,-,-,62.400,-
