'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'1:16:49.256',0.029,-0.805,-,59.800
'1:16:49.264',0.057,-0.805,-,59.800
'1:16:49.272',0.029,-0.793,-,58.760
'1:16:49.280',0.057,-0.793,-,58.760
'1:16:49.288',0.057,-0.793,-,58.760
'1:16:49.296',0.086,-0.793,-,58.760
'1:16:49.304',0.114,-0.793,-,58.240
'1:16:49.312',0.114,-0.793,-,58.240
'1:16:49.320',0.114,-0.793,-,58.240
'1:16:49.328',0.114,-0.793,-,58.240
'1:16:49.336',0.086,-0.793,-,57.200
'1:16:49.344',0.057,-0.793,-,57.200
'1:16:49.352',0.086,-0.793,-,57.200
'1:16:49.360',0.114,-0.782,-,57.200
'1:16:49.368',0.114,-0.782,-,56.680
'1:16:49.376',0.057,-0.782,-,56.680
'1:16:49.384',0.029,-0.782,-,56.680
'1:16:49.392',0.000,-0.782,-,56.680
'1:16:49.400',0.000,-0.782,-,56.680
'1:16:49.408',0.000,-0.782,-,55.640
'1:16:49.416',0.000,-0.782,-,55.640
'1:16:49.424',0.000,-0.782,-,55.640
'1:16:49.432',0.000,-0.782,-,55.640
'1:16:49.440',0.000,-0.782,-,55.640
'1:16:49.448',0.000,-0.782,-,55.640
'1:16:49.456',0.000,-0.782,-,55.120
'1:16:49.464',0.000,-0.793,-,55.120
'1:16:49.472',0.000,-0.793,-,55.120
'1:16:49.480',0.171,-0.793,-,55.120
'1:16:49.488',0.371,-0.793,-,55.120
'1:16:49.496',0.429,-0.793,-,55.120
'1:16:49.504',0.486,-0.793,-,54.080
'1:16:49.512',-0.143,-0.793,-,54.080
'1:16:49.520',-0.629,-0.793,-,54.080
'1:16:49.528',-0.771,-0.793,-,54.080
'1:16:49.536',-0.257,-0.793,-,54.080
'1:16:49.544',-0.086,-0.805,-,53.560
'1:16:49.552',-0.029,-0.805,-,53.560
'1:16:49.560',0.000,-0.805,-,53.560
'1:16:49.568',0.000,-0.805,-,53.560
'1:16:49.576',0.000,-0.805,-,53.560
'1:16:49.584',0.000,-0.816,-,52.520
'1:16:49.592',0.000,-0.816,-,52.520
'1:16:49.600',0.000,-0.816,-,52.520
'1:16:49.608',0.000,-0.828,-,52.520
'1:16:49.616',0.000,-0.828,-,52.520
'1:16:49.624',0.000,-0.839,-,52.520
'1:16:49.632',0.000,-0.839,-,53.560
'1:16:49.640',0.000,-0.851,-,54.080
'1:16:49.648',0.000,-0.851,-,56.680
'1:16:49.656',0.000,-0.862,-,61.360
'1:16:49.664',0.000,-0.862,-,67.600
'1:16:49.672',0.000,-0.874,-,76.440
'1:16:49.680',0.000,-0.874,-,86.320
'1:16:49.688',0.029,-0.885,-,97.240
'1:16:49.696',0.000,-0.885,-,107.640
'1:16:49.704',0.029,-0.885,-,118.040
'1:16:49.712',0.029,-0.885,-,127.920
'1:16:49.720',0.000,-0.885,-,135.720
'1:16:49.728',0.029,-0.885,-,141.960
'1:16:49.736',0.000,-0.885,-,146.120
'1:16:49.744',0.000,-0.885,-,148.720
'1:16:49.752',0.000,-0.885,-,150.280
'1:16:49.760',0.000,-0.885,-,150.800
'1:16:49.768',0.000,-0.885,-,150.280
'1:16:49.776',0.000,-0.885,-,149.240
'1:16:49.784',0.000,-0.874,-,147.680
'1:16:49.792',-0.029,-0.874,-,145.600
'1:16:49.800',-0.029,-0.874,-,143.000
'1:16:49.808',0.000,-0.862,-,140.400
'1:16:49.816',0.000,-0.862,-,137.280
'1:16:49.824',0.000,-0.851,-,134.160
'1:16:49.832',0.000,-0.851,-,131.040
'1:16:49.840',0.000,-0.839,-,126.880
'1:16:49.848',0.000,-0.839,-,122.720
'1:16:49.856',0.000,-0.839,-,119.080
'1:16:49.864',0.000,-0.839,-,114.400
'1:16:49.872',0.000,-0.839,-,109.200
'1:16:49.880',0.000,-0.828,-,105.560
'1:16:49.888',0.000,-0.828,-,101.920
'1:16:49.896',0.000,-0.828,-,98.800
'1:16:49.904',0.000,-0.828,-,97.240
'1:16:49.912',0.000,-0.828,-,96.720
'1:16:49.920',0.000,-0.816,-,95.680
'1:16:49.928',0.029,-0.816,-,95.680
'1:16:49.936',0.057,-0.816,-,95.680
'1:16:49.944',0.057,-0.816,-,95.680
'1:16:49.952',0.057,-0.805,-,96.720
'1:16:49.960',0.057,-0.805,-,96.720
'1:16:49.968',0.057,-0.805,-,96.720
'1:16:49.976',0.086,-0.805,-,95.680
'1:16:49.984',0.057,-0.805,-,95.160
'1:16:49.992',0.086,-0.805,-,95.160
'1:16:50.000',0.057,-0.805,-,94.120
'1:16:50.008',0.057,-0.805,-,93.600
'1:16:50.016',0.057,-0.805,-,92.560
'1:16:50.024',0.057,-0.816,-,91.520
'1:16:50.032',0.029,-0.816,-,91.000
'1:16:50.040',0.029,-0.816,-,89.440
'1:16:50.048',0.000,-0.816,-,88.400
'1:16:50.056',0.000,-0.816,-,87.880
'1:16:50.064',0.000,-0.816,-,86.840
'1:16:50.072',0.000,-0.816,-,86.320
'1:16:50.080',0.000,-0.828,-,85.280
'1:16:50.088',0.029,-0.828,-,84.760
'1:16:50.096',0.057,-0.828,-,83.720
'1:16:50.104',0.057,-0.828,-,83.200
'1:16:50.112',0.086,-0.828,-,82.160
'1:16:50.120',0.057,-0.828,-,81.120
'1:16:50.128',0.057,-0.839,-,80.600
'1:16:50.136',0.000,-0.839,-,79.560
'1:16:50.144',0.000,-0.839,-,79.040
'1:16:50.152',0.029,-0.839,-,78.000
'1:16:50.160',0.057,-0.839,-,77.480
'1:16:50.168',0.029,-0.839,-,77.480
'1:16:50.176',0.000,-0.839,-,76.440
'1:16:50.184',0.000,-0.839,-,76.440
'1:16:50.192',-0.029,-0.839,-,75.920
'1:16:50.200',-0.029,-0.839,-,75.920
'1:16:50.208',-0.057,-0.839,-,74.880
'1:16:50.216',-0.057,-0.839,-,74.880
'1:16:50.224',-0.057,-0.828,-,74.880
'1:16:50.232',-0.057,-0.828,-,74.360
'1:16:50.240',-0.057,-0.828,-,74.360
'1:16:50.248',-0.057,-0.828,-,74.360
'1:16:50.256',-0.057,-0.828,-,73.320
'1:16:50.264',-0.057,-0.816,-,73.320
'1:16:50.272',-0.057,-0.816,-,72.800
'1:16:50.280',0.086,-0.805,-,72.800
'1:16:50.288',0.314,-0.805,-,72.800
'1:16:50.296',0.371,-0.805,-,71.760
'1:16:50.304',0.400,-0.793,-,71.760
'1:16:50.312',-0.057,-0.793,-,70.720
'1:16:50.320',-0.600,-0.782,-,70.200
'1:16:50.328',-0.829,-0.782,-,70.200
'1:16:50.336',-0.371,-0.782,-,69.160
'1:16:50.344',-0.143,-0.782,-,69.160
'1:16:50.352',-0.057,-0.782,-,68.640
'1:16:50.360',-0.029,-0.770,-,68.640
'1:16:50.368',-0.029,-0.770,-,67.600
'1:16:50.376',0.000,-0.770,-,67.600
'1:16:50.384',0.000,-0.770,-,67.080
'1:16:50.392',0.000,-0.770,-,67.080
'1:16:50.400',0.000,-0.770,-,66.040
'1:16:50.408',0.000,-0.770,-,66.040
'1:16:50.416',0.000,-0.770,-,66.040
'1:16:50.424',0.000,-0.782,-,65.520
'1:16:50.432',0.000,-0.782,-,65.520
'1:16:50.440',0.000,-0.782,-,65.520
'1:16:50.448',0.000,-0.782,-,65.520
'1:16:50.456',0.000,-0.782,-,65.520
'1:16:50.464',0.000,-0.782,-,65.520
'1:16:50.472',0.000,-0.782,-,66.040
'1:16:50.480',0.029,-0.782,-,67.080
'1:16:50.488',0.000,-0.782,-,69.160
'1:16:50.496',0.029,-0.782,-,72.800
'1:16:50.504',0.029,-0.782,-,76.440
'1:16:50.512',0.029,-0.782,-,82.160
'1:16:50.520',0.029,-0.782,-,87.880
'1:16:50.528',0.029,-0.782,-,93.600
'1:16:50.536',0.029,-0.782,-,99.840
'1:16:50.544',0.029,-0.782,-,105.560
'1:16:50.552',0.029,-0.782,-,110.240
'1:16:50.560',0.029,-0.782,-,114.920
'1:16:50.568',0.000,-0.782,-,118.040
'1:16:50.576',0.029,-0.782,-,120.640
'1:16:50.584',0.000,-0.782,-,122.720
'1:16:50.592',0.000,-0.782,-,123.760
'1:16:50.600',0.000,-0.770,-,123.760
'1:16:50.608',0.000,-0.770,-,122.720
'1:16:50.616',0.000,-0.759,-,122.200
'1:16:50.624',0.000,-0.759,-,120.640
'1:16:50.632',0.000,-0.759,-,118.040
'1:16:50.640',0.000,-0.747,-,114.920
'1:16:50.648',0.000,-0.747,-,112.320
'1:16:50.656',0.000,-0.747,-,108.680
'1:16:50.664',0.000,-0.736,-,104.520
'1:16:50.672',0.000,-0.736,-,100.360
'1:16:50.680',-0.029,-0.724,-,96.720
'1:16:50.688',-0.029,-0.724,-,92.560
'1:16:50.696',-0.029,-0.713,-,88.400
'1:16:50.704',-0.029,-0.713,-,85.280
'1:16:50.712',0.000,-0.701,-,83.720
'1:16:50.720',0.029,-0.701,-,82.160
'1:16:50.728',0.114,-0.690,-,81.120
'1:16:50.736',0.229,-0.690,-,80.600
'1:16:50.744',0.371,-0.678,-,80.600
'1:16:50.752',0.543,-0.678,-,80.600
'1:16:50.760',0.771,-0.667,-,81.120
'1:16:50.768',1.000,-0.667,-,82.160
'1:16:50.776',1.143,-0.667,-,82.160
'1:16:50.784',1.343,-0.667,-,83.200
'1:16:50.792',1.600,-0.667,-,83.200
'1:16:50.800',1.743,-0.655,-,83.200
'1:16:50.808',1.829,-0.655,-,83.200
'1:16:50.816',1.914,-0.655,-,83.200
'1:16:50.824',1.800,-0.655,-,83.200
'1:16:50.832',0.914,-0.655,-,82.160
'1:16:50.840',0.171,-0.644,-,82.160
'1:16:50.848',-0.257,-0.644,-,81.120
'1:16:50.856',-0.543,-0.644,-,81.120
'1:16:50.864',-0.629,-0.632,-,80.600
'1:16:50.872',-0.571,-0.632,-,79.560
'1:16:50.880',-0.543,-0.621,-,79.040
'1:16:50.888',-0.543,-0.621,-,78.000
'1:16:50.896',-0.514,-0.609,-,77.480
'1:16:50.904',-0.514,-0.609,-,77.480
'1:16:50.912',-0.486,-0.598,-,76.440
'1:16:50.920',-0.457,-0.586,-,75.920
'1:16:50.928',-0.457,-0.586,-,74.880
'1:16:50.936',-0.457,-0.575,-,74.360
'1:16:50.944',-0.514,-0.575,-,73.320
'1:16:50.952',-0.514,-0.575,-,72.800
'1:16:50.960',-0.514,-0.563,-,71.760
'1:16:50.968',-0.514,-0.563,-,71.760
'1:16:50.976',-0.543,-0.563,-,70.720
'1:16:50.984',-0.600,-0.552,-,70.720
'1:16:50.992',-0.657,-0.552,-,70.720
'1:16:51.000',-0.686,-0.552,-,70.720
'1:16:51.008',-0.743,-0.552,-,72.800
'1:16:51.016',-0.771,-0.552,-,74.360
'1:16:51.024',-0.829,-0.552,-,76.440
'1:16:51.032',-0.829,-0.552,-,79.560
'1:16:51.040',-0.857,-0.552,-,83.720
'1:16:51.048',-0.886,-0.552,-,86.840
'1:16:51.056',-0.886,-0.552,-,91.000
'1:16:51.064',-0.857,-0.552,-,94.120
'1:16:51.072',-0.829,-0.552,-,97.240
'1:16:51.080',-0.800,-0.552,-,98.800
'1:16:51.088',-0.743,-0.563,-,100.360
'1:16:51.096',-0.657,-0.563,-,101.400
'1:16:51.104',-0.571,-0.563,-,101.400
'1:16:51.112',-0.486,-0.575,-,99.840
'1:16:51.120',-0.400,-0.575,-,98.280
'1:16:51.128',-0.314,-0.586,-,95.680
'1:16:51.136',-0.229,-0.586,-,92.560
'1:16:51.144',-0.143,-0.598,-,89.440
'1:16:51.152',-0.086,-0.598,-,86.320
'1:16:51.160',-0.057,-0.598,-,83.200
'1:16:51.168',-0.029,-0.609,-,79.560
'1:16:51.176',0.000,-0.609,-,76.440
'1:16:51.184',0.000,-0.609,-,74.360
'1:16:51.192',0.057,-0.609,-,72.800
'1:16:51.200',0.029,-0.598,-,71.760
'1:16:51.208',0.057,-0.598,-,70.720
'1:16:51.216',0.057,-0.598,-,70.200
'1:16:51.224',0.057,-0.598,-,70.200
'1:16:51.232',0.057,-0.586,-,70.200
'1:16:51.240',0.114,-0.586,-,70.200
'1:16:51.248',0.143,-0.586,-,70.200
'1:16:51.256',0.229,-0.575,-,70.200
'1:16:51.264',0.286,-0.575,-,70.720
'1:16:51.272',0.371,-0.575,-,70.720
'1:16:51.280',0.457,-0.575,-,70.720
'1:16:51.288',0.600,-0.575,-,70.720
'1:16:51.296',0.800,-0.575,-,71.760
'1:16:51.304',0.829,-0.575,-,71.760
'1:16:51.312',-0.057,-0.575,-,71.760
'1:16:51.320',-1.029,-0.563,-,71.760
'1:16:51.328',-1.371,-0.563,-,71.760
'1:16:51.336',-1.457,-0.563,-,71.760
'1:16:51.344',-1.286,-0.563,-,70.720
'1:16:51.352',-1.000,-0.552,-,70.720
'1:16:51.360',-0.629,-0.552,-,70.720
'1:16:51.368',-0.400,-0.552,-,70.200
